result/tencentBlock.ns20912.oracleGeneral.zst S3FIFO-1 cache size      314, 2271035 req, miss ratio 0.6024, byte miss ratio 0.6024
result/tencentBlock.ns20912.oracleGeneral.zst S3FIFO-1 cache size      944, 2271035 req, miss ratio 0.4540, byte miss ratio 0.4540
result/tencentBlock.ns20912.oracleGeneral.zst S3FIFO-1 cache size     3149, 2271035 req, miss ratio 0.3496, byte miss ratio 0.3496
result/tencentBlock.ns20912.oracleGeneral.zst S3FIFO-1 cache size     9447, 2271035 req, miss ratio 0.3275, byte miss ratio 0.3275
result/tencentBlock.ns20912.oracleGeneral.zst S3FIFO-1 cache size    31491, 2271035 req, miss ratio 0.2747, byte miss ratio 0.2747
result/tencentBlock.ns20912.oracleGeneral.zst S3FIFO-1 cache size    62983, 2271035 req, miss ratio 0.2385, byte miss ratio 0.2385
result/tencentBlock.ns20912.oracleGeneral.zst S3FIFO-1 cache size   125967, 2271035 req, miss ratio 0.1686, byte miss ratio 0.1686
result/tencentBlock.ns20912.oracleGeneral.zst S3FIFO-1 cache size   251935, 2271035 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns20912.oracleGeneral.zst Clock cache size      314, 2271035 req, miss ratio 0.5947, byte miss ratio 0.5947
result/tencentBlock.ns20912.oracleGeneral.zst Clock cache size      944, 2271035 req, miss ratio 0.5131, byte miss ratio 0.5131
result/tencentBlock.ns20912.oracleGeneral.zst Clock cache size     3149, 2271035 req, miss ratio 0.3753, byte miss ratio 0.3753
result/tencentBlock.ns20912.oracleGeneral.zst Clock cache size     9447, 2271035 req, miss ratio 0.3341, byte miss ratio 0.3341
result/tencentBlock.ns20912.oracleGeneral.zst Clock cache size    31491, 2271035 req, miss ratio 0.2713, byte miss ratio 0.2713
result/tencentBlock.ns20912.oracleGeneral.zst Clock cache size    62983, 2271035 req, miss ratio 0.2376, byte miss ratio 0.2376
result/tencentBlock.ns20912.oracleGeneral.zst Clock cache size   125967, 2271035 req, miss ratio 0.1719, byte miss ratio 0.1719
result/tencentBlock.ns20912.oracleGeneral.zst Clock cache size   251935, 2271035 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns20912.oracleGeneral.zst Cacheus cache size      314, 2271035 req, miss ratio 0.5884, byte miss ratio 0.5884
result/tencentBlock.ns20912.oracleGeneral.zst Cacheus cache size      944, 2271035 req, miss ratio 0.4934, byte miss ratio 0.4934
result/tencentBlock.ns20912.oracleGeneral.zst Cacheus cache size     3149, 2271035 req, miss ratio 0.3517, byte miss ratio 0.3517
result/tencentBlock.ns20912.oracleGeneral.zst Cacheus cache size     9447, 2271035 req, miss ratio 0.3270, byte miss ratio 0.3270
result/tencentBlock.ns20912.oracleGeneral.zst Cacheus cache size    31491, 2271035 req, miss ratio 0.2670, byte miss ratio 0.2670
result/tencentBlock.ns20912.oracleGeneral.zst Cacheus cache size    62983, 2271035 req, miss ratio 0.2311, byte miss ratio 0.2311
result/tencentBlock.ns20912.oracleGeneral.zst Cacheus cache size   125967, 2271035 req, miss ratio 0.1653, byte miss ratio 0.1653
result/tencentBlock.ns20912.oracleGeneral.zst Cacheus cache size   251935, 2271035 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns20912.oracleGeneral.zst LIRS cache size      314, 2271035 req, miss ratio 0.6193, byte miss ratio 0.6193
result/tencentBlock.ns20912.oracleGeneral.zst LIRS cache size      944, 2271035 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns20912.oracleGeneral.zst LIRS cache size     3149, 2271035 req, miss ratio 0.3604, byte miss ratio 0.3604
result/tencentBlock.ns20912.oracleGeneral.zst LIRS cache size     9447, 2271035 req, miss ratio 0.3285, byte miss ratio 0.3285
