result/tencentBlock.ns21661.oracleGeneral.zst Clock cache size      108, 4061504 req, miss ratio 0.7267, byte miss ratio 0.7267
result/tencentBlock.ns21661.oracleGeneral.zst Clock cache size      324, 4061504 req, miss ratio 0.5823, byte miss ratio 0.5823
result/tencentBlock.ns21661.oracleGeneral.zst Clock cache size     1081, 4061504 req, miss ratio 0.2041, byte miss ratio 0.2041
result/tencentBlock.ns21661.oracleGeneral.zst Clock cache size     3244, 4061504 req, miss ratio 0.1126, byte miss ratio 0.1126
result/tencentBlock.ns21661.oracleGeneral.zst Clock cache size    10814, 4061504 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns21661.oracleGeneral.zst Clock cache size    21629, 4061504 req, miss ratio 0.0892, byte miss ratio 0.0892
result/tencentBlock.ns21661.oracleGeneral.zst Clock cache size    43258, 4061504 req, miss ratio 0.0743, byte miss ratio 0.0743
result/tencentBlock.ns21661.oracleGeneral.zst Clock cache size    86516, 4061504 req, miss ratio 0.0301, byte miss ratio 0.0301
result/tencentBlock.ns21661.oracleGeneral.zst LIRS cache size      108, 4061504 req, miss ratio 0.6405, byte miss ratio 0.6405
result/tencentBlock.ns21661.oracleGeneral.zst LIRS cache size      324, 4061504 req, miss ratio 0.4139, byte miss ratio 0.4139
result/tencentBlock.ns21661.oracleGeneral.zst LIRS cache size     1081, 4061504 req, miss ratio 0.1510, byte miss ratio 0.1510
result/tencentBlock.ns21661.oracleGeneral.zst LIRS cache size     3244, 4061504 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns21661.oracleGeneral.zst LIRS cache size    10814, 4061504 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns21661.oracleGeneral.zst LIRS cache size    21629, 4061504 req, miss ratio 0.0812, byte miss ratio 0.0812
result/tencentBlock.ns21661.oracleGeneral.zst LIRS cache size    43258, 4061504 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns21661.oracleGeneral.zst LIRS cache size    86516, 4061504 req, miss ratio 0.0276, byte miss ratio 0.0276
result/tencentBlock.ns21661.oracleGeneral.zst clock2 cache size      108, 4061504 req, miss ratio 0.7186, byte miss ratio 0.7186
result/tencentBlock.ns21661.oracleGeneral.zst clock2 cache size      324, 4061504 req, miss ratio 0.5717, byte miss ratio 0.5717
