result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-1 cache size      160, 4311278 req, miss ratio 0.3456, byte miss ratio 0.3456
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-1 cache size      481, 4311278 req, miss ratio 0.2716, byte miss ratio 0.2716
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-1 cache size     1604, 4311278 req, miss ratio 0.2409, byte miss ratio 0.2409
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-1 cache size     4813, 4311278 req, miss ratio 0.2219, byte miss ratio 0.2219
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-1 cache size    16044, 4311278 req, miss ratio 0.1877, byte miss ratio 0.1877
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-1 cache size    32088, 4311278 req, miss ratio 0.1545, byte miss ratio 0.1545
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-1 cache size    64176, 4311278 req, miss ratio 0.0774, byte miss ratio 0.0774
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-1 cache size   128353, 4311278 req, miss ratio 0.0387, byte miss ratio 0.0387
result/tencentBlock.ns10156.oracleGeneral.zst Cacheus cache size      160, 4311278 req, miss ratio 0.3496, byte miss ratio 0.3496
result/tencentBlock.ns10156.oracleGeneral.zst Cacheus cache size      481, 4311278 req, miss ratio 0.2813, byte miss ratio 0.2813
result/tencentBlock.ns10156.oracleGeneral.zst Cacheus cache size     1604, 4311278 req, miss ratio 0.2427, byte miss ratio 0.2427
result/tencentBlock.ns10156.oracleGeneral.zst Cacheus cache size     4813, 4311278 req, miss ratio 0.2222, byte miss ratio 0.2222
result/tencentBlock.ns10156.oracleGeneral.zst Cacheus cache size    16044, 4311278 req, miss ratio 0.1860, byte miss ratio 0.1860
result/tencentBlock.ns10156.oracleGeneral.zst Cacheus cache size    32088, 4311278 req, miss ratio 0.1610, byte miss ratio 0.1610
result/tencentBlock.ns10156.oracleGeneral.zst Cacheus cache size    64176, 4311278 req, miss ratio 0.0875, byte miss ratio 0.0875
result/tencentBlock.ns10156.oracleGeneral.zst Cacheus cache size   128353, 4311278 req, miss ratio 0.0383, byte miss ratio 0.0383
result/tencentBlock.ns10156.oracleGeneral.zst LHD cache size      160, 4311278 req, miss ratio 0.3639, byte miss ratio 0.3639
result/tencentBlock.ns10156.oracleGeneral.zst LHD cache size      481, 4311278 req, miss ratio 0.2863, byte miss ratio 0.2863
result/tencentBlock.ns10156.oracleGeneral.zst LHD cache size     1604, 4311278 req, miss ratio 0.2481, byte miss ratio 0.2481
result/tencentBlock.ns10156.oracleGeneral.zst LHD cache size     4813, 4311278 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns10156.oracleGeneral.zst LHD cache size    16044, 4311278 req, miss ratio 0.1867, byte miss ratio 0.1867
result/tencentBlock.ns10156.oracleGeneral.zst LHD cache size    32088, 4311278 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns10156.oracleGeneral.zst LHD cache size    64176, 4311278 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns10156.oracleGeneral.zst LHD cache size   128353, 4311278 req, miss ratio 0.0391, byte miss ratio 0.0391
result/tencentBlock.ns10156.oracleGeneral.zst Clock cache size      160, 4311278 req, miss ratio 0.4419, byte miss ratio 0.4419
result/tencentBlock.ns10156.oracleGeneral.zst Clock cache size      481, 4311278 req, miss ratio 0.2959, byte miss ratio 0.2959
result/tencentBlock.ns10156.oracleGeneral.zst Clock cache size     1604, 4311278 req, miss ratio 0.2532, byte miss ratio 0.2532
result/tencentBlock.ns10156.oracleGeneral.zst Clock cache size     4813, 4311278 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns10156.oracleGeneral.zst Clock cache size    16044, 4311278 req, miss ratio 0.1848, byte miss ratio 0.1848
result/tencentBlock.ns10156.oracleGeneral.zst Clock cache size    32088, 4311278 req, miss ratio 0.1594, byte miss ratio 0.1594
result/tencentBlock.ns10156.oracleGeneral.zst Clock cache size    64176, 4311278 req, miss ratio 0.0922, byte miss ratio 0.0922
result/tencentBlock.ns10156.oracleGeneral.zst Clock cache size   128353, 4311278 req, miss ratio 0.0390, byte miss ratio 0.0390
result/tencentBlock.ns10156.oracleGeneral.zst ARC cache size      160, 4311278 req, miss ratio 0.3338, byte miss ratio 0.3338
result/tencentBlock.ns10156.oracleGeneral.zst ARC cache size      481, 4311278 req, miss ratio 0.2711, byte miss ratio 0.2711
result/tencentBlock.ns10156.oracleGeneral.zst ARC cache size     1604, 4311278 req, miss ratio 0.2412, byte miss ratio 0.2412
result/tencentBlock.ns10156.oracleGeneral.zst ARC cache size     4813, 4311278 req, miss ratio 0.2163, byte miss ratio 0.2163
result/tencentBlock.ns10156.oracleGeneral.zst ARC cache size    16044, 4311278 req, miss ratio 0.1818, byte miss ratio 0.1818
result/tencentBlock.ns10156.oracleGeneral.zst ARC cache size    32088, 4311278 req, miss ratio 0.1520, byte miss ratio 0.1520
result/tencentBlock.ns10156.oracleGeneral.zst ARC cache size    64176, 4311278 req, miss ratio 0.0917, byte miss ratio 0.0917
result/tencentBlock.ns10156.oracleGeneral.zst ARC cache size   128353, 4311278 req, miss ratio 0.0383, byte miss ratio 0.0383
result/tencentBlock.ns10156.oracleGeneral.zst clock2 cache size      160, 4311278 req, miss ratio 0.4451, byte miss ratio 0.4451
result/tencentBlock.ns10156.oracleGeneral.zst clock2 cache size      481, 4311278 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns10156.oracleGeneral.zst clock2 cache size     1604, 4311278 req, miss ratio 0.2516, byte miss ratio 0.2516
result/tencentBlock.ns10156.oracleGeneral.zst clock2 cache size     4813, 4311278 req, miss ratio 0.2305, byte miss ratio 0.2305
result/tencentBlock.ns10156.oracleGeneral.zst clock2 cache size    16044, 4311278 req, miss ratio 0.1855, byte miss ratio 0.1855
result/tencentBlock.ns10156.oracleGeneral.zst clock2 cache size    32088, 4311278 req, miss ratio 0.1613, byte miss ratio 0.1613
result/tencentBlock.ns10156.oracleGeneral.zst clock2 cache size    64176, 4311278 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns10156.oracleGeneral.zst clock2 cache size   128353, 4311278 req, miss ratio 0.0388, byte miss ratio 0.0388
result/tencentBlock.ns10156.oracleGeneral.zst LIRS cache size      160, 4311278 req, miss ratio 0.3422, byte miss ratio 0.3422
result/tencentBlock.ns10156.oracleGeneral.zst LIRS cache size      481, 4311278 req, miss ratio 0.2838, byte miss ratio 0.2838
result/tencentBlock.ns10156.oracleGeneral.zst LIRS cache size     1604, 4311278 req, miss ratio 0.2494, byte miss ratio 0.2494
result/tencentBlock.ns10156.oracleGeneral.zst LIRS cache size     4813, 4311278 req, miss ratio 0.2192, byte miss ratio 0.2192
result/tencentBlock.ns10156.oracleGeneral.zst LIRS cache size    16044, 4311278 req, miss ratio 0.1959, byte miss ratio 0.1959
result/tencentBlock.ns10156.oracleGeneral.zst LIRS cache size    32088, 4311278 req, miss ratio 0.1602, byte miss ratio 0.1602
result/tencentBlock.ns10156.oracleGeneral.zst LIRS cache size    64176, 4311278 req, miss ratio 0.0819, byte miss ratio 0.0819
result/tencentBlock.ns10156.oracleGeneral.zst LIRS cache size   128353, 4311278 req, miss ratio 0.0384, byte miss ratio 0.0384
result/tencentBlock.ns10156.oracleGeneral.zst FIFO cache size      160, 4311278 req, miss ratio 0.5205, byte miss ratio 0.5205
result/tencentBlock.ns10156.oracleGeneral.zst FIFO cache size      481, 4311278 req, miss ratio 0.3579, byte miss ratio 0.3579
result/tencentBlock.ns10156.oracleGeneral.zst FIFO cache size     1604, 4311278 req, miss ratio 0.2826, byte miss ratio 0.2826
result/tencentBlock.ns10156.oracleGeneral.zst FIFO cache size     4813, 4311278 req, miss ratio 0.2450, byte miss ratio 0.2450
result/tencentBlock.ns10156.oracleGeneral.zst FIFO cache size    16044, 4311278 req, miss ratio 0.1955, byte miss ratio 0.1955
result/tencentBlock.ns10156.oracleGeneral.zst FIFO cache size    32088, 4311278 req, miss ratio 0.1583, byte miss ratio 0.1583
result/tencentBlock.ns10156.oracleGeneral.zst FIFO cache size    64176, 4311278 req, miss ratio 0.0960, byte miss ratio 0.0960
result/tencentBlock.ns10156.oracleGeneral.zst FIFO cache size   128353, 4311278 req, miss ratio 0.0508, byte miss ratio 0.0508
result/tencentBlock.ns10156.oracleGeneral.zst LeCaR cache size      160, 4311278 req, miss ratio 0.4336, byte miss ratio 0.4336
result/tencentBlock.ns10156.oracleGeneral.zst LeCaR cache size      481, 4311278 req, miss ratio 0.2917, byte miss ratio 0.2917
result/tencentBlock.ns10156.oracleGeneral.zst LeCaR cache size     1604, 4311278 req, miss ratio 0.2504, byte miss ratio 0.2504
result/tencentBlock.ns10156.oracleGeneral.zst LeCaR cache size     4813, 4311278 req, miss ratio 0.2285, byte miss ratio 0.2285
result/tencentBlock.ns10156.oracleGeneral.zst LeCaR cache size    16044, 4311278 req, miss ratio 0.1816, byte miss ratio 0.1816
result/tencentBlock.ns10156.oracleGeneral.zst LeCaR cache size    32088, 4311278 req, miss ratio 0.1556, byte miss ratio 0.1556
result/tencentBlock.ns10156.oracleGeneral.zst LeCaR cache size    64176, 4311278 req, miss ratio 0.0888, byte miss ratio 0.0888
result/tencentBlock.ns10156.oracleGeneral.zst LeCaR cache size   128353, 4311278 req, miss ratio 0.0382, byte miss ratio 0.0382
result/tencentBlock.ns10156.oracleGeneral.zst LRU cache size      160, 4311278 req, miss ratio 0.4476, byte miss ratio 0.4476
result/tencentBlock.ns10156.oracleGeneral.zst LRU cache size      481, 4311278 req, miss ratio 0.2990, byte miss ratio 0.2990
result/tencentBlock.ns10156.oracleGeneral.zst LRU cache size     1604, 4311278 req, miss ratio 0.2569, byte miss ratio 0.2569
result/tencentBlock.ns10156.oracleGeneral.zst LRU cache size     4813, 4311278 req, miss ratio 0.2326, byte miss ratio 0.2326
result/tencentBlock.ns10156.oracleGeneral.zst LRU cache size    16044, 4311278 req, miss ratio 0.1829, byte miss ratio 0.1829
result/tencentBlock.ns10156.oracleGeneral.zst LRU cache size    32088, 4311278 req, miss ratio 0.1578, byte miss ratio 0.1578
result/tencentBlock.ns10156.oracleGeneral.zst LRU cache size    64176, 4311278 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns10156.oracleGeneral.zst LRU cache size   128353, 4311278 req, miss ratio 0.0383, byte miss ratio 0.0383
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-d-1 cache size      160, 4311278 req, miss ratio 0.3492, byte miss ratio 0.3492
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-d-1 cache size      481, 4311278 req, miss ratio 0.2716, byte miss ratio 0.2716
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-d-1 cache size     1604, 4311278 req, miss ratio 0.2403, byte miss ratio 0.2403
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-d-1 cache size     4813, 4311278 req, miss ratio 0.2220, byte miss ratio 0.2220
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-d-1 cache size    16044, 4311278 req, miss ratio 0.1872, byte miss ratio 0.1872
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-d-1 cache size    32088, 4311278 req, miss ratio 0.1557, byte miss ratio 0.1557
result/tencentBlock.ns10156.oracleGeneral.zst S3FIFO-d-1 cache size    64176, 4311278 req, miss ratio 0.0774, byte miss ratio 0.0774
