result/tencentBlock.ns5147.oracleGeneral.zst LHD cache size      579, 4965847 req, miss ratio 0.7341, byte miss ratio 0.7341
result/tencentBlock.ns5147.oracleGeneral.zst LHD cache size     1739, 4965847 req, miss ratio 0.6965, byte miss ratio 0.6965
result/tencentBlock.ns5147.oracleGeneral.zst LHD cache size     5798, 4965847 req, miss ratio 0.5734, byte miss ratio 0.5734
result/tencentBlock.ns5147.oracleGeneral.zst LHD cache size    17394, 4965847 req, miss ratio 0.4022, byte miss ratio 0.4022
result/tencentBlock.ns5147.oracleGeneral.zst LHD cache size    57980, 4965847 req, miss ratio 0.2369, byte miss ratio 0.2369
result/tencentBlock.ns5147.oracleGeneral.zst LHD cache size   115960, 4965847 req, miss ratio 0.1482, byte miss ratio 0.1482
result/tencentBlock.ns5147.oracleGeneral.zst LHD cache size   231920, 4965847 req, miss ratio 0.1235, byte miss ratio 0.1235
result/tencentBlock.ns5147.oracleGeneral.zst LHD cache size   463841, 4965847 req, miss ratio 0.1182, byte miss ratio 0.1182
result/tencentBlock.ns5147.oracleGeneral.zst Cacheus cache size      579, 4965847 req, miss ratio 0.7202, byte miss ratio 0.7202
result/tencentBlock.ns5147.oracleGeneral.zst Cacheus cache size     1739, 4965847 req, miss ratio 0.6726, byte miss ratio 0.6726
result/tencentBlock.ns5147.oracleGeneral.zst Cacheus cache size     5798, 4965847 req, miss ratio 0.5662, byte miss ratio 0.5662
result/tencentBlock.ns5147.oracleGeneral.zst Cacheus cache size    17394, 4965847 req, miss ratio 0.3994, byte miss ratio 0.3994
result/tencentBlock.ns5147.oracleGeneral.zst Cacheus cache size    57980, 4965847 req, miss ratio 0.2591, byte miss ratio 0.2591
result/tencentBlock.ns5147.oracleGeneral.zst Cacheus cache size   115960, 4965847 req, miss ratio 0.1478, byte miss ratio 0.1478
result/tencentBlock.ns5147.oracleGeneral.zst Cacheus cache size   231920, 4965847 req, miss ratio 0.1219, byte miss ratio 0.1219
