result/tencentBlock.ns19068.oracleGeneral.zst Clock cache size      401, 4696485 req, miss ratio 0.6149, byte miss ratio 0.6149
result/tencentBlock.ns19068.oracleGeneral.zst Clock cache size     1205, 4696485 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns19068.oracleGeneral.zst Clock cache size     4019, 4696485 req, miss ratio 0.2754, byte miss ratio 0.2754
result/tencentBlock.ns19068.oracleGeneral.zst Clock cache size    12058, 4696485 req, miss ratio 0.2238, byte miss ratio 0.2238
result/tencentBlock.ns19068.oracleGeneral.zst Clock cache size    40195, 4696485 req, miss ratio 0.1706, byte miss ratio 0.1706
result/tencentBlock.ns19068.oracleGeneral.zst Clock cache size    80391, 4696485 req, miss ratio 0.1510, byte miss ratio 0.1510
result/tencentBlock.ns19068.oracleGeneral.zst Clock cache size   160782, 4696485 req, miss ratio 0.1020, byte miss ratio 0.1020
result/tencentBlock.ns19068.oracleGeneral.zst Clock cache size   321564, 4696485 req, miss ratio 0.0866, byte miss ratio 0.0866
result/tencentBlock.ns19068.oracleGeneral.zst LHD cache size      401, 4696485 req, miss ratio 0.6095, byte miss ratio 0.6095
result/tencentBlock.ns19068.oracleGeneral.zst LHD cache size     1205, 4696485 req, miss ratio 0.4236, byte miss ratio 0.4236
result/tencentBlock.ns19068.oracleGeneral.zst LHD cache size     4019, 4696485 req, miss ratio 0.2681, byte miss ratio 0.2681
result/tencentBlock.ns19068.oracleGeneral.zst LHD cache size    12058, 4696485 req, miss ratio 0.2110, byte miss ratio 0.2110
result/tencentBlock.ns19068.oracleGeneral.zst LHD cache size    40195, 4696485 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns19068.oracleGeneral.zst LHD cache size    80391, 4696485 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns19068.oracleGeneral.zst LHD cache size   160782, 4696485 req, miss ratio 0.0943, byte miss ratio 0.0943
result/tencentBlock.ns19068.oracleGeneral.zst LHD cache size   321564, 4696485 req, miss ratio 0.0861, byte miss ratio 0.0861
result/tencentBlock.ns19068.oracleGeneral.zst S3FIFO-1 cache size      401, 4696485 req, miss ratio 0.5848, byte miss ratio 0.5848
