result/tencentBlock.ns1639.oracleGeneral.zst LIRS cache size      610, 9404935 req, miss ratio 0.5134, byte miss ratio 0.5134
result/tencentBlock.ns1639.oracleGeneral.zst LIRS cache size     1830, 9404935 req, miss ratio 0.4611, byte miss ratio 0.4611
result/tencentBlock.ns1639.oracleGeneral.zst LIRS cache size     6100, 9404935 req, miss ratio 0.3866, byte miss ratio 0.3866
result/tencentBlock.ns1639.oracleGeneral.zst LIRS cache size    18300, 9404935 req, miss ratio 0.2945, byte miss ratio 0.2945
result/tencentBlock.ns1639.oracleGeneral.zst LIRS cache size    61003, 9404935 req, miss ratio 0.1964, byte miss ratio 0.1964
result/tencentBlock.ns1639.oracleGeneral.zst LIRS cache size   122006, 9404935 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns1639.oracleGeneral.zst LIRS cache size   244013, 9404935 req, miss ratio 0.0923, byte miss ratio 0.0923
result/tencentBlock.ns1639.oracleGeneral.zst LIRS cache size   488026, 9404935 req, miss ratio 0.0672, byte miss ratio 0.0672
result/tencentBlock.ns1639.oracleGeneral.zst Cacheus cache size      610, 9404935 req, miss ratio 0.4910, byte miss ratio 0.4910
result/tencentBlock.ns1639.oracleGeneral.zst Cacheus cache size     1830, 9404935 req, miss ratio 0.4210, byte miss ratio 0.4210
result/tencentBlock.ns1639.oracleGeneral.zst Cacheus cache size     6100, 9404935 req, miss ratio 0.3566, byte miss ratio 0.3566
result/tencentBlock.ns1639.oracleGeneral.zst Cacheus cache size    18300, 9404935 req, miss ratio 0.2928, byte miss ratio 0.2928
result/tencentBlock.ns1639.oracleGeneral.zst Cacheus cache size    61003, 9404935 req, miss ratio 0.1868, byte miss ratio 0.1868
result/tencentBlock.ns1639.oracleGeneral.zst Cacheus cache size   122006, 9404935 req, miss ratio 0.1375, byte miss ratio 0.1375
result/tencentBlock.ns1639.oracleGeneral.zst Cacheus cache size   244013, 9404935 req, miss ratio 0.0895, byte miss ratio 0.0895
result/tencentBlock.ns1639.oracleGeneral.zst Cacheus cache size   488026, 9404935 req, miss ratio 0.0665, byte miss ratio 0.0665
result/tencentBlock.ns1639.oracleGeneral.zst clock2 cache size      610, 9404935 req, miss ratio 0.4899, byte miss ratio 0.4899
result/tencentBlock.ns1639.oracleGeneral.zst clock2 cache size     1830, 9404935 req, miss ratio 0.4214, byte miss ratio 0.4214
result/tencentBlock.ns1639.oracleGeneral.zst clock2 cache size     6100, 9404935 req, miss ratio 0.3610, byte miss ratio 0.3610
result/tencentBlock.ns1639.oracleGeneral.zst clock2 cache size    18300, 9404935 req, miss ratio 0.2917, byte miss ratio 0.2917
result/tencentBlock.ns1639.oracleGeneral.zst clock2 cache size    61003, 9404935 req, miss ratio 0.1893, byte miss ratio 0.1893
result/tencentBlock.ns1639.oracleGeneral.zst clock2 cache size   122006, 9404935 req, miss ratio 0.1373, byte miss ratio 0.1373
result/tencentBlock.ns1639.oracleGeneral.zst clock2 cache size   244013, 9404935 req, miss ratio 0.0916, byte miss ratio 0.0916
result/tencentBlock.ns1639.oracleGeneral.zst clock2 cache size   488026, 9404935 req, miss ratio 0.0667, byte miss ratio 0.0667
result/tencentBlock.ns1639.oracleGeneral.zst LRU cache size      610, 9404935 req, miss ratio 0.4972, byte miss ratio 0.4972
result/tencentBlock.ns1639.oracleGeneral.zst LRU cache size     1830, 9404935 req, miss ratio 0.4254, byte miss ratio 0.4254
result/tencentBlock.ns1639.oracleGeneral.zst LRU cache size     6100, 9404935 req, miss ratio 0.3669, byte miss ratio 0.3669
result/tencentBlock.ns1639.oracleGeneral.zst LRU cache size    18300, 9404935 req, miss ratio 0.2973, byte miss ratio 0.2973
result/tencentBlock.ns1639.oracleGeneral.zst LRU cache size    61003, 9404935 req, miss ratio 0.1891, byte miss ratio 0.1891
result/tencentBlock.ns1639.oracleGeneral.zst LRU cache size   122006, 9404935 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns1639.oracleGeneral.zst LRU cache size   244013, 9404935 req, miss ratio 0.0900, byte miss ratio 0.0900
result/tencentBlock.ns1639.oracleGeneral.zst LRU cache size   488026, 9404935 req, miss ratio 0.0664, byte miss ratio 0.0664
result/tencentBlock.ns1639.oracleGeneral.zst FIFO cache size      610, 9404935 req, miss ratio 0.5374, byte miss ratio 0.5374
result/tencentBlock.ns1639.oracleGeneral.zst FIFO cache size     1830, 9404935 req, miss ratio 0.4526, byte miss ratio 0.4526
result/tencentBlock.ns1639.oracleGeneral.zst FIFO cache size     6100, 9404935 req, miss ratio 0.3859, byte miss ratio 0.3859
result/tencentBlock.ns1639.oracleGeneral.zst FIFO cache size    18300, 9404935 req, miss ratio 0.3179, byte miss ratio 0.3179
result/tencentBlock.ns1639.oracleGeneral.zst FIFO cache size    61003, 9404935 req, miss ratio 0.2165, byte miss ratio 0.2165
result/tencentBlock.ns1639.oracleGeneral.zst FIFO cache size   122006, 9404935 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns1639.oracleGeneral.zst FIFO cache size   244013, 9404935 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns1639.oracleGeneral.zst FIFO cache size   488026, 9404935 req, miss ratio 0.0736, byte miss ratio 0.0736
result/tencentBlock.ns1639.oracleGeneral.zst Clock cache size      610, 9404935 req, miss ratio 0.4981, byte miss ratio 0.4981
result/tencentBlock.ns1639.oracleGeneral.zst Clock cache size     1830, 9404935 req, miss ratio 0.4263, byte miss ratio 0.4263
