result/tencentBlock.ns8222.oracleGeneral.zst ARC cache size      186, 1365194 req, miss ratio 0.5960, byte miss ratio 0.5960
result/tencentBlock.ns8222.oracleGeneral.zst ARC cache size      560, 1365194 req, miss ratio 0.5684, byte miss ratio 0.5684
result/tencentBlock.ns8222.oracleGeneral.zst ARC cache size     1867, 1365194 req, miss ratio 0.5176, byte miss ratio 0.5176
result/tencentBlock.ns8222.oracleGeneral.zst ARC cache size     5603, 1365194 req, miss ratio 0.4915, byte miss ratio 0.4915
result/tencentBlock.ns8222.oracleGeneral.zst ARC cache size    18678, 1365194 req, miss ratio 0.4469, byte miss ratio 0.4469
result/tencentBlock.ns8222.oracleGeneral.zst ARC cache size    37356, 1365194 req, miss ratio 0.3767, byte miss ratio 0.3767
result/tencentBlock.ns8222.oracleGeneral.zst ARC cache size    74712, 1365194 req, miss ratio 0.2458, byte miss ratio 0.2458
result/tencentBlock.ns8222.oracleGeneral.zst ARC cache size   149425, 1365194 req, miss ratio 0.1382, byte miss ratio 0.1382
result/tencentBlock.ns8222.oracleGeneral.zst LIRS cache size      186, 1365194 req, miss ratio 0.6180, byte miss ratio 0.6180
result/tencentBlock.ns8222.oracleGeneral.zst LIRS cache size      560, 1365194 req, miss ratio 0.5939, byte miss ratio 0.5939
result/tencentBlock.ns8222.oracleGeneral.zst LIRS cache size     1867, 1365194 req, miss ratio 0.5443, byte miss ratio 0.5443
result/tencentBlock.ns8222.oracleGeneral.zst LIRS cache size     5603, 1365194 req, miss ratio 0.4937, byte miss ratio 0.4937
result/tencentBlock.ns8222.oracleGeneral.zst LIRS cache size    18678, 1365194 req, miss ratio 0.4298, byte miss ratio 0.4298
result/tencentBlock.ns8222.oracleGeneral.zst LIRS cache size    37356, 1365194 req, miss ratio 0.3566, byte miss ratio 0.3566
result/tencentBlock.ns8222.oracleGeneral.zst LIRS cache size    74712, 1365194 req, miss ratio 0.2226, byte miss ratio 0.2226
result/tencentBlock.ns8222.oracleGeneral.zst LIRS cache size   149425, 1365194 req, miss ratio 0.1421, byte miss ratio 0.1421
result/tencentBlock.ns8222.oracleGeneral.zst clock2 cache size      186, 1365194 req, miss ratio 0.6360, byte miss ratio 0.6360
result/tencentBlock.ns8222.oracleGeneral.zst clock2 cache size      560, 1365194 req, miss ratio 0.5874, byte miss ratio 0.5874
result/tencentBlock.ns8222.oracleGeneral.zst clock2 cache size     1867, 1365194 req, miss ratio 0.5228, byte miss ratio 0.5228
result/tencentBlock.ns8222.oracleGeneral.zst clock2 cache size     5603, 1365194 req, miss ratio 0.4995, byte miss ratio 0.4995
result/tencentBlock.ns8222.oracleGeneral.zst clock2 cache size    18678, 1365194 req, miss ratio 0.4804, byte miss ratio 0.4804
result/tencentBlock.ns8222.oracleGeneral.zst clock2 cache size    37356, 1365194 req, miss ratio 0.4027, byte miss ratio 0.4027
result/tencentBlock.ns8222.oracleGeneral.zst clock2 cache size    74712, 1365194 req, miss ratio 0.2740, byte miss ratio 0.2740
result/tencentBlock.ns8222.oracleGeneral.zst clock2 cache size   149425, 1365194 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns8222.oracleGeneral.zst S3FIFO-1 cache size      186, 1365194 req, miss ratio 0.6165, byte miss ratio 0.6165
