result/tencentBlock.ns2265.oracleGeneral.zst LIRS cache size      146, 1659874 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns2265.oracleGeneral.zst LIRS cache size      438, 1659874 req, miss ratio 0.1745, byte miss ratio 0.1745
result/tencentBlock.ns2265.oracleGeneral.zst LIRS cache size     1461, 1659874 req, miss ratio 0.1584, byte miss ratio 0.1584
result/tencentBlock.ns2265.oracleGeneral.zst LIRS cache size     4383, 1659874 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns2265.oracleGeneral.zst LIRS cache size    14611, 1659874 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns2265.oracleGeneral.zst LIRS cache size    29223, 1659874 req, miss ratio 0.1104, byte miss ratio 0.1104
result/tencentBlock.ns2265.oracleGeneral.zst LIRS cache size    58446, 1659874 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns2265.oracleGeneral.zst LIRS cache size   116892, 1659874 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns2265.oracleGeneral.zst LHD cache size      146, 1659874 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns2265.oracleGeneral.zst LHD cache size      438, 1659874 req, miss ratio 0.1613, byte miss ratio 0.1613
result/tencentBlock.ns2265.oracleGeneral.zst LHD cache size     1461, 1659874 req, miss ratio 0.1537, byte miss ratio 0.1537
result/tencentBlock.ns2265.oracleGeneral.zst LHD cache size     4383, 1659874 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns2265.oracleGeneral.zst LHD cache size    14611, 1659874 req, miss ratio 0.1266, byte miss ratio 0.1266
result/tencentBlock.ns2265.oracleGeneral.zst LHD cache size    29223, 1659874 req, miss ratio 0.1082, byte miss ratio 0.1082
result/tencentBlock.ns2265.oracleGeneral.zst LHD cache size    58446, 1659874 req, miss ratio 0.0930, byte miss ratio 0.0930
result/tencentBlock.ns2265.oracleGeneral.zst LHD cache size   116892, 1659874 req, miss ratio 0.0884, byte miss ratio 0.0884
result/tencentBlock.ns2265.oracleGeneral.zst LeCaR cache size      146, 1659874 req, miss ratio 0.1705, byte miss ratio 0.1705
result/tencentBlock.ns2265.oracleGeneral.zst LeCaR cache size      438, 1659874 req, miss ratio 0.1620, byte miss ratio 0.1620
result/tencentBlock.ns2265.oracleGeneral.zst LeCaR cache size     1461, 1659874 req, miss ratio 0.1538, byte miss ratio 0.1538
result/tencentBlock.ns2265.oracleGeneral.zst LeCaR cache size     4383, 1659874 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns2265.oracleGeneral.zst LeCaR cache size    14611, 1659874 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns2265.oracleGeneral.zst LeCaR cache size    29223, 1659874 req, miss ratio 0.1062, byte miss ratio 0.1062
result/tencentBlock.ns2265.oracleGeneral.zst LeCaR cache size    58446, 1659874 req, miss ratio 0.0917, byte miss ratio 0.0917
result/tencentBlock.ns2265.oracleGeneral.zst LeCaR cache size   116892, 1659874 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns2265.oracleGeneral.zst clock2 cache size      146, 1659874 req, miss ratio 0.1724, byte miss ratio 0.1724
result/tencentBlock.ns2265.oracleGeneral.zst clock2 cache size      438, 1659874 req, miss ratio 0.1629, byte miss ratio 0.1629
result/tencentBlock.ns2265.oracleGeneral.zst clock2 cache size     1461, 1659874 req, miss ratio 0.1540, byte miss ratio 0.1540
result/tencentBlock.ns2265.oracleGeneral.zst clock2 cache size     4383, 1659874 req, miss ratio 0.1510, byte miss ratio 0.1510
result/tencentBlock.ns2265.oracleGeneral.zst clock2 cache size    14611, 1659874 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns2265.oracleGeneral.zst clock2 cache size    29223, 1659874 req, miss ratio 0.1163, byte miss ratio 0.1163
result/tencentBlock.ns2265.oracleGeneral.zst clock2 cache size    58446, 1659874 req, miss ratio 0.0959, byte miss ratio 0.0959
result/tencentBlock.ns2265.oracleGeneral.zst clock2 cache size   116892, 1659874 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns2265.oracleGeneral.zst S3FIFO-1 cache size      146, 1659874 req, miss ratio 0.1706, byte miss ratio 0.1706
