result/tencentBlock.ns5441.oracleGeneral.zst Cacheus cache size      332, 4140706 req, miss ratio 0.4551, byte miss ratio 0.4551
result/tencentBlock.ns5441.oracleGeneral.zst Cacheus cache size      997, 4140706 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns5441.oracleGeneral.zst Cacheus cache size     3324, 4140706 req, miss ratio 0.3654, byte miss ratio 0.3654
result/tencentBlock.ns5441.oracleGeneral.zst Cacheus cache size     9972, 4140706 req, miss ratio 0.3095, byte miss ratio 0.3095
result/tencentBlock.ns5441.oracleGeneral.zst Cacheus cache size    33241, 4140706 req, miss ratio 0.2213, byte miss ratio 0.2213
result/tencentBlock.ns5441.oracleGeneral.zst Cacheus cache size    66482, 4140706 req, miss ratio 0.1538, byte miss ratio 0.1538
result/tencentBlock.ns5441.oracleGeneral.zst Cacheus cache size   132964, 4140706 req, miss ratio 0.0974, byte miss ratio 0.0974
result/tencentBlock.ns5441.oracleGeneral.zst Cacheus cache size   265928, 4140706 req, miss ratio 0.0808, byte miss ratio 0.0808
result/tencentBlock.ns5441.oracleGeneral.zst clock2 cache size      332, 4140706 req, miss ratio 0.5003, byte miss ratio 0.5003
result/tencentBlock.ns5441.oracleGeneral.zst clock2 cache size      997, 4140706 req, miss ratio 0.4207, byte miss ratio 0.4207
result/tencentBlock.ns5441.oracleGeneral.zst clock2 cache size     3324, 4140706 req, miss ratio 0.3865, byte miss ratio 0.3865
result/tencentBlock.ns5441.oracleGeneral.zst clock2 cache size     9972, 4140706 req, miss ratio 0.3358, byte miss ratio 0.3358
result/tencentBlock.ns5441.oracleGeneral.zst clock2 cache size    33241, 4140706 req, miss ratio 0.2364, byte miss ratio 0.2364
result/tencentBlock.ns5441.oracleGeneral.zst clock2 cache size    66482, 4140706 req, miss ratio 0.1749, byte miss ratio 0.1749
result/tencentBlock.ns5441.oracleGeneral.zst clock2 cache size   132964, 4140706 req, miss ratio 0.0979, byte miss ratio 0.0979
result/tencentBlock.ns5441.oracleGeneral.zst clock2 cache size   265928, 4140706 req, miss ratio 0.0807, byte miss ratio 0.0807
result/tencentBlock.ns5441.oracleGeneral.zst FIFO cache size      332, 4140706 req, miss ratio 0.5443, byte miss ratio 0.5443
result/tencentBlock.ns5441.oracleGeneral.zst FIFO cache size      997, 4140706 req, miss ratio 0.4658, byte miss ratio 0.4658
result/tencentBlock.ns5441.oracleGeneral.zst FIFO cache size     3324, 4140706 req, miss ratio 0.4127, byte miss ratio 0.4127
