result/tencentBlock.ns22998.oracleGeneral.zst LRU cache size      202, 1194361 req, miss ratio 0.6138, byte miss ratio 0.6138
result/tencentBlock.ns22998.oracleGeneral.zst LRU cache size      606, 1194361 req, miss ratio 0.6015, byte miss ratio 0.6015
result/tencentBlock.ns22998.oracleGeneral.zst LRU cache size     2021, 1194361 req, miss ratio 0.5939, byte miss ratio 0.5939
result/tencentBlock.ns22998.oracleGeneral.zst LRU cache size     6063, 1194361 req, miss ratio 0.5861, byte miss ratio 0.5861
result/tencentBlock.ns22998.oracleGeneral.zst LRU cache size    20213, 1194361 req, miss ratio 0.5819, byte miss ratio 0.5819
result/tencentBlock.ns22998.oracleGeneral.zst LRU cache size    40426, 1194361 req, miss ratio 0.5085, byte miss ratio 0.5085
result/tencentBlock.ns22998.oracleGeneral.zst LRU cache size    80852, 1194361 req, miss ratio 0.3096, byte miss ratio 0.3096
result/tencentBlock.ns22998.oracleGeneral.zst LRU cache size   161705, 1194361 req, miss ratio 0.1738, byte miss ratio 0.1738
result/tencentBlock.ns22998.oracleGeneral.zst LHD cache size      202, 1194361 req, miss ratio 0.6114, byte miss ratio 0.6114
result/tencentBlock.ns22998.oracleGeneral.zst LHD cache size      606, 1194361 req, miss ratio 0.6013, byte miss ratio 0.6013
result/tencentBlock.ns22998.oracleGeneral.zst LHD cache size     2021, 1194361 req, miss ratio 0.5916, byte miss ratio 0.5916
result/tencentBlock.ns22998.oracleGeneral.zst LHD cache size     6063, 1194361 req, miss ratio 0.5856, byte miss ratio 0.5856
result/tencentBlock.ns22998.oracleGeneral.zst LHD cache size    20213, 1194361 req, miss ratio 0.5670, byte miss ratio 0.5670
result/tencentBlock.ns22998.oracleGeneral.zst LHD cache size    40426, 1194361 req, miss ratio 0.4994, byte miss ratio 0.4994
result/tencentBlock.ns22998.oracleGeneral.zst LHD cache size    80852, 1194361 req, miss ratio 0.3223, byte miss ratio 0.3223
result/tencentBlock.ns22998.oracleGeneral.zst LHD cache size   161705, 1194361 req, miss ratio 0.1752, byte miss ratio 0.1752
result/tencentBlock.ns22998.oracleGeneral.zst Cacheus cache size      202, 1194361 req, miss ratio 0.6037, byte miss ratio 0.6037
