result/tencentBlock.ns23908.oracleGeneral.zst Cacheus cache size      222, 2432013 req, miss ratio 0.4888, byte miss ratio 0.4888
result/tencentBlock.ns23908.oracleGeneral.zst Cacheus cache size      667, 2432013 req, miss ratio 0.4174, byte miss ratio 0.4174
result/tencentBlock.ns23908.oracleGeneral.zst Cacheus cache size     2224, 2432013 req, miss ratio 0.2939, byte miss ratio 0.2939
result/tencentBlock.ns23908.oracleGeneral.zst Cacheus cache size     6673, 2432013 req, miss ratio 0.2567, byte miss ratio 0.2567
result/tencentBlock.ns23908.oracleGeneral.zst Cacheus cache size    22245, 2432013 req, miss ratio 0.2064, byte miss ratio 0.2064
result/tencentBlock.ns23908.oracleGeneral.zst Cacheus cache size    44491, 2432013 req, miss ratio 0.1484, byte miss ratio 0.1484
result/tencentBlock.ns23908.oracleGeneral.zst Cacheus cache size    88982, 2432013 req, miss ratio 0.1104, byte miss ratio 0.1104
result/tencentBlock.ns23908.oracleGeneral.zst Cacheus cache size   177964, 2432013 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns23908.oracleGeneral.zst LeCaR cache size      222, 2432013 req, miss ratio 0.5190, byte miss ratio 0.5190
result/tencentBlock.ns23908.oracleGeneral.zst LeCaR cache size      667, 2432013 req, miss ratio 0.4334, byte miss ratio 0.4334
result/tencentBlock.ns23908.oracleGeneral.zst LeCaR cache size     2224, 2432013 req, miss ratio 0.3017, byte miss ratio 0.3017
result/tencentBlock.ns23908.oracleGeneral.zst LeCaR cache size     6673, 2432013 req, miss ratio 0.2611, byte miss ratio 0.2611
result/tencentBlock.ns23908.oracleGeneral.zst LeCaR cache size    22245, 2432013 req, miss ratio 0.1997, byte miss ratio 0.1997
result/tencentBlock.ns23908.oracleGeneral.zst LeCaR cache size    44491, 2432013 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns23908.oracleGeneral.zst LeCaR cache size    88982, 2432013 req, miss ratio 0.1049, byte miss ratio 0.1049
result/tencentBlock.ns23908.oracleGeneral.zst LeCaR cache size   177964, 2432013 req, miss ratio 0.0925, byte miss ratio 0.0925
result/tencentBlock.ns23908.oracleGeneral.zst LRU cache size      222, 2432013 req, miss ratio 0.5369, byte miss ratio 0.5369
result/tencentBlock.ns23908.oracleGeneral.zst LRU cache size      667, 2432013 req, miss ratio 0.4344, byte miss ratio 0.4344
result/tencentBlock.ns23908.oracleGeneral.zst LRU cache size     2224, 2432013 req, miss ratio 0.3269, byte miss ratio 0.3269
result/tencentBlock.ns23908.oracleGeneral.zst LRU cache size     6673, 2432013 req, miss ratio 0.2649, byte miss ratio 0.2649
result/tencentBlock.ns23908.oracleGeneral.zst LRU cache size    22245, 2432013 req, miss ratio 0.2015, byte miss ratio 0.2015
result/tencentBlock.ns23908.oracleGeneral.zst LRU cache size    44491, 2432013 req, miss ratio 0.1523, byte miss ratio 0.1523
result/tencentBlock.ns23908.oracleGeneral.zst LRU cache size    88982, 2432013 req, miss ratio 0.1061, byte miss ratio 0.1061
result/tencentBlock.ns23908.oracleGeneral.zst LRU cache size   177964, 2432013 req, miss ratio 0.0919, byte miss ratio 0.0919
result/tencentBlock.ns23908.oracleGeneral.zst Clock cache size      222, 2432013 req, miss ratio 0.5307, byte miss ratio 0.5307
result/tencentBlock.ns23908.oracleGeneral.zst Clock cache size      667, 2432013 req, miss ratio 0.4331, byte miss ratio 0.4331
result/tencentBlock.ns23908.oracleGeneral.zst Clock cache size     2224, 2432013 req, miss ratio 0.3191, byte miss ratio 0.3191
result/tencentBlock.ns23908.oracleGeneral.zst Clock cache size     6673, 2432013 req, miss ratio 0.2629, byte miss ratio 0.2629
result/tencentBlock.ns23908.oracleGeneral.zst Clock cache size    22245, 2432013 req, miss ratio 0.2021, byte miss ratio 0.2021
result/tencentBlock.ns23908.oracleGeneral.zst Clock cache size    44491, 2432013 req, miss ratio 0.1559, byte miss ratio 0.1559
result/tencentBlock.ns23908.oracleGeneral.zst Clock cache size    88982, 2432013 req, miss ratio 0.1087, byte miss ratio 0.1087
result/tencentBlock.ns23908.oracleGeneral.zst Clock cache size   177964, 2432013 req, miss ratio 0.0926, byte miss ratio 0.0926
result/tencentBlock.ns23908.oracleGeneral.zst clock2 cache size      222, 2432013 req, miss ratio 0.5283, byte miss ratio 0.5283
result/tencentBlock.ns23908.oracleGeneral.zst clock2 cache size      667, 2432013 req, miss ratio 0.4328, byte miss ratio 0.4328
result/tencentBlock.ns23908.oracleGeneral.zst clock2 cache size     2224, 2432013 req, miss ratio 0.3055, byte miss ratio 0.3055
result/tencentBlock.ns23908.oracleGeneral.zst clock2 cache size     6673, 2432013 req, miss ratio 0.2606, byte miss ratio 0.2606
result/tencentBlock.ns23908.oracleGeneral.zst clock2 cache size    22245, 2432013 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns23908.oracleGeneral.zst clock2 cache size    44491, 2432013 req, miss ratio 0.1612, byte miss ratio 0.1612
result/tencentBlock.ns23908.oracleGeneral.zst clock2 cache size    88982, 2432013 req, miss ratio 0.1109, byte miss ratio 0.1109
result/tencentBlock.ns23908.oracleGeneral.zst clock2 cache size   177964, 2432013 req, miss ratio 0.0926, byte miss ratio 0.0926
result/tencentBlock.ns23908.oracleGeneral.zst LHD cache size      222, 2432013 req, miss ratio 0.5012, byte miss ratio 0.5012
result/tencentBlock.ns23908.oracleGeneral.zst LHD cache size      667, 2432013 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns23908.oracleGeneral.zst LHD cache size     2224, 2432013 req, miss ratio 0.3044, byte miss ratio 0.3044
result/tencentBlock.ns23908.oracleGeneral.zst LHD cache size     6673, 2432013 req, miss ratio 0.2596, byte miss ratio 0.2596
result/tencentBlock.ns23908.oracleGeneral.zst LHD cache size    22245, 2432013 req, miss ratio 0.2012, byte miss ratio 0.2012
result/tencentBlock.ns23908.oracleGeneral.zst LHD cache size    44491, 2432013 req, miss ratio 0.1471, byte miss ratio 0.1471
result/tencentBlock.ns23908.oracleGeneral.zst LHD cache size    88982, 2432013 req, miss ratio 0.1052, byte miss ratio 0.1052
result/tencentBlock.ns23908.oracleGeneral.zst LHD cache size   177964, 2432013 req, miss ratio 0.0924, byte miss ratio 0.0924
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-1 cache size      222, 2432013 req, miss ratio 0.5011, byte miss ratio 0.5011
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-1 cache size      667, 2432013 req, miss ratio 0.4103, byte miss ratio 0.4103
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-1 cache size     2224, 2432013 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-1 cache size     6673, 2432013 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-1 cache size    22245, 2432013 req, miss ratio 0.2046, byte miss ratio 0.2046
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-1 cache size    44491, 2432013 req, miss ratio 0.1558, byte miss ratio 0.1558
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-1 cache size    88982, 2432013 req, miss ratio 0.1071, byte miss ratio 0.1071
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-1 cache size   177964, 2432013 req, miss ratio 0.0926, byte miss ratio 0.0926
result/tencentBlock.ns23908.oracleGeneral.zst LIRS cache size      222, 2432013 req, miss ratio 0.5081, byte miss ratio 0.5081
result/tencentBlock.ns23908.oracleGeneral.zst LIRS cache size      667, 2432013 req, miss ratio 0.4313, byte miss ratio 0.4313
result/tencentBlock.ns23908.oracleGeneral.zst LIRS cache size     2224, 2432013 req, miss ratio 0.2932, byte miss ratio 0.2932
result/tencentBlock.ns23908.oracleGeneral.zst LIRS cache size     6673, 2432013 req, miss ratio 0.2567, byte miss ratio 0.2567
result/tencentBlock.ns23908.oracleGeneral.zst LIRS cache size    22245, 2432013 req, miss ratio 0.2029, byte miss ratio 0.2029
result/tencentBlock.ns23908.oracleGeneral.zst LIRS cache size    44491, 2432013 req, miss ratio 0.1566, byte miss ratio 0.1566
result/tencentBlock.ns23908.oracleGeneral.zst LIRS cache size    88982, 2432013 req, miss ratio 0.1138, byte miss ratio 0.1138
result/tencentBlock.ns23908.oracleGeneral.zst LIRS cache size   177964, 2432013 req, miss ratio 0.0937, byte miss ratio 0.0937
result/tencentBlock.ns23908.oracleGeneral.zst FIFO cache size      222, 2432013 req, miss ratio 0.6316, byte miss ratio 0.6316
result/tencentBlock.ns23908.oracleGeneral.zst FIFO cache size      667, 2432013 req, miss ratio 0.4796, byte miss ratio 0.4796
result/tencentBlock.ns23908.oracleGeneral.zst FIFO cache size     2224, 2432013 req, miss ratio 0.3645, byte miss ratio 0.3645
result/tencentBlock.ns23908.oracleGeneral.zst FIFO cache size     6673, 2432013 req, miss ratio 0.2952, byte miss ratio 0.2952
result/tencentBlock.ns23908.oracleGeneral.zst FIFO cache size    22245, 2432013 req, miss ratio 0.2195, byte miss ratio 0.2195
result/tencentBlock.ns23908.oracleGeneral.zst FIFO cache size    44491, 2432013 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns23908.oracleGeneral.zst FIFO cache size    88982, 2432013 req, miss ratio 0.1241, byte miss ratio 0.1241
result/tencentBlock.ns23908.oracleGeneral.zst FIFO cache size   177964, 2432013 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns23908.oracleGeneral.zst ARC cache size      222, 2432013 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns23908.oracleGeneral.zst ARC cache size      667, 2432013 req, miss ratio 0.4166, byte miss ratio 0.4166
result/tencentBlock.ns23908.oracleGeneral.zst ARC cache size     2224, 2432013 req, miss ratio 0.2780, byte miss ratio 0.2780
result/tencentBlock.ns23908.oracleGeneral.zst ARC cache size     6673, 2432013 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns23908.oracleGeneral.zst ARC cache size    22245, 2432013 req, miss ratio 0.2012, byte miss ratio 0.2012
result/tencentBlock.ns23908.oracleGeneral.zst ARC cache size    44491, 2432013 req, miss ratio 0.1499, byte miss ratio 0.1499
result/tencentBlock.ns23908.oracleGeneral.zst ARC cache size    88982, 2432013 req, miss ratio 0.1054, byte miss ratio 0.1054
result/tencentBlock.ns23908.oracleGeneral.zst ARC cache size   177964, 2432013 req, miss ratio 0.0926, byte miss ratio 0.0926
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-d-1 cache size      222, 2432013 req, miss ratio 0.4869, byte miss ratio 0.4869
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-d-1 cache size      667, 2432013 req, miss ratio 0.4095, byte miss ratio 0.4095
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-d-1 cache size     2224, 2432013 req, miss ratio 0.2752, byte miss ratio 0.2752
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-d-1 cache size     6673, 2432013 req, miss ratio 0.2550, byte miss ratio 0.2550
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-d-1 cache size    22245, 2432013 req, miss ratio 0.2046, byte miss ratio 0.2046
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-d-1 cache size    44491, 2432013 req, miss ratio 0.1546, byte miss ratio 0.1546
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-d-1 cache size    88982, 2432013 req, miss ratio 0.1067, byte miss ratio 0.1067
result/tencentBlock.ns23908.oracleGeneral.zst S3FIFO-d-1 cache size   177964, 2432013 req, miss ratio 0.0926, byte miss ratio 0.0926
result/tencentBlock.ns23908.oracleGeneral.zst LRB cache size      222, 2432013 req, miss ratio 0.5224, byte miss ratio 0.5224
result/tencentBlock.ns23908.oracleGeneral.zst LRB cache size      667, 2432013 req, miss ratio 0.4214, byte miss ratio 0.4214
result/tencentBlock.ns23908.oracleGeneral.zst LRB cache size     2224, 2432013 req, miss ratio 0.2965, byte miss ratio 0.2965
result/tencentBlock.ns23908.oracleGeneral.zst LRB cache size     6673, 2432013 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns23908.oracleGeneral.zst LRB cache size    22245, 2432013 req, miss ratio 0.2183, byte miss ratio 0.2183
result/tencentBlock.ns23908.oracleGeneral.zst LRB cache size    44491, 2432013 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns23908.oracleGeneral.zst LRB cache size    88982, 2432013 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns23908.oracleGeneral.zst LRB cache size   177964, 2432013 req, miss ratio 0.0919, byte miss ratio 0.0919
result/tencentBlock.ns23908.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      222, 2432013 req, miss ratio 0.5723, byte miss ratio 0.5723
result/tencentBlock.ns23908.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      667, 2432013 req, miss ratio 0.4444, byte miss ratio 0.4444
result/tencentBlock.ns23908.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2224, 2432013 req, miss ratio 0.3315, byte miss ratio 0.3315
result/tencentBlock.ns23908.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     6673, 2432013 req, miss ratio 0.2713, byte miss ratio 0.2713
result/tencentBlock.ns23908.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    22245, 2432013 req, miss ratio 0.2252, byte miss ratio 0.2252
result/tencentBlock.ns23908.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    44491, 2432013 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns23908.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    88982, 2432013 req, miss ratio 0.1233, byte miss ratio 0.1233
result/tencentBlock.ns23908.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   177964, 2432013 req, miss ratio 0.0964, byte miss ratio 0.0964
result/tencentBlock.ns23908.oracleGeneral.zst B-LRU cache size      222, 2432013 req, miss ratio 0.5530, byte miss ratio 0.5530
result/tencentBlock.ns23908.oracleGeneral.zst B-LRU cache size      667, 2432013 req, miss ratio 0.4558, byte miss ratio 0.4558
result/tencentBlock.ns23908.oracleGeneral.zst B-LRU cache size     2224, 2432013 req, miss ratio 0.3458, byte miss ratio 0.3458
result/tencentBlock.ns23908.oracleGeneral.zst B-LRU cache size     6673, 2432013 req, miss ratio 0.2958, byte miss ratio 0.2958
result/tencentBlock.ns23908.oracleGeneral.zst B-LRU cache size    22245, 2432013 req, miss ratio 0.2355, byte miss ratio 0.2355
result/tencentBlock.ns23908.oracleGeneral.zst B-LRU cache size    44491, 2432013 req, miss ratio 0.1895, byte miss ratio 0.1895
result/tencentBlock.ns23908.oracleGeneral.zst B-LRU cache size    88982, 2432013 req, miss ratio 0.1600, byte miss ratio 0.1600
result/tencentBlock.ns23908.oracleGeneral.zst B-LRU cache size   177964, 2432013 req, miss ratio 0.1571, byte miss ratio 0.1571
result/tencentBlock.ns23908.oracleGeneral.zst TwoQ cache size      222, 2432013 req, miss ratio 0.4962, byte miss ratio 0.4962
result/tencentBlock.ns23908.oracleGeneral.zst TwoQ cache size      667, 2432013 req, miss ratio 0.4040, byte miss ratio 0.4040
result/tencentBlock.ns23908.oracleGeneral.zst TwoQ cache size     2224, 2432013 req, miss ratio 0.2782, byte miss ratio 0.2782
result/tencentBlock.ns23908.oracleGeneral.zst TwoQ cache size     6673, 2432013 req, miss ratio 0.2590, byte miss ratio 0.2590
result/tencentBlock.ns23908.oracleGeneral.zst TwoQ cache size    22245, 2432013 req, miss ratio 0.2037, byte miss ratio 0.2037
result/tencentBlock.ns23908.oracleGeneral.zst TwoQ cache size    44491, 2432013 req, miss ratio 0.1502, byte miss ratio 0.1502
