result/tencentBlock.ns6872.oracleGeneral.zst Cacheus cache size      289, 1780245 req, miss ratio 0.5419, byte miss ratio 0.5419
result/tencentBlock.ns6872.oracleGeneral.zst Cacheus cache size      868, 1780245 req, miss ratio 0.5392, byte miss ratio 0.5392
result/tencentBlock.ns6872.oracleGeneral.zst Cacheus cache size     2895, 1780245 req, miss ratio 0.5365, byte miss ratio 0.5365
result/tencentBlock.ns6872.oracleGeneral.zst Cacheus cache size     8685, 1780245 req, miss ratio 0.5291, byte miss ratio 0.5291
result/tencentBlock.ns6872.oracleGeneral.zst Cacheus cache size    28952, 1780245 req, miss ratio 0.5374, byte miss ratio 0.5374
result/tencentBlock.ns6872.oracleGeneral.zst Cacheus cache size    57904, 1780245 req, miss ratio 0.4234, byte miss ratio 0.4234
result/tencentBlock.ns6872.oracleGeneral.zst Cacheus cache size   115808, 1780245 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns6872.oracleGeneral.zst Cacheus cache size   231616, 1780245 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns6872.oracleGeneral.zst clock2 cache size      289, 1780245 req, miss ratio 0.5493, byte miss ratio 0.5493
result/tencentBlock.ns6872.oracleGeneral.zst clock2 cache size      868, 1780245 req, miss ratio 0.5409, byte miss ratio 0.5409
result/tencentBlock.ns6872.oracleGeneral.zst clock2 cache size     2895, 1780245 req, miss ratio 0.5370, byte miss ratio 0.5370
result/tencentBlock.ns6872.oracleGeneral.zst clock2 cache size     8685, 1780245 req, miss ratio 0.5313, byte miss ratio 0.5313
result/tencentBlock.ns6872.oracleGeneral.zst clock2 cache size    28952, 1780245 req, miss ratio 0.5073, byte miss ratio 0.5073
result/tencentBlock.ns6872.oracleGeneral.zst clock2 cache size    57904, 1780245 req, miss ratio 0.4664, byte miss ratio 0.4664
result/tencentBlock.ns6872.oracleGeneral.zst clock2 cache size   115808, 1780245 req, miss ratio 0.3239, byte miss ratio 0.3239
result/tencentBlock.ns6872.oracleGeneral.zst clock2 cache size   231616, 1780245 req, miss ratio 0.1645, byte miss ratio 0.1645
result/tencentBlock.ns6872.oracleGeneral.zst ARC cache size      289, 1780245 req, miss ratio 0.5419, byte miss ratio 0.5419
result/tencentBlock.ns6872.oracleGeneral.zst ARC cache size      868, 1780245 req, miss ratio 0.5393, byte miss ratio 0.5393
result/tencentBlock.ns6872.oracleGeneral.zst ARC cache size     2895, 1780245 req, miss ratio 0.5369, byte miss ratio 0.5369
result/tencentBlock.ns6872.oracleGeneral.zst ARC cache size     8685, 1780245 req, miss ratio 0.5331, byte miss ratio 0.5331
result/tencentBlock.ns6872.oracleGeneral.zst ARC cache size    28952, 1780245 req, miss ratio 0.4797, byte miss ratio 0.4797
result/tencentBlock.ns6872.oracleGeneral.zst ARC cache size    57904, 1780245 req, miss ratio 0.4198, byte miss ratio 0.4198
result/tencentBlock.ns6872.oracleGeneral.zst ARC cache size   115808, 1780245 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns6872.oracleGeneral.zst ARC cache size   231616, 1780245 req, miss ratio 0.1643, byte miss ratio 0.1643
result/tencentBlock.ns6872.oracleGeneral.zst FIFO cache size      289, 1780245 req, miss ratio 0.5933, byte miss ratio 0.5933
result/tencentBlock.ns6872.oracleGeneral.zst FIFO cache size      868, 1780245 req, miss ratio 0.5591, byte miss ratio 0.5591
result/tencentBlock.ns6872.oracleGeneral.zst FIFO cache size     2895, 1780245 req, miss ratio 0.5427, byte miss ratio 0.5427
result/tencentBlock.ns6872.oracleGeneral.zst FIFO cache size     8685, 1780245 req, miss ratio 0.5338, byte miss ratio 0.5338
result/tencentBlock.ns6872.oracleGeneral.zst FIFO cache size    28952, 1780245 req, miss ratio 0.5053, byte miss ratio 0.5053
result/tencentBlock.ns6872.oracleGeneral.zst FIFO cache size    57904, 1780245 req, miss ratio 0.4596, byte miss ratio 0.4596
result/tencentBlock.ns6872.oracleGeneral.zst FIFO cache size   115808, 1780245 req, miss ratio 0.3001, byte miss ratio 0.3001
result/tencentBlock.ns6872.oracleGeneral.zst FIFO cache size   231616, 1780245 req, miss ratio 0.2008, byte miss ratio 0.2008
result/tencentBlock.ns6872.oracleGeneral.zst S3FIFO-1 cache size      289, 1780245 req, miss ratio 0.5437, byte miss ratio 0.5437
result/tencentBlock.ns6872.oracleGeneral.zst S3FIFO-1 cache size      868, 1780245 req, miss ratio 0.5393, byte miss ratio 0.5393
result/tencentBlock.ns6872.oracleGeneral.zst S3FIFO-1 cache size     2895, 1780245 req, miss ratio 0.5362, byte miss ratio 0.5362
result/tencentBlock.ns6872.oracleGeneral.zst S3FIFO-1 cache size     8685, 1780245 req, miss ratio 0.5329, byte miss ratio 0.5329
result/tencentBlock.ns6872.oracleGeneral.zst S3FIFO-1 cache size    28952, 1780245 req, miss ratio 0.4639, byte miss ratio 0.4639
result/tencentBlock.ns6872.oracleGeneral.zst S3FIFO-1 cache size    57904, 1780245 req, miss ratio 0.4135, byte miss ratio 0.4135
result/tencentBlock.ns6872.oracleGeneral.zst S3FIFO-1 cache size   115808, 1780245 req, miss ratio 0.2593, byte miss ratio 0.2593
result/tencentBlock.ns6872.oracleGeneral.zst S3FIFO-1 cache size   231616, 1780245 req, miss ratio 0.1646, byte miss ratio 0.1646
result/tencentBlock.ns6872.oracleGeneral.zst LRU cache size      289, 1780245 req, miss ratio 0.5522, byte miss ratio 0.5522
result/tencentBlock.ns6872.oracleGeneral.zst LRU cache size      868, 1780245 req, miss ratio 0.5418, byte miss ratio 0.5418
result/tencentBlock.ns6872.oracleGeneral.zst LRU cache size     2895, 1780245 req, miss ratio 0.5367, byte miss ratio 0.5367
result/tencentBlock.ns6872.oracleGeneral.zst LRU cache size     8685, 1780245 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns6872.oracleGeneral.zst LRU cache size    28952, 1780245 req, miss ratio 0.5001, byte miss ratio 0.5001
result/tencentBlock.ns6872.oracleGeneral.zst LRU cache size    57904, 1780245 req, miss ratio 0.4531, byte miss ratio 0.4531
result/tencentBlock.ns6872.oracleGeneral.zst LRU cache size   115808, 1780245 req, miss ratio 0.2617, byte miss ratio 0.2617
result/tencentBlock.ns6872.oracleGeneral.zst LRU cache size   231616, 1780245 req, miss ratio 0.1635, byte miss ratio 0.1635
result/tencentBlock.ns6872.oracleGeneral.zst LHD cache size      289, 1780245 req, miss ratio 0.5484, byte miss ratio 0.5484
result/tencentBlock.ns6872.oracleGeneral.zst LHD cache size      868, 1780245 req, miss ratio 0.5414, byte miss ratio 0.5414
result/tencentBlock.ns6872.oracleGeneral.zst LHD cache size     2895, 1780245 req, miss ratio 0.5363, byte miss ratio 0.5363
result/tencentBlock.ns6872.oracleGeneral.zst LHD cache size     8685, 1780245 req, miss ratio 0.5291, byte miss ratio 0.5291
result/tencentBlock.ns6872.oracleGeneral.zst LHD cache size    28952, 1780245 req, miss ratio 0.4816, byte miss ratio 0.4816
result/tencentBlock.ns6872.oracleGeneral.zst LHD cache size    57904, 1780245 req, miss ratio 0.4080, byte miss ratio 0.4080
result/tencentBlock.ns6872.oracleGeneral.zst LHD cache size   115808, 1780245 req, miss ratio 0.2488, byte miss ratio 0.2488
result/tencentBlock.ns6872.oracleGeneral.zst LHD cache size   231616, 1780245 req, miss ratio 0.1665, byte miss ratio 0.1665
result/tencentBlock.ns6872.oracleGeneral.zst Clock cache size      289, 1780245 req, miss ratio 0.5506, byte miss ratio 0.5506
result/tencentBlock.ns6872.oracleGeneral.zst Clock cache size      868, 1780245 req, miss ratio 0.5414, byte miss ratio 0.5414
result/tencentBlock.ns6872.oracleGeneral.zst Clock cache size     2895, 1780245 req, miss ratio 0.5370, byte miss ratio 0.5370
result/tencentBlock.ns6872.oracleGeneral.zst Clock cache size     8685, 1780245 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns6872.oracleGeneral.zst Clock cache size    28952, 1780245 req, miss ratio 0.5029, byte miss ratio 0.5029
result/tencentBlock.ns6872.oracleGeneral.zst Clock cache size    57904, 1780245 req, miss ratio 0.4591, byte miss ratio 0.4591
result/tencentBlock.ns6872.oracleGeneral.zst Clock cache size   115808, 1780245 req, miss ratio 0.2996, byte miss ratio 0.2996
result/tencentBlock.ns6872.oracleGeneral.zst Clock cache size   231616, 1780245 req, miss ratio 0.1649, byte miss ratio 0.1649
result/tencentBlock.ns6872.oracleGeneral.zst LIRS cache size      289, 1780245 req, miss ratio 0.6085, byte miss ratio 0.6085
result/tencentBlock.ns6872.oracleGeneral.zst LIRS cache size      868, 1780245 req, miss ratio 0.5580, byte miss ratio 0.5580
result/tencentBlock.ns6872.oracleGeneral.zst LIRS cache size     2895, 1780245 req, miss ratio 0.5400, byte miss ratio 0.5400
result/tencentBlock.ns6872.oracleGeneral.zst LIRS cache size     8685, 1780245 req, miss ratio 0.5324, byte miss ratio 0.5324
result/tencentBlock.ns6872.oracleGeneral.zst LIRS cache size    28952, 1780245 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns6872.oracleGeneral.zst LIRS cache size    57904, 1780245 req, miss ratio 0.3868, byte miss ratio 0.3868
result/tencentBlock.ns6872.oracleGeneral.zst LIRS cache size   115808, 1780245 req, miss ratio 0.2293, byte miss ratio 0.2293
result/tencentBlock.ns6872.oracleGeneral.zst LIRS cache size   231616, 1780245 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns6872.oracleGeneral.zst LeCaR cache size      289, 1780245 req, miss ratio 0.5483, byte miss ratio 0.5483
result/tencentBlock.ns6872.oracleGeneral.zst LeCaR cache size      868, 1780245 req, miss ratio 0.5412, byte miss ratio 0.5412
result/tencentBlock.ns6872.oracleGeneral.zst LeCaR cache size     2895, 1780245 req, miss ratio 0.5366, byte miss ratio 0.5366
result/tencentBlock.ns6872.oracleGeneral.zst LeCaR cache size     8685, 1780245 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns6872.oracleGeneral.zst LeCaR cache size    28952, 1780245 req, miss ratio 0.4989, byte miss ratio 0.4989
result/tencentBlock.ns6872.oracleGeneral.zst LeCaR cache size    57904, 1780245 req, miss ratio 0.4511, byte miss ratio 0.4511
result/tencentBlock.ns6872.oracleGeneral.zst LeCaR cache size   115808, 1780245 req, miss ratio 0.2524, byte miss ratio 0.2524
result/tencentBlock.ns6872.oracleGeneral.zst LeCaR cache size   231616, 1780245 req, miss ratio 0.1636, byte miss ratio 0.1636
