result/tencentBlock.ns7563.oracleGeneral.zst clock2 cache size      114, 3043668 req, miss ratio 0.3846, byte miss ratio 0.3846
result/tencentBlock.ns7563.oracleGeneral.zst clock2 cache size      342, 3043668 req, miss ratio 0.1747, byte miss ratio 0.1747
result/tencentBlock.ns7563.oracleGeneral.zst clock2 cache size     1142, 3043668 req, miss ratio 0.1418, byte miss ratio 0.1418
result/tencentBlock.ns7563.oracleGeneral.zst clock2 cache size     3426, 3043668 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns7563.oracleGeneral.zst clock2 cache size    11421, 3043668 req, miss ratio 0.0849, byte miss ratio 0.0849
result/tencentBlock.ns7563.oracleGeneral.zst clock2 cache size    22842, 3043668 req, miss ratio 0.0673, byte miss ratio 0.0673
result/tencentBlock.ns7563.oracleGeneral.zst clock2 cache size    45684, 3043668 req, miss ratio 0.0485, byte miss ratio 0.0485
result/tencentBlock.ns7563.oracleGeneral.zst clock2 cache size    91369, 3043668 req, miss ratio 0.0383, byte miss ratio 0.0383
result/tencentBlock.ns7563.oracleGeneral.zst ARC cache size      114, 3043668 req, miss ratio 0.2949, byte miss ratio 0.2949
result/tencentBlock.ns7563.oracleGeneral.zst ARC cache size      342, 3043668 req, miss ratio 0.1626, byte miss ratio 0.1626
result/tencentBlock.ns7563.oracleGeneral.zst ARC cache size     1142, 3043668 req, miss ratio 0.1257, byte miss ratio 0.1257
result/tencentBlock.ns7563.oracleGeneral.zst ARC cache size     3426, 3043668 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns7563.oracleGeneral.zst ARC cache size    11421, 3043668 req, miss ratio 0.0838, byte miss ratio 0.0838
result/tencentBlock.ns7563.oracleGeneral.zst ARC cache size    22842, 3043668 req, miss ratio 0.0653, byte miss ratio 0.0653
result/tencentBlock.ns7563.oracleGeneral.zst ARC cache size    45684, 3043668 req, miss ratio 0.0486, byte miss ratio 0.0486
