result/tencentBlock.ns13212.oracleGeneral.zst clock2 cache size      100, 5975222 req, miss ratio 0.8493, byte miss ratio 0.8493
result/tencentBlock.ns13212.oracleGeneral.zst clock2 cache size      300, 5975222 req, miss ratio 0.6699, byte miss ratio 0.6699
result/tencentBlock.ns13212.oracleGeneral.zst clock2 cache size     1000, 5975222 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns13212.oracleGeneral.zst clock2 cache size     3002, 5975222 req, miss ratio 0.0857, byte miss ratio 0.0857
result/tencentBlock.ns13212.oracleGeneral.zst clock2 cache size    10009, 5975222 req, miss ratio 0.0829, byte miss ratio 0.0829
result/tencentBlock.ns13212.oracleGeneral.zst clock2 cache size    20019, 5975222 req, miss ratio 0.0815, byte miss ratio 0.0815
result/tencentBlock.ns13212.oracleGeneral.zst clock2 cache size    40038, 5975222 req, miss ratio 0.0651, byte miss ratio 0.0651
result/tencentBlock.ns13212.oracleGeneral.zst clock2 cache size    80077, 5975222 req, miss ratio 0.0176, byte miss ratio 0.0176
result/tencentBlock.ns13212.oracleGeneral.zst Cacheus cache size      100, 5975222 req, miss ratio 0.6897, byte miss ratio 0.6897
result/tencentBlock.ns13212.oracleGeneral.zst Cacheus cache size      300, 5975222 req, miss ratio 0.6373, byte miss ratio 0.6373
result/tencentBlock.ns13212.oracleGeneral.zst Cacheus cache size     1000, 5975222 req, miss ratio 0.0966, byte miss ratio 0.0966
result/tencentBlock.ns13212.oracleGeneral.zst Cacheus cache size     3002, 5975222 req, miss ratio 0.0847, byte miss ratio 0.0847
result/tencentBlock.ns13212.oracleGeneral.zst Cacheus cache size    10009, 5975222 req, miss ratio 0.0808, byte miss ratio 0.0808
result/tencentBlock.ns13212.oracleGeneral.zst Cacheus cache size    20019, 5975222 req, miss ratio 0.0737, byte miss ratio 0.0737
result/tencentBlock.ns13212.oracleGeneral.zst Cacheus cache size    40038, 5975222 req, miss ratio 0.0512, byte miss ratio 0.0512
result/tencentBlock.ns13212.oracleGeneral.zst Cacheus cache size    80077, 5975222 req, miss ratio 0.0184, byte miss ratio 0.0184
result/tencentBlock.ns13212.oracleGeneral.zst LIRS cache size      100, 5975222 req, miss ratio 0.6857, byte miss ratio 0.6857
result/tencentBlock.ns13212.oracleGeneral.zst LIRS cache size      300, 5975222 req, miss ratio 0.3510, byte miss ratio 0.3510
