result/tencentBlock.ns21607.oracleGeneral.zst Cacheus cache size      363, 1399937 req, miss ratio 0.6029, byte miss ratio 0.6029
result/tencentBlock.ns21607.oracleGeneral.zst Cacheus cache size     1090, 1399937 req, miss ratio 0.6002, byte miss ratio 0.6002
result/tencentBlock.ns21607.oracleGeneral.zst Cacheus cache size     3635, 1399937 req, miss ratio 0.5988, byte miss ratio 0.5988
result/tencentBlock.ns21607.oracleGeneral.zst Cacheus cache size    10907, 1399937 req, miss ratio 0.5463, byte miss ratio 0.5463
result/tencentBlock.ns21607.oracleGeneral.zst Cacheus cache size    36356, 1399937 req, miss ratio 0.4755, byte miss ratio 0.4755
result/tencentBlock.ns21607.oracleGeneral.zst Cacheus cache size    72713, 1399937 req, miss ratio 0.3645, byte miss ratio 0.3645
result/tencentBlock.ns21607.oracleGeneral.zst Cacheus cache size   145427, 1399937 req, miss ratio 0.2732, byte miss ratio 0.2732
result/tencentBlock.ns21607.oracleGeneral.zst Cacheus cache size   290854, 1399937 req, miss ratio 0.2618, byte miss ratio 0.2618
result/tencentBlock.ns21607.oracleGeneral.zst LeCaR cache size      363, 1399937 req, miss ratio 0.6092, byte miss ratio 0.6092
result/tencentBlock.ns21607.oracleGeneral.zst LeCaR cache size     1090, 1399937 req, miss ratio 0.6010, byte miss ratio 0.6010
result/tencentBlock.ns21607.oracleGeneral.zst LeCaR cache size     3635, 1399937 req, miss ratio 0.5994, byte miss ratio 0.5994
result/tencentBlock.ns21607.oracleGeneral.zst LeCaR cache size    10907, 1399937 req, miss ratio 0.5988, byte miss ratio 0.5988
result/tencentBlock.ns21607.oracleGeneral.zst LeCaR cache size    36356, 1399937 req, miss ratio 0.4870, byte miss ratio 0.4870
result/tencentBlock.ns21607.oracleGeneral.zst LeCaR cache size    72713, 1399937 req, miss ratio 0.4204, byte miss ratio 0.4204
result/tencentBlock.ns21607.oracleGeneral.zst LeCaR cache size   145427, 1399937 req, miss ratio 0.2742, byte miss ratio 0.2742
result/tencentBlock.ns21607.oracleGeneral.zst LeCaR cache size   290854, 1399937 req, miss ratio 0.2612, byte miss ratio 0.2612
result/tencentBlock.ns21607.oracleGeneral.zst LHD cache size      363, 1399937 req, miss ratio 0.6070, byte miss ratio 0.6070
result/tencentBlock.ns21607.oracleGeneral.zst LHD cache size     1090, 1399937 req, miss ratio 0.6011, byte miss ratio 0.6011
result/tencentBlock.ns21607.oracleGeneral.zst LHD cache size     3635, 1399937 req, miss ratio 0.5991, byte miss ratio 0.5991
result/tencentBlock.ns21607.oracleGeneral.zst LHD cache size    10907, 1399937 req, miss ratio 0.5844, byte miss ratio 0.5844
