result/tencentBlock.ns17981.oracleGeneral.zst Clock cache size      232, 2295266 req, miss ratio 0.4928, byte miss ratio 0.4928
result/tencentBlock.ns17981.oracleGeneral.zst Clock cache size      696, 2295266 req, miss ratio 0.4442, byte miss ratio 0.4442
result/tencentBlock.ns17981.oracleGeneral.zst Clock cache size     2322, 2295266 req, miss ratio 0.4081, byte miss ratio 0.4081
result/tencentBlock.ns17981.oracleGeneral.zst Clock cache size     6966, 2295266 req, miss ratio 0.3680, byte miss ratio 0.3680
result/tencentBlock.ns17981.oracleGeneral.zst Clock cache size    23221, 2295266 req, miss ratio 0.2921, byte miss ratio 0.2921
result/tencentBlock.ns17981.oracleGeneral.zst Clock cache size    46442, 2295266 req, miss ratio 0.2295, byte miss ratio 0.2295
result/tencentBlock.ns17981.oracleGeneral.zst Clock cache size    92885, 2295266 req, miss ratio 0.1416, byte miss ratio 0.1416
result/tencentBlock.ns17981.oracleGeneral.zst Clock cache size   185771, 2295266 req, miss ratio 0.1040, byte miss ratio 0.1040
result/tencentBlock.ns17981.oracleGeneral.zst S3FIFO-1 cache size      232, 2295266 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns17981.oracleGeneral.zst S3FIFO-1 cache size      696, 2295266 req, miss ratio 0.4355, byte miss ratio 0.4355
result/tencentBlock.ns17981.oracleGeneral.zst S3FIFO-1 cache size     2322, 2295266 req, miss ratio 0.3678, byte miss ratio 0.3678
result/tencentBlock.ns17981.oracleGeneral.zst S3FIFO-1 cache size     6966, 2295266 req, miss ratio 0.3512, byte miss ratio 0.3512
result/tencentBlock.ns17981.oracleGeneral.zst S3FIFO-1 cache size    23221, 2295266 req, miss ratio 0.2758, byte miss ratio 0.2758
result/tencentBlock.ns17981.oracleGeneral.zst S3FIFO-1 cache size    46442, 2295266 req, miss ratio 0.2078, byte miss ratio 0.2078
result/tencentBlock.ns17981.oracleGeneral.zst S3FIFO-1 cache size    92885, 2295266 req, miss ratio 0.1281, byte miss ratio 0.1281
result/tencentBlock.ns17981.oracleGeneral.zst S3FIFO-1 cache size   185771, 2295266 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns17981.oracleGeneral.zst Cacheus cache size      232, 2295266 req, miss ratio 0.4693, byte miss ratio 0.4693
result/tencentBlock.ns17981.oracleGeneral.zst Cacheus cache size      696, 2295266 req, miss ratio 0.4348, byte miss ratio 0.4348
result/tencentBlock.ns17981.oracleGeneral.zst Cacheus cache size     2322, 2295266 req, miss ratio 0.3907, byte miss ratio 0.3907
result/tencentBlock.ns17981.oracleGeneral.zst Cacheus cache size     6966, 2295266 req, miss ratio 0.3546, byte miss ratio 0.3546
result/tencentBlock.ns17981.oracleGeneral.zst Cacheus cache size    23221, 2295266 req, miss ratio 0.2783, byte miss ratio 0.2783
result/tencentBlock.ns17981.oracleGeneral.zst Cacheus cache size    46442, 2295266 req, miss ratio 0.2252, byte miss ratio 0.2252
result/tencentBlock.ns17981.oracleGeneral.zst Cacheus cache size    92885, 2295266 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns17981.oracleGeneral.zst Cacheus cache size   185771, 2295266 req, miss ratio 0.1032, byte miss ratio 0.1032
result/tencentBlock.ns17981.oracleGeneral.zst LRU cache size      232, 2295266 req, miss ratio 0.5001, byte miss ratio 0.5001
result/tencentBlock.ns17981.oracleGeneral.zst LRU cache size      696, 2295266 req, miss ratio 0.4445, byte miss ratio 0.4445
result/tencentBlock.ns17981.oracleGeneral.zst LRU cache size     2322, 2295266 req, miss ratio 0.4090, byte miss ratio 0.4090
result/tencentBlock.ns17981.oracleGeneral.zst LRU cache size     6966, 2295266 req, miss ratio 0.3711, byte miss ratio 0.3711
result/tencentBlock.ns17981.oracleGeneral.zst LRU cache size    23221, 2295266 req, miss ratio 0.2853, byte miss ratio 0.2853
result/tencentBlock.ns17981.oracleGeneral.zst LRU cache size    46442, 2295266 req, miss ratio 0.2284, byte miss ratio 0.2284
result/tencentBlock.ns17981.oracleGeneral.zst LRU cache size    92885, 2295266 req, miss ratio 0.1350, byte miss ratio 0.1350
result/tencentBlock.ns17981.oracleGeneral.zst LRU cache size   185771, 2295266 req, miss ratio 0.1031, byte miss ratio 0.1031
result/tencentBlock.ns17981.oracleGeneral.zst LHD cache size      232, 2295266 req, miss ratio 0.4794, byte miss ratio 0.4794
result/tencentBlock.ns17981.oracleGeneral.zst LHD cache size      696, 2295266 req, miss ratio 0.4436, byte miss ratio 0.4436
result/tencentBlock.ns17981.oracleGeneral.zst LHD cache size     2322, 2295266 req, miss ratio 0.4021, byte miss ratio 0.4021
result/tencentBlock.ns17981.oracleGeneral.zst LHD cache size     6966, 2295266 req, miss ratio 0.3577, byte miss ratio 0.3577
result/tencentBlock.ns17981.oracleGeneral.zst LHD cache size    23221, 2295266 req, miss ratio 0.2777, byte miss ratio 0.2777
result/tencentBlock.ns17981.oracleGeneral.zst LHD cache size    46442, 2295266 req, miss ratio 0.2079, byte miss ratio 0.2079
result/tencentBlock.ns17981.oracleGeneral.zst LHD cache size    92885, 2295266 req, miss ratio 0.1263, byte miss ratio 0.1263
result/tencentBlock.ns17981.oracleGeneral.zst LHD cache size   185771, 2295266 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns17981.oracleGeneral.zst FIFO cache size      232, 2295266 req, miss ratio 0.5969, byte miss ratio 0.5969
result/tencentBlock.ns17981.oracleGeneral.zst FIFO cache size      696, 2295266 req, miss ratio 0.4899, byte miss ratio 0.4899
result/tencentBlock.ns17981.oracleGeneral.zst FIFO cache size     2322, 2295266 req, miss ratio 0.4290, byte miss ratio 0.4290
result/tencentBlock.ns17981.oracleGeneral.zst FIFO cache size     6966, 2295266 req, miss ratio 0.3898, byte miss ratio 0.3898
result/tencentBlock.ns17981.oracleGeneral.zst FIFO cache size    23221, 2295266 req, miss ratio 0.3035, byte miss ratio 0.3035
result/tencentBlock.ns17981.oracleGeneral.zst FIFO cache size    46442, 2295266 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns17981.oracleGeneral.zst FIFO cache size    92885, 2295266 req, miss ratio 0.1650, byte miss ratio 0.1650
result/tencentBlock.ns17981.oracleGeneral.zst FIFO cache size   185771, 2295266 req, miss ratio 0.1152, byte miss ratio 0.1152
result/tencentBlock.ns17981.oracleGeneral.zst clock2 cache size      232, 2295266 req, miss ratio 0.4901, byte miss ratio 0.4901
result/tencentBlock.ns17981.oracleGeneral.zst clock2 cache size      696, 2295266 req, miss ratio 0.4451, byte miss ratio 0.4451
result/tencentBlock.ns17981.oracleGeneral.zst clock2 cache size     2322, 2295266 req, miss ratio 0.4093, byte miss ratio 0.4093
result/tencentBlock.ns17981.oracleGeneral.zst clock2 cache size     6966, 2295266 req, miss ratio 0.3630, byte miss ratio 0.3630
result/tencentBlock.ns17981.oracleGeneral.zst clock2 cache size    23221, 2295266 req, miss ratio 0.2934, byte miss ratio 0.2934
result/tencentBlock.ns17981.oracleGeneral.zst clock2 cache size    46442, 2295266 req, miss ratio 0.2359, byte miss ratio 0.2359
result/tencentBlock.ns17981.oracleGeneral.zst clock2 cache size    92885, 2295266 req, miss ratio 0.1444, byte miss ratio 0.1444
result/tencentBlock.ns17981.oracleGeneral.zst clock2 cache size   185771, 2295266 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns17981.oracleGeneral.zst ARC cache size      232, 2295266 req, miss ratio 0.4616, byte miss ratio 0.4616
result/tencentBlock.ns17981.oracleGeneral.zst ARC cache size      696, 2295266 req, miss ratio 0.4350, byte miss ratio 0.4350
result/tencentBlock.ns17981.oracleGeneral.zst ARC cache size     2322, 2295266 req, miss ratio 0.3841, byte miss ratio 0.3841
result/tencentBlock.ns17981.oracleGeneral.zst ARC cache size     6966, 2295266 req, miss ratio 0.3536, byte miss ratio 0.3536
result/tencentBlock.ns17981.oracleGeneral.zst ARC cache size    23221, 2295266 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns17981.oracleGeneral.zst ARC cache size    46442, 2295266 req, miss ratio 0.2217, byte miss ratio 0.2217
result/tencentBlock.ns17981.oracleGeneral.zst ARC cache size    92885, 2295266 req, miss ratio 0.1332, byte miss ratio 0.1332
result/tencentBlock.ns17981.oracleGeneral.zst ARC cache size   185771, 2295266 req, miss ratio 0.1036, byte miss ratio 0.1036
result/tencentBlock.ns17981.oracleGeneral.zst LIRS cache size      232, 2295266 req, miss ratio 0.5024, byte miss ratio 0.5024
result/tencentBlock.ns17981.oracleGeneral.zst LIRS cache size      696, 2295266 req, miss ratio 0.4538, byte miss ratio 0.4538
result/tencentBlock.ns17981.oracleGeneral.zst LIRS cache size     2322, 2295266 req, miss ratio 0.3891, byte miss ratio 0.3891
result/tencentBlock.ns17981.oracleGeneral.zst LIRS cache size     6966, 2295266 req, miss ratio 0.3508, byte miss ratio 0.3508
result/tencentBlock.ns17981.oracleGeneral.zst LIRS cache size    23221, 2295266 req, miss ratio 0.2781, byte miss ratio 0.2781
result/tencentBlock.ns17981.oracleGeneral.zst LIRS cache size    46442, 2295266 req, miss ratio 0.2074, byte miss ratio 0.2074
result/tencentBlock.ns17981.oracleGeneral.zst LIRS cache size    92885, 2295266 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns17981.oracleGeneral.zst LIRS cache size   185771, 2295266 req, miss ratio 0.1034, byte miss ratio 0.1034
result/tencentBlock.ns17981.oracleGeneral.zst LeCaR cache size      232, 2295266 req, miss ratio 0.4836, byte miss ratio 0.4836
result/tencentBlock.ns17981.oracleGeneral.zst LeCaR cache size      696, 2295266 req, miss ratio 0.4428, byte miss ratio 0.4428
result/tencentBlock.ns17981.oracleGeneral.zst LeCaR cache size     2322, 2295266 req, miss ratio 0.4077, byte miss ratio 0.4077
result/tencentBlock.ns17981.oracleGeneral.zst LeCaR cache size     6966, 2295266 req, miss ratio 0.3609, byte miss ratio 0.3609
result/tencentBlock.ns17981.oracleGeneral.zst LeCaR cache size    23221, 2295266 req, miss ratio 0.2806, byte miss ratio 0.2806
result/tencentBlock.ns17981.oracleGeneral.zst LeCaR cache size    46442, 2295266 req, miss ratio 0.2171, byte miss ratio 0.2171
result/tencentBlock.ns17981.oracleGeneral.zst LeCaR cache size    92885, 2295266 req, miss ratio 0.1315, byte miss ratio 0.1315
result/tencentBlock.ns17981.oracleGeneral.zst LeCaR cache size   185771, 2295266 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns17981.oracleGeneral.zst S3FIFO-d-1 cache size      232, 2295266 req, miss ratio 0.4617, byte miss ratio 0.4617
