result/tencentBlock.ns6164.oracleGeneral.zst Clock cache size      386, 9644221 req, miss ratio 0.5447, byte miss ratio 0.5447
result/tencentBlock.ns6164.oracleGeneral.zst Clock cache size     1159, 9644221 req, miss ratio 0.4921, byte miss ratio 0.4921
result/tencentBlock.ns6164.oracleGeneral.zst Clock cache size     3863, 9644221 req, miss ratio 0.4732, byte miss ratio 0.4732
result/tencentBlock.ns6164.oracleGeneral.zst Clock cache size    11590, 9644221 req, miss ratio 0.3889, byte miss ratio 0.3889
result/tencentBlock.ns6164.oracleGeneral.zst Clock cache size    38635, 9644221 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns6164.oracleGeneral.zst Clock cache size    77270, 9644221 req, miss ratio 0.0683, byte miss ratio 0.0683
result/tencentBlock.ns6164.oracleGeneral.zst Clock cache size   154541, 9644221 req, miss ratio 0.0502, byte miss ratio 0.0502
result/tencentBlock.ns6164.oracleGeneral.zst Clock cache size   309082, 9644221 req, miss ratio 0.0405, byte miss ratio 0.0405
result/tencentBlock.ns6164.oracleGeneral.zst LHD cache size      386, 9644221 req, miss ratio 0.5395, byte miss ratio 0.5395
result/tencentBlock.ns6164.oracleGeneral.zst LHD cache size     1159, 9644221 req, miss ratio 0.4929, byte miss ratio 0.4929
result/tencentBlock.ns6164.oracleGeneral.zst LHD cache size     3863, 9644221 req, miss ratio 0.4551, byte miss ratio 0.4551
result/tencentBlock.ns6164.oracleGeneral.zst LHD cache size    11590, 9644221 req, miss ratio 0.3025, byte miss ratio 0.3025
result/tencentBlock.ns6164.oracleGeneral.zst LHD cache size    38635, 9644221 req, miss ratio 0.0874, byte miss ratio 0.0874
result/tencentBlock.ns6164.oracleGeneral.zst LHD cache size    77270, 9644221 req, miss ratio 0.0662, byte miss ratio 0.0662
result/tencentBlock.ns6164.oracleGeneral.zst LHD cache size   154541, 9644221 req, miss ratio 0.0498, byte miss ratio 0.0498
result/tencentBlock.ns6164.oracleGeneral.zst LHD cache size   309082, 9644221 req, miss ratio 0.0407, byte miss ratio 0.0407
result/tencentBlock.ns6164.oracleGeneral.zst FIFO cache size      386, 9644221 req, miss ratio 0.5733, byte miss ratio 0.5733
result/tencentBlock.ns6164.oracleGeneral.zst FIFO cache size     1159, 9644221 req, miss ratio 0.5101, byte miss ratio 0.5101
result/tencentBlock.ns6164.oracleGeneral.zst FIFO cache size     3863, 9644221 req, miss ratio 0.4807, byte miss ratio 0.4807
result/tencentBlock.ns6164.oracleGeneral.zst FIFO cache size    11590, 9644221 req, miss ratio 0.3939, byte miss ratio 0.3939
result/tencentBlock.ns6164.oracleGeneral.zst FIFO cache size    38635, 9644221 req, miss ratio 0.1377, byte miss ratio 0.1377
result/tencentBlock.ns6164.oracleGeneral.zst FIFO cache size    77270, 9644221 req, miss ratio 0.0873, byte miss ratio 0.0873
result/tencentBlock.ns6164.oracleGeneral.zst FIFO cache size   154541, 9644221 req, miss ratio 0.0590, byte miss ratio 0.0590
result/tencentBlock.ns6164.oracleGeneral.zst FIFO cache size   309082, 9644221 req, miss ratio 0.0436, byte miss ratio 0.0436
result/tencentBlock.ns6164.oracleGeneral.zst ARC cache size      386, 9644221 req, miss ratio 0.5111, byte miss ratio 0.5111
result/tencentBlock.ns6164.oracleGeneral.zst ARC cache size     1159, 9644221 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns6164.oracleGeneral.zst ARC cache size     3863, 9644221 req, miss ratio 0.4534, byte miss ratio 0.4534
result/tencentBlock.ns6164.oracleGeneral.zst ARC cache size    11590, 9644221 req, miss ratio 0.3168, byte miss ratio 0.3168
result/tencentBlock.ns6164.oracleGeneral.zst ARC cache size    38635, 9644221 req, miss ratio 0.0860, byte miss ratio 0.0860
result/tencentBlock.ns6164.oracleGeneral.zst ARC cache size    77270, 9644221 req, miss ratio 0.0671, byte miss ratio 0.0671
result/tencentBlock.ns6164.oracleGeneral.zst ARC cache size   154541, 9644221 req, miss ratio 0.0478, byte miss ratio 0.0478
result/tencentBlock.ns6164.oracleGeneral.zst ARC cache size   309082, 9644221 req, miss ratio 0.0405, byte miss ratio 0.0405
result/tencentBlock.ns6164.oracleGeneral.zst LeCaR cache size      386, 9644221 req, miss ratio 0.5325, byte miss ratio 0.5325
result/tencentBlock.ns6164.oracleGeneral.zst LeCaR cache size     1159, 9644221 req, miss ratio 0.4902, byte miss ratio 0.4902
result/tencentBlock.ns6164.oracleGeneral.zst LeCaR cache size     3863, 9644221 req, miss ratio 0.4682, byte miss ratio 0.4682
result/tencentBlock.ns6164.oracleGeneral.zst LeCaR cache size    11590, 9644221 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns6164.oracleGeneral.zst LeCaR cache size    38635, 9644221 req, miss ratio 0.0866, byte miss ratio 0.0866
result/tencentBlock.ns6164.oracleGeneral.zst LeCaR cache size    77270, 9644221 req, miss ratio 0.0669, byte miss ratio 0.0669
result/tencentBlock.ns6164.oracleGeneral.zst LeCaR cache size   154541, 9644221 req, miss ratio 0.0487, byte miss ratio 0.0487
result/tencentBlock.ns6164.oracleGeneral.zst LeCaR cache size   309082, 9644221 req, miss ratio 0.0405, byte miss ratio 0.0405
result/tencentBlock.ns6164.oracleGeneral.zst LIRS cache size      386, 9644221 req, miss ratio 0.5184, byte miss ratio 0.5184
result/tencentBlock.ns6164.oracleGeneral.zst LIRS cache size     1159, 9644221 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns6164.oracleGeneral.zst LIRS cache size     3863, 9644221 req, miss ratio 0.4563, byte miss ratio 0.4563
result/tencentBlock.ns6164.oracleGeneral.zst LIRS cache size    11590, 9644221 req, miss ratio 0.2640, byte miss ratio 0.2640
result/tencentBlock.ns6164.oracleGeneral.zst LIRS cache size    38635, 9644221 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns6164.oracleGeneral.zst LIRS cache size    77270, 9644221 req, miss ratio 0.0688, byte miss ratio 0.0688
result/tencentBlock.ns6164.oracleGeneral.zst LIRS cache size   154541, 9644221 req, miss ratio 0.0511, byte miss ratio 0.0511
result/tencentBlock.ns6164.oracleGeneral.zst LIRS cache size   309082, 9644221 req, miss ratio 0.0407, byte miss ratio 0.0407
result/tencentBlock.ns6164.oracleGeneral.zst clock2 cache size      386, 9644221 req, miss ratio 0.5419, byte miss ratio 0.5419
result/tencentBlock.ns6164.oracleGeneral.zst clock2 cache size     1159, 9644221 req, miss ratio 0.4901, byte miss ratio 0.4901
result/tencentBlock.ns6164.oracleGeneral.zst clock2 cache size     3863, 9644221 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns6164.oracleGeneral.zst clock2 cache size    11590, 9644221 req, miss ratio 0.3839, byte miss ratio 0.3839
result/tencentBlock.ns6164.oracleGeneral.zst clock2 cache size    38635, 9644221 req, miss ratio 0.0886, byte miss ratio 0.0886
result/tencentBlock.ns6164.oracleGeneral.zst clock2 cache size    77270, 9644221 req, miss ratio 0.0664, byte miss ratio 0.0664
result/tencentBlock.ns6164.oracleGeneral.zst clock2 cache size   154541, 9644221 req, miss ratio 0.0499, byte miss ratio 0.0499
result/tencentBlock.ns6164.oracleGeneral.zst clock2 cache size   309082, 9644221 req, miss ratio 0.0405, byte miss ratio 0.0405
result/tencentBlock.ns6164.oracleGeneral.zst S3FIFO-1 cache size      386, 9644221 req, miss ratio 0.5117, byte miss ratio 0.5117
result/tencentBlock.ns6164.oracleGeneral.zst S3FIFO-1 cache size     1159, 9644221 req, miss ratio 0.4749, byte miss ratio 0.4749
result/tencentBlock.ns6164.oracleGeneral.zst S3FIFO-1 cache size     3863, 9644221 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns6164.oracleGeneral.zst S3FIFO-1 cache size    11590, 9644221 req, miss ratio 0.2808, byte miss ratio 0.2808
