result/tencentBlock.ns18497.oracleGeneral.zst S3FIFO-1 cache size      942, 6838558 req, miss ratio 0.5469, byte miss ratio 0.5469
result/tencentBlock.ns18497.oracleGeneral.zst S3FIFO-1 cache size     2827, 6838558 req, miss ratio 0.3957, byte miss ratio 0.3957
result/tencentBlock.ns18497.oracleGeneral.zst S3FIFO-1 cache size     9425, 6838558 req, miss ratio 0.3337, byte miss ratio 0.3337
result/tencentBlock.ns18497.oracleGeneral.zst S3FIFO-1 cache size    28277, 6838558 req, miss ratio 0.2882, byte miss ratio 0.2882
result/tencentBlock.ns18497.oracleGeneral.zst S3FIFO-1 cache size    94259, 6838558 req, miss ratio 0.1987, byte miss ratio 0.1987
result/tencentBlock.ns18497.oracleGeneral.zst S3FIFO-1 cache size   188519, 6838558 req, miss ratio 0.1531, byte miss ratio 0.1531
result/tencentBlock.ns18497.oracleGeneral.zst S3FIFO-1 cache size   377039, 6838558 req, miss ratio 0.1415, byte miss ratio 0.1415
result/tencentBlock.ns18497.oracleGeneral.zst S3FIFO-1 cache size   754079, 6838558 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns18497.oracleGeneral.zst clock2 cache size      942, 6838558 req, miss ratio 0.6124, byte miss ratio 0.6124
result/tencentBlock.ns18497.oracleGeneral.zst clock2 cache size     2827, 6838558 req, miss ratio 0.4265, byte miss ratio 0.4265
result/tencentBlock.ns18497.oracleGeneral.zst clock2 cache size     9425, 6838558 req, miss ratio 0.3621, byte miss ratio 0.3621
result/tencentBlock.ns18497.oracleGeneral.zst clock2 cache size    28277, 6838558 req, miss ratio 0.2881, byte miss ratio 0.2881
result/tencentBlock.ns18497.oracleGeneral.zst clock2 cache size    94259, 6838558 req, miss ratio 0.2183, byte miss ratio 0.2183
result/tencentBlock.ns18497.oracleGeneral.zst clock2 cache size   188519, 6838558 req, miss ratio 0.1622, byte miss ratio 0.1622
result/tencentBlock.ns18497.oracleGeneral.zst clock2 cache size   377039, 6838558 req, miss ratio 0.1408, byte miss ratio 0.1408
result/tencentBlock.ns18497.oracleGeneral.zst clock2 cache size   754079, 6838558 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns18497.oracleGeneral.zst LRU cache size      942, 6838558 req, miss ratio 0.6188, byte miss ratio 0.6188
result/tencentBlock.ns18497.oracleGeneral.zst LRU cache size     2827, 6838558 req, miss ratio 0.4693, byte miss ratio 0.4693
result/tencentBlock.ns18497.oracleGeneral.zst LRU cache size     9425, 6838558 req, miss ratio 0.3664, byte miss ratio 0.3664
result/tencentBlock.ns18497.oracleGeneral.zst LRU cache size    28277, 6838558 req, miss ratio 0.2919, byte miss ratio 0.2919
result/tencentBlock.ns18497.oracleGeneral.zst LRU cache size    94259, 6838558 req, miss ratio 0.2171, byte miss ratio 0.2171
result/tencentBlock.ns18497.oracleGeneral.zst LRU cache size   188519, 6838558 req, miss ratio 0.1551, byte miss ratio 0.1551
result/tencentBlock.ns18497.oracleGeneral.zst LRU cache size   377039, 6838558 req, miss ratio 0.1401, byte miss ratio 0.1401
result/tencentBlock.ns18497.oracleGeneral.zst LRU cache size   754079, 6838558 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns18497.oracleGeneral.zst FIFO cache size      942, 6838558 req, miss ratio 0.6837, byte miss ratio 0.6837
result/tencentBlock.ns18497.oracleGeneral.zst FIFO cache size     2827, 6838558 req, miss ratio 0.5307, byte miss ratio 0.5307
result/tencentBlock.ns18497.oracleGeneral.zst FIFO cache size     9425, 6838558 req, miss ratio 0.4128, byte miss ratio 0.4128
result/tencentBlock.ns18497.oracleGeneral.zst FIFO cache size    28277, 6838558 req, miss ratio 0.3194, byte miss ratio 0.3194
result/tencentBlock.ns18497.oracleGeneral.zst FIFO cache size    94259, 6838558 req, miss ratio 0.2310, byte miss ratio 0.2310
result/tencentBlock.ns18497.oracleGeneral.zst FIFO cache size   188519, 6838558 req, miss ratio 0.1825, byte miss ratio 0.1825
result/tencentBlock.ns18497.oracleGeneral.zst FIFO cache size   377039, 6838558 req, miss ratio 0.1580, byte miss ratio 0.1580
result/tencentBlock.ns18497.oracleGeneral.zst FIFO cache size   754079, 6838558 req, miss ratio 0.1460, byte miss ratio 0.1460
result/tencentBlock.ns18497.oracleGeneral.zst LHD cache size      942, 6838558 req, miss ratio 0.6176, byte miss ratio 0.6176
result/tencentBlock.ns18497.oracleGeneral.zst LHD cache size     2827, 6838558 req, miss ratio 0.4278, byte miss ratio 0.4278
result/tencentBlock.ns18497.oracleGeneral.zst LHD cache size     9425, 6838558 req, miss ratio 0.3471, byte miss ratio 0.3471
result/tencentBlock.ns18497.oracleGeneral.zst LHD cache size    28277, 6838558 req, miss ratio 0.2816, byte miss ratio 0.2816
result/tencentBlock.ns18497.oracleGeneral.zst LHD cache size    94259, 6838558 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns18497.oracleGeneral.zst LHD cache size   188519, 6838558 req, miss ratio 0.1502, byte miss ratio 0.1502
result/tencentBlock.ns18497.oracleGeneral.zst LHD cache size   377039, 6838558 req, miss ratio 0.1409, byte miss ratio 0.1409
result/tencentBlock.ns18497.oracleGeneral.zst LHD cache size   754079, 6838558 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns18497.oracleGeneral.zst LeCaR cache size      942, 6838558 req, miss ratio 0.6174, byte miss ratio 0.6174
result/tencentBlock.ns18497.oracleGeneral.zst LeCaR cache size     2827, 6838558 req, miss ratio 0.4272, byte miss ratio 0.4272
result/tencentBlock.ns18497.oracleGeneral.zst LeCaR cache size     9425, 6838558 req, miss ratio 0.3654, byte miss ratio 0.3654
result/tencentBlock.ns18497.oracleGeneral.zst LeCaR cache size    28277, 6838558 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns18497.oracleGeneral.zst LeCaR cache size    94259, 6838558 req, miss ratio 0.2151, byte miss ratio 0.2151
result/tencentBlock.ns18497.oracleGeneral.zst LeCaR cache size   188519, 6838558 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns18497.oracleGeneral.zst LeCaR cache size   377039, 6838558 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns18497.oracleGeneral.zst LeCaR cache size   754079, 6838558 req, miss ratio 0.1384, byte miss ratio 0.1384
result/tencentBlock.ns18497.oracleGeneral.zst Clock cache size      942, 6838558 req, miss ratio 0.6149, byte miss ratio 0.6149
result/tencentBlock.ns18497.oracleGeneral.zst Clock cache size     2827, 6838558 req, miss ratio 0.4541, byte miss ratio 0.4541
result/tencentBlock.ns18497.oracleGeneral.zst Clock cache size     9425, 6838558 req, miss ratio 0.3646, byte miss ratio 0.3646
result/tencentBlock.ns18497.oracleGeneral.zst Clock cache size    28277, 6838558 req, miss ratio 0.2913, byte miss ratio 0.2913
result/tencentBlock.ns18497.oracleGeneral.zst Clock cache size    94259, 6838558 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns18497.oracleGeneral.zst Clock cache size   188519, 6838558 req, miss ratio 0.1602, byte miss ratio 0.1602
result/tencentBlock.ns18497.oracleGeneral.zst Clock cache size   377039, 6838558 req, miss ratio 0.1409, byte miss ratio 0.1409
result/tencentBlock.ns18497.oracleGeneral.zst Clock cache size   754079, 6838558 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns18497.oracleGeneral.zst Cacheus cache size      942, 6838558 req, miss ratio 0.5819, byte miss ratio 0.5819
result/tencentBlock.ns18497.oracleGeneral.zst Cacheus cache size     2827, 6838558 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns18497.oracleGeneral.zst Cacheus cache size     9425, 6838558 req, miss ratio 0.3487, byte miss ratio 0.3487
result/tencentBlock.ns18497.oracleGeneral.zst Cacheus cache size    28277, 6838558 req, miss ratio 0.2807, byte miss ratio 0.2807
result/tencentBlock.ns18497.oracleGeneral.zst Cacheus cache size    94259, 6838558 req, miss ratio 0.1996, byte miss ratio 0.1996
result/tencentBlock.ns18497.oracleGeneral.zst Cacheus cache size   188519, 6838558 req, miss ratio 0.1540, byte miss ratio 0.1540
result/tencentBlock.ns18497.oracleGeneral.zst Cacheus cache size   377039, 6838558 req, miss ratio 0.1400, byte miss ratio 0.1400
result/tencentBlock.ns18497.oracleGeneral.zst Cacheus cache size   754079, 6838558 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns18497.oracleGeneral.zst ARC cache size      942, 6838558 req, miss ratio 0.5557, byte miss ratio 0.5557
result/tencentBlock.ns18497.oracleGeneral.zst ARC cache size     2827, 6838558 req, miss ratio 0.3983, byte miss ratio 0.3983
result/tencentBlock.ns18497.oracleGeneral.zst ARC cache size     9425, 6838558 req, miss ratio 0.3496, byte miss ratio 0.3496
result/tencentBlock.ns18497.oracleGeneral.zst ARC cache size    28277, 6838558 req, miss ratio 0.2836, byte miss ratio 0.2836
result/tencentBlock.ns18497.oracleGeneral.zst ARC cache size    94259, 6838558 req, miss ratio 0.2002, byte miss ratio 0.2002
result/tencentBlock.ns18497.oracleGeneral.zst ARC cache size   188519, 6838558 req, miss ratio 0.1532, byte miss ratio 0.1532
result/tencentBlock.ns18497.oracleGeneral.zst ARC cache size   377039, 6838558 req, miss ratio 0.1417, byte miss ratio 0.1417
result/tencentBlock.ns18497.oracleGeneral.zst ARC cache size   754079, 6838558 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns18497.oracleGeneral.zst LIRS cache size      942, 6838558 req, miss ratio 0.5602, byte miss ratio 0.5602
result/tencentBlock.ns18497.oracleGeneral.zst LIRS cache size     2827, 6838558 req, miss ratio 0.4114, byte miss ratio 0.4114
result/tencentBlock.ns18497.oracleGeneral.zst LIRS cache size     9425, 6838558 req, miss ratio 0.3496, byte miss ratio 0.3496
result/tencentBlock.ns18497.oracleGeneral.zst LIRS cache size    28277, 6838558 req, miss ratio 0.2877, byte miss ratio 0.2877
result/tencentBlock.ns18497.oracleGeneral.zst LIRS cache size    94259, 6838558 req, miss ratio 0.2073, byte miss ratio 0.2073
result/tencentBlock.ns18497.oracleGeneral.zst LIRS cache size   188519, 6838558 req, miss ratio 0.1632, byte miss ratio 0.1632
result/tencentBlock.ns18497.oracleGeneral.zst LIRS cache size   377039, 6838558 req, miss ratio 0.1487, byte miss ratio 0.1487
