result/tencentBlock.ns19406.oracleGeneral.zst LRU cache size      256, 10997447 req, miss ratio 0.4326, byte miss ratio 0.4326
result/tencentBlock.ns19406.oracleGeneral.zst LRU cache size      770, 10997447 req, miss ratio 0.1178, byte miss ratio 0.1178
result/tencentBlock.ns19406.oracleGeneral.zst LRU cache size     2566, 10997447 req, miss ratio 0.0915, byte miss ratio 0.0915
result/tencentBlock.ns19406.oracleGeneral.zst LRU cache size     7700, 10997447 req, miss ratio 0.0793, byte miss ratio 0.0793
result/tencentBlock.ns19406.oracleGeneral.zst LRU cache size    25666, 10997447 req, miss ratio 0.0753, byte miss ratio 0.0753
result/tencentBlock.ns19406.oracleGeneral.zst LRU cache size    51333, 10997447 req, miss ratio 0.0613, byte miss ratio 0.0613
result/tencentBlock.ns19406.oracleGeneral.zst LRU cache size   102667, 10997447 req, miss ratio 0.0293, byte miss ratio 0.0293
result/tencentBlock.ns19406.oracleGeneral.zst LRU cache size   205335, 10997447 req, miss ratio 0.0234, byte miss ratio 0.0234
result/tencentBlock.ns19406.oracleGeneral.zst Cacheus cache size      256, 10997447 req, miss ratio 0.2811, byte miss ratio 0.2811
result/tencentBlock.ns19406.oracleGeneral.zst Cacheus cache size      770, 10997447 req, miss ratio 0.1125, byte miss ratio 0.1125
result/tencentBlock.ns19406.oracleGeneral.zst Cacheus cache size     2566, 10997447 req, miss ratio 0.0880, byte miss ratio 0.0880
result/tencentBlock.ns19406.oracleGeneral.zst Cacheus cache size     7700, 10997447 req, miss ratio 0.0773, byte miss ratio 0.0773
result/tencentBlock.ns19406.oracleGeneral.zst Cacheus cache size    25666, 10997447 req, miss ratio 0.0686, byte miss ratio 0.0686
result/tencentBlock.ns19406.oracleGeneral.zst Cacheus cache size    51333, 10997447 req, miss ratio 0.0605, byte miss ratio 0.0605
result/tencentBlock.ns19406.oracleGeneral.zst Cacheus cache size   102667, 10997447 req, miss ratio 0.0293, byte miss ratio 0.0293
result/tencentBlock.ns19406.oracleGeneral.zst Cacheus cache size   205335, 10997447 req, miss ratio 0.0234, byte miss ratio 0.0234
