result/tencentBlock.ns14524.oracleGeneral.zst clock2 cache size      137, 1423608 req, miss ratio 0.6383, byte miss ratio 0.6383
result/tencentBlock.ns14524.oracleGeneral.zst clock2 cache size      412, 1423608 req, miss ratio 0.5889, byte miss ratio 0.5889
result/tencentBlock.ns14524.oracleGeneral.zst clock2 cache size     1376, 1423608 req, miss ratio 0.5019, byte miss ratio 0.5019
result/tencentBlock.ns14524.oracleGeneral.zst clock2 cache size     4129, 1423608 req, miss ratio 0.4628, byte miss ratio 0.4628
result/tencentBlock.ns14524.oracleGeneral.zst clock2 cache size    13766, 1423608 req, miss ratio 0.4267, byte miss ratio 0.4267
result/tencentBlock.ns14524.oracleGeneral.zst clock2 cache size    27533, 1423608 req, miss ratio 0.3699, byte miss ratio 0.3699
result/tencentBlock.ns14524.oracleGeneral.zst clock2 cache size    55066, 1423608 req, miss ratio 0.3128, byte miss ratio 0.3128
result/tencentBlock.ns14524.oracleGeneral.zst clock2 cache size   110132, 1423608 req, miss ratio 0.1174, byte miss ratio 0.1174
result/tencentBlock.ns14524.oracleGeneral.zst Clock cache size      137, 1423608 req, miss ratio 0.6461, byte miss ratio 0.6461
result/tencentBlock.ns14524.oracleGeneral.zst Clock cache size      412, 1423608 req, miss ratio 0.5812, byte miss ratio 0.5812
result/tencentBlock.ns14524.oracleGeneral.zst Clock cache size     1376, 1423608 req, miss ratio 0.5102, byte miss ratio 0.5102
result/tencentBlock.ns14524.oracleGeneral.zst Clock cache size     4129, 1423608 req, miss ratio 0.4590, byte miss ratio 0.4590
result/tencentBlock.ns14524.oracleGeneral.zst Clock cache size    13766, 1423608 req, miss ratio 0.4263, byte miss ratio 0.4263
result/tencentBlock.ns14524.oracleGeneral.zst Clock cache size    27533, 1423608 req, miss ratio 0.3683, byte miss ratio 0.3683
result/tencentBlock.ns14524.oracleGeneral.zst Clock cache size    55066, 1423608 req, miss ratio 0.3054, byte miss ratio 0.3054
result/tencentBlock.ns14524.oracleGeneral.zst Clock cache size   110132, 1423608 req, miss ratio 0.1154, byte miss ratio 0.1154
result/tencentBlock.ns14524.oracleGeneral.zst LIRS cache size      137, 1423608 req, miss ratio 0.6669, byte miss ratio 0.6669
result/tencentBlock.ns14524.oracleGeneral.zst LIRS cache size      412, 1423608 req, miss ratio 0.5656, byte miss ratio 0.5656
result/tencentBlock.ns14524.oracleGeneral.zst LIRS cache size     1376, 1423608 req, miss ratio 0.4742, byte miss ratio 0.4742
result/tencentBlock.ns14524.oracleGeneral.zst LIRS cache size     4129, 1423608 req, miss ratio 0.4325, byte miss ratio 0.4325
result/tencentBlock.ns14524.oracleGeneral.zst LIRS cache size    13766, 1423608 req, miss ratio 0.3829, byte miss ratio 0.3829
result/tencentBlock.ns14524.oracleGeneral.zst LIRS cache size    27533, 1423608 req, miss ratio 0.3374, byte miss ratio 0.3374
result/tencentBlock.ns14524.oracleGeneral.zst LIRS cache size    55066, 1423608 req, miss ratio 0.2980, byte miss ratio 0.2980
result/tencentBlock.ns14524.oracleGeneral.zst LIRS cache size   110132, 1423608 req, miss ratio 0.1123, byte miss ratio 0.1123
result/tencentBlock.ns14524.oracleGeneral.zst FIFO cache size      137, 1423608 req, miss ratio 0.7158, byte miss ratio 0.7158
result/tencentBlock.ns14524.oracleGeneral.zst FIFO cache size      412, 1423608 req, miss ratio 0.6226, byte miss ratio 0.6226
result/tencentBlock.ns14524.oracleGeneral.zst FIFO cache size     1376, 1423608 req, miss ratio 0.5517, byte miss ratio 0.5517
result/tencentBlock.ns14524.oracleGeneral.zst FIFO cache size     4129, 1423608 req, miss ratio 0.4925, byte miss ratio 0.4925
result/tencentBlock.ns14524.oracleGeneral.zst FIFO cache size    13766, 1423608 req, miss ratio 0.4155, byte miss ratio 0.4155
result/tencentBlock.ns14524.oracleGeneral.zst FIFO cache size    27533, 1423608 req, miss ratio 0.3807, byte miss ratio 0.3807
result/tencentBlock.ns14524.oracleGeneral.zst FIFO cache size    55066, 1423608 req, miss ratio 0.2504, byte miss ratio 0.2504
result/tencentBlock.ns14524.oracleGeneral.zst FIFO cache size   110132, 1423608 req, miss ratio 0.1449, byte miss ratio 0.1449
result/tencentBlock.ns14524.oracleGeneral.zst LeCaR cache size      137, 1423608 req, miss ratio 0.6402, byte miss ratio 0.6402
result/tencentBlock.ns14524.oracleGeneral.zst LeCaR cache size      412, 1423608 req, miss ratio 0.5794, byte miss ratio 0.5794
result/tencentBlock.ns14524.oracleGeneral.zst LeCaR cache size     1376, 1423608 req, miss ratio 0.5009, byte miss ratio 0.5009
result/tencentBlock.ns14524.oracleGeneral.zst LeCaR cache size     4129, 1423608 req, miss ratio 0.4565, byte miss ratio 0.4565
result/tencentBlock.ns14524.oracleGeneral.zst LeCaR cache size    13766, 1423608 req, miss ratio 0.3958, byte miss ratio 0.3958
result/tencentBlock.ns14524.oracleGeneral.zst LeCaR cache size    27533, 1423608 req, miss ratio 0.3515, byte miss ratio 0.3515
result/tencentBlock.ns14524.oracleGeneral.zst LeCaR cache size    55066, 1423608 req, miss ratio 0.2413, byte miss ratio 0.2413
result/tencentBlock.ns14524.oracleGeneral.zst LeCaR cache size   110132, 1423608 req, miss ratio 0.1114, byte miss ratio 0.1114
result/tencentBlock.ns14524.oracleGeneral.zst Cacheus cache size      137, 1423608 req, miss ratio 0.6221, byte miss ratio 0.6221
result/tencentBlock.ns14524.oracleGeneral.zst Cacheus cache size      412, 1423608 req, miss ratio 0.5559, byte miss ratio 0.5559
result/tencentBlock.ns14524.oracleGeneral.zst Cacheus cache size     1376, 1423608 req, miss ratio 0.4793, byte miss ratio 0.4793
