result/tencentBlock.ns7559.oracleGeneral.zst LeCaR cache size      234, 8095945 req, miss ratio 0.6885, byte miss ratio 0.6885
result/tencentBlock.ns7559.oracleGeneral.zst LeCaR cache size      702, 8095945 req, miss ratio 0.2854, byte miss ratio 0.2854
result/tencentBlock.ns7559.oracleGeneral.zst LeCaR cache size     2342, 8095945 req, miss ratio 0.1349, byte miss ratio 0.1349
result/tencentBlock.ns7559.oracleGeneral.zst LeCaR cache size     7027, 8095945 req, miss ratio 0.1215, byte miss ratio 0.1215
result/tencentBlock.ns7559.oracleGeneral.zst LeCaR cache size    23425, 8095945 req, miss ratio 0.0901, byte miss ratio 0.0901
result/tencentBlock.ns7559.oracleGeneral.zst LeCaR cache size    46850, 8095945 req, miss ratio 0.0825, byte miss ratio 0.0825
result/tencentBlock.ns7559.oracleGeneral.zst LeCaR cache size    93700, 8095945 req, miss ratio 0.0493, byte miss ratio 0.0493
result/tencentBlock.ns7559.oracleGeneral.zst LeCaR cache size   187400, 8095945 req, miss ratio 0.0294, byte miss ratio 0.0294
result/tencentBlock.ns7559.oracleGeneral.zst clock2 cache size      234, 8095945 req, miss ratio 0.6873, byte miss ratio 0.6873
result/tencentBlock.ns7559.oracleGeneral.zst clock2 cache size      702, 8095945 req, miss ratio 0.3958, byte miss ratio 0.3958
result/tencentBlock.ns7559.oracleGeneral.zst clock2 cache size     2342, 8095945 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns7559.oracleGeneral.zst clock2 cache size     7027, 8095945 req, miss ratio 0.1221, byte miss ratio 0.1221
result/tencentBlock.ns7559.oracleGeneral.zst clock2 cache size    23425, 8095945 req, miss ratio 0.1060, byte miss ratio 0.1060
result/tencentBlock.ns7559.oracleGeneral.zst clock2 cache size    46850, 8095945 req, miss ratio 0.0825, byte miss ratio 0.0825
result/tencentBlock.ns7559.oracleGeneral.zst clock2 cache size    93700, 8095945 req, miss ratio 0.0573, byte miss ratio 0.0573
result/tencentBlock.ns7559.oracleGeneral.zst clock2 cache size   187400, 8095945 req, miss ratio 0.0297, byte miss ratio 0.0297
