result/tencentBlock.ns13985.oracleGeneral.zst LHD cache size      594, 4905098 req, miss ratio 0.7335, byte miss ratio 0.7335
result/tencentBlock.ns13985.oracleGeneral.zst LHD cache size     1783, 4905098 req, miss ratio 0.6957, byte miss ratio 0.6957
result/tencentBlock.ns13985.oracleGeneral.zst LHD cache size     5945, 4905098 req, miss ratio 0.5650, byte miss ratio 0.5650
result/tencentBlock.ns13985.oracleGeneral.zst LHD cache size    17837, 4905098 req, miss ratio 0.4027, byte miss ratio 0.4027
result/tencentBlock.ns13985.oracleGeneral.zst LHD cache size    59459, 4905098 req, miss ratio 0.2380, byte miss ratio 0.2380
result/tencentBlock.ns13985.oracleGeneral.zst LHD cache size   118919, 4905098 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns13985.oracleGeneral.zst LHD cache size   237839, 4905098 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns13985.oracleGeneral.zst LHD cache size   475679, 4905098 req, miss ratio 0.1220, byte miss ratio 0.1220
result/tencentBlock.ns13985.oracleGeneral.zst LRU cache size      594, 4905098 req, miss ratio 0.7447, byte miss ratio 0.7447
result/tencentBlock.ns13985.oracleGeneral.zst LRU cache size     1783, 4905098 req, miss ratio 0.7093, byte miss ratio 0.7093
result/tencentBlock.ns13985.oracleGeneral.zst LRU cache size     5945, 4905098 req, miss ratio 0.6232, byte miss ratio 0.6232
result/tencentBlock.ns13985.oracleGeneral.zst LRU cache size    17837, 4905098 req, miss ratio 0.4280, byte miss ratio 0.4280
result/tencentBlock.ns13985.oracleGeneral.zst LRU cache size    59459, 4905098 req, miss ratio 0.2765, byte miss ratio 0.2765
result/tencentBlock.ns13985.oracleGeneral.zst LRU cache size   118919, 4905098 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns13985.oracleGeneral.zst LRU cache size   237839, 4905098 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns13985.oracleGeneral.zst LRU cache size   475679, 4905098 req, miss ratio 0.1219, byte miss ratio 0.1219
