result/tencentBlock.ns11120.oracleGeneral.zst clock2 cache size      200, 2020701 req, miss ratio 0.4198, byte miss ratio 0.4198
result/tencentBlock.ns11120.oracleGeneral.zst clock2 cache size      600, 2020701 req, miss ratio 0.3659, byte miss ratio 0.3659
result/tencentBlock.ns11120.oracleGeneral.zst clock2 cache size     2000, 2020701 req, miss ratio 0.3079, byte miss ratio 0.3079
result/tencentBlock.ns11120.oracleGeneral.zst clock2 cache size     6000, 2020701 req, miss ratio 0.2462, byte miss ratio 0.2462
result/tencentBlock.ns11120.oracleGeneral.zst clock2 cache size    20000, 2020701 req, miss ratio 0.2220, byte miss ratio 0.2220
result/tencentBlock.ns11120.oracleGeneral.zst clock2 cache size    40000, 2020701 req, miss ratio 0.1722, byte miss ratio 0.1722
result/tencentBlock.ns11120.oracleGeneral.zst clock2 cache size    80000, 2020701 req, miss ratio 0.1161, byte miss ratio 0.1161
result/tencentBlock.ns11120.oracleGeneral.zst clock2 cache size   160000, 2020701 req, miss ratio 0.0996, byte miss ratio 0.0996
result/tencentBlock.ns11120.oracleGeneral.zst LRU cache size      200, 2020701 req, miss ratio 0.4295, byte miss ratio 0.4295
result/tencentBlock.ns11120.oracleGeneral.zst LRU cache size      600, 2020701 req, miss ratio 0.3640, byte miss ratio 0.3640
result/tencentBlock.ns11120.oracleGeneral.zst LRU cache size     2000, 2020701 req, miss ratio 0.3093, byte miss ratio 0.3093
result/tencentBlock.ns11120.oracleGeneral.zst LRU cache size     6000, 2020701 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns11120.oracleGeneral.zst LRU cache size    20000, 2020701 req, miss ratio 0.1978, byte miss ratio 0.1978
result/tencentBlock.ns11120.oracleGeneral.zst LRU cache size    40000, 2020701 req, miss ratio 0.1527, byte miss ratio 0.1527
result/tencentBlock.ns11120.oracleGeneral.zst LRU cache size    80000, 2020701 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns11120.oracleGeneral.zst LRU cache size   160000, 2020701 req, miss ratio 0.0993, byte miss ratio 0.0993
result/tencentBlock.ns11120.oracleGeneral.zst Clock cache size      200, 2020701 req, miss ratio 0.4205, byte miss ratio 0.4205
result/tencentBlock.ns11120.oracleGeneral.zst Clock cache size      600, 2020701 req, miss ratio 0.3644, byte miss ratio 0.3644
