result/tencentBlock.ns17463.oracleGeneral.zst ARC cache size      247, 1370131 req, miss ratio 0.5557, byte miss ratio 0.5557
result/tencentBlock.ns17463.oracleGeneral.zst ARC cache size      742, 1370131 req, miss ratio 0.5501, byte miss ratio 0.5501
result/tencentBlock.ns17463.oracleGeneral.zst ARC cache size     2475, 1370131 req, miss ratio 0.5461, byte miss ratio 0.5461
result/tencentBlock.ns17463.oracleGeneral.zst ARC cache size     7425, 1370131 req, miss ratio 0.5449, byte miss ratio 0.5449
result/tencentBlock.ns17463.oracleGeneral.zst ARC cache size    24751, 1370131 req, miss ratio 0.4969, byte miss ratio 0.4969
result/tencentBlock.ns17463.oracleGeneral.zst ARC cache size    49503, 1370131 req, miss ratio 0.4227, byte miss ratio 0.4227
result/tencentBlock.ns17463.oracleGeneral.zst ARC cache size    99007, 1370131 req, miss ratio 0.3167, byte miss ratio 0.3167
result/tencentBlock.ns17463.oracleGeneral.zst ARC cache size   198015, 1370131 req, miss ratio 0.1824, byte miss ratio 0.1824
result/tencentBlock.ns17463.oracleGeneral.zst Clock cache size      247, 1370131 req, miss ratio 0.5650, byte miss ratio 0.5650
result/tencentBlock.ns17463.oracleGeneral.zst Clock cache size      742, 1370131 req, miss ratio 0.5523, byte miss ratio 0.5523
result/tencentBlock.ns17463.oracleGeneral.zst Clock cache size     2475, 1370131 req, miss ratio 0.5479, byte miss ratio 0.5479
result/tencentBlock.ns17463.oracleGeneral.zst Clock cache size     7425, 1370131 req, miss ratio 0.5454, byte miss ratio 0.5454
result/tencentBlock.ns17463.oracleGeneral.zst Clock cache size    24751, 1370131 req, miss ratio 0.5178, byte miss ratio 0.5178
result/tencentBlock.ns17463.oracleGeneral.zst Clock cache size    49503, 1370131 req, miss ratio 0.4779, byte miss ratio 0.4779
result/tencentBlock.ns17463.oracleGeneral.zst Clock cache size    99007, 1370131 req, miss ratio 0.3222, byte miss ratio 0.3222
result/tencentBlock.ns17463.oracleGeneral.zst Clock cache size   198015, 1370131 req, miss ratio 0.1860, byte miss ratio 0.1860
result/tencentBlock.ns17463.oracleGeneral.zst clock2 cache size      247, 1370131 req, miss ratio 0.5632, byte miss ratio 0.5632
