result/tencentBlock.ns15177.oracleGeneral.zst ARC cache size      313, 3263156 req, miss ratio 0.5096, byte miss ratio 0.5096
result/tencentBlock.ns15177.oracleGeneral.zst ARC cache size      941, 3263156 req, miss ratio 0.3801, byte miss ratio 0.3801
result/tencentBlock.ns15177.oracleGeneral.zst ARC cache size     3138, 3263156 req, miss ratio 0.2694, byte miss ratio 0.2694
result/tencentBlock.ns15177.oracleGeneral.zst ARC cache size     9414, 3263156 req, miss ratio 0.2416, byte miss ratio 0.2416
result/tencentBlock.ns15177.oracleGeneral.zst ARC cache size    31380, 3263156 req, miss ratio 0.1868, byte miss ratio 0.1868
result/tencentBlock.ns15177.oracleGeneral.zst ARC cache size    62760, 3263156 req, miss ratio 0.1541, byte miss ratio 0.1541
result/tencentBlock.ns15177.oracleGeneral.zst ARC cache size   125521, 3263156 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns15177.oracleGeneral.zst ARC cache size   251042, 3263156 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns15177.oracleGeneral.zst LIRS cache size      313, 3263156 req, miss ratio 0.5210, byte miss ratio 0.5210
result/tencentBlock.ns15177.oracleGeneral.zst LIRS cache size      941, 3263156 req, miss ratio 0.3879, byte miss ratio 0.3879
result/tencentBlock.ns15177.oracleGeneral.zst LIRS cache size     3138, 3263156 req, miss ratio 0.2828, byte miss ratio 0.2828
result/tencentBlock.ns15177.oracleGeneral.zst LIRS cache size     9414, 3263156 req, miss ratio 0.2423, byte miss ratio 0.2423
result/tencentBlock.ns15177.oracleGeneral.zst LIRS cache size    31380, 3263156 req, miss ratio 0.1950, byte miss ratio 0.1950
result/tencentBlock.ns15177.oracleGeneral.zst LIRS cache size    62760, 3263156 req, miss ratio 0.1579, byte miss ratio 0.1579
result/tencentBlock.ns15177.oracleGeneral.zst LIRS cache size   125521, 3263156 req, miss ratio 0.1194, byte miss ratio 0.1194
result/tencentBlock.ns15177.oracleGeneral.zst LIRS cache size   251042, 3263156 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns15177.oracleGeneral.zst S3FIFO-1 cache size      313, 3263156 req, miss ratio 0.5200, byte miss ratio 0.5200
result/tencentBlock.ns15177.oracleGeneral.zst S3FIFO-1 cache size      941, 3263156 req, miss ratio 0.3744, byte miss ratio 0.3744
result/tencentBlock.ns15177.oracleGeneral.zst S3FIFO-1 cache size     3138, 3263156 req, miss ratio 0.2708, byte miss ratio 0.2708
result/tencentBlock.ns15177.oracleGeneral.zst S3FIFO-1 cache size     9414, 3263156 req, miss ratio 0.2400, byte miss ratio 0.2400
result/tencentBlock.ns15177.oracleGeneral.zst S3FIFO-1 cache size    31380, 3263156 req, miss ratio 0.1928, byte miss ratio 0.1928
result/tencentBlock.ns15177.oracleGeneral.zst S3FIFO-1 cache size    62760, 3263156 req, miss ratio 0.1552, byte miss ratio 0.1552
result/tencentBlock.ns15177.oracleGeneral.zst S3FIFO-1 cache size   125521, 3263156 req, miss ratio 0.1150, byte miss ratio 0.1150
result/tencentBlock.ns15177.oracleGeneral.zst S3FIFO-1 cache size   251042, 3263156 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns15177.oracleGeneral.zst FIFO cache size      313, 3263156 req, miss ratio 0.6281, byte miss ratio 0.6281
result/tencentBlock.ns15177.oracleGeneral.zst FIFO cache size      941, 3263156 req, miss ratio 0.4703, byte miss ratio 0.4703
result/tencentBlock.ns15177.oracleGeneral.zst FIFO cache size     3138, 3263156 req, miss ratio 0.3417, byte miss ratio 0.3417
result/tencentBlock.ns15177.oracleGeneral.zst FIFO cache size     9414, 3263156 req, miss ratio 0.2740, byte miss ratio 0.2740
result/tencentBlock.ns15177.oracleGeneral.zst FIFO cache size    31380, 3263156 req, miss ratio 0.2010, byte miss ratio 0.2010
result/tencentBlock.ns15177.oracleGeneral.zst FIFO cache size    62760, 3263156 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns15177.oracleGeneral.zst FIFO cache size   125521, 3263156 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns15177.oracleGeneral.zst FIFO cache size   251042, 3263156 req, miss ratio 0.1031, byte miss ratio 0.1031
result/tencentBlock.ns15177.oracleGeneral.zst LeCaR cache size      313, 3263156 req, miss ratio 0.5369, byte miss ratio 0.5369
result/tencentBlock.ns15177.oracleGeneral.zst LeCaR cache size      941, 3263156 req, miss ratio 0.4236, byte miss ratio 0.4236
result/tencentBlock.ns15177.oracleGeneral.zst LeCaR cache size     3138, 3263156 req, miss ratio 0.2785, byte miss ratio 0.2785
result/tencentBlock.ns15177.oracleGeneral.zst LeCaR cache size     9414, 3263156 req, miss ratio 0.2479, byte miss ratio 0.2479
result/tencentBlock.ns15177.oracleGeneral.zst LeCaR cache size    31380, 3263156 req, miss ratio 0.1881, byte miss ratio 0.1881
result/tencentBlock.ns15177.oracleGeneral.zst LeCaR cache size    62760, 3263156 req, miss ratio 0.1530, byte miss ratio 0.1530
result/tencentBlock.ns15177.oracleGeneral.zst LeCaR cache size   125521, 3263156 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns15177.oracleGeneral.zst LeCaR cache size   251042, 3263156 req, miss ratio 0.0972, byte miss ratio 0.0972
result/tencentBlock.ns15177.oracleGeneral.zst LHD cache size      313, 3263156 req, miss ratio 0.5231, byte miss ratio 0.5231
result/tencentBlock.ns15177.oracleGeneral.zst LHD cache size      941, 3263156 req, miss ratio 0.4134, byte miss ratio 0.4134
result/tencentBlock.ns15177.oracleGeneral.zst LHD cache size     3138, 3263156 req, miss ratio 0.2784, byte miss ratio 0.2784
result/tencentBlock.ns15177.oracleGeneral.zst LHD cache size     9414, 3263156 req, miss ratio 0.2446, byte miss ratio 0.2446
result/tencentBlock.ns15177.oracleGeneral.zst LHD cache size    31380, 3263156 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns15177.oracleGeneral.zst LHD cache size    62760, 3263156 req, miss ratio 0.1505, byte miss ratio 0.1505
result/tencentBlock.ns15177.oracleGeneral.zst LHD cache size   125521, 3263156 req, miss ratio 0.1113, byte miss ratio 0.1113
result/tencentBlock.ns15177.oracleGeneral.zst LHD cache size   251042, 3263156 req, miss ratio 0.0972, byte miss ratio 0.0972
result/tencentBlock.ns15177.oracleGeneral.zst clock2 cache size      313, 3263156 req, miss ratio 0.5364, byte miss ratio 0.5364
result/tencentBlock.ns15177.oracleGeneral.zst clock2 cache size      941, 3263156 req, miss ratio 0.4215, byte miss ratio 0.4215
result/tencentBlock.ns15177.oracleGeneral.zst clock2 cache size     3138, 3263156 req, miss ratio 0.2780, byte miss ratio 0.2780
result/tencentBlock.ns15177.oracleGeneral.zst clock2 cache size     9414, 3263156 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns15177.oracleGeneral.zst clock2 cache size    31380, 3263156 req, miss ratio 0.1934, byte miss ratio 0.1934
result/tencentBlock.ns15177.oracleGeneral.zst clock2 cache size    62760, 3263156 req, miss ratio 0.1595, byte miss ratio 0.1595
result/tencentBlock.ns15177.oracleGeneral.zst clock2 cache size   125521, 3263156 req, miss ratio 0.1237, byte miss ratio 0.1237
result/tencentBlock.ns15177.oracleGeneral.zst clock2 cache size   251042, 3263156 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns15177.oracleGeneral.zst Clock cache size      313, 3263156 req, miss ratio 0.5392, byte miss ratio 0.5392
result/tencentBlock.ns15177.oracleGeneral.zst Clock cache size      941, 3263156 req, miss ratio 0.4224, byte miss ratio 0.4224
result/tencentBlock.ns15177.oracleGeneral.zst Clock cache size     3138, 3263156 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns15177.oracleGeneral.zst Clock cache size     9414, 3263156 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns15177.oracleGeneral.zst Clock cache size    31380, 3263156 req, miss ratio 0.1916, byte miss ratio 0.1916
result/tencentBlock.ns15177.oracleGeneral.zst Clock cache size    62760, 3263156 req, miss ratio 0.1569, byte miss ratio 0.1569
result/tencentBlock.ns15177.oracleGeneral.zst Clock cache size   125521, 3263156 req, miss ratio 0.1172, byte miss ratio 0.1172
result/tencentBlock.ns15177.oracleGeneral.zst Clock cache size   251042, 3263156 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns15177.oracleGeneral.zst LRU cache size      313, 3263156 req, miss ratio 0.5472, byte miss ratio 0.5472
result/tencentBlock.ns15177.oracleGeneral.zst LRU cache size      941, 3263156 req, miss ratio 0.4261, byte miss ratio 0.4261
result/tencentBlock.ns15177.oracleGeneral.zst LRU cache size     3138, 3263156 req, miss ratio 0.2952, byte miss ratio 0.2952
result/tencentBlock.ns15177.oracleGeneral.zst LRU cache size     9414, 3263156 req, miss ratio 0.2496, byte miss ratio 0.2496
result/tencentBlock.ns15177.oracleGeneral.zst LRU cache size    31380, 3263156 req, miss ratio 0.1891, byte miss ratio 0.1891
result/tencentBlock.ns15177.oracleGeneral.zst LRU cache size    62760, 3263156 req, miss ratio 0.1544, byte miss ratio 0.1544
result/tencentBlock.ns15177.oracleGeneral.zst LRU cache size   125521, 3263156 req, miss ratio 0.1109, byte miss ratio 0.1109
result/tencentBlock.ns15177.oracleGeneral.zst LRU cache size   251042, 3263156 req, miss ratio 0.0972, byte miss ratio 0.0972
result/tencentBlock.ns15177.oracleGeneral.zst Cacheus cache size      313, 3263156 req, miss ratio 0.5128, byte miss ratio 0.5128
result/tencentBlock.ns15177.oracleGeneral.zst Cacheus cache size      941, 3263156 req, miss ratio 0.3983, byte miss ratio 0.3983
result/tencentBlock.ns15177.oracleGeneral.zst Cacheus cache size     3138, 3263156 req, miss ratio 0.2725, byte miss ratio 0.2725
result/tencentBlock.ns15177.oracleGeneral.zst Cacheus cache size     9414, 3263156 req, miss ratio 0.2450, byte miss ratio 0.2450
result/tencentBlock.ns15177.oracleGeneral.zst Cacheus cache size    31380, 3263156 req, miss ratio 0.1874, byte miss ratio 0.1874
result/tencentBlock.ns15177.oracleGeneral.zst Cacheus cache size    62760, 3263156 req, miss ratio 0.1572, byte miss ratio 0.1572
result/tencentBlock.ns15177.oracleGeneral.zst Cacheus cache size   125521, 3263156 req, miss ratio 0.1105, byte miss ratio 0.1105
