result/tencentBlock.ns21277.oracleGeneral.zst clock2 cache size      413, 3519139 req, miss ratio 0.4870, byte miss ratio 0.4870
result/tencentBlock.ns21277.oracleGeneral.zst clock2 cache size     1241, 3519139 req, miss ratio 0.4069, byte miss ratio 0.4069
result/tencentBlock.ns21277.oracleGeneral.zst clock2 cache size     4136, 3519139 req, miss ratio 0.2837, byte miss ratio 0.2837
result/tencentBlock.ns21277.oracleGeneral.zst clock2 cache size    12410, 3519139 req, miss ratio 0.2599, byte miss ratio 0.2599
result/tencentBlock.ns21277.oracleGeneral.zst clock2 cache size    41368, 3519139 req, miss ratio 0.1991, byte miss ratio 0.1991
result/tencentBlock.ns21277.oracleGeneral.zst clock2 cache size    82737, 3519139 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns21277.oracleGeneral.zst clock2 cache size   165474, 3519139 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns21277.oracleGeneral.zst clock2 cache size   330949, 3519139 req, miss ratio 0.1183, byte miss ratio 0.1183
result/tencentBlock.ns21277.oracleGeneral.zst LIRS cache size      413, 3519139 req, miss ratio 0.5189, byte miss ratio 0.5189
result/tencentBlock.ns21277.oracleGeneral.zst LIRS cache size     1241, 3519139 req, miss ratio 0.3703, byte miss ratio 0.3703
result/tencentBlock.ns21277.oracleGeneral.zst LIRS cache size     4136, 3519139 req, miss ratio 0.2891, byte miss ratio 0.2891
result/tencentBlock.ns21277.oracleGeneral.zst LIRS cache size    12410, 3519139 req, miss ratio 0.2502, byte miss ratio 0.2502
result/tencentBlock.ns21277.oracleGeneral.zst LIRS cache size    41368, 3519139 req, miss ratio 0.2067, byte miss ratio 0.2067
result/tencentBlock.ns21277.oracleGeneral.zst LIRS cache size    82737, 3519139 req, miss ratio 0.1712, byte miss ratio 0.1712
result/tencentBlock.ns21277.oracleGeneral.zst LIRS cache size   165474, 3519139 req, miss ratio 0.1378, byte miss ratio 0.1378
result/tencentBlock.ns21277.oracleGeneral.zst LIRS cache size   330949, 3519139 req, miss ratio 0.1222, byte miss ratio 0.1222
result/tencentBlock.ns21277.oracleGeneral.zst ARC cache size      413, 3519139 req, miss ratio 0.4753, byte miss ratio 0.4753
result/tencentBlock.ns21277.oracleGeneral.zst ARC cache size     1241, 3519139 req, miss ratio 0.3642, byte miss ratio 0.3642
result/tencentBlock.ns21277.oracleGeneral.zst ARC cache size     4136, 3519139 req, miss ratio 0.2801, byte miss ratio 0.2801
result/tencentBlock.ns21277.oracleGeneral.zst ARC cache size    12410, 3519139 req, miss ratio 0.2459, byte miss ratio 0.2459
result/tencentBlock.ns21277.oracleGeneral.zst ARC cache size    41368, 3519139 req, miss ratio 0.1846, byte miss ratio 0.1846
result/tencentBlock.ns21277.oracleGeneral.zst ARC cache size    82737, 3519139 req, miss ratio 0.1550, byte miss ratio 0.1550
result/tencentBlock.ns21277.oracleGeneral.zst ARC cache size   165474, 3519139 req, miss ratio 0.1260, byte miss ratio 0.1260
result/tencentBlock.ns21277.oracleGeneral.zst ARC cache size   330949, 3519139 req, miss ratio 0.1183, byte miss ratio 0.1183
result/tencentBlock.ns21277.oracleGeneral.zst LeCaR cache size      413, 3519139 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns21277.oracleGeneral.zst LeCaR cache size     1241, 3519139 req, miss ratio 0.3975, byte miss ratio 0.3975
result/tencentBlock.ns21277.oracleGeneral.zst LeCaR cache size     4136, 3519139 req, miss ratio 0.2833, byte miss ratio 0.2833
result/tencentBlock.ns21277.oracleGeneral.zst LeCaR cache size    12410, 3519139 req, miss ratio 0.2456, byte miss ratio 0.2456
result/tencentBlock.ns21277.oracleGeneral.zst LeCaR cache size    41368, 3519139 req, miss ratio 0.1820, byte miss ratio 0.1820
result/tencentBlock.ns21277.oracleGeneral.zst LeCaR cache size    82737, 3519139 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns21277.oracleGeneral.zst LeCaR cache size   165474, 3519139 req, miss ratio 0.1248, byte miss ratio 0.1248
result/tencentBlock.ns21277.oracleGeneral.zst LeCaR cache size   330949, 3519139 req, miss ratio 0.1186, byte miss ratio 0.1186
result/tencentBlock.ns21277.oracleGeneral.zst Cacheus cache size      413, 3519139 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns21277.oracleGeneral.zst Cacheus cache size     1241, 3519139 req, miss ratio 0.3745, byte miss ratio 0.3745
result/tencentBlock.ns21277.oracleGeneral.zst Cacheus cache size     4136, 3519139 req, miss ratio 0.2797, byte miss ratio 0.2797
result/tencentBlock.ns21277.oracleGeneral.zst Cacheus cache size    12410, 3519139 req, miss ratio 0.2522, byte miss ratio 0.2522
result/tencentBlock.ns21277.oracleGeneral.zst Cacheus cache size    41368, 3519139 req, miss ratio 0.1866, byte miss ratio 0.1866
result/tencentBlock.ns21277.oracleGeneral.zst Cacheus cache size    82737, 3519139 req, miss ratio 0.1482, byte miss ratio 0.1482
result/tencentBlock.ns21277.oracleGeneral.zst Cacheus cache size   165474, 3519139 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns21277.oracleGeneral.zst Cacheus cache size   330949, 3519139 req, miss ratio 0.1185, byte miss ratio 0.1185
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-1 cache size      413, 3519139 req, miss ratio 0.4929, byte miss ratio 0.4929
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-1 cache size     1241, 3519139 req, miss ratio 0.3418, byte miss ratio 0.3418
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-1 cache size     4136, 3519139 req, miss ratio 0.2796, byte miss ratio 0.2796
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-1 cache size    12410, 3519139 req, miss ratio 0.2479, byte miss ratio 0.2479
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-1 cache size    41368, 3519139 req, miss ratio 0.1994, byte miss ratio 0.1994
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-1 cache size    82737, 3519139 req, miss ratio 0.1571, byte miss ratio 0.1571
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-1 cache size   165474, 3519139 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-1 cache size   330949, 3519139 req, miss ratio 0.1183, byte miss ratio 0.1183
result/tencentBlock.ns21277.oracleGeneral.zst Clock cache size      413, 3519139 req, miss ratio 0.4841, byte miss ratio 0.4841
result/tencentBlock.ns21277.oracleGeneral.zst Clock cache size     1241, 3519139 req, miss ratio 0.4000, byte miss ratio 0.4000
result/tencentBlock.ns21277.oracleGeneral.zst Clock cache size     4136, 3519139 req, miss ratio 0.2894, byte miss ratio 0.2894
result/tencentBlock.ns21277.oracleGeneral.zst Clock cache size    12410, 3519139 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns21277.oracleGeneral.zst Clock cache size    41368, 3519139 req, miss ratio 0.1899, byte miss ratio 0.1899
result/tencentBlock.ns21277.oracleGeneral.zst Clock cache size    82737, 3519139 req, miss ratio 0.1545, byte miss ratio 0.1545
result/tencentBlock.ns21277.oracleGeneral.zst Clock cache size   165474, 3519139 req, miss ratio 0.1281, byte miss ratio 0.1281
result/tencentBlock.ns21277.oracleGeneral.zst Clock cache size   330949, 3519139 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns21277.oracleGeneral.zst FIFO cache size      413, 3519139 req, miss ratio 0.5621, byte miss ratio 0.5621
result/tencentBlock.ns21277.oracleGeneral.zst FIFO cache size     1241, 3519139 req, miss ratio 0.4370, byte miss ratio 0.4370
result/tencentBlock.ns21277.oracleGeneral.zst FIFO cache size     4136, 3519139 req, miss ratio 0.3344, byte miss ratio 0.3344
result/tencentBlock.ns21277.oracleGeneral.zst FIFO cache size    12410, 3519139 req, miss ratio 0.2660, byte miss ratio 0.2660
result/tencentBlock.ns21277.oracleGeneral.zst FIFO cache size    41368, 3519139 req, miss ratio 0.1938, byte miss ratio 0.1938
result/tencentBlock.ns21277.oracleGeneral.zst FIFO cache size    82737, 3519139 req, miss ratio 0.1589, byte miss ratio 0.1589
result/tencentBlock.ns21277.oracleGeneral.zst FIFO cache size   165474, 3519139 req, miss ratio 0.1369, byte miss ratio 0.1369
result/tencentBlock.ns21277.oracleGeneral.zst FIFO cache size   330949, 3519139 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns21277.oracleGeneral.zst LRU cache size      413, 3519139 req, miss ratio 0.4845, byte miss ratio 0.4845
result/tencentBlock.ns21277.oracleGeneral.zst LRU cache size     1241, 3519139 req, miss ratio 0.3999, byte miss ratio 0.3999
result/tencentBlock.ns21277.oracleGeneral.zst LRU cache size     4136, 3519139 req, miss ratio 0.2916, byte miss ratio 0.2916
result/tencentBlock.ns21277.oracleGeneral.zst LRU cache size    12410, 3519139 req, miss ratio 0.2461, byte miss ratio 0.2461
result/tencentBlock.ns21277.oracleGeneral.zst LRU cache size    41368, 3519139 req, miss ratio 0.1819, byte miss ratio 0.1819
result/tencentBlock.ns21277.oracleGeneral.zst LRU cache size    82737, 3519139 req, miss ratio 0.1495, byte miss ratio 0.1495
result/tencentBlock.ns21277.oracleGeneral.zst LRU cache size   165474, 3519139 req, miss ratio 0.1246, byte miss ratio 0.1246
result/tencentBlock.ns21277.oracleGeneral.zst LRU cache size   330949, 3519139 req, miss ratio 0.1187, byte miss ratio 0.1187
result/tencentBlock.ns21277.oracleGeneral.zst LHD cache size      413, 3519139 req, miss ratio 0.4858, byte miss ratio 0.4858
result/tencentBlock.ns21277.oracleGeneral.zst LHD cache size     1241, 3519139 req, miss ratio 0.3877, byte miss ratio 0.3877
result/tencentBlock.ns21277.oracleGeneral.zst LHD cache size     4136, 3519139 req, miss ratio 0.2811, byte miss ratio 0.2811
result/tencentBlock.ns21277.oracleGeneral.zst LHD cache size    12410, 3519139 req, miss ratio 0.2411, byte miss ratio 0.2411
result/tencentBlock.ns21277.oracleGeneral.zst LHD cache size    41368, 3519139 req, miss ratio 0.1797, byte miss ratio 0.1797
result/tencentBlock.ns21277.oracleGeneral.zst LHD cache size    82737, 3519139 req, miss ratio 0.1424, byte miss ratio 0.1424
result/tencentBlock.ns21277.oracleGeneral.zst LHD cache size   165474, 3519139 req, miss ratio 0.1265, byte miss ratio 0.1265
result/tencentBlock.ns21277.oracleGeneral.zst LHD cache size   330949, 3519139 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d-1 cache size      413, 3519139 req, miss ratio 0.4757, byte miss ratio 0.4757
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d-1 cache size     1241, 3519139 req, miss ratio 0.3405, byte miss ratio 0.3405
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d-1 cache size     4136, 3519139 req, miss ratio 0.2793, byte miss ratio 0.2793
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d-1 cache size    12410, 3519139 req, miss ratio 0.2476, byte miss ratio 0.2476
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d-1 cache size    41368, 3519139 req, miss ratio 0.1939, byte miss ratio 0.1939
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d-1 cache size    82737, 3519139 req, miss ratio 0.1542, byte miss ratio 0.1542
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d-1 cache size   165474, 3519139 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d-1 cache size   330949, 3519139 req, miss ratio 0.1183, byte miss ratio 0.1183
result/tencentBlock.ns21277.oracleGeneral.zst LRB cache size      413, 3519139 req, miss ratio 0.5238, byte miss ratio 0.5238
result/tencentBlock.ns21277.oracleGeneral.zst LRB cache size     1241, 3519139 req, miss ratio 0.3265, byte miss ratio 0.3265
result/tencentBlock.ns21277.oracleGeneral.zst LRB cache size     4136, 3519139 req, miss ratio 0.2816, byte miss ratio 0.2816
result/tencentBlock.ns21277.oracleGeneral.zst LRB cache size    12410, 3519139 req, miss ratio 0.2538, byte miss ratio 0.2538
result/tencentBlock.ns21277.oracleGeneral.zst LRB cache size    41368, 3519139 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns21277.oracleGeneral.zst LRB cache size    82737, 3519139 req, miss ratio 0.1484, byte miss ratio 0.1484
result/tencentBlock.ns21277.oracleGeneral.zst LRB cache size   165474, 3519139 req, miss ratio 0.1236, byte miss ratio 0.1236
result/tencentBlock.ns21277.oracleGeneral.zst LRB cache size   330949, 3519139 req, miss ratio 0.1187, byte miss ratio 0.1187
result/tencentBlock.ns21277.oracleGeneral.zst S4LRU(25:25:25:25) cache size      413, 3519139 req, miss ratio 0.5411, byte miss ratio 0.5411
result/tencentBlock.ns21277.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1241, 3519139 req, miss ratio 0.3923, byte miss ratio 0.3923
result/tencentBlock.ns21277.oracleGeneral.zst S4LRU(25:25:25:25) cache size     4136, 3519139 req, miss ratio 0.2829, byte miss ratio 0.2829
result/tencentBlock.ns21277.oracleGeneral.zst S4LRU(25:25:25:25) cache size    12410, 3519139 req, miss ratio 0.2628, byte miss ratio 0.2628
result/tencentBlock.ns21277.oracleGeneral.zst S4LRU(25:25:25:25) cache size    41368, 3519139 req, miss ratio 0.2145, byte miss ratio 0.2145
result/tencentBlock.ns21277.oracleGeneral.zst S4LRU(25:25:25:25) cache size    82737, 3519139 req, miss ratio 0.1700, byte miss ratio 0.1700
result/tencentBlock.ns21277.oracleGeneral.zst S4LRU(25:25:25:25) cache size   165474, 3519139 req, miss ratio 0.1286, byte miss ratio 0.1286
result/tencentBlock.ns21277.oracleGeneral.zst S4LRU(25:25:25:25) cache size   330949, 3519139 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns21277.oracleGeneral.zst TwoQ cache size      413, 3519139 req, miss ratio 0.4691, byte miss ratio 0.4691
result/tencentBlock.ns21277.oracleGeneral.zst TwoQ cache size     1241, 3519139 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns21277.oracleGeneral.zst TwoQ cache size     4136, 3519139 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns21277.oracleGeneral.zst TwoQ cache size    12410, 3519139 req, miss ratio 0.2447, byte miss ratio 0.2447
result/tencentBlock.ns21277.oracleGeneral.zst TwoQ cache size    41368, 3519139 req, miss ratio 0.1878, byte miss ratio 0.1878
result/tencentBlock.ns21277.oracleGeneral.zst TwoQ cache size    82737, 3519139 req, miss ratio 0.1481, byte miss ratio 0.1481
result/tencentBlock.ns21277.oracleGeneral.zst TwoQ cache size   165474, 3519139 req, miss ratio 0.1320, byte miss ratio 0.1320
result/tencentBlock.ns21277.oracleGeneral.zst TwoQ cache size   330949, 3519139 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns21277.oracleGeneral.zst B-LRU cache size      413, 3519139 req, miss ratio 0.5289, byte miss ratio 0.5289
result/tencentBlock.ns21277.oracleGeneral.zst B-LRU cache size     1241, 3519139 req, miss ratio 0.4391, byte miss ratio 0.4391
result/tencentBlock.ns21277.oracleGeneral.zst B-LRU cache size     4136, 3519139 req, miss ratio 0.3399, byte miss ratio 0.3399
result/tencentBlock.ns21277.oracleGeneral.zst B-LRU cache size    12410, 3519139 req, miss ratio 0.3005, byte miss ratio 0.3005
result/tencentBlock.ns21277.oracleGeneral.zst B-LRU cache size    41368, 3519139 req, miss ratio 0.2521, byte miss ratio 0.2521
result/tencentBlock.ns21277.oracleGeneral.zst B-LRU cache size    82737, 3519139 req, miss ratio 0.2251, byte miss ratio 0.2251
result/tencentBlock.ns21277.oracleGeneral.zst B-LRU cache size   165474, 3519139 req, miss ratio 0.2105, byte miss ratio 0.2105
result/tencentBlock.ns21277.oracleGeneral.zst B-LRU cache size   330949, 3519139 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns21277.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      413, 3519139 req, miss ratio 0.5176, byte miss ratio 0.5176
result/tencentBlock.ns21277.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1241, 3519139 req, miss ratio 0.4251, byte miss ratio 0.4251
result/tencentBlock.ns21277.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     4136, 3519139 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns21277.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    12410, 3519139 req, miss ratio 0.2704, byte miss ratio 0.2704
result/tencentBlock.ns21277.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    41368, 3519139 req, miss ratio 0.2207, byte miss ratio 0.2207
result/tencentBlock.ns21277.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    82737, 3519139 req, miss ratio 0.1837, byte miss ratio 0.1837
result/tencentBlock.ns21277.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   165474, 3519139 req, miss ratio 0.1378, byte miss ratio 0.1378
result/tencentBlock.ns21277.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   330949, 3519139 req, miss ratio 0.1218, byte miss ratio 0.1218
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO cache size      413, 3519139 req, miss ratio 0.4955, byte miss ratio 0.4955
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO cache size     1241, 3519139 req, miss ratio 0.3358, byte miss ratio 0.3358
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO cache size     4136, 3519139 req, miss ratio 0.2802, byte miss ratio 0.2802
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO cache size    12410, 3519139 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO cache size    41368, 3519139 req, miss ratio 0.2009, byte miss ratio 0.2009
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO cache size    82737, 3519139 req, miss ratio 0.1586, byte miss ratio 0.1586
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO cache size   165474, 3519139 req, miss ratio 0.1314, byte miss ratio 0.1314
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO cache size   330949, 3519139 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d cache size      413, 3519139 req, miss ratio 0.4795, byte miss ratio 0.4795
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d cache size     1241, 3519139 req, miss ratio 0.3370, byte miss ratio 0.3370
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d cache size     4136, 3519139 req, miss ratio 0.2797, byte miss ratio 0.2797
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d cache size    12410, 3519139 req, miss ratio 0.2478, byte miss ratio 0.2478
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d cache size    41368, 3519139 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d cache size    82737, 3519139 req, miss ratio 0.1556, byte miss ratio 0.1556
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d cache size   165474, 3519139 req, miss ratio 0.1301, byte miss ratio 0.1301
result/tencentBlock.ns21277.oracleGeneral.zst S3FIFO-d cache size   330949, 3519139 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      413, 3519139 req, miss ratio 0.6361, byte miss ratio 0.6361
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     1241, 3519139 req, miss ratio 0.3902, byte miss ratio 0.3902
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     4136, 3519139 req, miss ratio 0.5278, byte miss ratio 0.5278
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    12410, 3519139 req, miss ratio 0.2704, byte miss ratio 0.2704
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    41368, 3519139 req, miss ratio 0.2528, byte miss ratio 0.2528
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    82737, 3519139 req, miss ratio 0.1927, byte miss ratio 0.1927
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size   165474, 3519139 req, miss ratio 0.1544, byte miss ratio 0.1544
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size   330949, 3519139 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size      413, 3519139 req, miss ratio 0.5392, byte miss ratio 0.5392
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     1241, 3519139 req, miss ratio 0.3266, byte miss ratio 0.3266
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     4136, 3519139 req, miss ratio 0.2879, byte miss ratio 0.2879
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    12410, 3519139 req, miss ratio 0.2637, byte miss ratio 0.2637
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    41368, 3519139 req, miss ratio 0.2082, byte miss ratio 0.2082
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    82737, 3519139 req, miss ratio 0.1660, byte miss ratio 0.1660
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size   165474, 3519139 req, miss ratio 0.1406, byte miss ratio 0.1406
result/tencentBlock.ns21277.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size   330949, 3519139 req, miss ratio 0.1216, byte miss ratio 0.1216
