result/tencentBlock.ns4845.oracleGeneral.zst Clock cache size      191, 5187461 req, miss ratio 0.1745, byte miss ratio 0.1745
result/tencentBlock.ns4845.oracleGeneral.zst Clock cache size      575, 5187461 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns4845.oracleGeneral.zst Clock cache size     1917, 5187461 req, miss ratio 0.1113, byte miss ratio 0.1113
result/tencentBlock.ns4845.oracleGeneral.zst Clock cache size     5751, 5187461 req, miss ratio 0.0961, byte miss ratio 0.0961
result/tencentBlock.ns4845.oracleGeneral.zst Clock cache size    19170, 5187461 req, miss ratio 0.0819, byte miss ratio 0.0819
result/tencentBlock.ns4845.oracleGeneral.zst Clock cache size    38340, 5187461 req, miss ratio 0.0654, byte miss ratio 0.0654
result/tencentBlock.ns4845.oracleGeneral.zst Clock cache size    76680, 5187461 req, miss ratio 0.0502, byte miss ratio 0.0502
result/tencentBlock.ns4845.oracleGeneral.zst Clock cache size   153361, 5187461 req, miss ratio 0.0383, byte miss ratio 0.0383
result/tencentBlock.ns4845.oracleGeneral.zst LHD cache size      191, 5187461 req, miss ratio 0.1684, byte miss ratio 0.1684
result/tencentBlock.ns4845.oracleGeneral.zst LHD cache size      575, 5187461 req, miss ratio 0.1178, byte miss ratio 0.1178
result/tencentBlock.ns4845.oracleGeneral.zst LHD cache size     1917, 5187461 req, miss ratio 0.1077, byte miss ratio 0.1077
result/tencentBlock.ns4845.oracleGeneral.zst LHD cache size     5751, 5187461 req, miss ratio 0.0941, byte miss ratio 0.0941
result/tencentBlock.ns4845.oracleGeneral.zst LHD cache size    19170, 5187461 req, miss ratio 0.0739, byte miss ratio 0.0739
result/tencentBlock.ns4845.oracleGeneral.zst LHD cache size    38340, 5187461 req, miss ratio 0.0545, byte miss ratio 0.0545
result/tencentBlock.ns4845.oracleGeneral.zst LHD cache size    76680, 5187461 req, miss ratio 0.0459, byte miss ratio 0.0459
result/tencentBlock.ns4845.oracleGeneral.zst LHD cache size   153361, 5187461 req, miss ratio 0.0385, byte miss ratio 0.0385
result/tencentBlock.ns4845.oracleGeneral.zst S3FIFO-1 cache size      191, 5187461 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns4845.oracleGeneral.zst S3FIFO-1 cache size      575, 5187461 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns4845.oracleGeneral.zst S3FIFO-1 cache size     1917, 5187461 req, miss ratio 0.1096, byte miss ratio 0.1096
result/tencentBlock.ns4845.oracleGeneral.zst S3FIFO-1 cache size     5751, 5187461 req, miss ratio 0.0972, byte miss ratio 0.0972
result/tencentBlock.ns4845.oracleGeneral.zst S3FIFO-1 cache size    19170, 5187461 req, miss ratio 0.0801, byte miss ratio 0.0801
result/tencentBlock.ns4845.oracleGeneral.zst S3FIFO-1 cache size    38340, 5187461 req, miss ratio 0.0600, byte miss ratio 0.0600
result/tencentBlock.ns4845.oracleGeneral.zst S3FIFO-1 cache size    76680, 5187461 req, miss ratio 0.0464, byte miss ratio 0.0464
result/tencentBlock.ns4845.oracleGeneral.zst S3FIFO-1 cache size   153361, 5187461 req, miss ratio 0.0383, byte miss ratio 0.0383
