result/tencentBlock.ns12264.oracleGeneral.zst LeCaR cache size      121, 4948276 req, miss ratio 0.4961, byte miss ratio 0.4961
result/tencentBlock.ns12264.oracleGeneral.zst LeCaR cache size      365, 4948276 req, miss ratio 0.2251, byte miss ratio 0.2251
result/tencentBlock.ns12264.oracleGeneral.zst LeCaR cache size     1216, 4948276 req, miss ratio 0.1559, byte miss ratio 0.1559
result/tencentBlock.ns12264.oracleGeneral.zst LeCaR cache size     3650, 4948276 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns12264.oracleGeneral.zst LeCaR cache size    12167, 4948276 req, miss ratio 0.1115, byte miss ratio 0.1115
result/tencentBlock.ns12264.oracleGeneral.zst LeCaR cache size    24335, 4948276 req, miss ratio 0.0796, byte miss ratio 0.0796
result/tencentBlock.ns12264.oracleGeneral.zst LeCaR cache size    48670, 4948276 req, miss ratio 0.0357, byte miss ratio 0.0357
result/tencentBlock.ns12264.oracleGeneral.zst LeCaR cache size    97340, 4948276 req, miss ratio 0.0247, byte miss ratio 0.0247
result/tencentBlock.ns12264.oracleGeneral.zst LIRS cache size      121, 4948276 req, miss ratio 0.3842, byte miss ratio 0.3842
result/tencentBlock.ns12264.oracleGeneral.zst LIRS cache size      365, 4948276 req, miss ratio 0.2039, byte miss ratio 0.2039
result/tencentBlock.ns12264.oracleGeneral.zst LIRS cache size     1216, 4948276 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns12264.oracleGeneral.zst LIRS cache size     3650, 4948276 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns12264.oracleGeneral.zst LIRS cache size    12167, 4948276 req, miss ratio 0.0978, byte miss ratio 0.0978
result/tencentBlock.ns12264.oracleGeneral.zst LIRS cache size    24335, 4948276 req, miss ratio 0.0685, byte miss ratio 0.0685
result/tencentBlock.ns12264.oracleGeneral.zst LIRS cache size    48670, 4948276 req, miss ratio 0.0341, byte miss ratio 0.0341
result/tencentBlock.ns12264.oracleGeneral.zst LIRS cache size    97340, 4948276 req, miss ratio 0.0255, byte miss ratio 0.0255
result/tencentBlock.ns12264.oracleGeneral.zst ARC cache size      121, 4948276 req, miss ratio 0.4159, byte miss ratio 0.4159
result/tencentBlock.ns12264.oracleGeneral.zst ARC cache size      365, 4948276 req, miss ratio 0.2189, byte miss ratio 0.2189
result/tencentBlock.ns12264.oracleGeneral.zst ARC cache size     1216, 4948276 req, miss ratio 0.1465, byte miss ratio 0.1465
result/tencentBlock.ns12264.oracleGeneral.zst ARC cache size     3650, 4948276 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns12264.oracleGeneral.zst ARC cache size    12167, 4948276 req, miss ratio 0.1019, byte miss ratio 0.1019
result/tencentBlock.ns12264.oracleGeneral.zst ARC cache size    24335, 4948276 req, miss ratio 0.0746, byte miss ratio 0.0746
result/tencentBlock.ns12264.oracleGeneral.zst ARC cache size    48670, 4948276 req, miss ratio 0.0339, byte miss ratio 0.0339
result/tencentBlock.ns12264.oracleGeneral.zst ARC cache size    97340, 4948276 req, miss ratio 0.0247, byte miss ratio 0.0247
result/tencentBlock.ns12264.oracleGeneral.zst FIFO cache size      121, 4948276 req, miss ratio 0.5572, byte miss ratio 0.5572
result/tencentBlock.ns12264.oracleGeneral.zst FIFO cache size      365, 4948276 req, miss ratio 0.3079, byte miss ratio 0.3079
result/tencentBlock.ns12264.oracleGeneral.zst FIFO cache size     1216, 4948276 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns12264.oracleGeneral.zst FIFO cache size     3650, 4948276 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns12264.oracleGeneral.zst FIFO cache size    12167, 4948276 req, miss ratio 0.1212, byte miss ratio 0.1212
result/tencentBlock.ns12264.oracleGeneral.zst FIFO cache size    24335, 4948276 req, miss ratio 0.0867, byte miss ratio 0.0867
result/tencentBlock.ns12264.oracleGeneral.zst FIFO cache size    48670, 4948276 req, miss ratio 0.0511, byte miss ratio 0.0511
result/tencentBlock.ns12264.oracleGeneral.zst FIFO cache size    97340, 4948276 req, miss ratio 0.0302, byte miss ratio 0.0302
result/tencentBlock.ns12264.oracleGeneral.zst Cacheus cache size      121, 4948276 req, miss ratio 0.4685, byte miss ratio 0.4685
