result/tencentBlock.ns8450.oracleGeneral.zst FIFO cache size      246, 1440101 req, miss ratio 0.5495, byte miss ratio 0.5495
result/tencentBlock.ns8450.oracleGeneral.zst FIFO cache size      738, 1440101 req, miss ratio 0.4802, byte miss ratio 0.4802
result/tencentBlock.ns8450.oracleGeneral.zst FIFO cache size     2460, 1440101 req, miss ratio 0.4545, byte miss ratio 0.4545
result/tencentBlock.ns8450.oracleGeneral.zst FIFO cache size     7381, 1440101 req, miss ratio 0.4456, byte miss ratio 0.4456
result/tencentBlock.ns8450.oracleGeneral.zst FIFO cache size    24605, 1440101 req, miss ratio 0.4114, byte miss ratio 0.4114
result/tencentBlock.ns8450.oracleGeneral.zst FIFO cache size    49210, 1440101 req, miss ratio 0.3769, byte miss ratio 0.3769
result/tencentBlock.ns8450.oracleGeneral.zst FIFO cache size    98420, 1440101 req, miss ratio 0.2577, byte miss ratio 0.2577
result/tencentBlock.ns8450.oracleGeneral.zst FIFO cache size   196841, 1440101 req, miss ratio 0.1916, byte miss ratio 0.1916
result/tencentBlock.ns8450.oracleGeneral.zst Clock cache size      246, 1440101 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns8450.oracleGeneral.zst Clock cache size      738, 1440101 req, miss ratio 0.4475, byte miss ratio 0.4475
result/tencentBlock.ns8450.oracleGeneral.zst Clock cache size     2460, 1440101 req, miss ratio 0.4437, byte miss ratio 0.4437
result/tencentBlock.ns8450.oracleGeneral.zst Clock cache size     7381, 1440101 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns8450.oracleGeneral.zst Clock cache size    24605, 1440101 req, miss ratio 0.4007, byte miss ratio 0.4007
result/tencentBlock.ns8450.oracleGeneral.zst Clock cache size    49210, 1440101 req, miss ratio 0.3686, byte miss ratio 0.3686
result/tencentBlock.ns8450.oracleGeneral.zst Clock cache size    98420, 1440101 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns8450.oracleGeneral.zst Clock cache size   196841, 1440101 req, miss ratio 0.1717, byte miss ratio 0.1717
result/tencentBlock.ns8450.oracleGeneral.zst clock2 cache size      246, 1440101 req, miss ratio 0.4652, byte miss ratio 0.4652
result/tencentBlock.ns8450.oracleGeneral.zst clock2 cache size      738, 1440101 req, miss ratio 0.4466, byte miss ratio 0.4466
result/tencentBlock.ns8450.oracleGeneral.zst clock2 cache size     2460, 1440101 req, miss ratio 0.4434, byte miss ratio 0.4434
result/tencentBlock.ns8450.oracleGeneral.zst clock2 cache size     7381, 1440101 req, miss ratio 0.4410, byte miss ratio 0.4410
result/tencentBlock.ns8450.oracleGeneral.zst clock2 cache size    24605, 1440101 req, miss ratio 0.4053, byte miss ratio 0.4053
result/tencentBlock.ns8450.oracleGeneral.zst clock2 cache size    49210, 1440101 req, miss ratio 0.3713, byte miss ratio 0.3713
result/tencentBlock.ns8450.oracleGeneral.zst clock2 cache size    98420, 1440101 req, miss ratio 0.2277, byte miss ratio 0.2277
result/tencentBlock.ns8450.oracleGeneral.zst clock2 cache size   196841, 1440101 req, miss ratio 0.1717, byte miss ratio 0.1717
result/tencentBlock.ns8450.oracleGeneral.zst LeCaR cache size      246, 1440101 req, miss ratio 0.4642, byte miss ratio 0.4642
result/tencentBlock.ns8450.oracleGeneral.zst LeCaR cache size      738, 1440101 req, miss ratio 0.4465, byte miss ratio 0.4465
result/tencentBlock.ns8450.oracleGeneral.zst LeCaR cache size     2460, 1440101 req, miss ratio 0.4432, byte miss ratio 0.4432
result/tencentBlock.ns8450.oracleGeneral.zst LeCaR cache size     7381, 1440101 req, miss ratio 0.4411, byte miss ratio 0.4411
result/tencentBlock.ns8450.oracleGeneral.zst LeCaR cache size    24605, 1440101 req, miss ratio 0.3980, byte miss ratio 0.3980
result/tencentBlock.ns8450.oracleGeneral.zst LeCaR cache size    49210, 1440101 req, miss ratio 0.3654, byte miss ratio 0.3654
result/tencentBlock.ns8450.oracleGeneral.zst LeCaR cache size    98420, 1440101 req, miss ratio 0.2047, byte miss ratio 0.2047
result/tencentBlock.ns8450.oracleGeneral.zst LeCaR cache size   196841, 1440101 req, miss ratio 0.1716, byte miss ratio 0.1716
