result/tencentBlock.ns19225.oracleGeneral.zst Cacheus cache size      352, 2490144 req, miss ratio 0.5413, byte miss ratio 0.5413
result/tencentBlock.ns19225.oracleGeneral.zst Cacheus cache size     1056, 2490144 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns19225.oracleGeneral.zst Cacheus cache size     3522, 2490144 req, miss ratio 0.3962, byte miss ratio 0.3962
result/tencentBlock.ns19225.oracleGeneral.zst Cacheus cache size    10566, 2490144 req, miss ratio 0.3754, byte miss ratio 0.3754
result/tencentBlock.ns19225.oracleGeneral.zst Cacheus cache size    35220, 2490144 req, miss ratio 0.3045, byte miss ratio 0.3045
result/tencentBlock.ns19225.oracleGeneral.zst Cacheus cache size    70440, 2490144 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns19225.oracleGeneral.zst Cacheus cache size   140881, 2490144 req, miss ratio 0.1598, byte miss ratio 0.1598
result/tencentBlock.ns19225.oracleGeneral.zst Cacheus cache size   281762, 2490144 req, miss ratio 0.1424, byte miss ratio 0.1424
result/tencentBlock.ns19225.oracleGeneral.zst Clock cache size      352, 2490144 req, miss ratio 0.5527, byte miss ratio 0.5527
result/tencentBlock.ns19225.oracleGeneral.zst Clock cache size     1056, 2490144 req, miss ratio 0.5063, byte miss ratio 0.5063
result/tencentBlock.ns19225.oracleGeneral.zst Clock cache size     3522, 2490144 req, miss ratio 0.4288, byte miss ratio 0.4288
result/tencentBlock.ns19225.oracleGeneral.zst Clock cache size    10566, 2490144 req, miss ratio 0.3835, byte miss ratio 0.3835
result/tencentBlock.ns19225.oracleGeneral.zst Clock cache size    35220, 2490144 req, miss ratio 0.3180, byte miss ratio 0.3180
result/tencentBlock.ns19225.oracleGeneral.zst Clock cache size    70440, 2490144 req, miss ratio 0.2705, byte miss ratio 0.2705
result/tencentBlock.ns19225.oracleGeneral.zst Clock cache size   140881, 2490144 req, miss ratio 0.1668, byte miss ratio 0.1668
result/tencentBlock.ns19225.oracleGeneral.zst Clock cache size   281762, 2490144 req, miss ratio 0.1424, byte miss ratio 0.1424
result/tencentBlock.ns19225.oracleGeneral.zst LeCaR cache size      352, 2490144 req, miss ratio 0.5521, byte miss ratio 0.5521
result/tencentBlock.ns19225.oracleGeneral.zst LeCaR cache size     1056, 2490144 req, miss ratio 0.5071, byte miss ratio 0.5071
result/tencentBlock.ns19225.oracleGeneral.zst LeCaR cache size     3522, 2490144 req, miss ratio 0.4110, byte miss ratio 0.4110
result/tencentBlock.ns19225.oracleGeneral.zst LeCaR cache size    10566, 2490144 req, miss ratio 0.3834, byte miss ratio 0.3834
result/tencentBlock.ns19225.oracleGeneral.zst LeCaR cache size    35220, 2490144 req, miss ratio 0.3177, byte miss ratio 0.3177
result/tencentBlock.ns19225.oracleGeneral.zst LeCaR cache size    70440, 2490144 req, miss ratio 0.2427, byte miss ratio 0.2427
result/tencentBlock.ns19225.oracleGeneral.zst LeCaR cache size   140881, 2490144 req, miss ratio 0.1597, byte miss ratio 0.1597
result/tencentBlock.ns19225.oracleGeneral.zst LeCaR cache size   281762, 2490144 req, miss ratio 0.1421, byte miss ratio 0.1421
result/tencentBlock.ns19225.oracleGeneral.zst ARC cache size      352, 2490144 req, miss ratio 0.5394, byte miss ratio 0.5394
result/tencentBlock.ns19225.oracleGeneral.zst ARC cache size     1056, 2490144 req, miss ratio 0.4729, byte miss ratio 0.4729
result/tencentBlock.ns19225.oracleGeneral.zst ARC cache size     3522, 2490144 req, miss ratio 0.3917, byte miss ratio 0.3917
result/tencentBlock.ns19225.oracleGeneral.zst ARC cache size    10566, 2490144 req, miss ratio 0.3757, byte miss ratio 0.3757
result/tencentBlock.ns19225.oracleGeneral.zst ARC cache size    35220, 2490144 req, miss ratio 0.3001, byte miss ratio 0.3001
result/tencentBlock.ns19225.oracleGeneral.zst ARC cache size    70440, 2490144 req, miss ratio 0.2330, byte miss ratio 0.2330
result/tencentBlock.ns19225.oracleGeneral.zst ARC cache size   140881, 2490144 req, miss ratio 0.1567, byte miss ratio 0.1567
result/tencentBlock.ns19225.oracleGeneral.zst ARC cache size   281762, 2490144 req, miss ratio 0.1424, byte miss ratio 0.1424
result/tencentBlock.ns19225.oracleGeneral.zst LHD cache size      352, 2490144 req, miss ratio 0.5494, byte miss ratio 0.5494
result/tencentBlock.ns19225.oracleGeneral.zst LHD cache size     1056, 2490144 req, miss ratio 0.5025, byte miss ratio 0.5025
result/tencentBlock.ns19225.oracleGeneral.zst LHD cache size     3522, 2490144 req, miss ratio 0.4123, byte miss ratio 0.4123
result/tencentBlock.ns19225.oracleGeneral.zst LHD cache size    10566, 2490144 req, miss ratio 0.3763, byte miss ratio 0.3763
result/tencentBlock.ns19225.oracleGeneral.zst LHD cache size    35220, 2490144 req, miss ratio 0.3103, byte miss ratio 0.3103
result/tencentBlock.ns19225.oracleGeneral.zst LHD cache size    70440, 2490144 req, miss ratio 0.2388, byte miss ratio 0.2388
result/tencentBlock.ns19225.oracleGeneral.zst LHD cache size   140881, 2490144 req, miss ratio 0.1634, byte miss ratio 0.1634
result/tencentBlock.ns19225.oracleGeneral.zst LHD cache size   281762, 2490144 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns19225.oracleGeneral.zst LIRS cache size      352, 2490144 req, miss ratio 0.5685, byte miss ratio 0.5685
result/tencentBlock.ns19225.oracleGeneral.zst LIRS cache size     1056, 2490144 req, miss ratio 0.4845, byte miss ratio 0.4845
result/tencentBlock.ns19225.oracleGeneral.zst LIRS cache size     3522, 2490144 req, miss ratio 0.4007, byte miss ratio 0.4007
result/tencentBlock.ns19225.oracleGeneral.zst LIRS cache size    10566, 2490144 req, miss ratio 0.3706, byte miss ratio 0.3706
result/tencentBlock.ns19225.oracleGeneral.zst LIRS cache size    35220, 2490144 req, miss ratio 0.2954, byte miss ratio 0.2954
result/tencentBlock.ns19225.oracleGeneral.zst LIRS cache size    70440, 2490144 req, miss ratio 0.2259, byte miss ratio 0.2259
result/tencentBlock.ns19225.oracleGeneral.zst LIRS cache size   140881, 2490144 req, miss ratio 0.1601, byte miss ratio 0.1601
result/tencentBlock.ns19225.oracleGeneral.zst LIRS cache size   281762, 2490144 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns19225.oracleGeneral.zst S3FIFO-1 cache size      352, 2490144 req, miss ratio 0.5461, byte miss ratio 0.5461
result/tencentBlock.ns19225.oracleGeneral.zst S3FIFO-1 cache size     1056, 2490144 req, miss ratio 0.4571, byte miss ratio 0.4571
result/tencentBlock.ns19225.oracleGeneral.zst S3FIFO-1 cache size     3522, 2490144 req, miss ratio 0.3916, byte miss ratio 0.3916
result/tencentBlock.ns19225.oracleGeneral.zst S3FIFO-1 cache size    10566, 2490144 req, miss ratio 0.3735, byte miss ratio 0.3735
result/tencentBlock.ns19225.oracleGeneral.zst S3FIFO-1 cache size    35220, 2490144 req, miss ratio 0.2980, byte miss ratio 0.2980
result/tencentBlock.ns19225.oracleGeneral.zst S3FIFO-1 cache size    70440, 2490144 req, miss ratio 0.2305, byte miss ratio 0.2305
result/tencentBlock.ns19225.oracleGeneral.zst S3FIFO-1 cache size   140881, 2490144 req, miss ratio 0.1576, byte miss ratio 0.1576
result/tencentBlock.ns19225.oracleGeneral.zst S3FIFO-1 cache size   281762, 2490144 req, miss ratio 0.1424, byte miss ratio 0.1424
result/tencentBlock.ns19225.oracleGeneral.zst LRU cache size      352, 2490144 req, miss ratio 0.5570, byte miss ratio 0.5570
result/tencentBlock.ns19225.oracleGeneral.zst LRU cache size     1056, 2490144 req, miss ratio 0.5076, byte miss ratio 0.5076
result/tencentBlock.ns19225.oracleGeneral.zst LRU cache size     3522, 2490144 req, miss ratio 0.4368, byte miss ratio 0.4368
result/tencentBlock.ns19225.oracleGeneral.zst LRU cache size    10566, 2490144 req, miss ratio 0.3855, byte miss ratio 0.3855
result/tencentBlock.ns19225.oracleGeneral.zst LRU cache size    35220, 2490144 req, miss ratio 0.3192, byte miss ratio 0.3192
result/tencentBlock.ns19225.oracleGeneral.zst LRU cache size    70440, 2490144 req, miss ratio 0.2482, byte miss ratio 0.2482
result/tencentBlock.ns19225.oracleGeneral.zst LRU cache size   140881, 2490144 req, miss ratio 0.1658, byte miss ratio 0.1658
result/tencentBlock.ns19225.oracleGeneral.zst LRU cache size   281762, 2490144 req, miss ratio 0.1420, byte miss ratio 0.1420
result/tencentBlock.ns19225.oracleGeneral.zst FIFO cache size      352, 2490144 req, miss ratio 0.6593, byte miss ratio 0.6593
result/tencentBlock.ns19225.oracleGeneral.zst FIFO cache size     1056, 2490144 req, miss ratio 0.5491, byte miss ratio 0.5491
result/tencentBlock.ns19225.oracleGeneral.zst FIFO cache size     3522, 2490144 req, miss ratio 0.4670, byte miss ratio 0.4670
result/tencentBlock.ns19225.oracleGeneral.zst FIFO cache size    10566, 2490144 req, miss ratio 0.4136, byte miss ratio 0.4136
result/tencentBlock.ns19225.oracleGeneral.zst FIFO cache size    35220, 2490144 req, miss ratio 0.3348, byte miss ratio 0.3348
result/tencentBlock.ns19225.oracleGeneral.zst FIFO cache size    70440, 2490144 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns19225.oracleGeneral.zst FIFO cache size   140881, 2490144 req, miss ratio 0.1979, byte miss ratio 0.1979
result/tencentBlock.ns19225.oracleGeneral.zst FIFO cache size   281762, 2490144 req, miss ratio 0.1552, byte miss ratio 0.1552
result/tencentBlock.ns19225.oracleGeneral.zst clock2 cache size      352, 2490144 req, miss ratio 0.5484, byte miss ratio 0.5484
result/tencentBlock.ns19225.oracleGeneral.zst clock2 cache size     1056, 2490144 req, miss ratio 0.5055, byte miss ratio 0.5055
result/tencentBlock.ns19225.oracleGeneral.zst clock2 cache size     3522, 2490144 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns19225.oracleGeneral.zst clock2 cache size    10566, 2490144 req, miss ratio 0.3820, byte miss ratio 0.3820
result/tencentBlock.ns19225.oracleGeneral.zst clock2 cache size    35220, 2490144 req, miss ratio 0.3167, byte miss ratio 0.3167
result/tencentBlock.ns19225.oracleGeneral.zst clock2 cache size    70440, 2490144 req, miss ratio 0.2690, byte miss ratio 0.2690
result/tencentBlock.ns19225.oracleGeneral.zst clock2 cache size   140881, 2490144 req, miss ratio 0.1641, byte miss ratio 0.1641
