result/tencentBlock.ns3389.oracleGeneral.zst LeCaR cache size      247, 1551670 req, miss ratio 0.4479, byte miss ratio 0.4479
result/tencentBlock.ns3389.oracleGeneral.zst LeCaR cache size      743, 1551670 req, miss ratio 0.4380, byte miss ratio 0.4380
result/tencentBlock.ns3389.oracleGeneral.zst LeCaR cache size     2478, 1551670 req, miss ratio 0.4351, byte miss ratio 0.4351
result/tencentBlock.ns3389.oracleGeneral.zst LeCaR cache size     7435, 1551670 req, miss ratio 0.4331, byte miss ratio 0.4331
result/tencentBlock.ns3389.oracleGeneral.zst LeCaR cache size    24786, 1551670 req, miss ratio 0.3782, byte miss ratio 0.3782
result/tencentBlock.ns3389.oracleGeneral.zst LeCaR cache size    49572, 1551670 req, miss ratio 0.3412, byte miss ratio 0.3412
result/tencentBlock.ns3389.oracleGeneral.zst LeCaR cache size    99145, 1551670 req, miss ratio 0.1939, byte miss ratio 0.1939
result/tencentBlock.ns3389.oracleGeneral.zst LeCaR cache size   198290, 1551670 req, miss ratio 0.1605, byte miss ratio 0.1605
result/tencentBlock.ns3389.oracleGeneral.zst Cacheus cache size      247, 1551670 req, miss ratio 0.4399, byte miss ratio 0.4399
result/tencentBlock.ns3389.oracleGeneral.zst Cacheus cache size      743, 1551670 req, miss ratio 0.4365, byte miss ratio 0.4365
result/tencentBlock.ns3389.oracleGeneral.zst Cacheus cache size     2478, 1551670 req, miss ratio 0.4338, byte miss ratio 0.4338
result/tencentBlock.ns3389.oracleGeneral.zst Cacheus cache size     7435, 1551670 req, miss ratio 0.4326, byte miss ratio 0.4326
result/tencentBlock.ns3389.oracleGeneral.zst Cacheus cache size    24786, 1551670 req, miss ratio 0.3846, byte miss ratio 0.3846
result/tencentBlock.ns3389.oracleGeneral.zst Cacheus cache size    49572, 1551670 req, miss ratio 0.3229, byte miss ratio 0.3229
result/tencentBlock.ns3389.oracleGeneral.zst Cacheus cache size    99145, 1551670 req, miss ratio 0.1940, byte miss ratio 0.1940
result/tencentBlock.ns3389.oracleGeneral.zst Cacheus cache size   198290, 1551670 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns3389.oracleGeneral.zst ARC cache size      247, 1551670 req, miss ratio 0.4399, byte miss ratio 0.4399
result/tencentBlock.ns3389.oracleGeneral.zst ARC cache size      743, 1551670 req, miss ratio 0.4366, byte miss ratio 0.4366
result/tencentBlock.ns3389.oracleGeneral.zst ARC cache size     2478, 1551670 req, miss ratio 0.4339, byte miss ratio 0.4339
result/tencentBlock.ns3389.oracleGeneral.zst ARC cache size     7435, 1551670 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns3389.oracleGeneral.zst ARC cache size    24786, 1551670 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns3389.oracleGeneral.zst ARC cache size    49572, 1551670 req, miss ratio 0.3098, byte miss ratio 0.3098
result/tencentBlock.ns3389.oracleGeneral.zst ARC cache size    99145, 1551670 req, miss ratio 0.1974, byte miss ratio 0.1974
result/tencentBlock.ns3389.oracleGeneral.zst ARC cache size   198290, 1551670 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns3389.oracleGeneral.zst FIFO cache size      247, 1551670 req, miss ratio 0.5026, byte miss ratio 0.5026
result/tencentBlock.ns3389.oracleGeneral.zst FIFO cache size      743, 1551670 req, miss ratio 0.4594, byte miss ratio 0.4594
result/tencentBlock.ns3389.oracleGeneral.zst FIFO cache size     2478, 1551670 req, miss ratio 0.4423, byte miss ratio 0.4423
result/tencentBlock.ns3389.oracleGeneral.zst FIFO cache size     7435, 1551670 req, miss ratio 0.4362, byte miss ratio 0.4362
result/tencentBlock.ns3389.oracleGeneral.zst FIFO cache size    24786, 1551670 req, miss ratio 0.3987, byte miss ratio 0.3987
result/tencentBlock.ns3389.oracleGeneral.zst FIFO cache size    49572, 1551670 req, miss ratio 0.3499, byte miss ratio 0.3499
result/tencentBlock.ns3389.oracleGeneral.zst FIFO cache size    99145, 1551670 req, miss ratio 0.2406, byte miss ratio 0.2406
result/tencentBlock.ns3389.oracleGeneral.zst FIFO cache size   198290, 1551670 req, miss ratio 0.1779, byte miss ratio 0.1779
result/tencentBlock.ns3389.oracleGeneral.zst LHD cache size      247, 1551670 req, miss ratio 0.4470, byte miss ratio 0.4470
result/tencentBlock.ns3389.oracleGeneral.zst LHD cache size      743, 1551670 req, miss ratio 0.4380, byte miss ratio 0.4380
