result/tencentBlock.ns6108.oracleGeneral.zst clock2 cache size      769, 3341700 req, miss ratio 0.6723, byte miss ratio 0.6723
result/tencentBlock.ns6108.oracleGeneral.zst clock2 cache size     2308, 3341700 req, miss ratio 0.6707, byte miss ratio 0.6707
result/tencentBlock.ns6108.oracleGeneral.zst clock2 cache size     7693, 3341700 req, miss ratio 0.6689, byte miss ratio 0.6689
result/tencentBlock.ns6108.oracleGeneral.zst clock2 cache size    23080, 3341700 req, miss ratio 0.6556, byte miss ratio 0.6556
result/tencentBlock.ns6108.oracleGeneral.zst clock2 cache size    76936, 3341700 req, miss ratio 0.3255, byte miss ratio 0.3255
result/tencentBlock.ns6108.oracleGeneral.zst clock2 cache size   153873, 3341700 req, miss ratio 0.2865, byte miss ratio 0.2865
result/tencentBlock.ns6108.oracleGeneral.zst clock2 cache size   307746, 3341700 req, miss ratio 0.2598, byte miss ratio 0.2598
result/tencentBlock.ns6108.oracleGeneral.zst clock2 cache size   615492, 3341700 req, miss ratio 0.2324, byte miss ratio 0.2324
result/tencentBlock.ns6108.oracleGeneral.zst Clock cache size      769, 3341700 req, miss ratio 0.6730, byte miss ratio 0.6730
result/tencentBlock.ns6108.oracleGeneral.zst Clock cache size     2308, 3341700 req, miss ratio 0.6709, byte miss ratio 0.6709
result/tencentBlock.ns6108.oracleGeneral.zst Clock cache size     7693, 3341700 req, miss ratio 0.6691, byte miss ratio 0.6691
result/tencentBlock.ns6108.oracleGeneral.zst Clock cache size    23080, 3341700 req, miss ratio 0.5814, byte miss ratio 0.5814
result/tencentBlock.ns6108.oracleGeneral.zst Clock cache size    76936, 3341700 req, miss ratio 0.3465, byte miss ratio 0.3465
result/tencentBlock.ns6108.oracleGeneral.zst Clock cache size   153873, 3341700 req, miss ratio 0.2884, byte miss ratio 0.2884
result/tencentBlock.ns6108.oracleGeneral.zst Clock cache size   307746, 3341700 req, miss ratio 0.2591, byte miss ratio 0.2591
result/tencentBlock.ns6108.oracleGeneral.zst Clock cache size   615492, 3341700 req, miss ratio 0.2324, byte miss ratio 0.2324
result/tencentBlock.ns6108.oracleGeneral.zst LIRS cache size      769, 3341700 req, miss ratio 0.7651, byte miss ratio 0.7651
result/tencentBlock.ns6108.oracleGeneral.zst LIRS cache size     2308, 3341700 req, miss ratio 0.6854, byte miss ratio 0.6854
result/tencentBlock.ns6108.oracleGeneral.zst LIRS cache size     7693, 3341700 req, miss ratio 0.6702, byte miss ratio 0.6702
result/tencentBlock.ns6108.oracleGeneral.zst LIRS cache size    23080, 3341700 req, miss ratio 0.5539, byte miss ratio 0.5539
result/tencentBlock.ns6108.oracleGeneral.zst LIRS cache size    76936, 3341700 req, miss ratio 0.3053, byte miss ratio 0.3053
result/tencentBlock.ns6108.oracleGeneral.zst LIRS cache size   153873, 3341700 req, miss ratio 0.2793, byte miss ratio 0.2793
result/tencentBlock.ns6108.oracleGeneral.zst LIRS cache size   307746, 3341700 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns6108.oracleGeneral.zst LIRS cache size   615492, 3341700 req, miss ratio 0.2330, byte miss ratio 0.2330
result/tencentBlock.ns6108.oracleGeneral.zst FIFO cache size      769, 3341700 req, miss ratio 0.6897, byte miss ratio 0.6897
