result/tencentBlock.ns21896.oracleGeneral.zst S3FIFO-1 cache size      507, 3820373 req, miss ratio 0.5956, byte miss ratio 0.5956
result/tencentBlock.ns21896.oracleGeneral.zst S3FIFO-1 cache size     1523, 3820373 req, miss ratio 0.4177, byte miss ratio 0.4177
result/tencentBlock.ns21896.oracleGeneral.zst S3FIFO-1 cache size     5077, 3820373 req, miss ratio 0.3882, byte miss ratio 0.3882
result/tencentBlock.ns21896.oracleGeneral.zst S3FIFO-1 cache size    15231, 3820373 req, miss ratio 0.3490, byte miss ratio 0.3490
result/tencentBlock.ns21896.oracleGeneral.zst S3FIFO-1 cache size    50770, 3820373 req, miss ratio 0.3022, byte miss ratio 0.3022
result/tencentBlock.ns21896.oracleGeneral.zst S3FIFO-1 cache size   101540, 3820373 req, miss ratio 0.2311, byte miss ratio 0.2311
result/tencentBlock.ns21896.oracleGeneral.zst S3FIFO-1 cache size   203081, 3820373 req, miss ratio 0.1523, byte miss ratio 0.1523
result/tencentBlock.ns21896.oracleGeneral.zst S3FIFO-1 cache size   406162, 3820373 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns21896.oracleGeneral.zst Cacheus cache size      507, 3820373 req, miss ratio 0.5952, byte miss ratio 0.5952
result/tencentBlock.ns21896.oracleGeneral.zst Cacheus cache size     1523, 3820373 req, miss ratio 0.4660, byte miss ratio 0.4660
result/tencentBlock.ns21896.oracleGeneral.zst Cacheus cache size     5077, 3820373 req, miss ratio 0.3875, byte miss ratio 0.3875
result/tencentBlock.ns21896.oracleGeneral.zst Cacheus cache size    15231, 3820373 req, miss ratio 0.3519, byte miss ratio 0.3519
result/tencentBlock.ns21896.oracleGeneral.zst Cacheus cache size    50770, 3820373 req, miss ratio 0.2816, byte miss ratio 0.2816
result/tencentBlock.ns21896.oracleGeneral.zst Cacheus cache size   101540, 3820373 req, miss ratio 0.2331, byte miss ratio 0.2331
result/tencentBlock.ns21896.oracleGeneral.zst Cacheus cache size   203081, 3820373 req, miss ratio 0.1499, byte miss ratio 0.1499
result/tencentBlock.ns21896.oracleGeneral.zst Cacheus cache size   406162, 3820373 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns21896.oracleGeneral.zst LRU cache size      507, 3820373 req, miss ratio 0.6278, byte miss ratio 0.6278
result/tencentBlock.ns21896.oracleGeneral.zst LRU cache size     1523, 3820373 req, miss ratio 0.5082, byte miss ratio 0.5082
result/tencentBlock.ns21896.oracleGeneral.zst LRU cache size     5077, 3820373 req, miss ratio 0.4030, byte miss ratio 0.4030
result/tencentBlock.ns21896.oracleGeneral.zst LRU cache size    15231, 3820373 req, miss ratio 0.3515, byte miss ratio 0.3515
result/tencentBlock.ns21896.oracleGeneral.zst LRU cache size    50770, 3820373 req, miss ratio 0.2807, byte miss ratio 0.2807
result/tencentBlock.ns21896.oracleGeneral.zst LRU cache size   101540, 3820373 req, miss ratio 0.2326, byte miss ratio 0.2326
result/tencentBlock.ns21896.oracleGeneral.zst LRU cache size   203081, 3820373 req, miss ratio 0.1528, byte miss ratio 0.1528
result/tencentBlock.ns21896.oracleGeneral.zst LRU cache size   406162, 3820373 req, miss ratio 0.1334, byte miss ratio 0.1334
result/tencentBlock.ns21896.oracleGeneral.zst Clock cache size      507, 3820373 req, miss ratio 0.6210, byte miss ratio 0.6210
result/tencentBlock.ns21896.oracleGeneral.zst Clock cache size     1523, 3820373 req, miss ratio 0.5014, byte miss ratio 0.5014
result/tencentBlock.ns21896.oracleGeneral.zst Clock cache size     5077, 3820373 req, miss ratio 0.3989, byte miss ratio 0.3989
result/tencentBlock.ns21896.oracleGeneral.zst Clock cache size    15231, 3820373 req, miss ratio 0.3534, byte miss ratio 0.3534
result/tencentBlock.ns21896.oracleGeneral.zst Clock cache size    50770, 3820373 req, miss ratio 0.2826, byte miss ratio 0.2826
result/tencentBlock.ns21896.oracleGeneral.zst Clock cache size   101540, 3820373 req, miss ratio 0.2427, byte miss ratio 0.2427
result/tencentBlock.ns21896.oracleGeneral.zst Clock cache size   203081, 3820373 req, miss ratio 0.1572, byte miss ratio 0.1572
result/tencentBlock.ns21896.oracleGeneral.zst Clock cache size   406162, 3820373 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns21896.oracleGeneral.zst LHD cache size      507, 3820373 req, miss ratio 0.6151, byte miss ratio 0.6151
result/tencentBlock.ns21896.oracleGeneral.zst LHD cache size     1523, 3820373 req, miss ratio 0.4737, byte miss ratio 0.4737
result/tencentBlock.ns21896.oracleGeneral.zst LHD cache size     5077, 3820373 req, miss ratio 0.3921, byte miss ratio 0.3921
result/tencentBlock.ns21896.oracleGeneral.zst LHD cache size    15231, 3820373 req, miss ratio 0.3482, byte miss ratio 0.3482
result/tencentBlock.ns21896.oracleGeneral.zst LHD cache size    50770, 3820373 req, miss ratio 0.2802, byte miss ratio 0.2802
result/tencentBlock.ns21896.oracleGeneral.zst LHD cache size   101540, 3820373 req, miss ratio 0.2180, byte miss ratio 0.2180
result/tencentBlock.ns21896.oracleGeneral.zst LHD cache size   203081, 3820373 req, miss ratio 0.1563, byte miss ratio 0.1563
result/tencentBlock.ns21896.oracleGeneral.zst LHD cache size   406162, 3820373 req, miss ratio 0.1337, byte miss ratio 0.1337
result/tencentBlock.ns21896.oracleGeneral.zst FIFO cache size      507, 3820373 req, miss ratio 0.6852, byte miss ratio 0.6852
result/tencentBlock.ns21896.oracleGeneral.zst FIFO cache size     1523, 3820373 req, miss ratio 0.5510, byte miss ratio 0.5510
result/tencentBlock.ns21896.oracleGeneral.zst FIFO cache size     5077, 3820373 req, miss ratio 0.4455, byte miss ratio 0.4455
result/tencentBlock.ns21896.oracleGeneral.zst FIFO cache size    15231, 3820373 req, miss ratio 0.3703, byte miss ratio 0.3703
result/tencentBlock.ns21896.oracleGeneral.zst FIFO cache size    50770, 3820373 req, miss ratio 0.2959, byte miss ratio 0.2959
result/tencentBlock.ns21896.oracleGeneral.zst FIFO cache size   101540, 3820373 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns21896.oracleGeneral.zst FIFO cache size   203081, 3820373 req, miss ratio 0.1817, byte miss ratio 0.1817
result/tencentBlock.ns21896.oracleGeneral.zst FIFO cache size   406162, 3820373 req, miss ratio 0.1453, byte miss ratio 0.1453
result/tencentBlock.ns21896.oracleGeneral.zst LeCaR cache size      507, 3820373 req, miss ratio 0.6202, byte miss ratio 0.6202
result/tencentBlock.ns21896.oracleGeneral.zst LeCaR cache size     1523, 3820373 req, miss ratio 0.4961, byte miss ratio 0.4961
result/tencentBlock.ns21896.oracleGeneral.zst LeCaR cache size     5077, 3820373 req, miss ratio 0.3928, byte miss ratio 0.3928
result/tencentBlock.ns21896.oracleGeneral.zst LeCaR cache size    15231, 3820373 req, miss ratio 0.3509, byte miss ratio 0.3509
result/tencentBlock.ns21896.oracleGeneral.zst LeCaR cache size    50770, 3820373 req, miss ratio 0.2799, byte miss ratio 0.2799
result/tencentBlock.ns21896.oracleGeneral.zst LeCaR cache size   101540, 3820373 req, miss ratio 0.2241, byte miss ratio 0.2241
result/tencentBlock.ns21896.oracleGeneral.zst LeCaR cache size   203081, 3820373 req, miss ratio 0.1493, byte miss ratio 0.1493
result/tencentBlock.ns21896.oracleGeneral.zst LeCaR cache size   406162, 3820373 req, miss ratio 0.1333, byte miss ratio 0.1333
result/tencentBlock.ns21896.oracleGeneral.zst LIRS cache size      507, 3820373 req, miss ratio 0.6082, byte miss ratio 0.6082
result/tencentBlock.ns21896.oracleGeneral.zst LIRS cache size     1523, 3820373 req, miss ratio 0.4484, byte miss ratio 0.4484
result/tencentBlock.ns21896.oracleGeneral.zst LIRS cache size     5077, 3820373 req, miss ratio 0.4007, byte miss ratio 0.4007
result/tencentBlock.ns21896.oracleGeneral.zst LIRS cache size    15231, 3820373 req, miss ratio 0.3552, byte miss ratio 0.3552
result/tencentBlock.ns21896.oracleGeneral.zst LIRS cache size    50770, 3820373 req, miss ratio 0.3085, byte miss ratio 0.3085
result/tencentBlock.ns21896.oracleGeneral.zst LIRS cache size   101540, 3820373 req, miss ratio 0.2301, byte miss ratio 0.2301
result/tencentBlock.ns21896.oracleGeneral.zst LIRS cache size   203081, 3820373 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns21896.oracleGeneral.zst LIRS cache size   406162, 3820373 req, miss ratio 0.1379, byte miss ratio 0.1379
result/tencentBlock.ns21896.oracleGeneral.zst ARC cache size      507, 3820373 req, miss ratio 0.5928, byte miss ratio 0.5928
result/tencentBlock.ns21896.oracleGeneral.zst ARC cache size     1523, 3820373 req, miss ratio 0.4400, byte miss ratio 0.4400
result/tencentBlock.ns21896.oracleGeneral.zst ARC cache size     5077, 3820373 req, miss ratio 0.3873, byte miss ratio 0.3873
result/tencentBlock.ns21896.oracleGeneral.zst ARC cache size    15231, 3820373 req, miss ratio 0.3568, byte miss ratio 0.3568
result/tencentBlock.ns21896.oracleGeneral.zst ARC cache size    50770, 3820373 req, miss ratio 0.2854, byte miss ratio 0.2854
result/tencentBlock.ns21896.oracleGeneral.zst ARC cache size   101540, 3820373 req, miss ratio 0.2258, byte miss ratio 0.2258
result/tencentBlock.ns21896.oracleGeneral.zst ARC cache size   203081, 3820373 req, miss ratio 0.1483, byte miss ratio 0.1483
result/tencentBlock.ns21896.oracleGeneral.zst ARC cache size   406162, 3820373 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns21896.oracleGeneral.zst clock2 cache size      507, 3820373 req, miss ratio 0.6188, byte miss ratio 0.6188
result/tencentBlock.ns21896.oracleGeneral.zst clock2 cache size     1523, 3820373 req, miss ratio 0.4939, byte miss ratio 0.4939
result/tencentBlock.ns21896.oracleGeneral.zst clock2 cache size     5077, 3820373 req, miss ratio 0.3916, byte miss ratio 0.3916
result/tencentBlock.ns21896.oracleGeneral.zst clock2 cache size    15231, 3820373 req, miss ratio 0.3597, byte miss ratio 0.3597
result/tencentBlock.ns21896.oracleGeneral.zst clock2 cache size    50770, 3820373 req, miss ratio 0.2840, byte miss ratio 0.2840
result/tencentBlock.ns21896.oracleGeneral.zst clock2 cache size   101540, 3820373 req, miss ratio 0.2525, byte miss ratio 0.2525
result/tencentBlock.ns21896.oracleGeneral.zst clock2 cache size   203081, 3820373 req, miss ratio 0.1578, byte miss ratio 0.1578
result/tencentBlock.ns21896.oracleGeneral.zst clock2 cache size   406162, 3820373 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns21896.oracleGeneral.zst S3FIFO-d-1 cache size      507, 3820373 req, miss ratio 0.5978, byte miss ratio 0.5978
