result/tencentBlock.ns20539.oracleGeneral.zst S3FIFO-1 cache size      321, 2936061 req, miss ratio 0.3682, byte miss ratio 0.3682
result/tencentBlock.ns20539.oracleGeneral.zst S3FIFO-1 cache size      964, 2936061 req, miss ratio 0.3441, byte miss ratio 0.3441
result/tencentBlock.ns20539.oracleGeneral.zst S3FIFO-1 cache size     3214, 2936061 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns20539.oracleGeneral.zst S3FIFO-1 cache size     9642, 2936061 req, miss ratio 0.2940, byte miss ratio 0.2940
result/tencentBlock.ns20539.oracleGeneral.zst S3FIFO-1 cache size    32142, 2936061 req, miss ratio 0.2547, byte miss ratio 0.2547
result/tencentBlock.ns20539.oracleGeneral.zst S3FIFO-1 cache size    64285, 2936061 req, miss ratio 0.2005, byte miss ratio 0.2005
result/tencentBlock.ns20539.oracleGeneral.zst S3FIFO-1 cache size   128570, 2936061 req, miss ratio 0.1354, byte miss ratio 0.1354
result/tencentBlock.ns20539.oracleGeneral.zst S3FIFO-1 cache size   257140, 2936061 req, miss ratio 0.1103, byte miss ratio 0.1103
result/tencentBlock.ns20539.oracleGeneral.zst Cacheus cache size      321, 2936061 req, miss ratio 0.3593, byte miss ratio 0.3593
result/tencentBlock.ns20539.oracleGeneral.zst Cacheus cache size      964, 2936061 req, miss ratio 0.3416, byte miss ratio 0.3416
result/tencentBlock.ns20539.oracleGeneral.zst Cacheus cache size     3214, 2936061 req, miss ratio 0.3275, byte miss ratio 0.3275
result/tencentBlock.ns20539.oracleGeneral.zst Cacheus cache size     9642, 2936061 req, miss ratio 0.2954, byte miss ratio 0.2954
result/tencentBlock.ns20539.oracleGeneral.zst Cacheus cache size    32142, 2936061 req, miss ratio 0.2544, byte miss ratio 0.2544
result/tencentBlock.ns20539.oracleGeneral.zst Cacheus cache size    64285, 2936061 req, miss ratio 0.1982, byte miss ratio 0.1982
result/tencentBlock.ns20539.oracleGeneral.zst Cacheus cache size   128570, 2936061 req, miss ratio 0.1418, byte miss ratio 0.1418
result/tencentBlock.ns20539.oracleGeneral.zst Cacheus cache size   257140, 2936061 req, miss ratio 0.1105, byte miss ratio 0.1105
result/tencentBlock.ns20539.oracleGeneral.zst clock2 cache size      321, 2936061 req, miss ratio 0.3842, byte miss ratio 0.3842
result/tencentBlock.ns20539.oracleGeneral.zst clock2 cache size      964, 2936061 req, miss ratio 0.3431, byte miss ratio 0.3431
result/tencentBlock.ns20539.oracleGeneral.zst clock2 cache size     3214, 2936061 req, miss ratio 0.3321, byte miss ratio 0.3321
result/tencentBlock.ns20539.oracleGeneral.zst clock2 cache size     9642, 2936061 req, miss ratio 0.3180, byte miss ratio 0.3180
result/tencentBlock.ns20539.oracleGeneral.zst clock2 cache size    32142, 2936061 req, miss ratio 0.2626, byte miss ratio 0.2626
result/tencentBlock.ns20539.oracleGeneral.zst clock2 cache size    64285, 2936061 req, miss ratio 0.2309, byte miss ratio 0.2309
result/tencentBlock.ns20539.oracleGeneral.zst clock2 cache size   128570, 2936061 req, miss ratio 0.1493, byte miss ratio 0.1493
result/tencentBlock.ns20539.oracleGeneral.zst clock2 cache size   257140, 2936061 req, miss ratio 0.1103, byte miss ratio 0.1103
result/tencentBlock.ns20539.oracleGeneral.zst LRU cache size      321, 2936061 req, miss ratio 0.3830, byte miss ratio 0.3830
result/tencentBlock.ns20539.oracleGeneral.zst LRU cache size      964, 2936061 req, miss ratio 0.3440, byte miss ratio 0.3440
result/tencentBlock.ns20539.oracleGeneral.zst LRU cache size     3214, 2936061 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns20539.oracleGeneral.zst LRU cache size     9642, 2936061 req, miss ratio 0.3068, byte miss ratio 0.3068
result/tencentBlock.ns20539.oracleGeneral.zst LRU cache size    32142, 2936061 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns20539.oracleGeneral.zst LRU cache size    64285, 2936061 req, miss ratio 0.2155, byte miss ratio 0.2155
result/tencentBlock.ns20539.oracleGeneral.zst LRU cache size   128570, 2936061 req, miss ratio 0.1349, byte miss ratio 0.1349
result/tencentBlock.ns20539.oracleGeneral.zst LRU cache size   257140, 2936061 req, miss ratio 0.1099, byte miss ratio 0.1099
result/tencentBlock.ns20539.oracleGeneral.zst LeCaR cache size      321, 2936061 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns20539.oracleGeneral.zst LeCaR cache size      964, 2936061 req, miss ratio 0.3427, byte miss ratio 0.3427
result/tencentBlock.ns20539.oracleGeneral.zst LeCaR cache size     3214, 2936061 req, miss ratio 0.3304, byte miss ratio 0.3304
result/tencentBlock.ns20539.oracleGeneral.zst LeCaR cache size     9642, 2936061 req, miss ratio 0.3036, byte miss ratio 0.3036
result/tencentBlock.ns20539.oracleGeneral.zst LeCaR cache size    32142, 2936061 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns20539.oracleGeneral.zst LeCaR cache size    64285, 2936061 req, miss ratio 0.2124, byte miss ratio 0.2124
result/tencentBlock.ns20539.oracleGeneral.zst LeCaR cache size   128570, 2936061 req, miss ratio 0.1334, byte miss ratio 0.1334
result/tencentBlock.ns20539.oracleGeneral.zst LeCaR cache size   257140, 2936061 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns20539.oracleGeneral.zst LIRS cache size      321, 2936061 req, miss ratio 0.4063, byte miss ratio 0.4063
result/tencentBlock.ns20539.oracleGeneral.zst LIRS cache size      964, 2936061 req, miss ratio 0.3700, byte miss ratio 0.3700
result/tencentBlock.ns20539.oracleGeneral.zst LIRS cache size     3214, 2936061 req, miss ratio 0.3445, byte miss ratio 0.3445
result/tencentBlock.ns20539.oracleGeneral.zst LIRS cache size     9642, 2936061 req, miss ratio 0.3001, byte miss ratio 0.3001
result/tencentBlock.ns20539.oracleGeneral.zst LIRS cache size    32142, 2936061 req, miss ratio 0.2587, byte miss ratio 0.2587
result/tencentBlock.ns20539.oracleGeneral.zst LIRS cache size    64285, 2936061 req, miss ratio 0.2093, byte miss ratio 0.2093
result/tencentBlock.ns20539.oracleGeneral.zst LIRS cache size   128570, 2936061 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns20539.oracleGeneral.zst LIRS cache size   257140, 2936061 req, miss ratio 0.1115, byte miss ratio 0.1115
result/tencentBlock.ns20539.oracleGeneral.zst Clock cache size      321, 2936061 req, miss ratio 0.3824, byte miss ratio 0.3824
result/tencentBlock.ns20539.oracleGeneral.zst Clock cache size      964, 2936061 req, miss ratio 0.3432, byte miss ratio 0.3432
result/tencentBlock.ns20539.oracleGeneral.zst Clock cache size     3214, 2936061 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns20539.oracleGeneral.zst Clock cache size     9642, 2936061 req, miss ratio 0.3168, byte miss ratio 0.3168
result/tencentBlock.ns20539.oracleGeneral.zst Clock cache size    32142, 2936061 req, miss ratio 0.2588, byte miss ratio 0.2588
result/tencentBlock.ns20539.oracleGeneral.zst Clock cache size    64285, 2936061 req, miss ratio 0.2248, byte miss ratio 0.2248
result/tencentBlock.ns20539.oracleGeneral.zst Clock cache size   128570, 2936061 req, miss ratio 0.1425, byte miss ratio 0.1425
result/tencentBlock.ns20539.oracleGeneral.zst Clock cache size   257140, 2936061 req, miss ratio 0.1103, byte miss ratio 0.1103
