result/tencentBlock.ns18893.oracleGeneral.zst clock2 cache size      158, 1359821 req, miss ratio 0.4988, byte miss ratio 0.4988
result/tencentBlock.ns18893.oracleGeneral.zst clock2 cache size      474, 1359821 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns18893.oracleGeneral.zst clock2 cache size     1581, 1359821 req, miss ratio 0.4750, byte miss ratio 0.4750
result/tencentBlock.ns18893.oracleGeneral.zst clock2 cache size     4743, 1359821 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns18893.oracleGeneral.zst clock2 cache size    15811, 1359821 req, miss ratio 0.4727, byte miss ratio 0.4727
result/tencentBlock.ns18893.oracleGeneral.zst clock2 cache size    31622, 1359821 req, miss ratio 0.4127, byte miss ratio 0.4127
result/tencentBlock.ns18893.oracleGeneral.zst clock2 cache size    63244, 1359821 req, miss ratio 0.3464, byte miss ratio 0.3464
result/tencentBlock.ns18893.oracleGeneral.zst clock2 cache size   126488, 1359821 req, miss ratio 0.1509, byte miss ratio 0.1509
result/tencentBlock.ns18893.oracleGeneral.zst S3FIFO-1 cache size      158, 1359821 req, miss ratio 0.4891, byte miss ratio 0.4891
result/tencentBlock.ns18893.oracleGeneral.zst S3FIFO-1 cache size      474, 1359821 req, miss ratio 0.4767, byte miss ratio 0.4767
result/tencentBlock.ns18893.oracleGeneral.zst S3FIFO-1 cache size     1581, 1359821 req, miss ratio 0.4742, byte miss ratio 0.4742
result/tencentBlock.ns18893.oracleGeneral.zst S3FIFO-1 cache size     4743, 1359821 req, miss ratio 0.4731, byte miss ratio 0.4731
result/tencentBlock.ns18893.oracleGeneral.zst S3FIFO-1 cache size    15811, 1359821 req, miss ratio 0.4316, byte miss ratio 0.4316
result/tencentBlock.ns18893.oracleGeneral.zst S3FIFO-1 cache size    31622, 1359821 req, miss ratio 0.3956, byte miss ratio 0.3956
result/tencentBlock.ns18893.oracleGeneral.zst S3FIFO-1 cache size    63244, 1359821 req, miss ratio 0.2975, byte miss ratio 0.2975
result/tencentBlock.ns18893.oracleGeneral.zst S3FIFO-1 cache size   126488, 1359821 req, miss ratio 0.1340, byte miss ratio 0.1340
result/tencentBlock.ns18893.oracleGeneral.zst LeCaR cache size      158, 1359821 req, miss ratio 0.4969, byte miss ratio 0.4969
result/tencentBlock.ns18893.oracleGeneral.zst LeCaR cache size      474, 1359821 req, miss ratio 0.4820, byte miss ratio 0.4820
result/tencentBlock.ns18893.oracleGeneral.zst LeCaR cache size     1581, 1359821 req, miss ratio 0.4746, byte miss ratio 0.4746
result/tencentBlock.ns18893.oracleGeneral.zst LeCaR cache size     4743, 1359821 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns18893.oracleGeneral.zst LeCaR cache size    15811, 1359821 req, miss ratio 0.4582, byte miss ratio 0.4582
result/tencentBlock.ns18893.oracleGeneral.zst LeCaR cache size    31622, 1359821 req, miss ratio 0.3945, byte miss ratio 0.3945
result/tencentBlock.ns18893.oracleGeneral.zst LeCaR cache size    63244, 1359821 req, miss ratio 0.2691, byte miss ratio 0.2691
result/tencentBlock.ns18893.oracleGeneral.zst LeCaR cache size   126488, 1359821 req, miss ratio 0.1272, byte miss ratio 0.1272
result/tencentBlock.ns18893.oracleGeneral.zst Cacheus cache size      158, 1359821 req, miss ratio 0.4904, byte miss ratio 0.4904
result/tencentBlock.ns18893.oracleGeneral.zst Cacheus cache size      474, 1359821 req, miss ratio 0.4774, byte miss ratio 0.4774
result/tencentBlock.ns18893.oracleGeneral.zst Cacheus cache size     1581, 1359821 req, miss ratio 0.4738, byte miss ratio 0.4738
result/tencentBlock.ns18893.oracleGeneral.zst Cacheus cache size     4743, 1359821 req, miss ratio 0.4731, byte miss ratio 0.4731
result/tencentBlock.ns18893.oracleGeneral.zst Cacheus cache size    15811, 1359821 req, miss ratio 0.4465, byte miss ratio 0.4465
result/tencentBlock.ns18893.oracleGeneral.zst Cacheus cache size    31622, 1359821 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns18893.oracleGeneral.zst Cacheus cache size    63244, 1359821 req, miss ratio 0.3176, byte miss ratio 0.3176
result/tencentBlock.ns18893.oracleGeneral.zst Cacheus cache size   126488, 1359821 req, miss ratio 0.1283, byte miss ratio 0.1283
result/tencentBlock.ns18893.oracleGeneral.zst Clock cache size      158, 1359821 req, miss ratio 0.4995, byte miss ratio 0.4995
result/tencentBlock.ns18893.oracleGeneral.zst Clock cache size      474, 1359821 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns18893.oracleGeneral.zst Clock cache size     1581, 1359821 req, miss ratio 0.4751, byte miss ratio 0.4751
result/tencentBlock.ns18893.oracleGeneral.zst Clock cache size     4743, 1359821 req, miss ratio 0.4734, byte miss ratio 0.4734
result/tencentBlock.ns18893.oracleGeneral.zst Clock cache size    15811, 1359821 req, miss ratio 0.4726, byte miss ratio 0.4726
result/tencentBlock.ns18893.oracleGeneral.zst Clock cache size    31622, 1359821 req, miss ratio 0.4069, byte miss ratio 0.4069
result/tencentBlock.ns18893.oracleGeneral.zst Clock cache size    63244, 1359821 req, miss ratio 0.3320, byte miss ratio 0.3320
result/tencentBlock.ns18893.oracleGeneral.zst Clock cache size   126488, 1359821 req, miss ratio 0.1326, byte miss ratio 0.1326
result/tencentBlock.ns18893.oracleGeneral.zst LRU cache size      158, 1359821 req, miss ratio 0.5015, byte miss ratio 0.5015
result/tencentBlock.ns18893.oracleGeneral.zst LRU cache size      474, 1359821 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns18893.oracleGeneral.zst LRU cache size     1581, 1359821 req, miss ratio 0.4750, byte miss ratio 0.4750
result/tencentBlock.ns18893.oracleGeneral.zst LRU cache size     4743, 1359821 req, miss ratio 0.4734, byte miss ratio 0.4734
result/tencentBlock.ns18893.oracleGeneral.zst LRU cache size    15811, 1359821 req, miss ratio 0.4615, byte miss ratio 0.4615
result/tencentBlock.ns18893.oracleGeneral.zst LRU cache size    31622, 1359821 req, miss ratio 0.4022, byte miss ratio 0.4022
result/tencentBlock.ns18893.oracleGeneral.zst LRU cache size    63244, 1359821 req, miss ratio 0.2694, byte miss ratio 0.2694
