result/tencentBlock.ns11025.oracleGeneral.zst LeCaR cache size      125, 2989200 req, miss ratio 0.3366, byte miss ratio 0.3366
result/tencentBlock.ns11025.oracleGeneral.zst LeCaR cache size      377, 2989200 req, miss ratio 0.1882, byte miss ratio 0.1882
result/tencentBlock.ns11025.oracleGeneral.zst LeCaR cache size     1257, 2989200 req, miss ratio 0.1645, byte miss ratio 0.1645
result/tencentBlock.ns11025.oracleGeneral.zst LeCaR cache size     3773, 2989200 req, miss ratio 0.1546, byte miss ratio 0.1546
result/tencentBlock.ns11025.oracleGeneral.zst LeCaR cache size    12579, 2989200 req, miss ratio 0.1219, byte miss ratio 0.1219
result/tencentBlock.ns11025.oracleGeneral.zst LeCaR cache size    25159, 2989200 req, miss ratio 0.0939, byte miss ratio 0.0939
result/tencentBlock.ns11025.oracleGeneral.zst LeCaR cache size    50319, 2989200 req, miss ratio 0.0606, byte miss ratio 0.0606
result/tencentBlock.ns11025.oracleGeneral.zst LeCaR cache size   100639, 2989200 req, miss ratio 0.0424, byte miss ratio 0.0424
result/tencentBlock.ns11025.oracleGeneral.zst ARC cache size      125, 2989200 req, miss ratio 0.2797, byte miss ratio 0.2797
result/tencentBlock.ns11025.oracleGeneral.zst ARC cache size      377, 2989200 req, miss ratio 0.1821, byte miss ratio 0.1821
result/tencentBlock.ns11025.oracleGeneral.zst ARC cache size     1257, 2989200 req, miss ratio 0.1587, byte miss ratio 0.1587
result/tencentBlock.ns11025.oracleGeneral.zst ARC cache size     3773, 2989200 req, miss ratio 0.1514, byte miss ratio 0.1514
result/tencentBlock.ns11025.oracleGeneral.zst ARC cache size    12579, 2989200 req, miss ratio 0.1206, byte miss ratio 0.1206
result/tencentBlock.ns11025.oracleGeneral.zst ARC cache size    25159, 2989200 req, miss ratio 0.0869, byte miss ratio 0.0869
result/tencentBlock.ns11025.oracleGeneral.zst ARC cache size    50319, 2989200 req, miss ratio 0.0606, byte miss ratio 0.0606
result/tencentBlock.ns11025.oracleGeneral.zst ARC cache size   100639, 2989200 req, miss ratio 0.0422, byte miss ratio 0.0422
