result/tencentBlock.ns12495.oracleGeneral.zst S3FIFO-1 cache size      108, 4436794 req, miss ratio 0.2392, byte miss ratio 0.2392
result/tencentBlock.ns12495.oracleGeneral.zst S3FIFO-1 cache size      324, 4436794 req, miss ratio 0.1789, byte miss ratio 0.1789
result/tencentBlock.ns12495.oracleGeneral.zst S3FIFO-1 cache size     1082, 4436794 req, miss ratio 0.1562, byte miss ratio 0.1562
result/tencentBlock.ns12495.oracleGeneral.zst S3FIFO-1 cache size     3248, 4436794 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns12495.oracleGeneral.zst S3FIFO-1 cache size    10828, 4436794 req, miss ratio 0.0875, byte miss ratio 0.0875
result/tencentBlock.ns12495.oracleGeneral.zst S3FIFO-1 cache size    21657, 4436794 req, miss ratio 0.0532, byte miss ratio 0.0532
result/tencentBlock.ns12495.oracleGeneral.zst S3FIFO-1 cache size    43314, 4436794 req, miss ratio 0.0287, byte miss ratio 0.0287
result/tencentBlock.ns12495.oracleGeneral.zst S3FIFO-1 cache size    86628, 4436794 req, miss ratio 0.0246, byte miss ratio 0.0246
result/tencentBlock.ns12495.oracleGeneral.zst FIFO cache size      108, 4436794 req, miss ratio 0.3831, byte miss ratio 0.3831
result/tencentBlock.ns12495.oracleGeneral.zst FIFO cache size      324, 4436794 req, miss ratio 0.2446, byte miss ratio 0.2446
result/tencentBlock.ns12495.oracleGeneral.zst FIFO cache size     1082, 4436794 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns12495.oracleGeneral.zst FIFO cache size     3248, 4436794 req, miss ratio 0.1548, byte miss ratio 0.1548
result/tencentBlock.ns12495.oracleGeneral.zst FIFO cache size    10828, 4436794 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns12495.oracleGeneral.zst FIFO cache size    21657, 4436794 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns12495.oracleGeneral.zst FIFO cache size    43314, 4436794 req, miss ratio 0.0416, byte miss ratio 0.0416
result/tencentBlock.ns12495.oracleGeneral.zst FIFO cache size    86628, 4436794 req, miss ratio 0.0295, byte miss ratio 0.0295
