result/tencentBlock.ns11097.oracleGeneral.zst clock2 cache size      609, 7440764 req, miss ratio 0.4234, byte miss ratio 0.4234
result/tencentBlock.ns11097.oracleGeneral.zst clock2 cache size     1828, 7440764 req, miss ratio 0.3195, byte miss ratio 0.3195
result/tencentBlock.ns11097.oracleGeneral.zst clock2 cache size     6094, 7440764 req, miss ratio 0.2630, byte miss ratio 0.2630
result/tencentBlock.ns11097.oracleGeneral.zst clock2 cache size    18284, 7440764 req, miss ratio 0.2472, byte miss ratio 0.2472
result/tencentBlock.ns11097.oracleGeneral.zst clock2 cache size    60949, 7440764 req, miss ratio 0.2156, byte miss ratio 0.2156
result/tencentBlock.ns11097.oracleGeneral.zst clock2 cache size   121899, 7440764 req, miss ratio 0.1874, byte miss ratio 0.1874
result/tencentBlock.ns11097.oracleGeneral.zst clock2 cache size   243798, 7440764 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns11097.oracleGeneral.zst clock2 cache size   487597, 7440764 req, miss ratio 0.0832, byte miss ratio 0.0832
result/tencentBlock.ns11097.oracleGeneral.zst LHD cache size      609, 7440764 req, miss ratio 0.4226, byte miss ratio 0.4226
result/tencentBlock.ns11097.oracleGeneral.zst LHD cache size     1828, 7440764 req, miss ratio 0.3108, byte miss ratio 0.3108
result/tencentBlock.ns11097.oracleGeneral.zst LHD cache size     6094, 7440764 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns11097.oracleGeneral.zst LHD cache size    18284, 7440764 req, miss ratio 0.2393, byte miss ratio 0.2393
result/tencentBlock.ns11097.oracleGeneral.zst LHD cache size    60949, 7440764 req, miss ratio 0.2075, byte miss ratio 0.2075
result/tencentBlock.ns11097.oracleGeneral.zst LHD cache size   121899, 7440764 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns11097.oracleGeneral.zst LHD cache size   243798, 7440764 req, miss ratio 0.1152, byte miss ratio 0.1152
result/tencentBlock.ns11097.oracleGeneral.zst LHD cache size   487597, 7440764 req, miss ratio 0.0843, byte miss ratio 0.0843
result/tencentBlock.ns11097.oracleGeneral.zst LRU cache size      609, 7440764 req, miss ratio 0.4389, byte miss ratio 0.4389
result/tencentBlock.ns11097.oracleGeneral.zst LRU cache size     1828, 7440764 req, miss ratio 0.3219, byte miss ratio 0.3219
result/tencentBlock.ns11097.oracleGeneral.zst LRU cache size     6094, 7440764 req, miss ratio 0.2685, byte miss ratio 0.2685
result/tencentBlock.ns11097.oracleGeneral.zst LRU cache size    18284, 7440764 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns11097.oracleGeneral.zst LRU cache size    60949, 7440764 req, miss ratio 0.2124, byte miss ratio 0.2124
result/tencentBlock.ns11097.oracleGeneral.zst LRU cache size   121899, 7440764 req, miss ratio 0.1822, byte miss ratio 0.1822
result/tencentBlock.ns11097.oracleGeneral.zst LRU cache size   243798, 7440764 req, miss ratio 0.1168, byte miss ratio 0.1168
result/tencentBlock.ns11097.oracleGeneral.zst LRU cache size   487597, 7440764 req, miss ratio 0.0838, byte miss ratio 0.0838
result/tencentBlock.ns11097.oracleGeneral.zst LIRS cache size      609, 7440764 req, miss ratio 0.3910, byte miss ratio 0.3910
result/tencentBlock.ns11097.oracleGeneral.zst LIRS cache size     1828, 7440764 req, miss ratio 0.2942, byte miss ratio 0.2942
result/tencentBlock.ns11097.oracleGeneral.zst LIRS cache size     6094, 7440764 req, miss ratio 0.2627, byte miss ratio 0.2627
result/tencentBlock.ns11097.oracleGeneral.zst LIRS cache size    18284, 7440764 req, miss ratio 0.2388, byte miss ratio 0.2388
result/tencentBlock.ns11097.oracleGeneral.zst LIRS cache size    60949, 7440764 req, miss ratio 0.2054, byte miss ratio 0.2054
result/tencentBlock.ns11097.oracleGeneral.zst LIRS cache size   121899, 7440764 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns11097.oracleGeneral.zst LIRS cache size   243798, 7440764 req, miss ratio 0.1202, byte miss ratio 0.1202
result/tencentBlock.ns11097.oracleGeneral.zst LIRS cache size   487597, 7440764 req, miss ratio 0.0856, byte miss ratio 0.0856
result/tencentBlock.ns11097.oracleGeneral.zst S3FIFO-1 cache size      609, 7440764 req, miss ratio 0.3929, byte miss ratio 0.3929
result/tencentBlock.ns11097.oracleGeneral.zst S3FIFO-1 cache size     1828, 7440764 req, miss ratio 0.2771, byte miss ratio 0.2771
result/tencentBlock.ns11097.oracleGeneral.zst S3FIFO-1 cache size     6094, 7440764 req, miss ratio 0.2564, byte miss ratio 0.2564
result/tencentBlock.ns11097.oracleGeneral.zst S3FIFO-1 cache size    18284, 7440764 req, miss ratio 0.2369, byte miss ratio 0.2369
result/tencentBlock.ns11097.oracleGeneral.zst S3FIFO-1 cache size    60949, 7440764 req, miss ratio 0.2056, byte miss ratio 0.2056
