result/tencentBlock.ns14659.oracleGeneral.zst Clock cache size      173, 2524765 req, miss ratio 0.5161, byte miss ratio 0.5161
result/tencentBlock.ns14659.oracleGeneral.zst Clock cache size      520, 2524765 req, miss ratio 0.2488, byte miss ratio 0.2488
result/tencentBlock.ns14659.oracleGeneral.zst Clock cache size     1735, 2524765 req, miss ratio 0.2204, byte miss ratio 0.2204
result/tencentBlock.ns14659.oracleGeneral.zst Clock cache size     5207, 2524765 req, miss ratio 0.1825, byte miss ratio 0.1825
result/tencentBlock.ns14659.oracleGeneral.zst Clock cache size    17358, 2524765 req, miss ratio 0.1662, byte miss ratio 0.1662
result/tencentBlock.ns14659.oracleGeneral.zst Clock cache size    34716, 2524765 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns14659.oracleGeneral.zst Clock cache size    69432, 2524765 req, miss ratio 0.0800, byte miss ratio 0.0800
result/tencentBlock.ns14659.oracleGeneral.zst Clock cache size   138864, 2524765 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns14659.oracleGeneral.zst LRU cache size      173, 2524765 req, miss ratio 0.5614, byte miss ratio 0.5614
result/tencentBlock.ns14659.oracleGeneral.zst LRU cache size      520, 2524765 req, miss ratio 0.2491, byte miss ratio 0.2491
result/tencentBlock.ns14659.oracleGeneral.zst LRU cache size     1735, 2524765 req, miss ratio 0.2215, byte miss ratio 0.2215
result/tencentBlock.ns14659.oracleGeneral.zst LRU cache size     5207, 2524765 req, miss ratio 0.1856, byte miss ratio 0.1856
result/tencentBlock.ns14659.oracleGeneral.zst LRU cache size    17358, 2524765 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns14659.oracleGeneral.zst LRU cache size    34716, 2524765 req, miss ratio 0.1170, byte miss ratio 0.1170
result/tencentBlock.ns14659.oracleGeneral.zst LRU cache size    69432, 2524765 req, miss ratio 0.0785, byte miss ratio 0.0785
result/tencentBlock.ns14659.oracleGeneral.zst LRU cache size   138864, 2524765 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns14659.oracleGeneral.zst FIFO cache size      173, 2524765 req, miss ratio 0.6301, byte miss ratio 0.6301
result/tencentBlock.ns14659.oracleGeneral.zst FIFO cache size      520, 2524765 req, miss ratio 0.3565, byte miss ratio 0.3565
result/tencentBlock.ns14659.oracleGeneral.zst FIFO cache size     1735, 2524765 req, miss ratio 0.2512, byte miss ratio 0.2512
result/tencentBlock.ns14659.oracleGeneral.zst FIFO cache size     5207, 2524765 req, miss ratio 0.2061, byte miss ratio 0.2061
result/tencentBlock.ns14659.oracleGeneral.zst FIFO cache size    17358, 2524765 req, miss ratio 0.1570, byte miss ratio 0.1570
result/tencentBlock.ns14659.oracleGeneral.zst FIFO cache size    34716, 2524765 req, miss ratio 0.1256, byte miss ratio 0.1256
result/tencentBlock.ns14659.oracleGeneral.zst FIFO cache size    69432, 2524765 req, miss ratio 0.0944, byte miss ratio 0.0944
result/tencentBlock.ns14659.oracleGeneral.zst FIFO cache size   138864, 2524765 req, miss ratio 0.0749, byte miss ratio 0.0749
result/tencentBlock.ns14659.oracleGeneral.zst LHD cache size      173, 2524765 req, miss ratio 0.3992, byte miss ratio 0.3992
result/tencentBlock.ns14659.oracleGeneral.zst LHD cache size      520, 2524765 req, miss ratio 0.2484, byte miss ratio 0.2484
result/tencentBlock.ns14659.oracleGeneral.zst LHD cache size     1735, 2524765 req, miss ratio 0.2147, byte miss ratio 0.2147
result/tencentBlock.ns14659.oracleGeneral.zst LHD cache size     5207, 2524765 req, miss ratio 0.1779, byte miss ratio 0.1779
result/tencentBlock.ns14659.oracleGeneral.zst LHD cache size    17358, 2524765 req, miss ratio 0.1484, byte miss ratio 0.1484
result/tencentBlock.ns14659.oracleGeneral.zst LHD cache size    34716, 2524765 req, miss ratio 0.1123, byte miss ratio 0.1123
result/tencentBlock.ns14659.oracleGeneral.zst LHD cache size    69432, 2524765 req, miss ratio 0.0769, byte miss ratio 0.0769
result/tencentBlock.ns14659.oracleGeneral.zst LHD cache size   138864, 2524765 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns14659.oracleGeneral.zst ARC cache size      173, 2524765 req, miss ratio 0.4150, byte miss ratio 0.4150
result/tencentBlock.ns14659.oracleGeneral.zst ARC cache size      520, 2524765 req, miss ratio 0.2460, byte miss ratio 0.2460
result/tencentBlock.ns14659.oracleGeneral.zst ARC cache size     1735, 2524765 req, miss ratio 0.1942, byte miss ratio 0.1942
result/tencentBlock.ns14659.oracleGeneral.zst ARC cache size     5207, 2524765 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns14659.oracleGeneral.zst ARC cache size    17358, 2524765 req, miss ratio 0.1468, byte miss ratio 0.1468
result/tencentBlock.ns14659.oracleGeneral.zst ARC cache size    34716, 2524765 req, miss ratio 0.1125, byte miss ratio 0.1125
result/tencentBlock.ns14659.oracleGeneral.zst ARC cache size    69432, 2524765 req, miss ratio 0.0749, byte miss ratio 0.0749
result/tencentBlock.ns14659.oracleGeneral.zst ARC cache size   138864, 2524765 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns14659.oracleGeneral.zst Cacheus cache size      173, 2524765 req, miss ratio 0.5416, byte miss ratio 0.5416
result/tencentBlock.ns14659.oracleGeneral.zst Cacheus cache size      520, 2524765 req, miss ratio 0.2474, byte miss ratio 0.2474
result/tencentBlock.ns14659.oracleGeneral.zst Cacheus cache size     1735, 2524765 req, miss ratio 0.2059, byte miss ratio 0.2059
result/tencentBlock.ns14659.oracleGeneral.zst Cacheus cache size     5207, 2524765 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns14659.oracleGeneral.zst Cacheus cache size    17358, 2524765 req, miss ratio 0.1537, byte miss ratio 0.1537
result/tencentBlock.ns14659.oracleGeneral.zst Cacheus cache size    34716, 2524765 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns14659.oracleGeneral.zst Cacheus cache size    69432, 2524765 req, miss ratio 0.0796, byte miss ratio 0.0796
result/tencentBlock.ns14659.oracleGeneral.zst Cacheus cache size   138864, 2524765 req, miss ratio 0.0693, byte miss ratio 0.0693
result/tencentBlock.ns14659.oracleGeneral.zst clock2 cache size      173, 2524765 req, miss ratio 0.4627, byte miss ratio 0.4627
result/tencentBlock.ns14659.oracleGeneral.zst clock2 cache size      520, 2524765 req, miss ratio 0.2487, byte miss ratio 0.2487
result/tencentBlock.ns14659.oracleGeneral.zst clock2 cache size     1735, 2524765 req, miss ratio 0.2196, byte miss ratio 0.2196
result/tencentBlock.ns14659.oracleGeneral.zst clock2 cache size     5207, 2524765 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns14659.oracleGeneral.zst clock2 cache size    17358, 2524765 req, miss ratio 0.1679, byte miss ratio 0.1679
result/tencentBlock.ns14659.oracleGeneral.zst clock2 cache size    34716, 2524765 req, miss ratio 0.1251, byte miss ratio 0.1251
result/tencentBlock.ns14659.oracleGeneral.zst clock2 cache size    69432, 2524765 req, miss ratio 0.0782, byte miss ratio 0.0782
result/tencentBlock.ns14659.oracleGeneral.zst clock2 cache size   138864, 2524765 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns14659.oracleGeneral.zst LIRS cache size      173, 2524765 req, miss ratio 0.3375, byte miss ratio 0.3375
result/tencentBlock.ns14659.oracleGeneral.zst LIRS cache size      520, 2524765 req, miss ratio 0.2598, byte miss ratio 0.2598
result/tencentBlock.ns14659.oracleGeneral.zst LIRS cache size     1735, 2524765 req, miss ratio 0.1973, byte miss ratio 0.1973
result/tencentBlock.ns14659.oracleGeneral.zst LIRS cache size     5207, 2524765 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns14659.oracleGeneral.zst LIRS cache size    17358, 2524765 req, miss ratio 0.1462, byte miss ratio 0.1462
result/tencentBlock.ns14659.oracleGeneral.zst LIRS cache size    34716, 2524765 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns14659.oracleGeneral.zst LIRS cache size    69432, 2524765 req, miss ratio 0.0771, byte miss ratio 0.0771
result/tencentBlock.ns14659.oracleGeneral.zst LIRS cache size   138864, 2524765 req, miss ratio 0.0697, byte miss ratio 0.0697
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-1 cache size      173, 2524765 req, miss ratio 0.3657, byte miss ratio 0.3657
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-1 cache size      520, 2524765 req, miss ratio 0.2454, byte miss ratio 0.2454
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-1 cache size     1735, 2524765 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-1 cache size     5207, 2524765 req, miss ratio 0.1760, byte miss ratio 0.1760
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-1 cache size    17358, 2524765 req, miss ratio 0.1475, byte miss ratio 0.1475
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-1 cache size    34716, 2524765 req, miss ratio 0.1127, byte miss ratio 0.1127
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-1 cache size    69432, 2524765 req, miss ratio 0.0761, byte miss ratio 0.0761
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-1 cache size   138864, 2524765 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns14659.oracleGeneral.zst LeCaR cache size      173, 2524765 req, miss ratio 0.4443, byte miss ratio 0.4443
result/tencentBlock.ns14659.oracleGeneral.zst LeCaR cache size      520, 2524765 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns14659.oracleGeneral.zst LeCaR cache size     1735, 2524765 req, miss ratio 0.2210, byte miss ratio 0.2210
result/tencentBlock.ns14659.oracleGeneral.zst LeCaR cache size     5207, 2524765 req, miss ratio 0.1777, byte miss ratio 0.1777
result/tencentBlock.ns14659.oracleGeneral.zst LeCaR cache size    17358, 2524765 req, miss ratio 0.1433, byte miss ratio 0.1433
result/tencentBlock.ns14659.oracleGeneral.zst LeCaR cache size    34716, 2524765 req, miss ratio 0.1135, byte miss ratio 0.1135
result/tencentBlock.ns14659.oracleGeneral.zst LeCaR cache size    69432, 2524765 req, miss ratio 0.0762, byte miss ratio 0.0762
result/tencentBlock.ns14659.oracleGeneral.zst LeCaR cache size   138864, 2524765 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-d-1 cache size      173, 2524765 req, miss ratio 0.3651, byte miss ratio 0.3651
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-d-1 cache size      520, 2524765 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-d-1 cache size     1735, 2524765 req, miss ratio 0.1834, byte miss ratio 0.1834
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-d-1 cache size     5207, 2524765 req, miss ratio 0.1760, byte miss ratio 0.1760
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-d-1 cache size    17358, 2524765 req, miss ratio 0.1474, byte miss ratio 0.1474
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-d-1 cache size    34716, 2524765 req, miss ratio 0.1133, byte miss ratio 0.1133
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-d-1 cache size    69432, 2524765 req, miss ratio 0.0761, byte miss ratio 0.0761
result/tencentBlock.ns14659.oracleGeneral.zst S3FIFO-d-1 cache size   138864, 2524765 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns14659.oracleGeneral.zst LRB cache size      173, 2524765 req, miss ratio 0.3759, byte miss ratio 0.3759
result/tencentBlock.ns14659.oracleGeneral.zst LRB cache size      520, 2524765 req, miss ratio 0.2505, byte miss ratio 0.2505
result/tencentBlock.ns14659.oracleGeneral.zst LRB cache size     1735, 2524765 req, miss ratio 0.1936, byte miss ratio 0.1936
