result/tencentBlock.ns3626.oracleGeneral.zst Clock cache size      403, 4926406 req, miss ratio 0.5497, byte miss ratio 0.5497
result/tencentBlock.ns3626.oracleGeneral.zst Clock cache size     1209, 4926406 req, miss ratio 0.5105, byte miss ratio 0.5105
result/tencentBlock.ns3626.oracleGeneral.zst Clock cache size     4030, 4926406 req, miss ratio 0.4318, byte miss ratio 0.4318
result/tencentBlock.ns3626.oracleGeneral.zst Clock cache size    12090, 4926406 req, miss ratio 0.3697, byte miss ratio 0.3697
result/tencentBlock.ns3626.oracleGeneral.zst Clock cache size    40300, 4926406 req, miss ratio 0.2844, byte miss ratio 0.2844
result/tencentBlock.ns3626.oracleGeneral.zst Clock cache size    80600, 4926406 req, miss ratio 0.2370, byte miss ratio 0.2370
result/tencentBlock.ns3626.oracleGeneral.zst Clock cache size   161200, 4926406 req, miss ratio 0.1317, byte miss ratio 0.1317
result/tencentBlock.ns3626.oracleGeneral.zst Clock cache size   322400, 4926406 req, miss ratio 0.0828, byte miss ratio 0.0828
result/tencentBlock.ns3626.oracleGeneral.zst LRU cache size      403, 4926406 req, miss ratio 0.5544, byte miss ratio 0.5544
result/tencentBlock.ns3626.oracleGeneral.zst LRU cache size     1209, 4926406 req, miss ratio 0.5134, byte miss ratio 0.5134
result/tencentBlock.ns3626.oracleGeneral.zst LRU cache size     4030, 4926406 req, miss ratio 0.4362, byte miss ratio 0.4362
result/tencentBlock.ns3626.oracleGeneral.zst LRU cache size    12090, 4926406 req, miss ratio 0.3749, byte miss ratio 0.3749
result/tencentBlock.ns3626.oracleGeneral.zst LRU cache size    40300, 4926406 req, miss ratio 0.2865, byte miss ratio 0.2865
result/tencentBlock.ns3626.oracleGeneral.zst LRU cache size    80600, 4926406 req, miss ratio 0.2398, byte miss ratio 0.2398
result/tencentBlock.ns3626.oracleGeneral.zst LRU cache size   161200, 4926406 req, miss ratio 0.1313, byte miss ratio 0.1313
result/tencentBlock.ns3626.oracleGeneral.zst LRU cache size   322400, 4926406 req, miss ratio 0.0830, byte miss ratio 0.0830
result/tencentBlock.ns3626.oracleGeneral.zst ARC cache size      403, 4926406 req, miss ratio 0.5179, byte miss ratio 0.5179
