result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-1 cache size      107, 4558306 req, miss ratio 0.6987, byte miss ratio 0.6987
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-1 cache size      321, 4558306 req, miss ratio 0.6526, byte miss ratio 0.6526
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-1 cache size     1072, 4558306 req, miss ratio 0.6316, byte miss ratio 0.6316
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-1 cache size     3217, 4558306 req, miss ratio 0.6232, byte miss ratio 0.6232
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-1 cache size    10725, 4558306 req, miss ratio 0.2900, byte miss ratio 0.2900
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-1 cache size    21450, 4558306 req, miss ratio 0.1122, byte miss ratio 0.1122
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-1 cache size    42900, 4558306 req, miss ratio 0.0961, byte miss ratio 0.0961
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-1 cache size    85800, 4558306 req, miss ratio 0.0248, byte miss ratio 0.0248
result/tencentBlock.ns3521.oracleGeneral.zst FIFO cache size      107, 4558306 req, miss ratio 0.7741, byte miss ratio 0.7741
result/tencentBlock.ns3521.oracleGeneral.zst FIFO cache size      321, 4558306 req, miss ratio 0.7186, byte miss ratio 0.7186
result/tencentBlock.ns3521.oracleGeneral.zst FIFO cache size     1072, 4558306 req, miss ratio 0.6705, byte miss ratio 0.6705
result/tencentBlock.ns3521.oracleGeneral.zst FIFO cache size     3217, 4558306 req, miss ratio 0.6501, byte miss ratio 0.6501
result/tencentBlock.ns3521.oracleGeneral.zst FIFO cache size    10725, 4558306 req, miss ratio 0.6416, byte miss ratio 0.6416
result/tencentBlock.ns3521.oracleGeneral.zst FIFO cache size    21450, 4558306 req, miss ratio 0.2420, byte miss ratio 0.2420
result/tencentBlock.ns3521.oracleGeneral.zst FIFO cache size    42900, 4558306 req, miss ratio 0.1472, byte miss ratio 0.1472
result/tencentBlock.ns3521.oracleGeneral.zst FIFO cache size    85800, 4558306 req, miss ratio 0.0399, byte miss ratio 0.0399
result/tencentBlock.ns3521.oracleGeneral.zst Clock cache size      107, 4558306 req, miss ratio 0.7412, byte miss ratio 0.7412
result/tencentBlock.ns3521.oracleGeneral.zst Clock cache size      321, 4558306 req, miss ratio 0.6884, byte miss ratio 0.6884
result/tencentBlock.ns3521.oracleGeneral.zst Clock cache size     1072, 4558306 req, miss ratio 0.6511, byte miss ratio 0.6511
result/tencentBlock.ns3521.oracleGeneral.zst Clock cache size     3217, 4558306 req, miss ratio 0.6421, byte miss ratio 0.6421
result/tencentBlock.ns3521.oracleGeneral.zst Clock cache size    10725, 4558306 req, miss ratio 0.6304, byte miss ratio 0.6304
result/tencentBlock.ns3521.oracleGeneral.zst Clock cache size    21450, 4558306 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns3521.oracleGeneral.zst Clock cache size    42900, 4558306 req, miss ratio 0.1113, byte miss ratio 0.1113
result/tencentBlock.ns3521.oracleGeneral.zst Clock cache size    85800, 4558306 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns3521.oracleGeneral.zst LHD cache size      107, 4558306 req, miss ratio 0.7185, byte miss ratio 0.7185
result/tencentBlock.ns3521.oracleGeneral.zst LHD cache size      321, 4558306 req, miss ratio 0.6699, byte miss ratio 0.6699
result/tencentBlock.ns3521.oracleGeneral.zst LHD cache size     1072, 4558306 req, miss ratio 0.6420, byte miss ratio 0.6420
result/tencentBlock.ns3521.oracleGeneral.zst LHD cache size     3217, 4558306 req, miss ratio 0.5934, byte miss ratio 0.5934
result/tencentBlock.ns3521.oracleGeneral.zst LHD cache size    10725, 4558306 req, miss ratio 0.2845, byte miss ratio 0.2845
result/tencentBlock.ns3521.oracleGeneral.zst LHD cache size    21450, 4558306 req, miss ratio 0.1210, byte miss ratio 0.1210
result/tencentBlock.ns3521.oracleGeneral.zst LHD cache size    42900, 4558306 req, miss ratio 0.0892, byte miss ratio 0.0892
result/tencentBlock.ns3521.oracleGeneral.zst LHD cache size    85800, 4558306 req, miss ratio 0.0300, byte miss ratio 0.0300
result/tencentBlock.ns3521.oracleGeneral.zst clock2 cache size      107, 4558306 req, miss ratio 0.7379, byte miss ratio 0.7379
result/tencentBlock.ns3521.oracleGeneral.zst clock2 cache size      321, 4558306 req, miss ratio 0.6892, byte miss ratio 0.6892
result/tencentBlock.ns3521.oracleGeneral.zst clock2 cache size     1072, 4558306 req, miss ratio 0.6478, byte miss ratio 0.6478
result/tencentBlock.ns3521.oracleGeneral.zst clock2 cache size     3217, 4558306 req, miss ratio 0.6396, byte miss ratio 0.6396
result/tencentBlock.ns3521.oracleGeneral.zst clock2 cache size    10725, 4558306 req, miss ratio 0.6291, byte miss ratio 0.6291
result/tencentBlock.ns3521.oracleGeneral.zst clock2 cache size    21450, 4558306 req, miss ratio 0.1229, byte miss ratio 0.1229
result/tencentBlock.ns3521.oracleGeneral.zst clock2 cache size    42900, 4558306 req, miss ratio 0.1093, byte miss ratio 0.1093
result/tencentBlock.ns3521.oracleGeneral.zst clock2 cache size    85800, 4558306 req, miss ratio 0.0251, byte miss ratio 0.0251
result/tencentBlock.ns3521.oracleGeneral.zst LIRS cache size      107, 4558306 req, miss ratio 0.6989, byte miss ratio 0.6989
result/tencentBlock.ns3521.oracleGeneral.zst LIRS cache size      321, 4558306 req, miss ratio 0.6560, byte miss ratio 0.6560
result/tencentBlock.ns3521.oracleGeneral.zst LIRS cache size     1072, 4558306 req, miss ratio 0.6367, byte miss ratio 0.6367
result/tencentBlock.ns3521.oracleGeneral.zst LIRS cache size     3217, 4558306 req, miss ratio 0.5826, byte miss ratio 0.5826
result/tencentBlock.ns3521.oracleGeneral.zst LIRS cache size    10725, 4558306 req, miss ratio 0.1722, byte miss ratio 0.1722
result/tencentBlock.ns3521.oracleGeneral.zst LIRS cache size    21450, 4558306 req, miss ratio 0.1097, byte miss ratio 0.1097
result/tencentBlock.ns3521.oracleGeneral.zst LIRS cache size    42900, 4558306 req, miss ratio 0.0933, byte miss ratio 0.0933
result/tencentBlock.ns3521.oracleGeneral.zst LIRS cache size    85800, 4558306 req, miss ratio 0.0246, byte miss ratio 0.0246
result/tencentBlock.ns3521.oracleGeneral.zst Cacheus cache size      107, 4558306 req, miss ratio 0.7020, byte miss ratio 0.7020
result/tencentBlock.ns3521.oracleGeneral.zst Cacheus cache size      321, 4558306 req, miss ratio 0.6587, byte miss ratio 0.6587
result/tencentBlock.ns3521.oracleGeneral.zst Cacheus cache size     1072, 4558306 req, miss ratio 0.6333, byte miss ratio 0.6333
result/tencentBlock.ns3521.oracleGeneral.zst Cacheus cache size     3217, 4558306 req, miss ratio 0.6197, byte miss ratio 0.6197
result/tencentBlock.ns3521.oracleGeneral.zst Cacheus cache size    10725, 4558306 req, miss ratio 0.5539, byte miss ratio 0.5539
result/tencentBlock.ns3521.oracleGeneral.zst Cacheus cache size    21450, 4558306 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns3521.oracleGeneral.zst Cacheus cache size    42900, 4558306 req, miss ratio 0.0910, byte miss ratio 0.0910
result/tencentBlock.ns3521.oracleGeneral.zst Cacheus cache size    85800, 4558306 req, miss ratio 0.0259, byte miss ratio 0.0259
result/tencentBlock.ns3521.oracleGeneral.zst ARC cache size      107, 4558306 req, miss ratio 0.6954, byte miss ratio 0.6954
result/tencentBlock.ns3521.oracleGeneral.zst ARC cache size      321, 4558306 req, miss ratio 0.6544, byte miss ratio 0.6544
result/tencentBlock.ns3521.oracleGeneral.zst ARC cache size     1072, 4558306 req, miss ratio 0.6322, byte miss ratio 0.6322
result/tencentBlock.ns3521.oracleGeneral.zst ARC cache size     3217, 4558306 req, miss ratio 0.6254, byte miss ratio 0.6254
result/tencentBlock.ns3521.oracleGeneral.zst ARC cache size    10725, 4558306 req, miss ratio 0.5999, byte miss ratio 0.5999
result/tencentBlock.ns3521.oracleGeneral.zst ARC cache size    21450, 4558306 req, miss ratio 0.1098, byte miss ratio 0.1098
result/tencentBlock.ns3521.oracleGeneral.zst ARC cache size    42900, 4558306 req, miss ratio 0.1014, byte miss ratio 0.1014
result/tencentBlock.ns3521.oracleGeneral.zst ARC cache size    85800, 4558306 req, miss ratio 0.0245, byte miss ratio 0.0245
result/tencentBlock.ns3521.oracleGeneral.zst LeCaR cache size      107, 4558306 req, miss ratio 0.7366, byte miss ratio 0.7366
result/tencentBlock.ns3521.oracleGeneral.zst LeCaR cache size      321, 4558306 req, miss ratio 0.6789, byte miss ratio 0.6789
result/tencentBlock.ns3521.oracleGeneral.zst LeCaR cache size     1072, 4558306 req, miss ratio 0.6411, byte miss ratio 0.6411
result/tencentBlock.ns3521.oracleGeneral.zst LeCaR cache size     3217, 4558306 req, miss ratio 0.6309, byte miss ratio 0.6309
result/tencentBlock.ns3521.oracleGeneral.zst LeCaR cache size    10725, 4558306 req, miss ratio 0.6313, byte miss ratio 0.6313
result/tencentBlock.ns3521.oracleGeneral.zst LeCaR cache size    21450, 4558306 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns3521.oracleGeneral.zst LeCaR cache size    42900, 4558306 req, miss ratio 0.1043, byte miss ratio 0.1043
result/tencentBlock.ns3521.oracleGeneral.zst LeCaR cache size    85800, 4558306 req, miss ratio 0.0253, byte miss ratio 0.0253
result/tencentBlock.ns3521.oracleGeneral.zst LRU cache size      107, 4558306 req, miss ratio 0.7471, byte miss ratio 0.7471
result/tencentBlock.ns3521.oracleGeneral.zst LRU cache size      321, 4558306 req, miss ratio 0.6971, byte miss ratio 0.6971
result/tencentBlock.ns3521.oracleGeneral.zst LRU cache size     1072, 4558306 req, miss ratio 0.6536, byte miss ratio 0.6536
result/tencentBlock.ns3521.oracleGeneral.zst LRU cache size     3217, 4558306 req, miss ratio 0.6430, byte miss ratio 0.6430
result/tencentBlock.ns3521.oracleGeneral.zst LRU cache size    10725, 4558306 req, miss ratio 0.6350, byte miss ratio 0.6350
result/tencentBlock.ns3521.oracleGeneral.zst LRU cache size    21450, 4558306 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns3521.oracleGeneral.zst LRU cache size    42900, 4558306 req, miss ratio 0.1055, byte miss ratio 0.1055
result/tencentBlock.ns3521.oracleGeneral.zst LRU cache size    85800, 4558306 req, miss ratio 0.0299, byte miss ratio 0.0299
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-d-1 cache size      107, 4558306 req, miss ratio 0.6982, byte miss ratio 0.6982
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-d-1 cache size      321, 4558306 req, miss ratio 0.6516, byte miss ratio 0.6516
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-d-1 cache size     1072, 4558306 req, miss ratio 0.6314, byte miss ratio 0.6314
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-d-1 cache size     3217, 4558306 req, miss ratio 0.6232, byte miss ratio 0.6232
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-d-1 cache size    10725, 4558306 req, miss ratio 0.2358, byte miss ratio 0.2358
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-d-1 cache size    21450, 4558306 req, miss ratio 0.1119, byte miss ratio 0.1119
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-d-1 cache size    42900, 4558306 req, miss ratio 0.0953, byte miss ratio 0.0953
result/tencentBlock.ns3521.oracleGeneral.zst S3FIFO-d-1 cache size    85800, 4558306 req, miss ratio 0.0248, byte miss ratio 0.0248
result/tencentBlock.ns3521.oracleGeneral.zst LRB cache size      107, 4558306 req, miss ratio 0.7268, byte miss ratio 0.7268
result/tencentBlock.ns3521.oracleGeneral.zst LRB cache size      321, 4558306 req, miss ratio 0.6626, byte miss ratio 0.6626
result/tencentBlock.ns3521.oracleGeneral.zst LRB cache size     1072, 4558306 req, miss ratio 0.6181, byte miss ratio 0.6181
result/tencentBlock.ns3521.oracleGeneral.zst LRB cache size     3217, 4558306 req, miss ratio 0.5268, byte miss ratio 0.5268
result/tencentBlock.ns3521.oracleGeneral.zst LRB cache size    10725, 4558306 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns3521.oracleGeneral.zst LRB cache size    21450, 4558306 req, miss ratio 0.1078, byte miss ratio 0.1078
result/tencentBlock.ns3521.oracleGeneral.zst LRB cache size    42900, 4558306 req, miss ratio 0.0754, byte miss ratio 0.0754
result/tencentBlock.ns3521.oracleGeneral.zst LRB cache size    85800, 4558306 req, miss ratio 0.0303, byte miss ratio 0.0303
result/tencentBlock.ns3521.oracleGeneral.zst TwoQ cache size      107, 4558306 req, miss ratio 0.7161, byte miss ratio 0.7161
result/tencentBlock.ns3521.oracleGeneral.zst TwoQ cache size      321, 4558306 req, miss ratio 0.6536, byte miss ratio 0.6536
result/tencentBlock.ns3521.oracleGeneral.zst TwoQ cache size     1072, 4558306 req, miss ratio 0.6329, byte miss ratio 0.6329
result/tencentBlock.ns3521.oracleGeneral.zst TwoQ cache size     3217, 4558306 req, miss ratio 0.6284, byte miss ratio 0.6284
result/tencentBlock.ns3521.oracleGeneral.zst TwoQ cache size    10725, 4558306 req, miss ratio 0.3923, byte miss ratio 0.3923
result/tencentBlock.ns3521.oracleGeneral.zst TwoQ cache size    21450, 4558306 req, miss ratio 0.1198, byte miss ratio 0.1198
result/tencentBlock.ns3521.oracleGeneral.zst TwoQ cache size    42900, 4558306 req, miss ratio 0.1055, byte miss ratio 0.1055
result/tencentBlock.ns3521.oracleGeneral.zst TwoQ cache size    85800, 4558306 req, miss ratio 0.0417, byte miss ratio 0.0417
result/tencentBlock.ns3521.oracleGeneral.zst S4LRU(25:25:25:25) cache size      107, 4558306 req, miss ratio 0.7141, byte miss ratio 0.7141
result/tencentBlock.ns3521.oracleGeneral.zst S4LRU(25:25:25:25) cache size      321, 4558306 req, miss ratio 0.6678, byte miss ratio 0.6678
