result/tencentBlock.ns10825.oracleGeneral.zst ARC cache size      243, 3951100 req, miss ratio 0.3417, byte miss ratio 0.3417
result/tencentBlock.ns10825.oracleGeneral.zst ARC cache size      730, 3951100 req, miss ratio 0.3096, byte miss ratio 0.3096
result/tencentBlock.ns10825.oracleGeneral.zst ARC cache size     2435, 3951100 req, miss ratio 0.2955, byte miss ratio 0.2955
result/tencentBlock.ns10825.oracleGeneral.zst ARC cache size     7306, 3951100 req, miss ratio 0.2784, byte miss ratio 0.2784
result/tencentBlock.ns10825.oracleGeneral.zst ARC cache size    24356, 3951100 req, miss ratio 0.2038, byte miss ratio 0.2038
result/tencentBlock.ns10825.oracleGeneral.zst ARC cache size    48712, 3951100 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns10825.oracleGeneral.zst ARC cache size    97424, 3951100 req, miss ratio 0.0715, byte miss ratio 0.0715
result/tencentBlock.ns10825.oracleGeneral.zst ARC cache size   194849, 3951100 req, miss ratio 0.0645, byte miss ratio 0.0645
result/tencentBlock.ns10825.oracleGeneral.zst Cacheus cache size      243, 3951100 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns10825.oracleGeneral.zst Cacheus cache size      730, 3951100 req, miss ratio 0.3102, byte miss ratio 0.3102
result/tencentBlock.ns10825.oracleGeneral.zst Cacheus cache size     2435, 3951100 req, miss ratio 0.2962, byte miss ratio 0.2962
result/tencentBlock.ns10825.oracleGeneral.zst Cacheus cache size     7306, 3951100 req, miss ratio 0.2769, byte miss ratio 0.2769
result/tencentBlock.ns10825.oracleGeneral.zst Cacheus cache size    24356, 3951100 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns10825.oracleGeneral.zst Cacheus cache size    48712, 3951100 req, miss ratio 0.1241, byte miss ratio 0.1241
result/tencentBlock.ns10825.oracleGeneral.zst Cacheus cache size    97424, 3951100 req, miss ratio 0.0743, byte miss ratio 0.0743
result/tencentBlock.ns10825.oracleGeneral.zst Cacheus cache size   194849, 3951100 req, miss ratio 0.0645, byte miss ratio 0.0645
result/tencentBlock.ns10825.oracleGeneral.zst Clock cache size      243, 3951100 req, miss ratio 0.3874, byte miss ratio 0.3874
result/tencentBlock.ns10825.oracleGeneral.zst Clock cache size      730, 3951100 req, miss ratio 0.3233, byte miss ratio 0.3233
result/tencentBlock.ns10825.oracleGeneral.zst Clock cache size     2435, 3951100 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns10825.oracleGeneral.zst Clock cache size     7306, 3951100 req, miss ratio 0.2919, byte miss ratio 0.2919
result/tencentBlock.ns10825.oracleGeneral.zst Clock cache size    24356, 3951100 req, miss ratio 0.2221, byte miss ratio 0.2221
result/tencentBlock.ns10825.oracleGeneral.zst Clock cache size    48712, 3951100 req, miss ratio 0.1409, byte miss ratio 0.1409
result/tencentBlock.ns10825.oracleGeneral.zst Clock cache size    97424, 3951100 req, miss ratio 0.0768, byte miss ratio 0.0768
