result/tencentBlock.ns6448.oracleGeneral.zst Cacheus cache size      100, 3521581 req, miss ratio 0.2327, byte miss ratio 0.2327
result/tencentBlock.ns6448.oracleGeneral.zst Cacheus cache size      302, 3521581 req, miss ratio 0.1737, byte miss ratio 0.1737
result/tencentBlock.ns6448.oracleGeneral.zst Cacheus cache size     1008, 3521581 req, miss ratio 0.1443, byte miss ratio 0.1443
result/tencentBlock.ns6448.oracleGeneral.zst Cacheus cache size     3026, 3521581 req, miss ratio 0.1388, byte miss ratio 0.1388
result/tencentBlock.ns6448.oracleGeneral.zst Cacheus cache size    10088, 3521581 req, miss ratio 0.1265, byte miss ratio 0.1265
result/tencentBlock.ns6448.oracleGeneral.zst Cacheus cache size    20176, 3521581 req, miss ratio 0.1144, byte miss ratio 0.1144
result/tencentBlock.ns6448.oracleGeneral.zst Cacheus cache size    40353, 3521581 req, miss ratio 0.0750, byte miss ratio 0.0750
result/tencentBlock.ns6448.oracleGeneral.zst Cacheus cache size    80707, 3521581 req, miss ratio 0.0318, byte miss ratio 0.0318
result/tencentBlock.ns6448.oracleGeneral.zst FIFO cache size      100, 3521581 req, miss ratio 0.3627, byte miss ratio 0.3627
result/tencentBlock.ns6448.oracleGeneral.zst FIFO cache size      302, 3521581 req, miss ratio 0.2299, byte miss ratio 0.2299
result/tencentBlock.ns6448.oracleGeneral.zst FIFO cache size     1008, 3521581 req, miss ratio 0.1710, byte miss ratio 0.1710
result/tencentBlock.ns6448.oracleGeneral.zst FIFO cache size     3026, 3521581 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns6448.oracleGeneral.zst FIFO cache size    10088, 3521581 req, miss ratio 0.1347, byte miss ratio 0.1347
result/tencentBlock.ns6448.oracleGeneral.zst FIFO cache size    20176, 3521581 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns6448.oracleGeneral.zst FIFO cache size    40353, 3521581 req, miss ratio 0.0869, byte miss ratio 0.0869
result/tencentBlock.ns6448.oracleGeneral.zst FIFO cache size    80707, 3521581 req, miss ratio 0.0415, byte miss ratio 0.0415
result/tencentBlock.ns6448.oracleGeneral.zst LHD cache size      100, 3521581 req, miss ratio 0.2459, byte miss ratio 0.2459
result/tencentBlock.ns6448.oracleGeneral.zst LHD cache size      302, 3521581 req, miss ratio 0.1772, byte miss ratio 0.1772
result/tencentBlock.ns6448.oracleGeneral.zst LHD cache size     1008, 3521581 req, miss ratio 0.1475, byte miss ratio 0.1475
result/tencentBlock.ns6448.oracleGeneral.zst LHD cache size     3026, 3521581 req, miss ratio 0.1393, byte miss ratio 0.1393
result/tencentBlock.ns6448.oracleGeneral.zst LHD cache size    10088, 3521581 req, miss ratio 0.1222, byte miss ratio 0.1222
result/tencentBlock.ns6448.oracleGeneral.zst LHD cache size    20176, 3521581 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns6448.oracleGeneral.zst LHD cache size    40353, 3521581 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns6448.oracleGeneral.zst LHD cache size    80707, 3521581 req, miss ratio 0.0328, byte miss ratio 0.0328
result/tencentBlock.ns6448.oracleGeneral.zst LIRS cache size      100, 3521581 req, miss ratio 0.2232, byte miss ratio 0.2232
result/tencentBlock.ns6448.oracleGeneral.zst LIRS cache size      302, 3521581 req, miss ratio 0.1714, byte miss ratio 0.1714
result/tencentBlock.ns6448.oracleGeneral.zst LIRS cache size     1008, 3521581 req, miss ratio 0.1484, byte miss ratio 0.1484
result/tencentBlock.ns6448.oracleGeneral.zst LIRS cache size     3026, 3521581 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns6448.oracleGeneral.zst LIRS cache size    10088, 3521581 req, miss ratio 0.1218, byte miss ratio 0.1218
result/tencentBlock.ns6448.oracleGeneral.zst LIRS cache size    20176, 3521581 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns6448.oracleGeneral.zst LIRS cache size    40353, 3521581 req, miss ratio 0.0678, byte miss ratio 0.0678
result/tencentBlock.ns6448.oracleGeneral.zst LIRS cache size    80707, 3521581 req, miss ratio 0.0294, byte miss ratio 0.0294
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-1 cache size      100, 3521581 req, miss ratio 0.2318, byte miss ratio 0.2318
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-1 cache size      302, 3521581 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-1 cache size     1008, 3521581 req, miss ratio 0.1441, byte miss ratio 0.1441
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-1 cache size     3026, 3521581 req, miss ratio 0.1382, byte miss ratio 0.1382
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-1 cache size    10088, 3521581 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-1 cache size    20176, 3521581 req, miss ratio 0.1104, byte miss ratio 0.1104
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-1 cache size    40353, 3521581 req, miss ratio 0.0743, byte miss ratio 0.0743
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-1 cache size    80707, 3521581 req, miss ratio 0.0298, byte miss ratio 0.0298
result/tencentBlock.ns6448.oracleGeneral.zst LeCaR cache size      100, 3521581 req, miss ratio 0.2659, byte miss ratio 0.2659
result/tencentBlock.ns6448.oracleGeneral.zst LeCaR cache size      302, 3521581 req, miss ratio 0.1799, byte miss ratio 0.1799
result/tencentBlock.ns6448.oracleGeneral.zst LeCaR cache size     1008, 3521581 req, miss ratio 0.1494, byte miss ratio 0.1494
result/tencentBlock.ns6448.oracleGeneral.zst LeCaR cache size     3026, 3521581 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns6448.oracleGeneral.zst LeCaR cache size    10088, 3521581 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns6448.oracleGeneral.zst LeCaR cache size    20176, 3521581 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns6448.oracleGeneral.zst LeCaR cache size    40353, 3521581 req, miss ratio 0.0726, byte miss ratio 0.0726
result/tencentBlock.ns6448.oracleGeneral.zst LeCaR cache size    80707, 3521581 req, miss ratio 0.0303, byte miss ratio 0.0303
result/tencentBlock.ns6448.oracleGeneral.zst LRU cache size      100, 3521581 req, miss ratio 0.2990, byte miss ratio 0.2990
result/tencentBlock.ns6448.oracleGeneral.zst LRU cache size      302, 3521581 req, miss ratio 0.1879, byte miss ratio 0.1879
result/tencentBlock.ns6448.oracleGeneral.zst LRU cache size     1008, 3521581 req, miss ratio 0.1518, byte miss ratio 0.1518
result/tencentBlock.ns6448.oracleGeneral.zst LRU cache size     3026, 3521581 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns6448.oracleGeneral.zst LRU cache size    10088, 3521581 req, miss ratio 0.1277, byte miss ratio 0.1277
result/tencentBlock.ns6448.oracleGeneral.zst LRU cache size    20176, 3521581 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns6448.oracleGeneral.zst LRU cache size    40353, 3521581 req, miss ratio 0.0740, byte miss ratio 0.0740
result/tencentBlock.ns6448.oracleGeneral.zst LRU cache size    80707, 3521581 req, miss ratio 0.0324, byte miss ratio 0.0324
result/tencentBlock.ns6448.oracleGeneral.zst Clock cache size      100, 3521581 req, miss ratio 0.2873, byte miss ratio 0.2873
result/tencentBlock.ns6448.oracleGeneral.zst Clock cache size      302, 3521581 req, miss ratio 0.1852, byte miss ratio 0.1852
result/tencentBlock.ns6448.oracleGeneral.zst Clock cache size     1008, 3521581 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns6448.oracleGeneral.zst Clock cache size     3026, 3521581 req, miss ratio 0.1404, byte miss ratio 0.1404
result/tencentBlock.ns6448.oracleGeneral.zst Clock cache size    10088, 3521581 req, miss ratio 0.1273, byte miss ratio 0.1273
result/tencentBlock.ns6448.oracleGeneral.zst Clock cache size    20176, 3521581 req, miss ratio 0.1215, byte miss ratio 0.1215
result/tencentBlock.ns6448.oracleGeneral.zst Clock cache size    40353, 3521581 req, miss ratio 0.0763, byte miss ratio 0.0763
result/tencentBlock.ns6448.oracleGeneral.zst Clock cache size    80707, 3521581 req, miss ratio 0.0314, byte miss ratio 0.0314
result/tencentBlock.ns6448.oracleGeneral.zst ARC cache size      100, 3521581 req, miss ratio 0.2194, byte miss ratio 0.2194
result/tencentBlock.ns6448.oracleGeneral.zst ARC cache size      302, 3521581 req, miss ratio 0.1631, byte miss ratio 0.1631
result/tencentBlock.ns6448.oracleGeneral.zst ARC cache size     1008, 3521581 req, miss ratio 0.1441, byte miss ratio 0.1441
result/tencentBlock.ns6448.oracleGeneral.zst ARC cache size     3026, 3521581 req, miss ratio 0.1392, byte miss ratio 0.1392
result/tencentBlock.ns6448.oracleGeneral.zst ARC cache size    10088, 3521581 req, miss ratio 0.1213, byte miss ratio 0.1213
result/tencentBlock.ns6448.oracleGeneral.zst ARC cache size    20176, 3521581 req, miss ratio 0.1108, byte miss ratio 0.1108
result/tencentBlock.ns6448.oracleGeneral.zst ARC cache size    40353, 3521581 req, miss ratio 0.0723, byte miss ratio 0.0723
result/tencentBlock.ns6448.oracleGeneral.zst ARC cache size    80707, 3521581 req, miss ratio 0.0296, byte miss ratio 0.0296
result/tencentBlock.ns6448.oracleGeneral.zst clock2 cache size      100, 3521581 req, miss ratio 0.3011, byte miss ratio 0.3011
result/tencentBlock.ns6448.oracleGeneral.zst clock2 cache size      302, 3521581 req, miss ratio 0.1833, byte miss ratio 0.1833
result/tencentBlock.ns6448.oracleGeneral.zst clock2 cache size     1008, 3521581 req, miss ratio 0.1495, byte miss ratio 0.1495
result/tencentBlock.ns6448.oracleGeneral.zst clock2 cache size     3026, 3521581 req, miss ratio 0.1406, byte miss ratio 0.1406
result/tencentBlock.ns6448.oracleGeneral.zst clock2 cache size    10088, 3521581 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns6448.oracleGeneral.zst clock2 cache size    20176, 3521581 req, miss ratio 0.1188, byte miss ratio 0.1188
result/tencentBlock.ns6448.oracleGeneral.zst clock2 cache size    40353, 3521581 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns6448.oracleGeneral.zst clock2 cache size    80707, 3521581 req, miss ratio 0.0302, byte miss ratio 0.0302
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-d-1 cache size      100, 3521581 req, miss ratio 0.2314, byte miss ratio 0.2314
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-d-1 cache size      302, 3521581 req, miss ratio 0.1638, byte miss ratio 0.1638
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-d-1 cache size     1008, 3521581 req, miss ratio 0.1439, byte miss ratio 0.1439
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-d-1 cache size     3026, 3521581 req, miss ratio 0.1381, byte miss ratio 0.1381
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-d-1 cache size    10088, 3521581 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-d-1 cache size    20176, 3521581 req, miss ratio 0.1104, byte miss ratio 0.1104
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-d-1 cache size    40353, 3521581 req, miss ratio 0.0742, byte miss ratio 0.0742
result/tencentBlock.ns6448.oracleGeneral.zst S3FIFO-d-1 cache size    80707, 3521581 req, miss ratio 0.0298, byte miss ratio 0.0298
result/tencentBlock.ns6448.oracleGeneral.zst LRB cache size      100, 3521581 req, miss ratio 0.3016, byte miss ratio 0.3016
result/tencentBlock.ns6448.oracleGeneral.zst LRB cache size      302, 3521581 req, miss ratio 0.1791, byte miss ratio 0.1791
result/tencentBlock.ns6448.oracleGeneral.zst LRB cache size     1008, 3521581 req, miss ratio 0.1415, byte miss ratio 0.1415
result/tencentBlock.ns6448.oracleGeneral.zst LRB cache size     3026, 3521581 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns6448.oracleGeneral.zst LRB cache size    10088, 3521581 req, miss ratio 0.1188, byte miss ratio 0.1188
result/tencentBlock.ns6448.oracleGeneral.zst LRB cache size    20176, 3521581 req, miss ratio 0.1018, byte miss ratio 0.1018
result/tencentBlock.ns6448.oracleGeneral.zst LRB cache size    40353, 3521581 req, miss ratio 0.0656, byte miss ratio 0.0656
result/tencentBlock.ns6448.oracleGeneral.zst LRB cache size    80707, 3521581 req, miss ratio 0.0329, byte miss ratio 0.0329
