result/tencentBlock.ns14922.oracleGeneral.zst LeCaR cache size      138, 1319659 req, miss ratio 0.5056, byte miss ratio 0.5056
result/tencentBlock.ns14922.oracleGeneral.zst LeCaR cache size      414, 1319659 req, miss ratio 0.4897, byte miss ratio 0.4897
result/tencentBlock.ns14922.oracleGeneral.zst LeCaR cache size     1383, 1319659 req, miss ratio 0.4822, byte miss ratio 0.4822
result/tencentBlock.ns14922.oracleGeneral.zst LeCaR cache size     4149, 1319659 req, miss ratio 0.4702, byte miss ratio 0.4702
result/tencentBlock.ns14922.oracleGeneral.zst LeCaR cache size    13831, 1319659 req, miss ratio 0.4552, byte miss ratio 0.4552
result/tencentBlock.ns14922.oracleGeneral.zst LeCaR cache size    27663, 1319659 req, miss ratio 0.3896, byte miss ratio 0.3896
result/tencentBlock.ns14922.oracleGeneral.zst LeCaR cache size    55326, 1319659 req, miss ratio 0.2441, byte miss ratio 0.2441
result/tencentBlock.ns14922.oracleGeneral.zst LeCaR cache size   110653, 1319659 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns14922.oracleGeneral.zst LIRS cache size      138, 1319659 req, miss ratio 0.5495, byte miss ratio 0.5495
result/tencentBlock.ns14922.oracleGeneral.zst LIRS cache size      414, 1319659 req, miss ratio 0.5254, byte miss ratio 0.5254
result/tencentBlock.ns14922.oracleGeneral.zst LIRS cache size     1383, 1319659 req, miss ratio 0.4820, byte miss ratio 0.4820
result/tencentBlock.ns14922.oracleGeneral.zst LIRS cache size     4149, 1319659 req, miss ratio 0.4586, byte miss ratio 0.4586
result/tencentBlock.ns14922.oracleGeneral.zst LIRS cache size    13831, 1319659 req, miss ratio 0.4377, byte miss ratio 0.4377
result/tencentBlock.ns14922.oracleGeneral.zst LIRS cache size    27663, 1319659 req, miss ratio 0.3670, byte miss ratio 0.3670
result/tencentBlock.ns14922.oracleGeneral.zst LIRS cache size    55326, 1319659 req, miss ratio 0.2688, byte miss ratio 0.2688
result/tencentBlock.ns14922.oracleGeneral.zst LIRS cache size   110653, 1319659 req, miss ratio 0.1175, byte miss ratio 0.1175
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-1 cache size      138, 1319659 req, miss ratio 0.4960, byte miss ratio 0.4960
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-1 cache size      414, 1319659 req, miss ratio 0.4839, byte miss ratio 0.4839
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-1 cache size     1383, 1319659 req, miss ratio 0.4800, byte miss ratio 0.4800
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-1 cache size     4149, 1319659 req, miss ratio 0.4600, byte miss ratio 0.4600
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-1 cache size    13831, 1319659 req, miss ratio 0.4317, byte miss ratio 0.4317
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-1 cache size    27663, 1319659 req, miss ratio 0.3703, byte miss ratio 0.3703
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-1 cache size    55326, 1319659 req, miss ratio 0.2731, byte miss ratio 0.2731
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-1 cache size   110653, 1319659 req, miss ratio 0.1277, byte miss ratio 0.1277
result/tencentBlock.ns14922.oracleGeneral.zst Cacheus cache size      138, 1319659 req, miss ratio 0.4988, byte miss ratio 0.4988
result/tencentBlock.ns14922.oracleGeneral.zst Cacheus cache size      414, 1319659 req, miss ratio 0.4857, byte miss ratio 0.4857
result/tencentBlock.ns14922.oracleGeneral.zst Cacheus cache size     1383, 1319659 req, miss ratio 0.4799, byte miss ratio 0.4799
result/tencentBlock.ns14922.oracleGeneral.zst Cacheus cache size     4149, 1319659 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns14922.oracleGeneral.zst Cacheus cache size    13831, 1319659 req, miss ratio 0.4301, byte miss ratio 0.4301
result/tencentBlock.ns14922.oracleGeneral.zst Cacheus cache size    27663, 1319659 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns14922.oracleGeneral.zst Cacheus cache size    55326, 1319659 req, miss ratio 0.2901, byte miss ratio 0.2901
result/tencentBlock.ns14922.oracleGeneral.zst Cacheus cache size   110653, 1319659 req, miss ratio 0.1298, byte miss ratio 0.1298
result/tencentBlock.ns14922.oracleGeneral.zst FIFO cache size      138, 1319659 req, miss ratio 0.5941, byte miss ratio 0.5941
result/tencentBlock.ns14922.oracleGeneral.zst FIFO cache size      414, 1319659 req, miss ratio 0.5264, byte miss ratio 0.5264
result/tencentBlock.ns14922.oracleGeneral.zst FIFO cache size     1383, 1319659 req, miss ratio 0.4966, byte miss ratio 0.4966
result/tencentBlock.ns14922.oracleGeneral.zst FIFO cache size     4149, 1319659 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns14922.oracleGeneral.zst FIFO cache size    13831, 1319659 req, miss ratio 0.4648, byte miss ratio 0.4648
result/tencentBlock.ns14922.oracleGeneral.zst FIFO cache size    27663, 1319659 req, miss ratio 0.4141, byte miss ratio 0.4141
result/tencentBlock.ns14922.oracleGeneral.zst FIFO cache size    55326, 1319659 req, miss ratio 0.2977, byte miss ratio 0.2977
result/tencentBlock.ns14922.oracleGeneral.zst FIFO cache size   110653, 1319659 req, miss ratio 0.1507, byte miss ratio 0.1507
result/tencentBlock.ns14922.oracleGeneral.zst clock2 cache size      138, 1319659 req, miss ratio 0.5062, byte miss ratio 0.5062
result/tencentBlock.ns14922.oracleGeneral.zst clock2 cache size      414, 1319659 req, miss ratio 0.4899, byte miss ratio 0.4899
result/tencentBlock.ns14922.oracleGeneral.zst clock2 cache size     1383, 1319659 req, miss ratio 0.4827, byte miss ratio 0.4827
result/tencentBlock.ns14922.oracleGeneral.zst clock2 cache size     4149, 1319659 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns14922.oracleGeneral.zst clock2 cache size    13831, 1319659 req, miss ratio 0.4549, byte miss ratio 0.4549
result/tencentBlock.ns14922.oracleGeneral.zst clock2 cache size    27663, 1319659 req, miss ratio 0.4025, byte miss ratio 0.4025
result/tencentBlock.ns14922.oracleGeneral.zst clock2 cache size    55326, 1319659 req, miss ratio 0.3488, byte miss ratio 0.3488
result/tencentBlock.ns14922.oracleGeneral.zst clock2 cache size   110653, 1319659 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns14922.oracleGeneral.zst ARC cache size      138, 1319659 req, miss ratio 0.4959, byte miss ratio 0.4959
result/tencentBlock.ns14922.oracleGeneral.zst ARC cache size      414, 1319659 req, miss ratio 0.4850, byte miss ratio 0.4850
result/tencentBlock.ns14922.oracleGeneral.zst ARC cache size     1383, 1319659 req, miss ratio 0.4806, byte miss ratio 0.4806
result/tencentBlock.ns14922.oracleGeneral.zst ARC cache size     4149, 1319659 req, miss ratio 0.4610, byte miss ratio 0.4610
result/tencentBlock.ns14922.oracleGeneral.zst ARC cache size    13831, 1319659 req, miss ratio 0.4492, byte miss ratio 0.4492
result/tencentBlock.ns14922.oracleGeneral.zst ARC cache size    27663, 1319659 req, miss ratio 0.3845, byte miss ratio 0.3845
result/tencentBlock.ns14922.oracleGeneral.zst ARC cache size    55326, 1319659 req, miss ratio 0.3084, byte miss ratio 0.3084
result/tencentBlock.ns14922.oracleGeneral.zst ARC cache size   110653, 1319659 req, miss ratio 0.1231, byte miss ratio 0.1231
result/tencentBlock.ns14922.oracleGeneral.zst LRU cache size      138, 1319659 req, miss ratio 0.5084, byte miss ratio 0.5084
result/tencentBlock.ns14922.oracleGeneral.zst LRU cache size      414, 1319659 req, miss ratio 0.4914, byte miss ratio 0.4914
result/tencentBlock.ns14922.oracleGeneral.zst LRU cache size     1383, 1319659 req, miss ratio 0.4837, byte miss ratio 0.4837
result/tencentBlock.ns14922.oracleGeneral.zst LRU cache size     4149, 1319659 req, miss ratio 0.4752, byte miss ratio 0.4752
result/tencentBlock.ns14922.oracleGeneral.zst LRU cache size    13831, 1319659 req, miss ratio 0.4557, byte miss ratio 0.4557
result/tencentBlock.ns14922.oracleGeneral.zst LRU cache size    27663, 1319659 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns14922.oracleGeneral.zst LRU cache size    55326, 1319659 req, miss ratio 0.2499, byte miss ratio 0.2499
result/tencentBlock.ns14922.oracleGeneral.zst LRU cache size   110653, 1319659 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns14922.oracleGeneral.zst LHD cache size      138, 1319659 req, miss ratio 0.5094, byte miss ratio 0.5094
result/tencentBlock.ns14922.oracleGeneral.zst LHD cache size      414, 1319659 req, miss ratio 0.4905, byte miss ratio 0.4905
result/tencentBlock.ns14922.oracleGeneral.zst LHD cache size     1383, 1319659 req, miss ratio 0.4828, byte miss ratio 0.4828
result/tencentBlock.ns14922.oracleGeneral.zst LHD cache size     4149, 1319659 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns14922.oracleGeneral.zst LHD cache size    13831, 1319659 req, miss ratio 0.4441, byte miss ratio 0.4441
result/tencentBlock.ns14922.oracleGeneral.zst LHD cache size    27663, 1319659 req, miss ratio 0.3889, byte miss ratio 0.3889
result/tencentBlock.ns14922.oracleGeneral.zst LHD cache size    55326, 1319659 req, miss ratio 0.2860, byte miss ratio 0.2860
result/tencentBlock.ns14922.oracleGeneral.zst LHD cache size   110653, 1319659 req, miss ratio 0.1270, byte miss ratio 0.1270
result/tencentBlock.ns14922.oracleGeneral.zst Clock cache size      138, 1319659 req, miss ratio 0.5068, byte miss ratio 0.5068
result/tencentBlock.ns14922.oracleGeneral.zst Clock cache size      414, 1319659 req, miss ratio 0.4905, byte miss ratio 0.4905
result/tencentBlock.ns14922.oracleGeneral.zst Clock cache size     1383, 1319659 req, miss ratio 0.4833, byte miss ratio 0.4833
result/tencentBlock.ns14922.oracleGeneral.zst Clock cache size     4149, 1319659 req, miss ratio 0.4747, byte miss ratio 0.4747
result/tencentBlock.ns14922.oracleGeneral.zst Clock cache size    13831, 1319659 req, miss ratio 0.4553, byte miss ratio 0.4553
result/tencentBlock.ns14922.oracleGeneral.zst Clock cache size    27663, 1319659 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns14922.oracleGeneral.zst Clock cache size    55326, 1319659 req, miss ratio 0.3437, byte miss ratio 0.3437
result/tencentBlock.ns14922.oracleGeneral.zst Clock cache size   110653, 1319659 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-d-1 cache size      138, 1319659 req, miss ratio 0.4942, byte miss ratio 0.4942
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-d-1 cache size      414, 1319659 req, miss ratio 0.4835, byte miss ratio 0.4835
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-d-1 cache size     1383, 1319659 req, miss ratio 0.4800, byte miss ratio 0.4800
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-d-1 cache size     4149, 1319659 req, miss ratio 0.4600, byte miss ratio 0.4600
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-d-1 cache size    13831, 1319659 req, miss ratio 0.4319, byte miss ratio 0.4319
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-d-1 cache size    27663, 1319659 req, miss ratio 0.3692, byte miss ratio 0.3692
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-d-1 cache size    55326, 1319659 req, miss ratio 0.2737, byte miss ratio 0.2737
result/tencentBlock.ns14922.oracleGeneral.zst S3FIFO-d-1 cache size   110653, 1319659 req, miss ratio 0.1278, byte miss ratio 0.1278
result/tencentBlock.ns14922.oracleGeneral.zst LRB cache size      138, 1319659 req, miss ratio 0.5719, byte miss ratio 0.5719
result/tencentBlock.ns14922.oracleGeneral.zst LRB cache size      414, 1319659 req, miss ratio 0.5144, byte miss ratio 0.5144
result/tencentBlock.ns14922.oracleGeneral.zst LRB cache size     1383, 1319659 req, miss ratio 0.4716, byte miss ratio 0.4716
result/tencentBlock.ns14922.oracleGeneral.zst LRB cache size     4149, 1319659 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns14922.oracleGeneral.zst LRB cache size    13831, 1319659 req, miss ratio 0.4029, byte miss ratio 0.4029
result/tencentBlock.ns14922.oracleGeneral.zst LRB cache size    27663, 1319659 req, miss ratio 0.3389, byte miss ratio 0.3389
result/tencentBlock.ns14922.oracleGeneral.zst LRB cache size    55326, 1319659 req, miss ratio 0.2029, byte miss ratio 0.2029
result/tencentBlock.ns14922.oracleGeneral.zst LRB cache size   110653, 1319659 req, miss ratio 0.1218, byte miss ratio 0.1218
result/tencentBlock.ns14922.oracleGeneral.zst S4LRU(25:25:25:25) cache size      138, 1319659 req, miss ratio 0.5185, byte miss ratio 0.5185
result/tencentBlock.ns14922.oracleGeneral.zst S4LRU(25:25:25:25) cache size      414, 1319659 req, miss ratio 0.4904, byte miss ratio 0.4904
result/tencentBlock.ns14922.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1383, 1319659 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns14922.oracleGeneral.zst S4LRU(25:25:25:25) cache size     4149, 1319659 req, miss ratio 0.4774, byte miss ratio 0.4774
result/tencentBlock.ns14922.oracleGeneral.zst S4LRU(25:25:25:25) cache size    13831, 1319659 req, miss ratio 0.4493, byte miss ratio 0.4493
result/tencentBlock.ns14922.oracleGeneral.zst S4LRU(25:25:25:25) cache size    27663, 1319659 req, miss ratio 0.4167, byte miss ratio 0.4167
result/tencentBlock.ns14922.oracleGeneral.zst S4LRU(25:25:25:25) cache size    55326, 1319659 req, miss ratio 0.3303, byte miss ratio 0.3303
result/tencentBlock.ns14922.oracleGeneral.zst S4LRU(25:25:25:25) cache size   110653, 1319659 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns14922.oracleGeneral.zst B-LRU cache size      138, 1319659 req, miss ratio 0.5444, byte miss ratio 0.5444
result/tencentBlock.ns14922.oracleGeneral.zst B-LRU cache size      414, 1319659 req, miss ratio 0.5293, byte miss ratio 0.5293
result/tencentBlock.ns14922.oracleGeneral.zst B-LRU cache size     1383, 1319659 req, miss ratio 0.5224, byte miss ratio 0.5224
