result/tencentBlock.ns18986.oracleGeneral.zst Clock cache size      618, 4813145 req, miss ratio 0.4994, byte miss ratio 0.4994
result/tencentBlock.ns18986.oracleGeneral.zst Clock cache size     1856, 4813145 req, miss ratio 0.3843, byte miss ratio 0.3843
result/tencentBlock.ns18986.oracleGeneral.zst Clock cache size     6189, 4813145 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns18986.oracleGeneral.zst Clock cache size    18567, 4813145 req, miss ratio 0.2609, byte miss ratio 0.2609
result/tencentBlock.ns18986.oracleGeneral.zst Clock cache size    61891, 4813145 req, miss ratio 0.2042, byte miss ratio 0.2042
result/tencentBlock.ns18986.oracleGeneral.zst Clock cache size   123783, 4813145 req, miss ratio 0.1725, byte miss ratio 0.1725
result/tencentBlock.ns18986.oracleGeneral.zst Clock cache size   247567, 4813145 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns18986.oracleGeneral.zst Clock cache size   495134, 4813145 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns18986.oracleGeneral.zst Cacheus cache size      618, 4813145 req, miss ratio 0.4851, byte miss ratio 0.4851
result/tencentBlock.ns18986.oracleGeneral.zst Cacheus cache size     1856, 4813145 req, miss ratio 0.3515, byte miss ratio 0.3515
result/tencentBlock.ns18986.oracleGeneral.zst Cacheus cache size     6189, 4813145 req, miss ratio 0.2980, byte miss ratio 0.2980
result/tencentBlock.ns18986.oracleGeneral.zst Cacheus cache size    18567, 4813145 req, miss ratio 0.2569, byte miss ratio 0.2569
result/tencentBlock.ns18986.oracleGeneral.zst Cacheus cache size    61891, 4813145 req, miss ratio 0.2012, byte miss ratio 0.2012
result/tencentBlock.ns18986.oracleGeneral.zst Cacheus cache size   123783, 4813145 req, miss ratio 0.1584, byte miss ratio 0.1584
result/tencentBlock.ns18986.oracleGeneral.zst Cacheus cache size   247567, 4813145 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns18986.oracleGeneral.zst Cacheus cache size   495134, 4813145 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns18986.oracleGeneral.zst LRU cache size      618, 4813145 req, miss ratio 0.5018, byte miss ratio 0.5018
result/tencentBlock.ns18986.oracleGeneral.zst LRU cache size     1856, 4813145 req, miss ratio 0.3946, byte miss ratio 0.3946
result/tencentBlock.ns18986.oracleGeneral.zst LRU cache size     6189, 4813145 req, miss ratio 0.3077, byte miss ratio 0.3077
result/tencentBlock.ns18986.oracleGeneral.zst LRU cache size    18567, 4813145 req, miss ratio 0.2609, byte miss ratio 0.2609
result/tencentBlock.ns18986.oracleGeneral.zst LRU cache size    61891, 4813145 req, miss ratio 0.2042, byte miss ratio 0.2042
result/tencentBlock.ns18986.oracleGeneral.zst LRU cache size   123783, 4813145 req, miss ratio 0.1643, byte miss ratio 0.1643
result/tencentBlock.ns18986.oracleGeneral.zst LRU cache size   247567, 4813145 req, miss ratio 0.1427, byte miss ratio 0.1427
result/tencentBlock.ns18986.oracleGeneral.zst LRU cache size   495134, 4813145 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns18986.oracleGeneral.zst LeCaR cache size      618, 4813145 req, miss ratio 0.5002, byte miss ratio 0.5002
result/tencentBlock.ns18986.oracleGeneral.zst LeCaR cache size     1856, 4813145 req, miss ratio 0.3661, byte miss ratio 0.3661
result/tencentBlock.ns18986.oracleGeneral.zst LeCaR cache size     6189, 4813145 req, miss ratio 0.3045, byte miss ratio 0.3045
result/tencentBlock.ns18986.oracleGeneral.zst LeCaR cache size    18567, 4813145 req, miss ratio 0.2596, byte miss ratio 0.2596
result/tencentBlock.ns18986.oracleGeneral.zst LeCaR cache size    61891, 4813145 req, miss ratio 0.2033, byte miss ratio 0.2033
result/tencentBlock.ns18986.oracleGeneral.zst LeCaR cache size   123783, 4813145 req, miss ratio 0.1651, byte miss ratio 0.1651
result/tencentBlock.ns18986.oracleGeneral.zst LeCaR cache size   247567, 4813145 req, miss ratio 0.1387, byte miss ratio 0.1387
result/tencentBlock.ns18986.oracleGeneral.zst LeCaR cache size   495134, 4813145 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns18986.oracleGeneral.zst S3FIFO-1 cache size      618, 4813145 req, miss ratio 0.4841, byte miss ratio 0.4841
result/tencentBlock.ns18986.oracleGeneral.zst S3FIFO-1 cache size     1856, 4813145 req, miss ratio 0.3193, byte miss ratio 0.3193
result/tencentBlock.ns18986.oracleGeneral.zst S3FIFO-1 cache size     6189, 4813145 req, miss ratio 0.2972, byte miss ratio 0.2972
result/tencentBlock.ns18986.oracleGeneral.zst S3FIFO-1 cache size    18567, 4813145 req, miss ratio 0.2558, byte miss ratio 0.2558
result/tencentBlock.ns18986.oracleGeneral.zst S3FIFO-1 cache size    61891, 4813145 req, miss ratio 0.2118, byte miss ratio 0.2118
result/tencentBlock.ns18986.oracleGeneral.zst S3FIFO-1 cache size   123783, 4813145 req, miss ratio 0.1634, byte miss ratio 0.1634
result/tencentBlock.ns18986.oracleGeneral.zst S3FIFO-1 cache size   247567, 4813145 req, miss ratio 0.1384, byte miss ratio 0.1384
result/tencentBlock.ns18986.oracleGeneral.zst S3FIFO-1 cache size   495134, 4813145 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns18986.oracleGeneral.zst LHD cache size      618, 4813145 req, miss ratio 0.5009, byte miss ratio 0.5009
result/tencentBlock.ns18986.oracleGeneral.zst LHD cache size     1856, 4813145 req, miss ratio 0.3499, byte miss ratio 0.3499
result/tencentBlock.ns18986.oracleGeneral.zst LHD cache size     6189, 4813145 req, miss ratio 0.3009, byte miss ratio 0.3009
result/tencentBlock.ns18986.oracleGeneral.zst LHD cache size    18567, 4813145 req, miss ratio 0.2566, byte miss ratio 0.2566
result/tencentBlock.ns18986.oracleGeneral.zst LHD cache size    61891, 4813145 req, miss ratio 0.2032, byte miss ratio 0.2032
result/tencentBlock.ns18986.oracleGeneral.zst LHD cache size   123783, 4813145 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns18986.oracleGeneral.zst LHD cache size   247567, 4813145 req, miss ratio 0.1415, byte miss ratio 0.1415
result/tencentBlock.ns18986.oracleGeneral.zst LHD cache size   495134, 4813145 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns18986.oracleGeneral.zst ARC cache size      618, 4813145 req, miss ratio 0.4802, byte miss ratio 0.4802
result/tencentBlock.ns18986.oracleGeneral.zst ARC cache size     1856, 4813145 req, miss ratio 0.3270, byte miss ratio 0.3270
result/tencentBlock.ns18986.oracleGeneral.zst ARC cache size     6189, 4813145 req, miss ratio 0.2971, byte miss ratio 0.2971
result/tencentBlock.ns18986.oracleGeneral.zst ARC cache size    18567, 4813145 req, miss ratio 0.2557, byte miss ratio 0.2557
result/tencentBlock.ns18986.oracleGeneral.zst ARC cache size    61891, 4813145 req, miss ratio 0.2068, byte miss ratio 0.2068
result/tencentBlock.ns18986.oracleGeneral.zst ARC cache size   123783, 4813145 req, miss ratio 0.1616, byte miss ratio 0.1616
result/tencentBlock.ns18986.oracleGeneral.zst ARC cache size   247567, 4813145 req, miss ratio 0.1382, byte miss ratio 0.1382
result/tencentBlock.ns18986.oracleGeneral.zst ARC cache size   495134, 4813145 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns18986.oracleGeneral.zst FIFO cache size      618, 4813145 req, miss ratio 0.5775, byte miss ratio 0.5775
result/tencentBlock.ns18986.oracleGeneral.zst FIFO cache size     1856, 4813145 req, miss ratio 0.4393, byte miss ratio 0.4393
result/tencentBlock.ns18986.oracleGeneral.zst FIFO cache size     6189, 4813145 req, miss ratio 0.3448, byte miss ratio 0.3448
result/tencentBlock.ns18986.oracleGeneral.zst FIFO cache size    18567, 4813145 req, miss ratio 0.2800, byte miss ratio 0.2800
result/tencentBlock.ns18986.oracleGeneral.zst FIFO cache size    61891, 4813145 req, miss ratio 0.2157, byte miss ratio 0.2157
result/tencentBlock.ns18986.oracleGeneral.zst FIFO cache size   123783, 4813145 req, miss ratio 0.1767, byte miss ratio 0.1767
result/tencentBlock.ns18986.oracleGeneral.zst FIFO cache size   247567, 4813145 req, miss ratio 0.1576, byte miss ratio 0.1576
result/tencentBlock.ns18986.oracleGeneral.zst FIFO cache size   495134, 4813145 req, miss ratio 0.1350, byte miss ratio 0.1350
result/tencentBlock.ns18986.oracleGeneral.zst clock2 cache size      618, 4813145 req, miss ratio 0.4986, byte miss ratio 0.4986
result/tencentBlock.ns18986.oracleGeneral.zst clock2 cache size     1856, 4813145 req, miss ratio 0.3706, byte miss ratio 0.3706
result/tencentBlock.ns18986.oracleGeneral.zst clock2 cache size     6189, 4813145 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns18986.oracleGeneral.zst clock2 cache size    18567, 4813145 req, miss ratio 0.2618, byte miss ratio 0.2618
result/tencentBlock.ns18986.oracleGeneral.zst clock2 cache size    61891, 4813145 req, miss ratio 0.2069, byte miss ratio 0.2069
result/tencentBlock.ns18986.oracleGeneral.zst clock2 cache size   123783, 4813145 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns18986.oracleGeneral.zst clock2 cache size   247567, 4813145 req, miss ratio 0.1413, byte miss ratio 0.1413
result/tencentBlock.ns18986.oracleGeneral.zst clock2 cache size   495134, 4813145 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns18986.oracleGeneral.zst LIRS cache size      618, 4813145 req, miss ratio 0.4822, byte miss ratio 0.4822
result/tencentBlock.ns18986.oracleGeneral.zst LIRS cache size     1856, 4813145 req, miss ratio 0.3425, byte miss ratio 0.3425
result/tencentBlock.ns18986.oracleGeneral.zst LIRS cache size     6189, 4813145 req, miss ratio 0.3037, byte miss ratio 0.3037
