result/tencentBlock.ns9495.oracleGeneral.zst ARC cache size      134, 1549318 req, miss ratio 0.3182, byte miss ratio 0.3182
result/tencentBlock.ns9495.oracleGeneral.zst ARC cache size      403, 1549318 req, miss ratio 0.2951, byte miss ratio 0.2951
result/tencentBlock.ns9495.oracleGeneral.zst ARC cache size     1344, 1549318 req, miss ratio 0.2861, byte miss ratio 0.2861
result/tencentBlock.ns9495.oracleGeneral.zst ARC cache size     4033, 1549318 req, miss ratio 0.2843, byte miss ratio 0.2843
result/tencentBlock.ns9495.oracleGeneral.zst ARC cache size    13443, 1549318 req, miss ratio 0.2550, byte miss ratio 0.2550
result/tencentBlock.ns9495.oracleGeneral.zst ARC cache size    26887, 1549318 req, miss ratio 0.2002, byte miss ratio 0.2002
result/tencentBlock.ns9495.oracleGeneral.zst ARC cache size    53774, 1549318 req, miss ratio 0.1419, byte miss ratio 0.1419
result/tencentBlock.ns9495.oracleGeneral.zst ARC cache size   107548, 1549318 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns9495.oracleGeneral.zst LIRS cache size      134, 1549318 req, miss ratio 0.3812, byte miss ratio 0.3812
result/tencentBlock.ns9495.oracleGeneral.zst LIRS cache size      403, 1549318 req, miss ratio 0.3287, byte miss ratio 0.3287
result/tencentBlock.ns9495.oracleGeneral.zst LIRS cache size     1344, 1549318 req, miss ratio 0.2889, byte miss ratio 0.2889
result/tencentBlock.ns9495.oracleGeneral.zst LIRS cache size     4033, 1549318 req, miss ratio 0.2849, byte miss ratio 0.2849
result/tencentBlock.ns9495.oracleGeneral.zst LIRS cache size    13443, 1549318 req, miss ratio 0.2485, byte miss ratio 0.2485
result/tencentBlock.ns9495.oracleGeneral.zst LIRS cache size    26887, 1549318 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns9495.oracleGeneral.zst LIRS cache size    53774, 1549318 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns9495.oracleGeneral.zst LIRS cache size   107548, 1549318 req, miss ratio 0.0965, byte miss ratio 0.0965
result/tencentBlock.ns9495.oracleGeneral.zst LRU cache size      134, 1549318 req, miss ratio 0.3330, byte miss ratio 0.3330
result/tencentBlock.ns9495.oracleGeneral.zst LRU cache size      403, 1549318 req, miss ratio 0.3015, byte miss ratio 0.3015
result/tencentBlock.ns9495.oracleGeneral.zst LRU cache size     1344, 1549318 req, miss ratio 0.2890, byte miss ratio 0.2890
result/tencentBlock.ns9495.oracleGeneral.zst LRU cache size     4033, 1549318 req, miss ratio 0.2847, byte miss ratio 0.2847
result/tencentBlock.ns9495.oracleGeneral.zst LRU cache size    13443, 1549318 req, miss ratio 0.2370, byte miss ratio 0.2370
result/tencentBlock.ns9495.oracleGeneral.zst LRU cache size    26887, 1549318 req, miss ratio 0.2011, byte miss ratio 0.2011
result/tencentBlock.ns9495.oracleGeneral.zst LRU cache size    53774, 1549318 req, miss ratio 0.1391, byte miss ratio 0.1391
result/tencentBlock.ns9495.oracleGeneral.zst LRU cache size   107548, 1549318 req, miss ratio 0.0982, byte miss ratio 0.0982
result/tencentBlock.ns9495.oracleGeneral.zst FIFO cache size      134, 1549318 req, miss ratio 0.4504, byte miss ratio 0.4504
result/tencentBlock.ns9495.oracleGeneral.zst FIFO cache size      403, 1549318 req, miss ratio 0.3432, byte miss ratio 0.3432
result/tencentBlock.ns9495.oracleGeneral.zst FIFO cache size     1344, 1549318 req, miss ratio 0.3053, byte miss ratio 0.3053
result/tencentBlock.ns9495.oracleGeneral.zst FIFO cache size     4033, 1549318 req, miss ratio 0.2918, byte miss ratio 0.2918
result/tencentBlock.ns9495.oracleGeneral.zst FIFO cache size    13443, 1549318 req, miss ratio 0.2507, byte miss ratio 0.2507
result/tencentBlock.ns9495.oracleGeneral.zst FIFO cache size    26887, 1549318 req, miss ratio 0.2107, byte miss ratio 0.2107
result/tencentBlock.ns9495.oracleGeneral.zst FIFO cache size    53774, 1549318 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns9495.oracleGeneral.zst FIFO cache size   107548, 1549318 req, miss ratio 0.1069, byte miss ratio 0.1069
result/tencentBlock.ns9495.oracleGeneral.zst LeCaR cache size      134, 1549318 req, miss ratio 0.3302, byte miss ratio 0.3302
result/tencentBlock.ns9495.oracleGeneral.zst LeCaR cache size      403, 1549318 req, miss ratio 0.3003, byte miss ratio 0.3003
result/tencentBlock.ns9495.oracleGeneral.zst LeCaR cache size     1344, 1549318 req, miss ratio 0.2876, byte miss ratio 0.2876
result/tencentBlock.ns9495.oracleGeneral.zst LeCaR cache size     4033, 1549318 req, miss ratio 0.2846, byte miss ratio 0.2846
result/tencentBlock.ns9495.oracleGeneral.zst LeCaR cache size    13443, 1549318 req, miss ratio 0.2368, byte miss ratio 0.2368
result/tencentBlock.ns9495.oracleGeneral.zst LeCaR cache size    26887, 1549318 req, miss ratio 0.1984, byte miss ratio 0.1984
result/tencentBlock.ns9495.oracleGeneral.zst LeCaR cache size    53774, 1549318 req, miss ratio 0.1382, byte miss ratio 0.1382
result/tencentBlock.ns9495.oracleGeneral.zst LeCaR cache size   107548, 1549318 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns9495.oracleGeneral.zst S3FIFO-1 cache size      134, 1549318 req, miss ratio 0.3157, byte miss ratio 0.3157
result/tencentBlock.ns9495.oracleGeneral.zst S3FIFO-1 cache size      403, 1549318 req, miss ratio 0.2901, byte miss ratio 0.2901
result/tencentBlock.ns9495.oracleGeneral.zst S3FIFO-1 cache size     1344, 1549318 req, miss ratio 0.2854, byte miss ratio 0.2854
result/tencentBlock.ns9495.oracleGeneral.zst S3FIFO-1 cache size     4033, 1549318 req, miss ratio 0.2839, byte miss ratio 0.2839
result/tencentBlock.ns9495.oracleGeneral.zst S3FIFO-1 cache size    13443, 1549318 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns9495.oracleGeneral.zst S3FIFO-1 cache size    26887, 1549318 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns9495.oracleGeneral.zst S3FIFO-1 cache size    53774, 1549318 req, miss ratio 0.1391, byte miss ratio 0.1391
result/tencentBlock.ns9495.oracleGeneral.zst S3FIFO-1 cache size   107548, 1549318 req, miss ratio 0.0944, byte miss ratio 0.0944
result/tencentBlock.ns9495.oracleGeneral.zst Clock cache size      134, 1549318 req, miss ratio 0.3348, byte miss ratio 0.3348
result/tencentBlock.ns9495.oracleGeneral.zst Clock cache size      403, 1549318 req, miss ratio 0.3019, byte miss ratio 0.3019
