result/tencentBlock.ns25585.oracleGeneral.zst LeCaR cache size      860, 2421592 req, miss ratio 0.6246, byte miss ratio 0.6246
result/tencentBlock.ns25585.oracleGeneral.zst LeCaR cache size     2581, 2421592 req, miss ratio 0.5875, byte miss ratio 0.5875
result/tencentBlock.ns25585.oracleGeneral.zst LeCaR cache size     8606, 2421592 req, miss ratio 0.5697, byte miss ratio 0.5697
result/tencentBlock.ns25585.oracleGeneral.zst LeCaR cache size    25818, 2421592 req, miss ratio 0.5218, byte miss ratio 0.5218
result/tencentBlock.ns25585.oracleGeneral.zst LeCaR cache size    86061, 2421592 req, miss ratio 0.4041, byte miss ratio 0.4041
result/tencentBlock.ns25585.oracleGeneral.zst LeCaR cache size   172123, 2421592 req, miss ratio 0.3730, byte miss ratio 0.3730
result/tencentBlock.ns25585.oracleGeneral.zst LeCaR cache size   344246, 2421592 req, miss ratio 0.3581, byte miss ratio 0.3581
result/tencentBlock.ns25585.oracleGeneral.zst LeCaR cache size   688492, 2421592 req, miss ratio 0.3554, byte miss ratio 0.3554
result/tencentBlock.ns25585.oracleGeneral.zst LHD cache size      860, 2421592 req, miss ratio 0.6241, byte miss ratio 0.6241
result/tencentBlock.ns25585.oracleGeneral.zst LHD cache size     2581, 2421592 req, miss ratio 0.5875, byte miss ratio 0.5875
result/tencentBlock.ns25585.oracleGeneral.zst LHD cache size     8606, 2421592 req, miss ratio 0.5617, byte miss ratio 0.5617
result/tencentBlock.ns25585.oracleGeneral.zst LHD cache size    25818, 2421592 req, miss ratio 0.5021, byte miss ratio 0.5021
result/tencentBlock.ns25585.oracleGeneral.zst LHD cache size    86061, 2421592 req, miss ratio 0.3964, byte miss ratio 0.3964
result/tencentBlock.ns25585.oracleGeneral.zst LHD cache size   172123, 2421592 req, miss ratio 0.3778, byte miss ratio 0.3778
result/tencentBlock.ns25585.oracleGeneral.zst LHD cache size   344246, 2421592 req, miss ratio 0.3642, byte miss ratio 0.3642
result/tencentBlock.ns25585.oracleGeneral.zst LHD cache size   688492, 2421592 req, miss ratio 0.3570, byte miss ratio 0.3570
