result/tencentBlock.ns14307.oracleGeneral.zst S3FIFO-1 cache size      330, 2543423 req, miss ratio 0.5643, byte miss ratio 0.5643
result/tencentBlock.ns14307.oracleGeneral.zst S3FIFO-1 cache size      990, 2543423 req, miss ratio 0.4570, byte miss ratio 0.4570
result/tencentBlock.ns14307.oracleGeneral.zst S3FIFO-1 cache size     3301, 2543423 req, miss ratio 0.3669, byte miss ratio 0.3669
result/tencentBlock.ns14307.oracleGeneral.zst S3FIFO-1 cache size     9903, 2543423 req, miss ratio 0.3518, byte miss ratio 0.3518
result/tencentBlock.ns14307.oracleGeneral.zst S3FIFO-1 cache size    33012, 2543423 req, miss ratio 0.2975, byte miss ratio 0.2975
result/tencentBlock.ns14307.oracleGeneral.zst S3FIFO-1 cache size    66025, 2543423 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns14307.oracleGeneral.zst S3FIFO-1 cache size   132051, 2543423 req, miss ratio 0.1647, byte miss ratio 0.1647
result/tencentBlock.ns14307.oracleGeneral.zst S3FIFO-1 cache size   264103, 2543423 req, miss ratio 0.1311, byte miss ratio 0.1311
result/tencentBlock.ns14307.oracleGeneral.zst LHD cache size      330, 2543423 req, miss ratio 0.5645, byte miss ratio 0.5645
result/tencentBlock.ns14307.oracleGeneral.zst LHD cache size      990, 2543423 req, miss ratio 0.4913, byte miss ratio 0.4913
result/tencentBlock.ns14307.oracleGeneral.zst LHD cache size     3301, 2543423 req, miss ratio 0.3825, byte miss ratio 0.3825
result/tencentBlock.ns14307.oracleGeneral.zst LHD cache size     9903, 2543423 req, miss ratio 0.3514, byte miss ratio 0.3514
result/tencentBlock.ns14307.oracleGeneral.zst LHD cache size    33012, 2543423 req, miss ratio 0.2902, byte miss ratio 0.2902
result/tencentBlock.ns14307.oracleGeneral.zst LHD cache size    66025, 2543423 req, miss ratio 0.2278, byte miss ratio 0.2278
result/tencentBlock.ns14307.oracleGeneral.zst LHD cache size   132051, 2543423 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns14307.oracleGeneral.zst LHD cache size   264103, 2543423 req, miss ratio 0.1326, byte miss ratio 0.1326
result/tencentBlock.ns14307.oracleGeneral.zst FIFO cache size      330, 2543423 req, miss ratio 0.6358, byte miss ratio 0.6358
result/tencentBlock.ns14307.oracleGeneral.zst FIFO cache size      990, 2543423 req, miss ratio 0.5295, byte miss ratio 0.5295
result/tencentBlock.ns14307.oracleGeneral.zst FIFO cache size     3301, 2543423 req, miss ratio 0.4363, byte miss ratio 0.4363
result/tencentBlock.ns14307.oracleGeneral.zst FIFO cache size     9903, 2543423 req, miss ratio 0.3823, byte miss ratio 0.3823
result/tencentBlock.ns14307.oracleGeneral.zst FIFO cache size    33012, 2543423 req, miss ratio 0.3176, byte miss ratio 0.3176
result/tencentBlock.ns14307.oracleGeneral.zst FIFO cache size    66025, 2543423 req, miss ratio 0.2469, byte miss ratio 0.2469
result/tencentBlock.ns14307.oracleGeneral.zst FIFO cache size   132051, 2543423 req, miss ratio 0.1808, byte miss ratio 0.1808
result/tencentBlock.ns14307.oracleGeneral.zst FIFO cache size   264103, 2543423 req, miss ratio 0.1487, byte miss ratio 0.1487
result/tencentBlock.ns14307.oracleGeneral.zst ARC cache size      330, 2543423 req, miss ratio 0.5517, byte miss ratio 0.5517
result/tencentBlock.ns14307.oracleGeneral.zst ARC cache size      990, 2543423 req, miss ratio 0.4669, byte miss ratio 0.4669
result/tencentBlock.ns14307.oracleGeneral.zst ARC cache size     3301, 2543423 req, miss ratio 0.3704, byte miss ratio 0.3704
result/tencentBlock.ns14307.oracleGeneral.zst ARC cache size     9903, 2543423 req, miss ratio 0.3519, byte miss ratio 0.3519
result/tencentBlock.ns14307.oracleGeneral.zst ARC cache size    33012, 2543423 req, miss ratio 0.2981, byte miss ratio 0.2981
result/tencentBlock.ns14307.oracleGeneral.zst ARC cache size    66025, 2543423 req, miss ratio 0.2368, byte miss ratio 0.2368
result/tencentBlock.ns14307.oracleGeneral.zst ARC cache size   132051, 2543423 req, miss ratio 0.1554, byte miss ratio 0.1554
result/tencentBlock.ns14307.oracleGeneral.zst ARC cache size   264103, 2543423 req, miss ratio 0.1311, byte miss ratio 0.1311
result/tencentBlock.ns14307.oracleGeneral.zst LRU cache size      330, 2543423 req, miss ratio 0.5714, byte miss ratio 0.5714
result/tencentBlock.ns14307.oracleGeneral.zst LRU cache size      990, 2543423 req, miss ratio 0.4953, byte miss ratio 0.4953
result/tencentBlock.ns14307.oracleGeneral.zst LRU cache size     3301, 2543423 req, miss ratio 0.3985, byte miss ratio 0.3985
result/tencentBlock.ns14307.oracleGeneral.zst LRU cache size     9903, 2543423 req, miss ratio 0.3585, byte miss ratio 0.3585
result/tencentBlock.ns14307.oracleGeneral.zst LRU cache size    33012, 2543423 req, miss ratio 0.2997, byte miss ratio 0.2997
result/tencentBlock.ns14307.oracleGeneral.zst LRU cache size    66025, 2543423 req, miss ratio 0.2326, byte miss ratio 0.2326
result/tencentBlock.ns14307.oracleGeneral.zst LRU cache size   132051, 2543423 req, miss ratio 0.1563, byte miss ratio 0.1563
result/tencentBlock.ns14307.oracleGeneral.zst LRU cache size   264103, 2543423 req, miss ratio 0.1312, byte miss ratio 0.1312
result/tencentBlock.ns14307.oracleGeneral.zst LIRS cache size      330, 2543423 req, miss ratio 0.5978, byte miss ratio 0.5978
result/tencentBlock.ns14307.oracleGeneral.zst LIRS cache size      990, 2543423 req, miss ratio 0.4774, byte miss ratio 0.4774
result/tencentBlock.ns14307.oracleGeneral.zst LIRS cache size     3301, 2543423 req, miss ratio 0.3798, byte miss ratio 0.3798
result/tencentBlock.ns14307.oracleGeneral.zst LIRS cache size     9903, 2543423 req, miss ratio 0.3547, byte miss ratio 0.3547
result/tencentBlock.ns14307.oracleGeneral.zst LIRS cache size    33012, 2543423 req, miss ratio 0.2968, byte miss ratio 0.2968
result/tencentBlock.ns14307.oracleGeneral.zst LIRS cache size    66025, 2543423 req, miss ratio 0.2387, byte miss ratio 0.2387
result/tencentBlock.ns14307.oracleGeneral.zst LIRS cache size   132051, 2543423 req, miss ratio 0.1689, byte miss ratio 0.1689
result/tencentBlock.ns14307.oracleGeneral.zst LIRS cache size   264103, 2543423 req, miss ratio 0.1327, byte miss ratio 0.1327
result/tencentBlock.ns14307.oracleGeneral.zst LeCaR cache size      330, 2543423 req, miss ratio 0.5638, byte miss ratio 0.5638
result/tencentBlock.ns14307.oracleGeneral.zst LeCaR cache size      990, 2543423 req, miss ratio 0.4943, byte miss ratio 0.4943
result/tencentBlock.ns14307.oracleGeneral.zst LeCaR cache size     3301, 2543423 req, miss ratio 0.3823, byte miss ratio 0.3823
