result/tencentBlock.ns18743.oracleGeneral.zst clock2 cache size      148, 1180402 req, miss ratio 0.5986, byte miss ratio 0.5986
result/tencentBlock.ns18743.oracleGeneral.zst clock2 cache size      444, 1180402 req, miss ratio 0.5649, byte miss ratio 0.5649
result/tencentBlock.ns18743.oracleGeneral.zst clock2 cache size     1480, 1180402 req, miss ratio 0.5540, byte miss ratio 0.5540
result/tencentBlock.ns18743.oracleGeneral.zst clock2 cache size     4440, 1180402 req, miss ratio 0.5453, byte miss ratio 0.5453
result/tencentBlock.ns18743.oracleGeneral.zst clock2 cache size    14800, 1180402 req, miss ratio 0.5411, byte miss ratio 0.5411
result/tencentBlock.ns18743.oracleGeneral.zst clock2 cache size    29600, 1180402 req, miss ratio 0.5116, byte miss ratio 0.5116
result/tencentBlock.ns18743.oracleGeneral.zst clock2 cache size    59201, 1180402 req, miss ratio 0.4284, byte miss ratio 0.4284
result/tencentBlock.ns18743.oracleGeneral.zst clock2 cache size   118403, 1180402 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns18743.oracleGeneral.zst LHD cache size      148, 1180402 req, miss ratio 0.6062, byte miss ratio 0.6062
result/tencentBlock.ns18743.oracleGeneral.zst LHD cache size      444, 1180402 req, miss ratio 0.5655, byte miss ratio 0.5655
result/tencentBlock.ns18743.oracleGeneral.zst LHD cache size     1480, 1180402 req, miss ratio 0.5535, byte miss ratio 0.5535
result/tencentBlock.ns18743.oracleGeneral.zst LHD cache size     4440, 1180402 req, miss ratio 0.5452, byte miss ratio 0.5452
result/tencentBlock.ns18743.oracleGeneral.zst LHD cache size    14800, 1180402 req, miss ratio 0.5345, byte miss ratio 0.5345
result/tencentBlock.ns18743.oracleGeneral.zst LHD cache size    29600, 1180402 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns18743.oracleGeneral.zst LHD cache size    59201, 1180402 req, miss ratio 0.3499, byte miss ratio 0.3499
result/tencentBlock.ns18743.oracleGeneral.zst LHD cache size   118403, 1180402 req, miss ratio 0.1559, byte miss ratio 0.1559
result/tencentBlock.ns18743.oracleGeneral.zst LIRS cache size      148, 1180402 req, miss ratio 0.6449, byte miss ratio 0.6449
result/tencentBlock.ns18743.oracleGeneral.zst LIRS cache size      444, 1180402 req, miss ratio 0.6104, byte miss ratio 0.6104
result/tencentBlock.ns18743.oracleGeneral.zst LIRS cache size     1480, 1180402 req, miss ratio 0.5541, byte miss ratio 0.5541
result/tencentBlock.ns18743.oracleGeneral.zst LIRS cache size     4440, 1180402 req, miss ratio 0.5463, byte miss ratio 0.5463
result/tencentBlock.ns18743.oracleGeneral.zst LIRS cache size    14800, 1180402 req, miss ratio 0.5252, byte miss ratio 0.5252
result/tencentBlock.ns18743.oracleGeneral.zst LIRS cache size    29600, 1180402 req, miss ratio 0.4243, byte miss ratio 0.4243
result/tencentBlock.ns18743.oracleGeneral.zst LIRS cache size    59201, 1180402 req, miss ratio 0.3092, byte miss ratio 0.3092
result/tencentBlock.ns18743.oracleGeneral.zst LIRS cache size   118403, 1180402 req, miss ratio 0.1537, byte miss ratio 0.1537
result/tencentBlock.ns18743.oracleGeneral.zst Clock cache size      148, 1180402 req, miss ratio 0.5984, byte miss ratio 0.5984
result/tencentBlock.ns18743.oracleGeneral.zst Clock cache size      444, 1180402 req, miss ratio 0.5653, byte miss ratio 0.5653
result/tencentBlock.ns18743.oracleGeneral.zst Clock cache size     1480, 1180402 req, miss ratio 0.5543, byte miss ratio 0.5543
result/tencentBlock.ns18743.oracleGeneral.zst Clock cache size     4440, 1180402 req, miss ratio 0.5458, byte miss ratio 0.5458
result/tencentBlock.ns18743.oracleGeneral.zst Clock cache size    14800, 1180402 req, miss ratio 0.5411, byte miss ratio 0.5411
result/tencentBlock.ns18743.oracleGeneral.zst Clock cache size    29600, 1180402 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns18743.oracleGeneral.zst Clock cache size    59201, 1180402 req, miss ratio 0.4107, byte miss ratio 0.4107
result/tencentBlock.ns18743.oracleGeneral.zst Clock cache size   118403, 1180402 req, miss ratio 0.1681, byte miss ratio 0.1681
result/tencentBlock.ns18743.oracleGeneral.zst ARC cache size      148, 1180402 req, miss ratio 0.5835, byte miss ratio 0.5835
result/tencentBlock.ns18743.oracleGeneral.zst ARC cache size      444, 1180402 req, miss ratio 0.5593, byte miss ratio 0.5593
result/tencentBlock.ns18743.oracleGeneral.zst ARC cache size     1480, 1180402 req, miss ratio 0.5485, byte miss ratio 0.5485
result/tencentBlock.ns18743.oracleGeneral.zst ARC cache size     4440, 1180402 req, miss ratio 0.5423, byte miss ratio 0.5423
result/tencentBlock.ns18743.oracleGeneral.zst ARC cache size    14800, 1180402 req, miss ratio 0.5393, byte miss ratio 0.5393
result/tencentBlock.ns18743.oracleGeneral.zst ARC cache size    29600, 1180402 req, miss ratio 0.4564, byte miss ratio 0.4564
result/tencentBlock.ns18743.oracleGeneral.zst ARC cache size    59201, 1180402 req, miss ratio 0.3464, byte miss ratio 0.3464
result/tencentBlock.ns18743.oracleGeneral.zst ARC cache size   118403, 1180402 req, miss ratio 0.1605, byte miss ratio 0.1605
result/tencentBlock.ns18743.oracleGeneral.zst FIFO cache size      148, 1180402 req, miss ratio 0.6633, byte miss ratio 0.6633
result/tencentBlock.ns18743.oracleGeneral.zst FIFO cache size      444, 1180402 req, miss ratio 0.6003, byte miss ratio 0.6003
result/tencentBlock.ns18743.oracleGeneral.zst FIFO cache size     1480, 1180402 req, miss ratio 0.5680, byte miss ratio 0.5680
result/tencentBlock.ns18743.oracleGeneral.zst FIFO cache size     4440, 1180402 req, miss ratio 0.5541, byte miss ratio 0.5541
result/tencentBlock.ns18743.oracleGeneral.zst FIFO cache size    14800, 1180402 req, miss ratio 0.5456, byte miss ratio 0.5456
result/tencentBlock.ns18743.oracleGeneral.zst FIFO cache size    29600, 1180402 req, miss ratio 0.4885, byte miss ratio 0.4885
result/tencentBlock.ns18743.oracleGeneral.zst FIFO cache size    59201, 1180402 req, miss ratio 0.3406, byte miss ratio 0.3406
result/tencentBlock.ns18743.oracleGeneral.zst FIFO cache size   118403, 1180402 req, miss ratio 0.1835, byte miss ratio 0.1835
result/tencentBlock.ns18743.oracleGeneral.zst S3FIFO-1 cache size      148, 1180402 req, miss ratio 0.5878, byte miss ratio 0.5878
result/tencentBlock.ns18743.oracleGeneral.zst S3FIFO-1 cache size      444, 1180402 req, miss ratio 0.5598, byte miss ratio 0.5598
result/tencentBlock.ns18743.oracleGeneral.zst S3FIFO-1 cache size     1480, 1180402 req, miss ratio 0.5447, byte miss ratio 0.5447
result/tencentBlock.ns18743.oracleGeneral.zst S3FIFO-1 cache size     4440, 1180402 req, miss ratio 0.5417, byte miss ratio 0.5417
result/tencentBlock.ns18743.oracleGeneral.zst S3FIFO-1 cache size    14800, 1180402 req, miss ratio 0.5222, byte miss ratio 0.5222
result/tencentBlock.ns18743.oracleGeneral.zst S3FIFO-1 cache size    29600, 1180402 req, miss ratio 0.4422, byte miss ratio 0.4422
