result/tencentBlock.ns20294.oracleGeneral.zst LRU cache size      186, 1088356 req, miss ratio 0.4070, byte miss ratio 0.4070
result/tencentBlock.ns20294.oracleGeneral.zst LRU cache size      559, 1088356 req, miss ratio 0.4007, byte miss ratio 0.4007
result/tencentBlock.ns20294.oracleGeneral.zst LRU cache size     1863, 1088356 req, miss ratio 0.3980, byte miss ratio 0.3980
result/tencentBlock.ns20294.oracleGeneral.zst LRU cache size     5591, 1088356 req, miss ratio 0.3968, byte miss ratio 0.3968
result/tencentBlock.ns20294.oracleGeneral.zst LRU cache size    18639, 1088356 req, miss ratio 0.3218, byte miss ratio 0.3218
result/tencentBlock.ns20294.oracleGeneral.zst LRU cache size    37278, 1088356 req, miss ratio 0.2569, byte miss ratio 0.2569
result/tencentBlock.ns20294.oracleGeneral.zst LRU cache size    74556, 1088356 req, miss ratio 0.1882, byte miss ratio 0.1882
result/tencentBlock.ns20294.oracleGeneral.zst LRU cache size   149112, 1088356 req, miss ratio 0.1716, byte miss ratio 0.1716
result/tencentBlock.ns20294.oracleGeneral.zst clock2 cache size      186, 1088356 req, miss ratio 0.4062, byte miss ratio 0.4062
result/tencentBlock.ns20294.oracleGeneral.zst clock2 cache size      559, 1088356 req, miss ratio 0.4003, byte miss ratio 0.4003
result/tencentBlock.ns20294.oracleGeneral.zst clock2 cache size     1863, 1088356 req, miss ratio 0.3985, byte miss ratio 0.3985
result/tencentBlock.ns20294.oracleGeneral.zst clock2 cache size     5591, 1088356 req, miss ratio 0.3968, byte miss ratio 0.3968
result/tencentBlock.ns20294.oracleGeneral.zst clock2 cache size    18639, 1088356 req, miss ratio 0.3577, byte miss ratio 0.3577
result/tencentBlock.ns20294.oracleGeneral.zst clock2 cache size    37278, 1088356 req, miss ratio 0.2907, byte miss ratio 0.2907
result/tencentBlock.ns20294.oracleGeneral.zst clock2 cache size    74556, 1088356 req, miss ratio 0.2043, byte miss ratio 0.2043
result/tencentBlock.ns20294.oracleGeneral.zst clock2 cache size   149112, 1088356 req, miss ratio 0.1721, byte miss ratio 0.1721
result/tencentBlock.ns20294.oracleGeneral.zst Clock cache size      186, 1088356 req, miss ratio 0.4067, byte miss ratio 0.4067
result/tencentBlock.ns20294.oracleGeneral.zst Clock cache size      559, 1088356 req, miss ratio 0.4006, byte miss ratio 0.4006
result/tencentBlock.ns20294.oracleGeneral.zst Clock cache size     1863, 1088356 req, miss ratio 0.3983, byte miss ratio 0.3983
result/tencentBlock.ns20294.oracleGeneral.zst Clock cache size     5591, 1088356 req, miss ratio 0.3968, byte miss ratio 0.3968
result/tencentBlock.ns20294.oracleGeneral.zst Clock cache size    18639, 1088356 req, miss ratio 0.3256, byte miss ratio 0.3256
result/tencentBlock.ns20294.oracleGeneral.zst Clock cache size    37278, 1088356 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns20294.oracleGeneral.zst Clock cache size    74556, 1088356 req, miss ratio 0.1985, byte miss ratio 0.1985
