result/tencentBlock.ns1609.oracleGeneral.zst LRU cache size      291, 137845862 req, miss ratio 0.1376, byte miss ratio 0.1376
result/tencentBlock.ns1609.oracleGeneral.zst LRU cache size      873, 137845862 req, miss ratio 0.0266, byte miss ratio 0.0266
result/tencentBlock.ns1609.oracleGeneral.zst LRU cache size     2912, 137845862 req, miss ratio 0.0107, byte miss ratio 0.0107
result/tencentBlock.ns1609.oracleGeneral.zst LRU cache size     8736, 137845862 req, miss ratio 0.0056, byte miss ratio 0.0056
result/tencentBlock.ns1609.oracleGeneral.zst LRU cache size    29122, 137845862 req, miss ratio 0.0041, byte miss ratio 0.0041
result/tencentBlock.ns1609.oracleGeneral.zst LRU cache size    58244, 137845862 req, miss ratio 0.0032, byte miss ratio 0.0032
result/tencentBlock.ns1609.oracleGeneral.zst LRU cache size   116488, 137845862 req, miss ratio 0.0023, byte miss ratio 0.0023
result/tencentBlock.ns1609.oracleGeneral.zst LRU cache size   232976, 137845862 req, miss ratio 0.0021, byte miss ratio 0.0021
result/tencentBlock.ns1609.oracleGeneral.zst LHD cache size      291, 137845862 req, miss ratio 0.0759, byte miss ratio 0.0759
result/tencentBlock.ns1609.oracleGeneral.zst LHD cache size      873, 137845862 req, miss ratio 0.0237, byte miss ratio 0.0237
result/tencentBlock.ns1609.oracleGeneral.zst LHD cache size     2912, 137845862 req, miss ratio 0.0092, byte miss ratio 0.0092
result/tencentBlock.ns1609.oracleGeneral.zst LHD cache size     8736, 137845862 req, miss ratio 0.0054, byte miss ratio 0.0054
result/tencentBlock.ns1609.oracleGeneral.zst LHD cache size    29122, 137845862 req, miss ratio 0.0041, byte miss ratio 0.0041
result/tencentBlock.ns1609.oracleGeneral.zst LHD cache size    58244, 137845862 req, miss ratio 0.0033, byte miss ratio 0.0033
result/tencentBlock.ns1609.oracleGeneral.zst LHD cache size   116488, 137845862 req, miss ratio 0.0025, byte miss ratio 0.0025
result/tencentBlock.ns1609.oracleGeneral.zst LHD cache size   232976, 137845862 req, miss ratio 0.0022, byte miss ratio 0.0022
result/tencentBlock.ns1609.oracleGeneral.zst S3FIFO-1 cache size      291, 137845862 req, miss ratio 0.0829, byte miss ratio 0.0829
result/tencentBlock.ns1609.oracleGeneral.zst S3FIFO-1 cache size      873, 137845862 req, miss ratio 0.0247, byte miss ratio 0.0247
result/tencentBlock.ns1609.oracleGeneral.zst S3FIFO-1 cache size     2912, 137845862 req, miss ratio 0.0090, byte miss ratio 0.0090
result/tencentBlock.ns1609.oracleGeneral.zst S3FIFO-1 cache size     8736, 137845862 req, miss ratio 0.0053, byte miss ratio 0.0053
result/tencentBlock.ns1609.oracleGeneral.zst S3FIFO-1 cache size    29122, 137845862 req, miss ratio 0.0040, byte miss ratio 0.0040
result/tencentBlock.ns1609.oracleGeneral.zst S3FIFO-1 cache size    58244, 137845862 req, miss ratio 0.0031, byte miss ratio 0.0031
