result/tencentBlock.ns7690.oracleGeneral.zst FIFO cache size      595, 8950532 req, miss ratio 0.7024, byte miss ratio 0.7024
result/tencentBlock.ns7690.oracleGeneral.zst FIFO cache size     1785, 8950532 req, miss ratio 0.6212, byte miss ratio 0.6212
result/tencentBlock.ns7690.oracleGeneral.zst FIFO cache size     5950, 8950532 req, miss ratio 0.5592, byte miss ratio 0.5592
result/tencentBlock.ns7690.oracleGeneral.zst FIFO cache size    17850, 8950532 req, miss ratio 0.4254, byte miss ratio 0.4254
result/tencentBlock.ns7690.oracleGeneral.zst FIFO cache size    59500, 8950532 req, miss ratio 0.2080, byte miss ratio 0.2080
result/tencentBlock.ns7690.oracleGeneral.zst FIFO cache size   119001, 8950532 req, miss ratio 0.1283, byte miss ratio 0.1283
result/tencentBlock.ns7690.oracleGeneral.zst FIFO cache size   238002, 8950532 req, miss ratio 0.0906, byte miss ratio 0.0906
result/tencentBlock.ns7690.oracleGeneral.zst FIFO cache size   476004, 8950532 req, miss ratio 0.0730, byte miss ratio 0.0730
result/tencentBlock.ns7690.oracleGeneral.zst LHD cache size      595, 8950532 req, miss ratio 0.6402, byte miss ratio 0.6402
result/tencentBlock.ns7690.oracleGeneral.zst LHD cache size     1785, 8950532 req, miss ratio 0.5675, byte miss ratio 0.5675
result/tencentBlock.ns7690.oracleGeneral.zst LHD cache size     5950, 8950532 req, miss ratio 0.5010, byte miss ratio 0.5010
result/tencentBlock.ns7690.oracleGeneral.zst LHD cache size    17850, 8950532 req, miss ratio 0.3834, byte miss ratio 0.3834
result/tencentBlock.ns7690.oracleGeneral.zst LHD cache size    59500, 8950532 req, miss ratio 0.1252, byte miss ratio 0.1252
result/tencentBlock.ns7690.oracleGeneral.zst LHD cache size   119001, 8950532 req, miss ratio 0.0912, byte miss ratio 0.0912
result/tencentBlock.ns7690.oracleGeneral.zst LHD cache size   238002, 8950532 req, miss ratio 0.0728, byte miss ratio 0.0728
result/tencentBlock.ns7690.oracleGeneral.zst LHD cache size   476004, 8950532 req, miss ratio 0.0668, byte miss ratio 0.0668
result/tencentBlock.ns7690.oracleGeneral.zst ARC cache size      595, 8950532 req, miss ratio 0.6126, byte miss ratio 0.6126
result/tencentBlock.ns7690.oracleGeneral.zst ARC cache size     1785, 8950532 req, miss ratio 0.5295, byte miss ratio 0.5295
result/tencentBlock.ns7690.oracleGeneral.zst ARC cache size     5950, 8950532 req, miss ratio 0.5047, byte miss ratio 0.5047
result/tencentBlock.ns7690.oracleGeneral.zst ARC cache size    17850, 8950532 req, miss ratio 0.3898, byte miss ratio 0.3898
result/tencentBlock.ns7690.oracleGeneral.zst ARC cache size    59500, 8950532 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns7690.oracleGeneral.zst ARC cache size   119001, 8950532 req, miss ratio 0.0957, byte miss ratio 0.0957
result/tencentBlock.ns7690.oracleGeneral.zst ARC cache size   238002, 8950532 req, miss ratio 0.0728, byte miss ratio 0.0728
result/tencentBlock.ns7690.oracleGeneral.zst ARC cache size   476004, 8950532 req, miss ratio 0.0670, byte miss ratio 0.0670
result/tencentBlock.ns7690.oracleGeneral.zst LeCaR cache size      595, 8950532 req, miss ratio 0.6338, byte miss ratio 0.6338
result/tencentBlock.ns7690.oracleGeneral.zst LeCaR cache size     1785, 8950532 req, miss ratio 0.5872, byte miss ratio 0.5872
