result/tencentBlock.ns4404.oracleGeneral.zst LHD cache size      398, 4018527 req, miss ratio 0.4686, byte miss ratio 0.4686
result/tencentBlock.ns4404.oracleGeneral.zst LHD cache size     1194, 4018527 req, miss ratio 0.3632, byte miss ratio 0.3632
result/tencentBlock.ns4404.oracleGeneral.zst LHD cache size     3981, 4018527 req, miss ratio 0.2548, byte miss ratio 0.2548
result/tencentBlock.ns4404.oracleGeneral.zst LHD cache size    11944, 4018527 req, miss ratio 0.2203, byte miss ratio 0.2203
result/tencentBlock.ns4404.oracleGeneral.zst LHD cache size    39816, 4018527 req, miss ratio 0.1550, byte miss ratio 0.1550
result/tencentBlock.ns4404.oracleGeneral.zst LHD cache size    79632, 4018527 req, miss ratio 0.1172, byte miss ratio 0.1172
result/tencentBlock.ns4404.oracleGeneral.zst LHD cache size   159265, 4018527 req, miss ratio 0.1044, byte miss ratio 0.1044
result/tencentBlock.ns4404.oracleGeneral.zst LHD cache size   318530, 4018527 req, miss ratio 0.0996, byte miss ratio 0.0996
result/tencentBlock.ns4404.oracleGeneral.zst Clock cache size      398, 4018527 req, miss ratio 0.4700, byte miss ratio 0.4700
result/tencentBlock.ns4404.oracleGeneral.zst Clock cache size     1194, 4018527 req, miss ratio 0.3773, byte miss ratio 0.3773
result/tencentBlock.ns4404.oracleGeneral.zst Clock cache size     3981, 4018527 req, miss ratio 0.2625, byte miss ratio 0.2625
result/tencentBlock.ns4404.oracleGeneral.zst Clock cache size    11944, 4018527 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns4404.oracleGeneral.zst Clock cache size    39816, 4018527 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns4404.oracleGeneral.zst Clock cache size    79632, 4018527 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns4404.oracleGeneral.zst Clock cache size   159265, 4018527 req, miss ratio 0.1053, byte miss ratio 0.1053
result/tencentBlock.ns4404.oracleGeneral.zst Clock cache size   318530, 4018527 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns4404.oracleGeneral.zst LRU cache size      398, 4018527 req, miss ratio 0.4729, byte miss ratio 0.4729
result/tencentBlock.ns4404.oracleGeneral.zst LRU cache size     1194, 4018527 req, miss ratio 0.3766, byte miss ratio 0.3766
result/tencentBlock.ns4404.oracleGeneral.zst LRU cache size     3981, 4018527 req, miss ratio 0.2650, byte miss ratio 0.2650
result/tencentBlock.ns4404.oracleGeneral.zst LRU cache size    11944, 4018527 req, miss ratio 0.2308, byte miss ratio 0.2308
result/tencentBlock.ns4404.oracleGeneral.zst LRU cache size    39816, 4018527 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns4404.oracleGeneral.zst LRU cache size    79632, 4018527 req, miss ratio 0.1246, byte miss ratio 0.1246
result/tencentBlock.ns4404.oracleGeneral.zst LRU cache size   159265, 4018527 req, miss ratio 0.1036, byte miss ratio 0.1036
result/tencentBlock.ns4404.oracleGeneral.zst LRU cache size   318530, 4018527 req, miss ratio 0.0997, byte miss ratio 0.0997
result/tencentBlock.ns4404.oracleGeneral.zst ARC cache size      398, 4018527 req, miss ratio 0.4574, byte miss ratio 0.4574
result/tencentBlock.ns4404.oracleGeneral.zst ARC cache size     1194, 4018527 req, miss ratio 0.3459, byte miss ratio 0.3459
result/tencentBlock.ns4404.oracleGeneral.zst ARC cache size     3981, 4018527 req, miss ratio 0.2517, byte miss ratio 0.2517
result/tencentBlock.ns4404.oracleGeneral.zst ARC cache size    11944, 4018527 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns4404.oracleGeneral.zst ARC cache size    39816, 4018527 req, miss ratio 0.1638, byte miss ratio 0.1638
result/tencentBlock.ns4404.oracleGeneral.zst ARC cache size    79632, 4018527 req, miss ratio 0.1321, byte miss ratio 0.1321
result/tencentBlock.ns4404.oracleGeneral.zst ARC cache size   159265, 4018527 req, miss ratio 0.1047, byte miss ratio 0.1047
result/tencentBlock.ns4404.oracleGeneral.zst ARC cache size   318530, 4018527 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns4404.oracleGeneral.zst clock2 cache size      398, 4018527 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns4404.oracleGeneral.zst clock2 cache size     1194, 4018527 req, miss ratio 0.3850, byte miss ratio 0.3850
result/tencentBlock.ns4404.oracleGeneral.zst clock2 cache size     3981, 4018527 req, miss ratio 0.2568, byte miss ratio 0.2568
result/tencentBlock.ns4404.oracleGeneral.zst clock2 cache size    11944, 4018527 req, miss ratio 0.2361, byte miss ratio 0.2361
result/tencentBlock.ns4404.oracleGeneral.zst clock2 cache size    39816, 4018527 req, miss ratio 0.1783, byte miss ratio 0.1783
result/tencentBlock.ns4404.oracleGeneral.zst clock2 cache size    79632, 4018527 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns4404.oracleGeneral.zst clock2 cache size   159265, 4018527 req, miss ratio 0.1060, byte miss ratio 0.1060
result/tencentBlock.ns4404.oracleGeneral.zst clock2 cache size   318530, 4018527 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns4404.oracleGeneral.zst LeCaR cache size      398, 4018527 req, miss ratio 0.4665, byte miss ratio 0.4665
result/tencentBlock.ns4404.oracleGeneral.zst LeCaR cache size     1194, 4018527 req, miss ratio 0.3747, byte miss ratio 0.3747
result/tencentBlock.ns4404.oracleGeneral.zst LeCaR cache size     3981, 4018527 req, miss ratio 0.2554, byte miss ratio 0.2554
result/tencentBlock.ns4404.oracleGeneral.zst LeCaR cache size    11944, 4018527 req, miss ratio 0.2306, byte miss ratio 0.2306
result/tencentBlock.ns4404.oracleGeneral.zst LeCaR cache size    39816, 4018527 req, miss ratio 0.1602, byte miss ratio 0.1602
result/tencentBlock.ns4404.oracleGeneral.zst LeCaR cache size    79632, 4018527 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns4404.oracleGeneral.zst LeCaR cache size   159265, 4018527 req, miss ratio 0.1033, byte miss ratio 0.1033
