result/tencentBlock.ns8623.oracleGeneral.zst LeCaR cache size      346, 2994160 req, miss ratio 0.4514, byte miss ratio 0.4514
result/tencentBlock.ns8623.oracleGeneral.zst LeCaR cache size     1040, 2994160 req, miss ratio 0.4389, byte miss ratio 0.4389
result/tencentBlock.ns8623.oracleGeneral.zst LeCaR cache size     3468, 2994160 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns8623.oracleGeneral.zst LeCaR cache size    10405, 2994160 req, miss ratio 0.4266, byte miss ratio 0.4266
result/tencentBlock.ns8623.oracleGeneral.zst LeCaR cache size    34684, 2994160 req, miss ratio 0.3700, byte miss ratio 0.3700
result/tencentBlock.ns8623.oracleGeneral.zst LeCaR cache size    69369, 2994160 req, miss ratio 0.2894, byte miss ratio 0.2894
result/tencentBlock.ns8623.oracleGeneral.zst LeCaR cache size   138738, 2994160 req, miss ratio 0.1553, byte miss ratio 0.1553
result/tencentBlock.ns8623.oracleGeneral.zst LeCaR cache size   277476, 2994160 req, miss ratio 0.1168, byte miss ratio 0.1168
result/tencentBlock.ns8623.oracleGeneral.zst ARC cache size      346, 2994160 req, miss ratio 0.4433, byte miss ratio 0.4433
result/tencentBlock.ns8623.oracleGeneral.zst ARC cache size     1040, 2994160 req, miss ratio 0.4374, byte miss ratio 0.4374
result/tencentBlock.ns8623.oracleGeneral.zst ARC cache size     3468, 2994160 req, miss ratio 0.4328, byte miss ratio 0.4328
result/tencentBlock.ns8623.oracleGeneral.zst ARC cache size    10405, 2994160 req, miss ratio 0.4266, byte miss ratio 0.4266
result/tencentBlock.ns8623.oracleGeneral.zst ARC cache size    34684, 2994160 req, miss ratio 0.3684, byte miss ratio 0.3684
result/tencentBlock.ns8623.oracleGeneral.zst ARC cache size    69369, 2994160 req, miss ratio 0.3023, byte miss ratio 0.3023
result/tencentBlock.ns8623.oracleGeneral.zst ARC cache size   138738, 2994160 req, miss ratio 0.1565, byte miss ratio 0.1565
result/tencentBlock.ns8623.oracleGeneral.zst ARC cache size   277476, 2994160 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns8623.oracleGeneral.zst LIRS cache size      346, 2994160 req, miss ratio 0.5094, byte miss ratio 0.5094
result/tencentBlock.ns8623.oracleGeneral.zst LIRS cache size     1040, 2994160 req, miss ratio 0.4637, byte miss ratio 0.4637
result/tencentBlock.ns8623.oracleGeneral.zst LIRS cache size     3468, 2994160 req, miss ratio 0.4386, byte miss ratio 0.4386
result/tencentBlock.ns8623.oracleGeneral.zst LIRS cache size    10405, 2994160 req, miss ratio 0.4279, byte miss ratio 0.4279
result/tencentBlock.ns8623.oracleGeneral.zst LIRS cache size    34684, 2994160 req, miss ratio 0.3729, byte miss ratio 0.3729
result/tencentBlock.ns8623.oracleGeneral.zst LIRS cache size    69369, 2994160 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns8623.oracleGeneral.zst LIRS cache size   138738, 2994160 req, miss ratio 0.1572, byte miss ratio 0.1572
result/tencentBlock.ns8623.oracleGeneral.zst LIRS cache size   277476, 2994160 req, miss ratio 0.1172, byte miss ratio 0.1172
result/tencentBlock.ns8623.oracleGeneral.zst clock2 cache size      346, 2994160 req, miss ratio 0.4540, byte miss ratio 0.4540
