result/tencentBlock.ns3308.oracleGeneral.zst clock2 cache size      546, 6753763 req, miss ratio 0.6140, byte miss ratio 0.6140
result/tencentBlock.ns3308.oracleGeneral.zst clock2 cache size     1639, 6753763 req, miss ratio 0.3412, byte miss ratio 0.3412
result/tencentBlock.ns3308.oracleGeneral.zst clock2 cache size     5466, 6753763 req, miss ratio 0.2315, byte miss ratio 0.2315
result/tencentBlock.ns3308.oracleGeneral.zst clock2 cache size    16399, 6753763 req, miss ratio 0.2049, byte miss ratio 0.2049
result/tencentBlock.ns3308.oracleGeneral.zst clock2 cache size    54664, 6753763 req, miss ratio 0.1516, byte miss ratio 0.1516
result/tencentBlock.ns3308.oracleGeneral.zst clock2 cache size   109329, 6753763 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns3308.oracleGeneral.zst clock2 cache size   218658, 6753763 req, miss ratio 0.1056, byte miss ratio 0.1056
result/tencentBlock.ns3308.oracleGeneral.zst clock2 cache size   437316, 6753763 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns3308.oracleGeneral.zst LIRS cache size      546, 6753763 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns3308.oracleGeneral.zst LIRS cache size     1639, 6753763 req, miss ratio 0.2892, byte miss ratio 0.2892
result/tencentBlock.ns3308.oracleGeneral.zst LIRS cache size     5466, 6753763 req, miss ratio 0.2373, byte miss ratio 0.2373
result/tencentBlock.ns3308.oracleGeneral.zst LIRS cache size    16399, 6753763 req, miss ratio 0.1990, byte miss ratio 0.1990
result/tencentBlock.ns3308.oracleGeneral.zst LIRS cache size    54664, 6753763 req, miss ratio 0.1595, byte miss ratio 0.1595
result/tencentBlock.ns3308.oracleGeneral.zst LIRS cache size   109329, 6753763 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns3308.oracleGeneral.zst LIRS cache size   218658, 6753763 req, miss ratio 0.1055, byte miss ratio 0.1055
result/tencentBlock.ns3308.oracleGeneral.zst LIRS cache size   437316, 6753763 req, miss ratio 0.0836, byte miss ratio 0.0836
result/tencentBlock.ns3308.oracleGeneral.zst FIFO cache size      546, 6753763 req, miss ratio 0.6551, byte miss ratio 0.6551
result/tencentBlock.ns3308.oracleGeneral.zst FIFO cache size     1639, 6753763 req, miss ratio 0.4199, byte miss ratio 0.4199
result/tencentBlock.ns3308.oracleGeneral.zst FIFO cache size     5466, 6753763 req, miss ratio 0.2794, byte miss ratio 0.2794
result/tencentBlock.ns3308.oracleGeneral.zst FIFO cache size    16399, 6753763 req, miss ratio 0.2226, byte miss ratio 0.2226
result/tencentBlock.ns3308.oracleGeneral.zst FIFO cache size    54664, 6753763 req, miss ratio 0.1589, byte miss ratio 0.1589
result/tencentBlock.ns3308.oracleGeneral.zst FIFO cache size   109329, 6753763 req, miss ratio 0.1278, byte miss ratio 0.1278
result/tencentBlock.ns3308.oracleGeneral.zst FIFO cache size   218658, 6753763 req, miss ratio 0.1048, byte miss ratio 0.1048
result/tencentBlock.ns3308.oracleGeneral.zst FIFO cache size   437316, 6753763 req, miss ratio 0.0873, byte miss ratio 0.0873
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-1 cache size      546, 6753763 req, miss ratio 0.4819, byte miss ratio 0.4819
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-1 cache size     1639, 6753763 req, miss ratio 0.2877, byte miss ratio 0.2877
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-1 cache size     5466, 6753763 req, miss ratio 0.2280, byte miss ratio 0.2280
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-1 cache size    16399, 6753763 req, miss ratio 0.1954, byte miss ratio 0.1954
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-1 cache size    54664, 6753763 req, miss ratio 0.1582, byte miss ratio 0.1582
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-1 cache size   109329, 6753763 req, miss ratio 0.1264, byte miss ratio 0.1264
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-1 cache size   218658, 6753763 req, miss ratio 0.1000, byte miss ratio 0.1000
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-1 cache size   437316, 6753763 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns3308.oracleGeneral.zst Clock cache size      546, 6753763 req, miss ratio 0.6078, byte miss ratio 0.6078
result/tencentBlock.ns3308.oracleGeneral.zst Clock cache size     1639, 6753763 req, miss ratio 0.3432, byte miss ratio 0.3432
result/tencentBlock.ns3308.oracleGeneral.zst Clock cache size     5466, 6753763 req, miss ratio 0.2332, byte miss ratio 0.2332
result/tencentBlock.ns3308.oracleGeneral.zst Clock cache size    16399, 6753763 req, miss ratio 0.2041, byte miss ratio 0.2041
result/tencentBlock.ns3308.oracleGeneral.zst Clock cache size    54664, 6753763 req, miss ratio 0.1499, byte miss ratio 0.1499
result/tencentBlock.ns3308.oracleGeneral.zst Clock cache size   109329, 6753763 req, miss ratio 0.1249, byte miss ratio 0.1249
result/tencentBlock.ns3308.oracleGeneral.zst Clock cache size   218658, 6753763 req, miss ratio 0.1013, byte miss ratio 0.1013
result/tencentBlock.ns3308.oracleGeneral.zst Clock cache size   437316, 6753763 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns3308.oracleGeneral.zst LRU cache size      546, 6753763 req, miss ratio 0.6173, byte miss ratio 0.6173
result/tencentBlock.ns3308.oracleGeneral.zst LRU cache size     1639, 6753763 req, miss ratio 0.3506, byte miss ratio 0.3506
result/tencentBlock.ns3308.oracleGeneral.zst LRU cache size     5466, 6753763 req, miss ratio 0.2358, byte miss ratio 0.2358
result/tencentBlock.ns3308.oracleGeneral.zst LRU cache size    16399, 6753763 req, miss ratio 0.2046, byte miss ratio 0.2046
result/tencentBlock.ns3308.oracleGeneral.zst LRU cache size    54664, 6753763 req, miss ratio 0.1499, byte miss ratio 0.1499
result/tencentBlock.ns3308.oracleGeneral.zst LRU cache size   109329, 6753763 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns3308.oracleGeneral.zst LRU cache size   218658, 6753763 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns3308.oracleGeneral.zst LRU cache size   437316, 6753763 req, miss ratio 0.0816, byte miss ratio 0.0816
result/tencentBlock.ns3308.oracleGeneral.zst LeCaR cache size      546, 6753763 req, miss ratio 0.5864, byte miss ratio 0.5864
result/tencentBlock.ns3308.oracleGeneral.zst LeCaR cache size     1639, 6753763 req, miss ratio 0.3399, byte miss ratio 0.3399
result/tencentBlock.ns3308.oracleGeneral.zst LeCaR cache size     5466, 6753763 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns3308.oracleGeneral.zst LeCaR cache size    16399, 6753763 req, miss ratio 0.2034, byte miss ratio 0.2034
result/tencentBlock.ns3308.oracleGeneral.zst LeCaR cache size    54664, 6753763 req, miss ratio 0.1492, byte miss ratio 0.1492
result/tencentBlock.ns3308.oracleGeneral.zst LeCaR cache size   109329, 6753763 req, miss ratio 0.1225, byte miss ratio 0.1225
result/tencentBlock.ns3308.oracleGeneral.zst LeCaR cache size   218658, 6753763 req, miss ratio 0.0963, byte miss ratio 0.0963
result/tencentBlock.ns3308.oracleGeneral.zst LeCaR cache size   437316, 6753763 req, miss ratio 0.0816, byte miss ratio 0.0816
result/tencentBlock.ns3308.oracleGeneral.zst ARC cache size      546, 6753763 req, miss ratio 0.4781, byte miss ratio 0.4781
result/tencentBlock.ns3308.oracleGeneral.zst ARC cache size     1639, 6753763 req, miss ratio 0.2881, byte miss ratio 0.2881
result/tencentBlock.ns3308.oracleGeneral.zst ARC cache size     5466, 6753763 req, miss ratio 0.2260, byte miss ratio 0.2260
result/tencentBlock.ns3308.oracleGeneral.zst ARC cache size    16399, 6753763 req, miss ratio 0.1939, byte miss ratio 0.1939
result/tencentBlock.ns3308.oracleGeneral.zst ARC cache size    54664, 6753763 req, miss ratio 0.1456, byte miss ratio 0.1456
result/tencentBlock.ns3308.oracleGeneral.zst ARC cache size   109329, 6753763 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns3308.oracleGeneral.zst ARC cache size   218658, 6753763 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns3308.oracleGeneral.zst ARC cache size   437316, 6753763 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns3308.oracleGeneral.zst LHD cache size      546, 6753763 req, miss ratio 0.5388, byte miss ratio 0.5388
result/tencentBlock.ns3308.oracleGeneral.zst LHD cache size     1639, 6753763 req, miss ratio 0.3247, byte miss ratio 0.3247
result/tencentBlock.ns3308.oracleGeneral.zst LHD cache size     5466, 6753763 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns3308.oracleGeneral.zst LHD cache size    16399, 6753763 req, miss ratio 0.1982, byte miss ratio 0.1982
result/tencentBlock.ns3308.oracleGeneral.zst LHD cache size    54664, 6753763 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns3308.oracleGeneral.zst LHD cache size   109329, 6753763 req, miss ratio 0.1254, byte miss ratio 0.1254
result/tencentBlock.ns3308.oracleGeneral.zst LHD cache size   218658, 6753763 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns3308.oracleGeneral.zst LHD cache size   437316, 6753763 req, miss ratio 0.0822, byte miss ratio 0.0822
result/tencentBlock.ns3308.oracleGeneral.zst Cacheus cache size      546, 6753763 req, miss ratio 0.4782, byte miss ratio 0.4782
result/tencentBlock.ns3308.oracleGeneral.zst Cacheus cache size     1639, 6753763 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns3308.oracleGeneral.zst Cacheus cache size     5466, 6753763 req, miss ratio 0.2273, byte miss ratio 0.2273
result/tencentBlock.ns3308.oracleGeneral.zst Cacheus cache size    16399, 6753763 req, miss ratio 0.1945, byte miss ratio 0.1945
result/tencentBlock.ns3308.oracleGeneral.zst Cacheus cache size    54664, 6753763 req, miss ratio 0.1492, byte miss ratio 0.1492
result/tencentBlock.ns3308.oracleGeneral.zst Cacheus cache size   109329, 6753763 req, miss ratio 0.1212, byte miss ratio 0.1212
result/tencentBlock.ns3308.oracleGeneral.zst Cacheus cache size   218658, 6753763 req, miss ratio 0.1038, byte miss ratio 0.1038
result/tencentBlock.ns3308.oracleGeneral.zst Cacheus cache size   437316, 6753763 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-d-1 cache size      546, 6753763 req, miss ratio 0.4737, byte miss ratio 0.4737
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-d-1 cache size     1639, 6753763 req, miss ratio 0.2905, byte miss ratio 0.2905
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-d-1 cache size     5466, 6753763 req, miss ratio 0.2273, byte miss ratio 0.2273
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-d-1 cache size    16399, 6753763 req, miss ratio 0.1944, byte miss ratio 0.1944
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-d-1 cache size    54664, 6753763 req, miss ratio 0.1531, byte miss ratio 0.1531
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-d-1 cache size   109329, 6753763 req, miss ratio 0.1250, byte miss ratio 0.1250
result/tencentBlock.ns3308.oracleGeneral.zst S3FIFO-d-1 cache size   218658, 6753763 req, miss ratio 0.0998, byte miss ratio 0.0998
