result/tencentBlock.ns20675.oracleGeneral.zst LeCaR cache size      809, 3234313 req, miss ratio 0.4431, byte miss ratio 0.4431
result/tencentBlock.ns20675.oracleGeneral.zst LeCaR cache size     2429, 3234313 req, miss ratio 0.4364, byte miss ratio 0.4364
result/tencentBlock.ns20675.oracleGeneral.zst LeCaR cache size     8098, 3234313 req, miss ratio 0.4354, byte miss ratio 0.4354
result/tencentBlock.ns20675.oracleGeneral.zst LeCaR cache size    24294, 3234313 req, miss ratio 0.4190, byte miss ratio 0.4190
result/tencentBlock.ns20675.oracleGeneral.zst LeCaR cache size    80983, 3234313 req, miss ratio 0.3773, byte miss ratio 0.3773
result/tencentBlock.ns20675.oracleGeneral.zst LeCaR cache size   161966, 3234313 req, miss ratio 0.3238, byte miss ratio 0.3238
result/tencentBlock.ns20675.oracleGeneral.zst LeCaR cache size   323932, 3234313 req, miss ratio 0.2726, byte miss ratio 0.2726
result/tencentBlock.ns20675.oracleGeneral.zst LeCaR cache size   647865, 3234313 req, miss ratio 0.2522, byte miss ratio 0.2522
result/tencentBlock.ns20675.oracleGeneral.zst clock2 cache size      809, 3234313 req, miss ratio 0.4435, byte miss ratio 0.4435
result/tencentBlock.ns20675.oracleGeneral.zst clock2 cache size     2429, 3234313 req, miss ratio 0.4362, byte miss ratio 0.4362
result/tencentBlock.ns20675.oracleGeneral.zst clock2 cache size     8098, 3234313 req, miss ratio 0.4354, byte miss ratio 0.4354
result/tencentBlock.ns20675.oracleGeneral.zst clock2 cache size    24294, 3234313 req, miss ratio 0.4224, byte miss ratio 0.4224
result/tencentBlock.ns20675.oracleGeneral.zst clock2 cache size    80983, 3234313 req, miss ratio 0.3793, byte miss ratio 0.3793
result/tencentBlock.ns20675.oracleGeneral.zst clock2 cache size   161966, 3234313 req, miss ratio 0.3230, byte miss ratio 0.3230
result/tencentBlock.ns20675.oracleGeneral.zst clock2 cache size   323932, 3234313 req, miss ratio 0.2743, byte miss ratio 0.2743
result/tencentBlock.ns20675.oracleGeneral.zst clock2 cache size   647865, 3234313 req, miss ratio 0.2525, byte miss ratio 0.2525
result/tencentBlock.ns20675.oracleGeneral.zst Cacheus cache size      809, 3234313 req, miss ratio 0.4381, byte miss ratio 0.4381
result/tencentBlock.ns20675.oracleGeneral.zst Cacheus cache size     2429, 3234313 req, miss ratio 0.4359, byte miss ratio 0.4359
result/tencentBlock.ns20675.oracleGeneral.zst Cacheus cache size     8098, 3234313 req, miss ratio 0.4340, byte miss ratio 0.4340
result/tencentBlock.ns20675.oracleGeneral.zst Cacheus cache size    24294, 3234313 req, miss ratio 0.4253, byte miss ratio 0.4253
result/tencentBlock.ns20675.oracleGeneral.zst Cacheus cache size    80983, 3234313 req, miss ratio 0.3661, byte miss ratio 0.3661
result/tencentBlock.ns20675.oracleGeneral.zst Cacheus cache size   161966, 3234313 req, miss ratio 0.3245, byte miss ratio 0.3245
result/tencentBlock.ns20675.oracleGeneral.zst Cacheus cache size   323932, 3234313 req, miss ratio 0.2799, byte miss ratio 0.2799
result/tencentBlock.ns20675.oracleGeneral.zst Cacheus cache size   647865, 3234313 req, miss ratio 0.2529, byte miss ratio 0.2529
result/tencentBlock.ns20675.oracleGeneral.zst ARC cache size      809, 3234313 req, miss ratio 0.4382, byte miss ratio 0.4382
result/tencentBlock.ns20675.oracleGeneral.zst ARC cache size     2429, 3234313 req, miss ratio 0.4360, byte miss ratio 0.4360
result/tencentBlock.ns20675.oracleGeneral.zst ARC cache size     8098, 3234313 req, miss ratio 0.4341, byte miss ratio 0.4341
result/tencentBlock.ns20675.oracleGeneral.zst ARC cache size    24294, 3234313 req, miss ratio 0.4200, byte miss ratio 0.4200
result/tencentBlock.ns20675.oracleGeneral.zst ARC cache size    80983, 3234313 req, miss ratio 0.3503, byte miss ratio 0.3503
result/tencentBlock.ns20675.oracleGeneral.zst ARC cache size   161966, 3234313 req, miss ratio 0.3039, byte miss ratio 0.3039
result/tencentBlock.ns20675.oracleGeneral.zst ARC cache size   323932, 3234313 req, miss ratio 0.2748, byte miss ratio 0.2748
result/tencentBlock.ns20675.oracleGeneral.zst ARC cache size   647865, 3234313 req, miss ratio 0.2525, byte miss ratio 0.2525
result/tencentBlock.ns20675.oracleGeneral.zst S3FIFO-1 cache size      809, 3234313 req, miss ratio 0.4381, byte miss ratio 0.4381
result/tencentBlock.ns20675.oracleGeneral.zst S3FIFO-1 cache size     2429, 3234313 req, miss ratio 0.4363, byte miss ratio 0.4363
