result/tencentBlock.ns5080.oracleGeneral.zst LHD cache size      516, 7115417 req, miss ratio 0.7263, byte miss ratio 0.7263
result/tencentBlock.ns5080.oracleGeneral.zst LHD cache size     1548, 7115417 req, miss ratio 0.6931, byte miss ratio 0.6931
result/tencentBlock.ns5080.oracleGeneral.zst LHD cache size     5162, 7115417 req, miss ratio 0.6539, byte miss ratio 0.6539
result/tencentBlock.ns5080.oracleGeneral.zst LHD cache size    15487, 7115417 req, miss ratio 0.5691, byte miss ratio 0.5691
result/tencentBlock.ns5080.oracleGeneral.zst LHD cache size    51624, 7115417 req, miss ratio 0.3273, byte miss ratio 0.3273
result/tencentBlock.ns5080.oracleGeneral.zst LHD cache size   103249, 7115417 req, miss ratio 0.2081, byte miss ratio 0.2081
result/tencentBlock.ns5080.oracleGeneral.zst LHD cache size   206498, 7115417 req, miss ratio 0.1168, byte miss ratio 0.1168
result/tencentBlock.ns5080.oracleGeneral.zst LHD cache size   412996, 7115417 req, miss ratio 0.0747, byte miss ratio 0.0747
result/tencentBlock.ns5080.oracleGeneral.zst S3FIFO-1 cache size      516, 7115417 req, miss ratio 0.6937, byte miss ratio 0.6937
result/tencentBlock.ns5080.oracleGeneral.zst S3FIFO-1 cache size     1548, 7115417 req, miss ratio 0.6701, byte miss ratio 0.6701
result/tencentBlock.ns5080.oracleGeneral.zst S3FIFO-1 cache size     5162, 7115417 req, miss ratio 0.6247, byte miss ratio 0.6247
result/tencentBlock.ns5080.oracleGeneral.zst S3FIFO-1 cache size    15487, 7115417 req, miss ratio 0.5275, byte miss ratio 0.5275
result/tencentBlock.ns5080.oracleGeneral.zst S3FIFO-1 cache size    51624, 7115417 req, miss ratio 0.2864, byte miss ratio 0.2864
result/tencentBlock.ns5080.oracleGeneral.zst S3FIFO-1 cache size   103249, 7115417 req, miss ratio 0.2010, byte miss ratio 0.2010
result/tencentBlock.ns5080.oracleGeneral.zst S3FIFO-1 cache size   206498, 7115417 req, miss ratio 0.1091, byte miss ratio 0.1091
result/tencentBlock.ns5080.oracleGeneral.zst S3FIFO-1 cache size   412996, 7115417 req, miss ratio 0.0742, byte miss ratio 0.0742
