result/tencentBlock.ns3254.oracleGeneral.zst LHD cache size      597, 7915914 req, miss ratio 0.4629, byte miss ratio 0.4629
result/tencentBlock.ns3254.oracleGeneral.zst LHD cache size     1791, 7915914 req, miss ratio 0.3912, byte miss ratio 0.3912
result/tencentBlock.ns3254.oracleGeneral.zst LHD cache size     5970, 7915914 req, miss ratio 0.3296, byte miss ratio 0.3296
result/tencentBlock.ns3254.oracleGeneral.zst LHD cache size    17912, 7915914 req, miss ratio 0.2738, byte miss ratio 0.2738
result/tencentBlock.ns3254.oracleGeneral.zst LHD cache size    59707, 7915914 req, miss ratio 0.1765, byte miss ratio 0.1765
result/tencentBlock.ns3254.oracleGeneral.zst LHD cache size   119415, 7915914 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns3254.oracleGeneral.zst LHD cache size   238831, 7915914 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns3254.oracleGeneral.zst LHD cache size   477663, 7915914 req, miss ratio 0.0763, byte miss ratio 0.0763
result/tencentBlock.ns3254.oracleGeneral.zst ARC cache size      597, 7915914 req, miss ratio 0.4432, byte miss ratio 0.4432
result/tencentBlock.ns3254.oracleGeneral.zst ARC cache size     1791, 7915914 req, miss ratio 0.3817, byte miss ratio 0.3817
result/tencentBlock.ns3254.oracleGeneral.zst ARC cache size     5970, 7915914 req, miss ratio 0.3255, byte miss ratio 0.3255
result/tencentBlock.ns3254.oracleGeneral.zst ARC cache size    17912, 7915914 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns3254.oracleGeneral.zst ARC cache size    59707, 7915914 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns3254.oracleGeneral.zst ARC cache size   119415, 7915914 req, miss ratio 0.1236, byte miss ratio 0.1236
result/tencentBlock.ns3254.oracleGeneral.zst ARC cache size   238831, 7915914 req, miss ratio 0.0832, byte miss ratio 0.0832
result/tencentBlock.ns3254.oracleGeneral.zst ARC cache size   477663, 7915914 req, miss ratio 0.0762, byte miss ratio 0.0762
result/tencentBlock.ns3254.oracleGeneral.zst FIFO cache size      597, 7915914 req, miss ratio 0.5054, byte miss ratio 0.5054
result/tencentBlock.ns3254.oracleGeneral.zst FIFO cache size     1791, 7915914 req, miss ratio 0.4244, byte miss ratio 0.4244
result/tencentBlock.ns3254.oracleGeneral.zst FIFO cache size     5970, 7915914 req, miss ratio 0.3631, byte miss ratio 0.3631
result/tencentBlock.ns3254.oracleGeneral.zst FIFO cache size    17912, 7915914 req, miss ratio 0.3115, byte miss ratio 0.3115
result/tencentBlock.ns3254.oracleGeneral.zst FIFO cache size    59707, 7915914 req, miss ratio 0.2194, byte miss ratio 0.2194
result/tencentBlock.ns3254.oracleGeneral.zst FIFO cache size   119415, 7915914 req, miss ratio 0.1585, byte miss ratio 0.1585
result/tencentBlock.ns3254.oracleGeneral.zst FIFO cache size   238831, 7915914 req, miss ratio 0.1097, byte miss ratio 0.1097
result/tencentBlock.ns3254.oracleGeneral.zst FIFO cache size   477663, 7915914 req, miss ratio 0.0840, byte miss ratio 0.0840
result/tencentBlock.ns3254.oracleGeneral.zst LIRS cache size      597, 7915914 req, miss ratio 0.4581, byte miss ratio 0.4581
result/tencentBlock.ns3254.oracleGeneral.zst LIRS cache size     1791, 7915914 req, miss ratio 0.4003, byte miss ratio 0.4003
result/tencentBlock.ns3254.oracleGeneral.zst LIRS cache size     5970, 7915914 req, miss ratio 0.3353, byte miss ratio 0.3353
result/tencentBlock.ns3254.oracleGeneral.zst LIRS cache size    17912, 7915914 req, miss ratio 0.2662, byte miss ratio 0.2662
result/tencentBlock.ns3254.oracleGeneral.zst LIRS cache size    59707, 7915914 req, miss ratio 0.1662, byte miss ratio 0.1662
result/tencentBlock.ns3254.oracleGeneral.zst LIRS cache size   119415, 7915914 req, miss ratio 0.1237, byte miss ratio 0.1237
result/tencentBlock.ns3254.oracleGeneral.zst LIRS cache size   238831, 7915914 req, miss ratio 0.0870, byte miss ratio 0.0870
result/tencentBlock.ns3254.oracleGeneral.zst LIRS cache size   477663, 7915914 req, miss ratio 0.0759, byte miss ratio 0.0759
result/tencentBlock.ns3254.oracleGeneral.zst Clock cache size      597, 7915914 req, miss ratio 0.4631, byte miss ratio 0.4631
result/tencentBlock.ns3254.oracleGeneral.zst Clock cache size     1791, 7915914 req, miss ratio 0.3943, byte miss ratio 0.3943
result/tencentBlock.ns3254.oracleGeneral.zst Clock cache size     5970, 7915914 req, miss ratio 0.3420, byte miss ratio 0.3420
result/tencentBlock.ns3254.oracleGeneral.zst Clock cache size    17912, 7915914 req, miss ratio 0.2936, byte miss ratio 0.2936
result/tencentBlock.ns3254.oracleGeneral.zst Clock cache size    59707, 7915914 req, miss ratio 0.1930, byte miss ratio 0.1930
