result/tencentBlock.ns15038.oracleGeneral.zst LRU cache size      158, 2650393 req, miss ratio 0.3468, byte miss ratio 0.3468
result/tencentBlock.ns15038.oracleGeneral.zst LRU cache size      474, 2650393 req, miss ratio 0.2445, byte miss ratio 0.2445
result/tencentBlock.ns15038.oracleGeneral.zst LRU cache size     1580, 2650393 req, miss ratio 0.2008, byte miss ratio 0.2008
result/tencentBlock.ns15038.oracleGeneral.zst LRU cache size     4742, 2650393 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns15038.oracleGeneral.zst LRU cache size    15807, 2650393 req, miss ratio 0.1264, byte miss ratio 0.1264
result/tencentBlock.ns15038.oracleGeneral.zst LRU cache size    31614, 2650393 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns15038.oracleGeneral.zst LRU cache size    63229, 2650393 req, miss ratio 0.0715, byte miss ratio 0.0715
result/tencentBlock.ns15038.oracleGeneral.zst LRU cache size   126458, 2650393 req, miss ratio 0.0603, byte miss ratio 0.0603
result/tencentBlock.ns15038.oracleGeneral.zst ARC cache size      158, 2650393 req, miss ratio 0.2978, byte miss ratio 0.2978
result/tencentBlock.ns15038.oracleGeneral.zst ARC cache size      474, 2650393 req, miss ratio 0.2173, byte miss ratio 0.2173
result/tencentBlock.ns15038.oracleGeneral.zst ARC cache size     1580, 2650393 req, miss ratio 0.1891, byte miss ratio 0.1891
result/tencentBlock.ns15038.oracleGeneral.zst ARC cache size     4742, 2650393 req, miss ratio 0.1711, byte miss ratio 0.1711
result/tencentBlock.ns15038.oracleGeneral.zst ARC cache size    15807, 2650393 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns15038.oracleGeneral.zst ARC cache size    31614, 2650393 req, miss ratio 0.0851, byte miss ratio 0.0851
result/tencentBlock.ns15038.oracleGeneral.zst ARC cache size    63229, 2650393 req, miss ratio 0.0636, byte miss ratio 0.0636
result/tencentBlock.ns15038.oracleGeneral.zst ARC cache size   126458, 2650393 req, miss ratio 0.0602, byte miss ratio 0.0602
result/tencentBlock.ns15038.oracleGeneral.zst Clock cache size      158, 2650393 req, miss ratio 0.3399, byte miss ratio 0.3399
result/tencentBlock.ns15038.oracleGeneral.zst Clock cache size      474, 2650393 req, miss ratio 0.2406, byte miss ratio 0.2406
result/tencentBlock.ns15038.oracleGeneral.zst Clock cache size     1580, 2650393 req, miss ratio 0.1997, byte miss ratio 0.1997
result/tencentBlock.ns15038.oracleGeneral.zst Clock cache size     4742, 2650393 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns15038.oracleGeneral.zst Clock cache size    15807, 2650393 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns15038.oracleGeneral.zst Clock cache size    31614, 2650393 req, miss ratio 0.0925, byte miss ratio 0.0925
result/tencentBlock.ns15038.oracleGeneral.zst Clock cache size    63229, 2650393 req, miss ratio 0.0699, byte miss ratio 0.0699
result/tencentBlock.ns15038.oracleGeneral.zst Clock cache size   126458, 2650393 req, miss ratio 0.0602, byte miss ratio 0.0602
result/tencentBlock.ns15038.oracleGeneral.zst FIFO cache size      158, 2650393 req, miss ratio 0.3966, byte miss ratio 0.3966
result/tencentBlock.ns15038.oracleGeneral.zst FIFO cache size      474, 2650393 req, miss ratio 0.2849, byte miss ratio 0.2849
result/tencentBlock.ns15038.oracleGeneral.zst FIFO cache size     1580, 2650393 req, miss ratio 0.2229, byte miss ratio 0.2229
result/tencentBlock.ns15038.oracleGeneral.zst FIFO cache size     4742, 2650393 req, miss ratio 0.1927, byte miss ratio 0.1927
result/tencentBlock.ns15038.oracleGeneral.zst FIFO cache size    15807, 2650393 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns15038.oracleGeneral.zst FIFO cache size    31614, 2650393 req, miss ratio 0.1029, byte miss ratio 0.1029
