result/tencentBlock.ns3728.oracleGeneral.zst LHD cache size      492, 2521570 req, miss ratio 0.4035, byte miss ratio 0.4035
result/tencentBlock.ns3728.oracleGeneral.zst LHD cache size     1476, 2521570 req, miss ratio 0.3793, byte miss ratio 0.3793
result/tencentBlock.ns3728.oracleGeneral.zst LHD cache size     4921, 2521570 req, miss ratio 0.3468, byte miss ratio 0.3468
result/tencentBlock.ns3728.oracleGeneral.zst LHD cache size    14765, 2521570 req, miss ratio 0.3172, byte miss ratio 0.3172
result/tencentBlock.ns3728.oracleGeneral.zst LHD cache size    49217, 2521570 req, miss ratio 0.2782, byte miss ratio 0.2782
result/tencentBlock.ns3728.oracleGeneral.zst LHD cache size    98434, 2521570 req, miss ratio 0.2530, byte miss ratio 0.2530
result/tencentBlock.ns3728.oracleGeneral.zst LHD cache size   196868, 2521570 req, miss ratio 0.2291, byte miss ratio 0.2291
result/tencentBlock.ns3728.oracleGeneral.zst LHD cache size   393737, 2521570 req, miss ratio 0.1979, byte miss ratio 0.1979
result/tencentBlock.ns3728.oracleGeneral.zst ARC cache size      492, 2521570 req, miss ratio 0.3872, byte miss ratio 0.3872
result/tencentBlock.ns3728.oracleGeneral.zst ARC cache size     1476, 2521570 req, miss ratio 0.3585, byte miss ratio 0.3585
result/tencentBlock.ns3728.oracleGeneral.zst ARC cache size     4921, 2521570 req, miss ratio 0.3374, byte miss ratio 0.3374
result/tencentBlock.ns3728.oracleGeneral.zst ARC cache size    14765, 2521570 req, miss ratio 0.3107, byte miss ratio 0.3107
result/tencentBlock.ns3728.oracleGeneral.zst ARC cache size    49217, 2521570 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns3728.oracleGeneral.zst ARC cache size    98434, 2521570 req, miss ratio 0.2585, byte miss ratio 0.2585
result/tencentBlock.ns3728.oracleGeneral.zst ARC cache size   196868, 2521570 req, miss ratio 0.2233, byte miss ratio 0.2233
result/tencentBlock.ns3728.oracleGeneral.zst ARC cache size   393737, 2521570 req, miss ratio 0.1968, byte miss ratio 0.1968
result/tencentBlock.ns3728.oracleGeneral.zst LIRS cache size      492, 2521570 req, miss ratio 0.3921, byte miss ratio 0.3921
result/tencentBlock.ns3728.oracleGeneral.zst LIRS cache size     1476, 2521570 req, miss ratio 0.3596, byte miss ratio 0.3596
result/tencentBlock.ns3728.oracleGeneral.zst LIRS cache size     4921, 2521570 req, miss ratio 0.3392, byte miss ratio 0.3392
result/tencentBlock.ns3728.oracleGeneral.zst LIRS cache size    14765, 2521570 req, miss ratio 0.3141, byte miss ratio 0.3141
result/tencentBlock.ns3728.oracleGeneral.zst LIRS cache size    49217, 2521570 req, miss ratio 0.2839, byte miss ratio 0.2839
result/tencentBlock.ns3728.oracleGeneral.zst LIRS cache size    98434, 2521570 req, miss ratio 0.2666, byte miss ratio 0.2666
result/tencentBlock.ns3728.oracleGeneral.zst LIRS cache size   196868, 2521570 req, miss ratio 0.2294, byte miss ratio 0.2294
result/tencentBlock.ns3728.oracleGeneral.zst LIRS cache size   393737, 2521570 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns3728.oracleGeneral.zst Cacheus cache size      492, 2521570 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns3728.oracleGeneral.zst Cacheus cache size     1476, 2521570 req, miss ratio 0.3656, byte miss ratio 0.3656
result/tencentBlock.ns3728.oracleGeneral.zst Cacheus cache size     4921, 2521570 req, miss ratio 0.3401, byte miss ratio 0.3401
result/tencentBlock.ns3728.oracleGeneral.zst Cacheus cache size    14765, 2521570 req, miss ratio 0.3148, byte miss ratio 0.3148
result/tencentBlock.ns3728.oracleGeneral.zst Cacheus cache size    49217, 2521570 req, miss ratio 0.2757, byte miss ratio 0.2757
result/tencentBlock.ns3728.oracleGeneral.zst Cacheus cache size    98434, 2521570 req, miss ratio 0.2602, byte miss ratio 0.2602
result/tencentBlock.ns3728.oracleGeneral.zst Cacheus cache size   196868, 2521570 req, miss ratio 0.2305, byte miss ratio 0.2305
result/tencentBlock.ns3728.oracleGeneral.zst Cacheus cache size   393737, 2521570 req, miss ratio 0.2036, byte miss ratio 0.2036
result/tencentBlock.ns3728.oracleGeneral.zst LRU cache size      492, 2521570 req, miss ratio 0.4078, byte miss ratio 0.4078
result/tencentBlock.ns3728.oracleGeneral.zst LRU cache size     1476, 2521570 req, miss ratio 0.3851, byte miss ratio 0.3851
result/tencentBlock.ns3728.oracleGeneral.zst LRU cache size     4921, 2521570 req, miss ratio 0.3518, byte miss ratio 0.3518
result/tencentBlock.ns3728.oracleGeneral.zst LRU cache size    14765, 2521570 req, miss ratio 0.3195, byte miss ratio 0.3195
result/tencentBlock.ns3728.oracleGeneral.zst LRU cache size    49217, 2521570 req, miss ratio 0.2757, byte miss ratio 0.2757
result/tencentBlock.ns3728.oracleGeneral.zst LRU cache size    98434, 2521570 req, miss ratio 0.2520, byte miss ratio 0.2520
result/tencentBlock.ns3728.oracleGeneral.zst LRU cache size   196868, 2521570 req, miss ratio 0.2312, byte miss ratio 0.2312
result/tencentBlock.ns3728.oracleGeneral.zst LRU cache size   393737, 2521570 req, miss ratio 0.1975, byte miss ratio 0.1975
result/tencentBlock.ns3728.oracleGeneral.zst clock2 cache size      492, 2521570 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns3728.oracleGeneral.zst clock2 cache size     1476, 2521570 req, miss ratio 0.3808, byte miss ratio 0.3808
result/tencentBlock.ns3728.oracleGeneral.zst clock2 cache size     4921, 2521570 req, miss ratio 0.3479, byte miss ratio 0.3479
result/tencentBlock.ns3728.oracleGeneral.zst clock2 cache size    14765, 2521570 req, miss ratio 0.3197, byte miss ratio 0.3197
result/tencentBlock.ns3728.oracleGeneral.zst clock2 cache size    49217, 2521570 req, miss ratio 0.2743, byte miss ratio 0.2743
result/tencentBlock.ns3728.oracleGeneral.zst clock2 cache size    98434, 2521570 req, miss ratio 0.2523, byte miss ratio 0.2523
result/tencentBlock.ns3728.oracleGeneral.zst clock2 cache size   196868, 2521570 req, miss ratio 0.2280, byte miss ratio 0.2280
result/tencentBlock.ns3728.oracleGeneral.zst clock2 cache size   393737, 2521570 req, miss ratio 0.1968, byte miss ratio 0.1968
result/tencentBlock.ns3728.oracleGeneral.zst S3FIFO-1 cache size      492, 2521570 req, miss ratio 0.3857, byte miss ratio 0.3857
result/tencentBlock.ns3728.oracleGeneral.zst S3FIFO-1 cache size     1476, 2521570 req, miss ratio 0.3572, byte miss ratio 0.3572
result/tencentBlock.ns3728.oracleGeneral.zst S3FIFO-1 cache size     4921, 2521570 req, miss ratio 0.3382, byte miss ratio 0.3382
result/tencentBlock.ns3728.oracleGeneral.zst S3FIFO-1 cache size    14765, 2521570 req, miss ratio 0.3136, byte miss ratio 0.3136
result/tencentBlock.ns3728.oracleGeneral.zst S3FIFO-1 cache size    49217, 2521570 req, miss ratio 0.2791, byte miss ratio 0.2791
result/tencentBlock.ns3728.oracleGeneral.zst S3FIFO-1 cache size    98434, 2521570 req, miss ratio 0.2587, byte miss ratio 0.2587
result/tencentBlock.ns3728.oracleGeneral.zst S3FIFO-1 cache size   196868, 2521570 req, miss ratio 0.2285, byte miss ratio 0.2285
result/tencentBlock.ns3728.oracleGeneral.zst S3FIFO-1 cache size   393737, 2521570 req, miss ratio 0.1968, byte miss ratio 0.1968
result/tencentBlock.ns3728.oracleGeneral.zst Clock cache size      492, 2521570 req, miss ratio 0.4065, byte miss ratio 0.4065
result/tencentBlock.ns3728.oracleGeneral.zst Clock cache size     1476, 2521570 req, miss ratio 0.3826, byte miss ratio 0.3826
result/tencentBlock.ns3728.oracleGeneral.zst Clock cache size     4921, 2521570 req, miss ratio 0.3500, byte miss ratio 0.3500
