result/tencentBlock.ns23455.oracleGeneral.zst Clock cache size      209, 2140416 req, miss ratio 0.3978, byte miss ratio 0.3978
result/tencentBlock.ns23455.oracleGeneral.zst Clock cache size      628, 2140416 req, miss ratio 0.3439, byte miss ratio 0.3439
result/tencentBlock.ns23455.oracleGeneral.zst Clock cache size     2096, 2140416 req, miss ratio 0.2953, byte miss ratio 0.2953
result/tencentBlock.ns23455.oracleGeneral.zst Clock cache size     6288, 2140416 req, miss ratio 0.2462, byte miss ratio 0.2462
result/tencentBlock.ns23455.oracleGeneral.zst Clock cache size    20961, 2140416 req, miss ratio 0.1980, byte miss ratio 0.1980
result/tencentBlock.ns23455.oracleGeneral.zst Clock cache size    41923, 2140416 req, miss ratio 0.1618, byte miss ratio 0.1618
result/tencentBlock.ns23455.oracleGeneral.zst Clock cache size    83846, 2140416 req, miss ratio 0.1141, byte miss ratio 0.1141
result/tencentBlock.ns23455.oracleGeneral.zst Clock cache size   167693, 2140416 req, miss ratio 0.0986, byte miss ratio 0.0986
result/tencentBlock.ns23455.oracleGeneral.zst LRU cache size      209, 2140416 req, miss ratio 0.4048, byte miss ratio 0.4048
result/tencentBlock.ns23455.oracleGeneral.zst LRU cache size      628, 2140416 req, miss ratio 0.3435, byte miss ratio 0.3435
result/tencentBlock.ns23455.oracleGeneral.zst LRU cache size     2096, 2140416 req, miss ratio 0.2966, byte miss ratio 0.2966
result/tencentBlock.ns23455.oracleGeneral.zst LRU cache size     6288, 2140416 req, miss ratio 0.2482, byte miss ratio 0.2482
result/tencentBlock.ns23455.oracleGeneral.zst LRU cache size    20961, 2140416 req, miss ratio 0.1959, byte miss ratio 0.1959
result/tencentBlock.ns23455.oracleGeneral.zst LRU cache size    41923, 2140416 req, miss ratio 0.1535, byte miss ratio 0.1535
result/tencentBlock.ns23455.oracleGeneral.zst LRU cache size    83846, 2140416 req, miss ratio 0.1092, byte miss ratio 0.1092
result/tencentBlock.ns23455.oracleGeneral.zst LRU cache size   167693, 2140416 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns23455.oracleGeneral.zst clock2 cache size      209, 2140416 req, miss ratio 0.3958, byte miss ratio 0.3958
result/tencentBlock.ns23455.oracleGeneral.zst clock2 cache size      628, 2140416 req, miss ratio 0.3450, byte miss ratio 0.3450
result/tencentBlock.ns23455.oracleGeneral.zst clock2 cache size     2096, 2140416 req, miss ratio 0.2958, byte miss ratio 0.2958
result/tencentBlock.ns23455.oracleGeneral.zst clock2 cache size     6288, 2140416 req, miss ratio 0.2421, byte miss ratio 0.2421
result/tencentBlock.ns23455.oracleGeneral.zst clock2 cache size    20961, 2140416 req, miss ratio 0.2148, byte miss ratio 0.2148
result/tencentBlock.ns23455.oracleGeneral.zst clock2 cache size    41923, 2140416 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns23455.oracleGeneral.zst clock2 cache size    83846, 2140416 req, miss ratio 0.1164, byte miss ratio 0.1164
result/tencentBlock.ns23455.oracleGeneral.zst clock2 cache size   167693, 2140416 req, miss ratio 0.0986, byte miss ratio 0.0986
result/tencentBlock.ns23455.oracleGeneral.zst Cacheus cache size      209, 2140416 req, miss ratio 0.3770, byte miss ratio 0.3770
