result/tencentBlock.ns4557.oracleGeneral.zst Clock cache size      317, 3138440 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns4557.oracleGeneral.zst Clock cache size      953, 3138440 req, miss ratio 0.4163, byte miss ratio 0.4163
result/tencentBlock.ns4557.oracleGeneral.zst Clock cache size     3179, 3138440 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns4557.oracleGeneral.zst Clock cache size     9539, 3138440 req, miss ratio 0.2908, byte miss ratio 0.2908
result/tencentBlock.ns4557.oracleGeneral.zst Clock cache size    31798, 3138440 req, miss ratio 0.2434, byte miss ratio 0.2434
result/tencentBlock.ns4557.oracleGeneral.zst Clock cache size    63597, 3138440 req, miss ratio 0.2106, byte miss ratio 0.2106
result/tencentBlock.ns4557.oracleGeneral.zst Clock cache size   127194, 3138440 req, miss ratio 0.1327, byte miss ratio 0.1327
result/tencentBlock.ns4557.oracleGeneral.zst Clock cache size   254388, 3138440 req, miss ratio 0.1022, byte miss ratio 0.1022
result/tencentBlock.ns4557.oracleGeneral.zst LIRS cache size      317, 3138440 req, miss ratio 0.4977, byte miss ratio 0.4977
result/tencentBlock.ns4557.oracleGeneral.zst LIRS cache size      953, 3138440 req, miss ratio 0.4068, byte miss ratio 0.4068
result/tencentBlock.ns4557.oracleGeneral.zst LIRS cache size     3179, 3138440 req, miss ratio 0.3088, byte miss ratio 0.3088
result/tencentBlock.ns4557.oracleGeneral.zst LIRS cache size     9539, 3138440 req, miss ratio 0.2838, byte miss ratio 0.2838
result/tencentBlock.ns4557.oracleGeneral.zst LIRS cache size    31798, 3138440 req, miss ratio 0.2378, byte miss ratio 0.2378
result/tencentBlock.ns4557.oracleGeneral.zst LIRS cache size    63597, 3138440 req, miss ratio 0.1925, byte miss ratio 0.1925
result/tencentBlock.ns4557.oracleGeneral.zst LIRS cache size   127194, 3138440 req, miss ratio 0.1279, byte miss ratio 0.1279
result/tencentBlock.ns4557.oracleGeneral.zst LIRS cache size   254388, 3138440 req, miss ratio 0.1047, byte miss ratio 0.1047
result/tencentBlock.ns4557.oracleGeneral.zst S3FIFO-1 cache size      317, 3138440 req, miss ratio 0.4685, byte miss ratio 0.4685
result/tencentBlock.ns4557.oracleGeneral.zst S3FIFO-1 cache size      953, 3138440 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns4557.oracleGeneral.zst S3FIFO-1 cache size     3179, 3138440 req, miss ratio 0.2995, byte miss ratio 0.2995
result/tencentBlock.ns4557.oracleGeneral.zst S3FIFO-1 cache size     9539, 3138440 req, miss ratio 0.2818, byte miss ratio 0.2818
result/tencentBlock.ns4557.oracleGeneral.zst S3FIFO-1 cache size    31798, 3138440 req, miss ratio 0.2380, byte miss ratio 0.2380
result/tencentBlock.ns4557.oracleGeneral.zst S3FIFO-1 cache size    63597, 3138440 req, miss ratio 0.2006, byte miss ratio 0.2006
result/tencentBlock.ns4557.oracleGeneral.zst S3FIFO-1 cache size   127194, 3138440 req, miss ratio 0.1239, byte miss ratio 0.1239
result/tencentBlock.ns4557.oracleGeneral.zst S3FIFO-1 cache size   254388, 3138440 req, miss ratio 0.1023, byte miss ratio 0.1023
result/tencentBlock.ns4557.oracleGeneral.zst ARC cache size      317, 3138440 req, miss ratio 0.4607, byte miss ratio 0.4607
result/tencentBlock.ns4557.oracleGeneral.zst ARC cache size      953, 3138440 req, miss ratio 0.3962, byte miss ratio 0.3962
result/tencentBlock.ns4557.oracleGeneral.zst ARC cache size     3179, 3138440 req, miss ratio 0.3014, byte miss ratio 0.3014
result/tencentBlock.ns4557.oracleGeneral.zst ARC cache size     9539, 3138440 req, miss ratio 0.2842, byte miss ratio 0.2842
result/tencentBlock.ns4557.oracleGeneral.zst ARC cache size    31798, 3138440 req, miss ratio 0.2381, byte miss ratio 0.2381
result/tencentBlock.ns4557.oracleGeneral.zst ARC cache size    63597, 3138440 req, miss ratio 0.1950, byte miss ratio 0.1950
result/tencentBlock.ns4557.oracleGeneral.zst ARC cache size   127194, 3138440 req, miss ratio 0.1236, byte miss ratio 0.1236
