result/tencentBlock.ns11494.oracleGeneral.zst Cacheus cache size      489, 4149808 req, miss ratio 0.5447, byte miss ratio 0.5447
result/tencentBlock.ns11494.oracleGeneral.zst Cacheus cache size     1468, 4149808 req, miss ratio 0.4159, byte miss ratio 0.4159
result/tencentBlock.ns11494.oracleGeneral.zst Cacheus cache size     4893, 4149808 req, miss ratio 0.3316, byte miss ratio 0.3316
result/tencentBlock.ns11494.oracleGeneral.zst Cacheus cache size    14680, 4149808 req, miss ratio 0.3056, byte miss ratio 0.3056
result/tencentBlock.ns11494.oracleGeneral.zst Cacheus cache size    48936, 4149808 req, miss ratio 0.2471, byte miss ratio 0.2471
result/tencentBlock.ns11494.oracleGeneral.zst Cacheus cache size    97872, 4149808 req, miss ratio 0.2099, byte miss ratio 0.2099
result/tencentBlock.ns11494.oracleGeneral.zst Cacheus cache size   195744, 4149808 req, miss ratio 0.1501, byte miss ratio 0.1501
result/tencentBlock.ns11494.oracleGeneral.zst Cacheus cache size   391488, 4149808 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns11494.oracleGeneral.zst LIRS cache size      489, 4149808 req, miss ratio 0.5642, byte miss ratio 0.5642
result/tencentBlock.ns11494.oracleGeneral.zst LIRS cache size     1468, 4149808 req, miss ratio 0.3988, byte miss ratio 0.3988
result/tencentBlock.ns11494.oracleGeneral.zst LIRS cache size     4893, 4149808 req, miss ratio 0.3437, byte miss ratio 0.3437
result/tencentBlock.ns11494.oracleGeneral.zst LIRS cache size    14680, 4149808 req, miss ratio 0.3008, byte miss ratio 0.3008
result/tencentBlock.ns11494.oracleGeneral.zst LIRS cache size    48936, 4149808 req, miss ratio 0.2601, byte miss ratio 0.2601
result/tencentBlock.ns11494.oracleGeneral.zst LIRS cache size    97872, 4149808 req, miss ratio 0.2085, byte miss ratio 0.2085
result/tencentBlock.ns11494.oracleGeneral.zst LIRS cache size   195744, 4149808 req, miss ratio 0.1520, byte miss ratio 0.1520
result/tencentBlock.ns11494.oracleGeneral.zst LIRS cache size   391488, 4149808 req, miss ratio 0.1233, byte miss ratio 0.1233
result/tencentBlock.ns11494.oracleGeneral.zst LeCaR cache size      489, 4149808 req, miss ratio 0.5614, byte miss ratio 0.5614
result/tencentBlock.ns11494.oracleGeneral.zst LeCaR cache size     1468, 4149808 req, miss ratio 0.4475, byte miss ratio 0.4475
result/tencentBlock.ns11494.oracleGeneral.zst LeCaR cache size     4893, 4149808 req, miss ratio 0.3361, byte miss ratio 0.3361
result/tencentBlock.ns11494.oracleGeneral.zst LeCaR cache size    14680, 4149808 req, miss ratio 0.3069, byte miss ratio 0.3069
result/tencentBlock.ns11494.oracleGeneral.zst LeCaR cache size    48936, 4149808 req, miss ratio 0.2474, byte miss ratio 0.2474
result/tencentBlock.ns11494.oracleGeneral.zst LeCaR cache size    97872, 4149808 req, miss ratio 0.2079, byte miss ratio 0.2079
result/tencentBlock.ns11494.oracleGeneral.zst LeCaR cache size   195744, 4149808 req, miss ratio 0.1411, byte miss ratio 0.1411
result/tencentBlock.ns11494.oracleGeneral.zst LeCaR cache size   391488, 4149808 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns11494.oracleGeneral.zst ARC cache size      489, 4149808 req, miss ratio 0.5490, byte miss ratio 0.5490
result/tencentBlock.ns11494.oracleGeneral.zst ARC cache size     1468, 4149808 req, miss ratio 0.3882, byte miss ratio 0.3882
result/tencentBlock.ns11494.oracleGeneral.zst ARC cache size     4893, 4149808 req, miss ratio 0.3315, byte miss ratio 0.3315
result/tencentBlock.ns11494.oracleGeneral.zst ARC cache size    14680, 4149808 req, miss ratio 0.2988, byte miss ratio 0.2988
result/tencentBlock.ns11494.oracleGeneral.zst ARC cache size    48936, 4149808 req, miss ratio 0.2488, byte miss ratio 0.2488
result/tencentBlock.ns11494.oracleGeneral.zst ARC cache size    97872, 4149808 req, miss ratio 0.2049, byte miss ratio 0.2049
result/tencentBlock.ns11494.oracleGeneral.zst ARC cache size   195744, 4149808 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns11494.oracleGeneral.zst ARC cache size   391488, 4149808 req, miss ratio 0.1196, byte miss ratio 0.1196
result/tencentBlock.ns11494.oracleGeneral.zst clock2 cache size      489, 4149808 req, miss ratio 0.5596, byte miss ratio 0.5596
result/tencentBlock.ns11494.oracleGeneral.zst clock2 cache size     1468, 4149808 req, miss ratio 0.4446, byte miss ratio 0.4446
result/tencentBlock.ns11494.oracleGeneral.zst clock2 cache size     4893, 4149808 req, miss ratio 0.3346, byte miss ratio 0.3346
result/tencentBlock.ns11494.oracleGeneral.zst clock2 cache size    14680, 4149808 req, miss ratio 0.3091, byte miss ratio 0.3091
result/tencentBlock.ns11494.oracleGeneral.zst clock2 cache size    48936, 4149808 req, miss ratio 0.2522, byte miss ratio 0.2522
result/tencentBlock.ns11494.oracleGeneral.zst clock2 cache size    97872, 4149808 req, miss ratio 0.2212, byte miss ratio 0.2212
result/tencentBlock.ns11494.oracleGeneral.zst clock2 cache size   195744, 4149808 req, miss ratio 0.1550, byte miss ratio 0.1550
result/tencentBlock.ns11494.oracleGeneral.zst clock2 cache size   391488, 4149808 req, miss ratio 0.1196, byte miss ratio 0.1196
result/tencentBlock.ns11494.oracleGeneral.zst Clock cache size      489, 4149808 req, miss ratio 0.5614, byte miss ratio 0.5614
result/tencentBlock.ns11494.oracleGeneral.zst Clock cache size     1468, 4149808 req, miss ratio 0.4514, byte miss ratio 0.4514
result/tencentBlock.ns11494.oracleGeneral.zst Clock cache size     4893, 4149808 req, miss ratio 0.3401, byte miss ratio 0.3401
result/tencentBlock.ns11494.oracleGeneral.zst Clock cache size    14680, 4149808 req, miss ratio 0.3089, byte miss ratio 0.3089
result/tencentBlock.ns11494.oracleGeneral.zst Clock cache size    48936, 4149808 req, miss ratio 0.2505, byte miss ratio 0.2505
result/tencentBlock.ns11494.oracleGeneral.zst Clock cache size    97872, 4149808 req, miss ratio 0.2169, byte miss ratio 0.2169
result/tencentBlock.ns11494.oracleGeneral.zst Clock cache size   195744, 4149808 req, miss ratio 0.1478, byte miss ratio 0.1478
result/tencentBlock.ns11494.oracleGeneral.zst Clock cache size   391488, 4149808 req, miss ratio 0.1196, byte miss ratio 0.1196
result/tencentBlock.ns11494.oracleGeneral.zst LRU cache size      489, 4149808 req, miss ratio 0.5645, byte miss ratio 0.5645
result/tencentBlock.ns11494.oracleGeneral.zst LRU cache size     1468, 4149808 req, miss ratio 0.4579, byte miss ratio 0.4579
result/tencentBlock.ns11494.oracleGeneral.zst LRU cache size     4893, 4149808 req, miss ratio 0.3440, byte miss ratio 0.3440
result/tencentBlock.ns11494.oracleGeneral.zst LRU cache size    14680, 4149808 req, miss ratio 0.3076, byte miss ratio 0.3076
result/tencentBlock.ns11494.oracleGeneral.zst LRU cache size    48936, 4149808 req, miss ratio 0.2492, byte miss ratio 0.2492
result/tencentBlock.ns11494.oracleGeneral.zst LRU cache size    97872, 4149808 req, miss ratio 0.2110, byte miss ratio 0.2110
result/tencentBlock.ns11494.oracleGeneral.zst LRU cache size   195744, 4149808 req, miss ratio 0.1431, byte miss ratio 0.1431
result/tencentBlock.ns11494.oracleGeneral.zst LRU cache size   391488, 4149808 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns11494.oracleGeneral.zst FIFO cache size      489, 4149808 req, miss ratio 0.6487, byte miss ratio 0.6487
result/tencentBlock.ns11494.oracleGeneral.zst FIFO cache size     1468, 4149808 req, miss ratio 0.5026, byte miss ratio 0.5026
result/tencentBlock.ns11494.oracleGeneral.zst FIFO cache size     4893, 4149808 req, miss ratio 0.3911, byte miss ratio 0.3911
result/tencentBlock.ns11494.oracleGeneral.zst FIFO cache size    14680, 4149808 req, miss ratio 0.3281, byte miss ratio 0.3281
result/tencentBlock.ns11494.oracleGeneral.zst FIFO cache size    48936, 4149808 req, miss ratio 0.2632, byte miss ratio 0.2632
result/tencentBlock.ns11494.oracleGeneral.zst FIFO cache size    97872, 4149808 req, miss ratio 0.2159, byte miss ratio 0.2159
result/tencentBlock.ns11494.oracleGeneral.zst FIFO cache size   195744, 4149808 req, miss ratio 0.1644, byte miss ratio 0.1644
result/tencentBlock.ns11494.oracleGeneral.zst FIFO cache size   391488, 4149808 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns11494.oracleGeneral.zst LHD cache size      489, 4149808 req, miss ratio 0.5628, byte miss ratio 0.5628
result/tencentBlock.ns11494.oracleGeneral.zst LHD cache size     1468, 4149808 req, miss ratio 0.4248, byte miss ratio 0.4248
result/tencentBlock.ns11494.oracleGeneral.zst LHD cache size     4893, 4149808 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns11494.oracleGeneral.zst LHD cache size    14680, 4149808 req, miss ratio 0.2983, byte miss ratio 0.2983
result/tencentBlock.ns11494.oracleGeneral.zst LHD cache size    48936, 4149808 req, miss ratio 0.2468, byte miss ratio 0.2468
result/tencentBlock.ns11494.oracleGeneral.zst LHD cache size    97872, 4149808 req, miss ratio 0.1950, byte miss ratio 0.1950
result/tencentBlock.ns11494.oracleGeneral.zst LHD cache size   195744, 4149808 req, miss ratio 0.1440, byte miss ratio 0.1440
result/tencentBlock.ns11494.oracleGeneral.zst LHD cache size   391488, 4149808 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns11494.oracleGeneral.zst S3FIFO-1 cache size      489, 4149808 req, miss ratio 0.5527, byte miss ratio 0.5527
result/tencentBlock.ns11494.oracleGeneral.zst S3FIFO-1 cache size     1468, 4149808 req, miss ratio 0.3615, byte miss ratio 0.3615
result/tencentBlock.ns11494.oracleGeneral.zst S3FIFO-1 cache size     4893, 4149808 req, miss ratio 0.3330, byte miss ratio 0.3330
result/tencentBlock.ns11494.oracleGeneral.zst S3FIFO-1 cache size    14680, 4149808 req, miss ratio 0.2985, byte miss ratio 0.2985
