result/tencentBlock.ns17906.oracleGeneral.zst Clock cache size      200, 1053779 req, miss ratio 0.4755, byte miss ratio 0.4755
result/tencentBlock.ns17906.oracleGeneral.zst Clock cache size      601, 1053779 req, miss ratio 0.4626, byte miss ratio 0.4626
result/tencentBlock.ns17906.oracleGeneral.zst Clock cache size     2005, 1053779 req, miss ratio 0.4521, byte miss ratio 0.4521
result/tencentBlock.ns17906.oracleGeneral.zst Clock cache size     6016, 1053779 req, miss ratio 0.4475, byte miss ratio 0.4475
result/tencentBlock.ns17906.oracleGeneral.zst Clock cache size    20053, 1053779 req, miss ratio 0.3717, byte miss ratio 0.3717
result/tencentBlock.ns17906.oracleGeneral.zst Clock cache size    40107, 1053779 req, miss ratio 0.3057, byte miss ratio 0.3057
result/tencentBlock.ns17906.oracleGeneral.zst Clock cache size    80215, 1053779 req, miss ratio 0.2129, byte miss ratio 0.2129
result/tencentBlock.ns17906.oracleGeneral.zst Clock cache size   160431, 1053779 req, miss ratio 0.1937, byte miss ratio 0.1937
result/tencentBlock.ns17906.oracleGeneral.zst S3FIFO-1 cache size      200, 1053779 req, miss ratio 0.4690, byte miss ratio 0.4690
result/tencentBlock.ns17906.oracleGeneral.zst S3FIFO-1 cache size      601, 1053779 req, miss ratio 0.4580, byte miss ratio 0.4580
result/tencentBlock.ns17906.oracleGeneral.zst S3FIFO-1 cache size     2005, 1053779 req, miss ratio 0.4520, byte miss ratio 0.4520
result/tencentBlock.ns17906.oracleGeneral.zst S3FIFO-1 cache size     6016, 1053779 req, miss ratio 0.4305, byte miss ratio 0.4305
result/tencentBlock.ns17906.oracleGeneral.zst S3FIFO-1 cache size    20053, 1053779 req, miss ratio 0.3710, byte miss ratio 0.3710
result/tencentBlock.ns17906.oracleGeneral.zst S3FIFO-1 cache size    40107, 1053779 req, miss ratio 0.3065, byte miss ratio 0.3065
result/tencentBlock.ns17906.oracleGeneral.zst S3FIFO-1 cache size    80215, 1053779 req, miss ratio 0.2367, byte miss ratio 0.2367
result/tencentBlock.ns17906.oracleGeneral.zst S3FIFO-1 cache size   160431, 1053779 req, miss ratio 0.1944, byte miss ratio 0.1944
result/tencentBlock.ns17906.oracleGeneral.zst LRU cache size      200, 1053779 req, miss ratio 0.4764, byte miss ratio 0.4764
result/tencentBlock.ns17906.oracleGeneral.zst LRU cache size      601, 1053779 req, miss ratio 0.4631, byte miss ratio 0.4631
result/tencentBlock.ns17906.oracleGeneral.zst LRU cache size     2005, 1053779 req, miss ratio 0.4515, byte miss ratio 0.4515
result/tencentBlock.ns17906.oracleGeneral.zst LRU cache size     6016, 1053779 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns17906.oracleGeneral.zst LRU cache size    20053, 1053779 req, miss ratio 0.3706, byte miss ratio 0.3706
result/tencentBlock.ns17906.oracleGeneral.zst LRU cache size    40107, 1053779 req, miss ratio 0.2848, byte miss ratio 0.2848
result/tencentBlock.ns17906.oracleGeneral.zst LRU cache size    80215, 1053779 req, miss ratio 0.2053, byte miss ratio 0.2053
result/tencentBlock.ns17906.oracleGeneral.zst LRU cache size   160431, 1053779 req, miss ratio 0.1904, byte miss ratio 0.1904
result/tencentBlock.ns17906.oracleGeneral.zst LeCaR cache size      200, 1053779 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns17906.oracleGeneral.zst LeCaR cache size      601, 1053779 req, miss ratio 0.4618, byte miss ratio 0.4618
result/tencentBlock.ns17906.oracleGeneral.zst LeCaR cache size     2005, 1053779 req, miss ratio 0.4515, byte miss ratio 0.4515
result/tencentBlock.ns17906.oracleGeneral.zst LeCaR cache size     6016, 1053779 req, miss ratio 0.4476, byte miss ratio 0.4476
result/tencentBlock.ns17906.oracleGeneral.zst LeCaR cache size    20053, 1053779 req, miss ratio 0.3627, byte miss ratio 0.3627
result/tencentBlock.ns17906.oracleGeneral.zst LeCaR cache size    40107, 1053779 req, miss ratio 0.2832, byte miss ratio 0.2832
result/tencentBlock.ns17906.oracleGeneral.zst LeCaR cache size    80215, 1053779 req, miss ratio 0.2105, byte miss ratio 0.2105
result/tencentBlock.ns17906.oracleGeneral.zst LeCaR cache size   160431, 1053779 req, miss ratio 0.1904, byte miss ratio 0.1904
result/tencentBlock.ns17906.oracleGeneral.zst LHD cache size      200, 1053779 req, miss ratio 0.4793, byte miss ratio 0.4793
result/tencentBlock.ns17906.oracleGeneral.zst LHD cache size      601, 1053779 req, miss ratio 0.4626, byte miss ratio 0.4626
result/tencentBlock.ns17906.oracleGeneral.zst LHD cache size     2005, 1053779 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns17906.oracleGeneral.zst LHD cache size     6016, 1053779 req, miss ratio 0.4474, byte miss ratio 0.4474
result/tencentBlock.ns17906.oracleGeneral.zst LHD cache size    20053, 1053779 req, miss ratio 0.3736, byte miss ratio 0.3736
result/tencentBlock.ns17906.oracleGeneral.zst LHD cache size    40107, 1053779 req, miss ratio 0.2969, byte miss ratio 0.2969
result/tencentBlock.ns17906.oracleGeneral.zst LHD cache size    80215, 1053779 req, miss ratio 0.2139, byte miss ratio 0.2139
result/tencentBlock.ns17906.oracleGeneral.zst LHD cache size   160431, 1053779 req, miss ratio 0.1911, byte miss ratio 0.1911
result/tencentBlock.ns17906.oracleGeneral.zst Cacheus cache size      200, 1053779 req, miss ratio 0.4712, byte miss ratio 0.4712
result/tencentBlock.ns17906.oracleGeneral.zst Cacheus cache size      601, 1053779 req, miss ratio 0.4588, byte miss ratio 0.4588
